X,RamDA_mESC_12h_A04,RamDA_mESC_12h_A05,RamDA_mESC_12h_A06,RamDA_mESC_12h_A08,RamDA_mESC_12h_A09,RamDA_mESC_12h_A12,RamDA_mESC_12h_B02,RamDA_mESC_12h_B05,RamDA_mESC_12h_B06,RamDA_mESC_12h_B07,RamDA_mESC_12h_B08,RamDA_mESC_12h_B09,RamDA_mESC_12h_B10,RamDA_mESC_12h_B11,RamDA_mESC_12h_B12,RamDA_mESC_12h_C02,RamDA_mESC_12h_C03,RamDA_mESC_12h_C04,RamDA_mESC_12h_C05,RamDA_mESC_12h_C07,RamDA_mESC_12h_C09,RamDA_mESC_12h_C10,RamDA_mESC_12h_C11,RamDA_mESC_12h_C12,RamDA_mESC_12h_D02,RamDA_mESC_12h_D04,RamDA_mESC_12h_D05,RamDA_mESC_12h_D07,RamDA_mESC_12h_D08,RamDA_mESC_12h_D09,RamDA_mESC_12h_D10,RamDA_mESC_12h_D11,RamDA_mESC_12h_D12,RamDA_mESC_12h_E01,RamDA_mESC_12h_E02,RamDA_mESC_12h_E05,RamDA_mESC_12h_E07,RamDA_mESC_12h_E08,RamDA_mESC_12h_E09,RamDA_mESC_12h_E10,RamDA_mESC_12h_E11,RamDA_mESC_12h_E12,RamDA_mESC_12h_F01,RamDA_mESC_12h_F02,RamDA_mESC_12h_F03,RamDA_mESC_12h_F06,RamDA_mESC_12h_F07,RamDA_mESC_12h_F10,RamDA_mESC_12h_F11,RamDA_mESC_12h_F12,RamDA_mESC_12h_G01,RamDA_mESC_12h_G03,RamDA_mESC_12h_G05,RamDA_mESC_12h_G06,RamDA_mESC_12h_G07,RamDA_mESC_12h_G08,RamDA_mESC_12h_G09,RamDA_mESC_12h_G12,RamDA_mESC_12h_H01,RamDA_mESC_12h_H02,RamDA_mESC_12h_H05,RamDA_mESC_12h_H06,RamDA_mESC_12h_H07,RamDA_mESC_12h_H08,RamDA_mESC_12h_H09,RamDA_mESC_12h_H10,RamDA_mESC_12h_H11,RamDA_mESC_12h_H12
Dppa2,3.071282114,1.434514298,1.936482597,1.829954441,2.322601286,2.014933614,2.009676766,1.985786128,1.421790789,2.152116536,2.388714621,2.102091391,1.62766656,1.63929688,1.582078165,1.710738489,1.969845407,1.971381019,2.198278618,1.361431119,2.578284038,1.824650926,2.21764147,2.253212562,1.732397263,2.147334262,2.999647274,2.23935365,2.756529932,1.900070777,2.399216911,1.56385404,2.006731279,1.422155551,0.979557429,2.22233873,1.714569912,1.886699803,1.982381567,2.620191375,2.587780755,2.281857299,1.842925697,1.422380812,1.913557301,2.018040337,1.522411659,1.739251315,1.967969094,2.057555193,2.037637988,1.962655715,2.253389331,1.791632919,3.173457205,2.066986322,0.857848747,2.609743804,1.74095147,1.773901833,2.595181214,1.929730686,2.34790805,1.897860033,1.825250197,1.826551134,2.52511032,2.263915811
Dppa4,3.390850988,1.398420851,2.380645553,2.233775763,2.628343647,2.096270577,2.309304651,1.772050358,1.64410392,1.990468109,2.80992922,2.821273041,2.693368636,1.974006286,2.444614136,1.989157522,2.1997681,2.7372613,2.478112786,2.209647107,2.57653422,2.567793948,2.647496391,2.646492631,1.98523133,2.095408287,3.045073127,2.446246429,2.200363906,2.317232767,2.298007972,2.237957181,2.540748415,1.73013589,2.166939974,2.716874411,1.984575875,2.114328722,1.971065079,2.859215277,2.685952015,2.838263368,2.292311018,1.882537998,2.371152407,1.866510155,1.985855941,2.831972386,1.921266321,3.188359957,2.202891093,1.976666409,1.610559803,1.941004311,2.673692522,2.382165803,1.704429423,2.201566935,2.316320976,2.388804262,1.787505784,2.428888888,2.852811422,1.997799148,2.226694896,2.026537682,2.342409798,2.512153624
Dr1,1.151930255,1.056924942,1.212390828,0.880434688,0.873125882,1.182244765,1.196140185,1.166082568,0.894759515,1.110051394,1.094403729,1.180000264,1.093401008,0.668990403,1.240300392,0.70699266,1.240475453,1.081967466,1.24892234,0.732394119,1.036434436,1.16544619,0.824332474,1.238929387,0.776692845,1.097057574,1.200833571,1.24506505,1.145859838,1.067701487,0.757478566,1.140144023,1.218169849,0.893839189,0.657459183,0.97911327,1.094891627,0.923991776,0.889797442,1.205352594,1.360806832,0.830079374,0.945587229,0.870008076,1.140769581,1.144097045,0.998708284,0.706354848,0.487102557,1.136942702,0.936681812,1.012310236,0.852130225,1.041267633,1.067954985,1.341015393,0.96884538,1.410882281,1.056916086,0.776581325,1.205537233,0.788028528,1.182536265,1.242090989,0.843951785,0.798379353,1.015542074,1.097913718
Dtx1,1.704268142,0.615177323,0.435516565,0.619174154,0.040659544,0.299314127,0.421929365,0.06685965,0.275380931,0,0.245574834,1.743350465,1.277661971,0.535480169,0.812319991,1.268832547,0.34597156,0,0.339420889,0.935765751,0.309457963,0.334958089,0.363840711,0.28352531,0.043339889,0.102191555,0.67314724,0.539864002,0,0.32166258,0.445442536,0.420588531,0.171670116,0.137196103,0.496138883,0.465839998,0.026051936,0.31558963,0,1.596304519,0.027142702,1.720368527,0.517619945,0.894740242,0.692413351,0,0.37698973,1.380478122,0.295256051,1.037122376,0.418199007,0.029420124,0.738408164,0.43629282,0.655091557,1.077782046,0.116509466,0.335218374,0.734865285,0,0.207448549,0.299344405,0.289800005,0.271978671,1.449258788,0.020518089,0.04118677,0.071412505
Dusp9,7.13E-10,1.436058293,0.609834861,0.634799361,1.007114178,0.394633805,3.279241158,1.191344208,1.231979616,3.729053448,1.22467682,1.934346536,0.547618573,0.724877189,1.338546291,1.70E-09,1.144887699,0.568559266,0.755853755,1.127121481,0.311185146,1.463536165,0.583283644,4.39E-09,0.609910579,2.344208682,0.788404343,1.812525929,2.001198194,1.802112733,1.767617854,1.400242861,2.340118438,1.334458853,2.668156603,1.398516817,6.03E-09,1.024247195,2.069717242,0,2.077444464,8.10E-10,1.05815338,1.987633807,0.803370463,0.609574671,3.43E-09,1.04E-09,2.231927773,1.996515788,1.203393484,0.978465149,1.444362752,2.01776551,2.454081884,1.481111493,5.69E-09,1.111983598,1.23551683,2.13E-09,0.821874958,1.168275916,0,0.752931705,2.732318546,0.990007867,1.07367023,0.624607339
E2f1,0.582222018,0.326872926,0.123174232,0.096826408,0.428210955,0.484024899,0.529974005,0.586771768,0.128592006,0.506220691,0.403761816,0.253592298,0.222742494,0.546620473,0.263636322,0.41850843,0.515556609,0.213192537,0.696324539,0.043813146,0.59659386,0.416604115,0.363106769,0.452909371,0.313151402,0.296504876,0.198034672,0.496514149,0.230068969,0.466251626,0.258966864,0.25387639,0.586762267,0.60217175,0.494117556,0.155538269,0.387064188,0.324113622,0.808196816,0.958383399,0.74065469,0.369644,0.355887406,0.467892249,0.664571903,0.16895996,0.278525762,0.335591746,0.722505621,0.136145927,0.147981494,0.663122255,0.45905004,0.437845753,0.153116425,0.877664393,0.127287903,0.9752115,0.601319872,0.20563342,0.645794085,0.565998003,0.556390389,0.059229397,0.434863752,0.421650883,0.749711717,0.732027251
E2f2,0.485023686,0.321379812,0.530346044,0.449535946,0.186802094,0.636488898,0.829544394,1.020391567,0.515760415,0.038817587,0.551933291,1.383936567,0.644621127,0.069255641,0.637659181,0.993835991,0.167734189,0.102236638,0.404615051,0.164136697,0.775354671,1.263337943,0.139244753,0.940252795,0.1745467,0.441930703,0.510069202,2.023452317,1.14943818,0.88152341,0,0.321395131,0.89544261,0.090958362,0.022456388,1.184099068,0.329303324,0.167425758,1.326652329,0.921229461,0.920361653,0.212189559,0.930081441,0.444141781,0.437311114,0.480555229,0.2685486,0.767398581,1.154165163,0.431651242,0.179478015,0.448657518,1.014392936,1.466163883,0.514048524,0.571251817,1.334076349,1.180878002,0.163163951,0.041444303,0,1.848214563,1.629439169,0.082147465,0.542729873,0.702392586,0.46273306,0.430248011
E2f4,2.335475594,2.527517312,2.433899249,1.925862464,2.228282058,2.053209875,2.232792254,2.056867651,2.312525092,2.038739122,2.119107581,2.291297352,2.456004162,2.200713109,2.307783473,2.153718477,2.224517259,2.257815538,2.097752137,1.63196713,2.044579098,2.465660566,1.801875823,2.338069994,2.34478132,2.058597562,2.44676424,2.210628953,2.30522066,1.911324433,2.131028309,2.171005521,1.975322115,1.775249994,2.159230281,2.004981907,1.784818221,2.198086299,1.772698998,2.372239172,1.885385383,2.296680026,2.057585958,2.249955103,2.480682856,1.976099478,2.443816329,1.968499483,1.494991734,1.772802372,2.206145582,1.974071167,2.003145721,2.202724007,1.793829436,2.489396022,1.798081513,2.467001802,1.914671276,1.941936635,2.369511814,2.507087696,2.331560342,2.230978952,2.313688528,2.176189647,2.151773115,2.428804183
E2f6,0.513333744,1.447378986,1.230175706,0.406141407,0.794682787,1.168928907,1.688649116,0.19889975,1.278849673,1.435905941,0.746020565,1.501810272,1.076672992,0.852474645,1.621768255,0.453660585,1.394131218,1.373450819,1.768945712,0,0.289506672,1.453055899,1.041312978,1.283913235,1.812475055,1.337930762,0.884232197,1.395030072,0.783352655,0.542858152,1.491783036,1.237424491,0.941056165,1.136198266,1.196099557,0.747912636,1.197128186,1.209192842,0.894292133,1.014249823,1.26681605,1.045268771,0.811727736,1.093715338,1.271120822,1.165540465,1.664601852,0.360319272,0.818135555,1.401134552,1.065532098,0.80308444,0.738870687,1.504068592,0.7902802,1.349795546,1.05707434,1.132121819,0.62039621,1.512394451,0.49004575,1.171542847,1.115016174,0.942964414,0.595826847,1.317205606,0.859970157,1.52559896
Ebf1,0,0.014828424,0.210138467,0.047325305,0.461167844,0.693492466,0.088899688,0.296054376,0.167373858,0.033136651,0.006041395,0.150136195,0.624739188,0.445198063,0.42923244,0.664083875,0.33543821,0.217040094,0.017974453,0.006786233,0,0.262565374,1.187879991,0.241120733,0.48115962,0.353633471,0,0.312197683,0.261791542,0.459176135,0.013592547,0.041547862,0.848802274,0,0.376150353,0.098925479,0.368889505,0,0.032594048,0.012012447,0.695631332,0.011864854,0.050929729,0.012263464,0.245484536,0.009035427,0.436236996,0.688499118,0.161197108,0.014677327,0.016139113,1.004013044,0.351002094,0,0.273933414,0.435239932,0.223054362,0.267003836,0.030845425,0.567395517,0.613221488,0.600512901,0.268521759,0.015250249,0.46696884,0.667053522,0.196237416,0.593851773
Ect2,3.270749321,2.605329696,2.666594271,2.871682879,2.087753463,3.105940168,2.443234885,2.411447055,2.560779041,2.517668689,3.286069159,3.372754184,2.287604886,1.847078431,3.163088503,2.389143924,2.547006928,2.370188841,2.398336729,3.047004491,2.92539909,3.257380707,2.499539002,2.106126366,2.956056814,3.184692104,2.718165297,1.964865288,3.041846118,2.360338889,3.03359809,3.002704434,3.165004236,2.852284587,2.323491366,3.561862672,2.656900344,2.283390185,1.342737887,4.204098172,2.492394238,3.207344788,2.52765589,2.391448063,2.655171234,2.822047345,2.656452883,4.088796932,1.500411311,2.502368492,2.769711817,3.010072962,3.05319405,2.485727415,3.034292461,3.03288576,3.03403998,3.340983269,2.807601785,2.266752822,2.046476372,2.113229304,2.540523765,2.546159434,2.511699807,2.3048333,2.909388701,1.810724981
Edem1,1.961491301,1.24935371,2.071715457,3.585011627,2.355456055,1.926488045,2.744298565,2.179958585,2.098197345,2.489727942,2.24506748,2.233487942,3.103949321,2.392263372,2.490766882,2.097324216,2.834400394,1.75070354,2.519233723,2.09655742,2.127412206,2.72277792,1.588328668,1.692598139,2.454263313,1.973242745,2.057304865,2.044530953,1.593331169,2.189999666,1.316809813,2.86871077,1.563021428,2.045072845,2.532760892,2.663968339,1.6282492,1.564054344,2.420684905,2.131423044,2.783249923,2.082229967,1.984527767,2.540076272,2.731809477,2.083113803,2.785303975,2.034928297,2.633614232,1.977067694,2.4319607,2.789184919,1.293764747,2.363913234,2.543030912,2.562957306,2.826993176,2.697991713,2.287538145,1.813938992,1.508861489,1.847540784,2.741041339,2.233168891,1.746701517,1.795582488,2.376287956,1.916565149
Eed,4.52224821,3.409196496,4.225907221,3.668683189,4.665238822,4.003481313,3.491398697,4.134821018,3.810977149,3.229774031,3.670615184,3.81617605,4.12049258,4.145742843,4.002083038,2.826166761,4.194051145,3.809989394,3.534328052,2.717404921,4.279493964,3.942214897,3.495793456,3.398876537,3.546849038,4.245613514,4.261978487,3.749790415,3.727657701,3.721747598,3.989642342,3.722474932,3.581307367,4.0308775,3.589315333,4.079981531,3.605289773,3.942588484,3.630128175,4.0582944,3.978732158,4.030113169,3.277269761,3.814419534,3.978249205,3.922669151,3.610467306,3.685905228,3.192582511,3.499617829,3.362649496,3.857728205,3.791572979,3.828310103,3.544178982,4.153578451,3.310365297,4.049745874,4.156444078,4.139634803,4.735039017,3.683316192,4.489155725,3.800101906,3.039759646,3.765455876,4.114395277,4.381579876
Egr1,0.500348248,0.115206109,1.541916929,0.13384168,1.289656684,0,0.015202493,1.294923291,0.21764188,0.149422637,0,0,0.335856713,1.188410633,0.348994425,0.106770435,0.738788391,0.638173595,1.689631596,0.013800601,0.107837508,0.054655268,1.378732309,0.75541051,0.423763743,0,0.130099839,1.790424142,0,1.882927489,0.869440257,0.246576633,0.792353519,0.035190121,1.187594488,1.595019302,1.219994227,0.282079251,1.004667667,0.514822751,1.626636267,0.790077038,0.156325562,0.823591204,0.974473996,0.486237073,0.905190399,0.10758159,0.729724767,0.935457016,0.350211793,0.80189158,0.690915935,0.159617909,0,0.588596415,1.120381821,0.390813961,0.04081377,1.588847333,0.5002828,0.024615903,0.031777112,0.883458232,0,0.163482137,0.323034144,0.46250285
Ehmt2,2.747387448,3.145942634,2.828291749,2.559137901,3.416119403,2.85543888,3.349194507,3.208071863,2.099708441,3.620882321,2.771937261,2.774211591,3.574273645,3.338895022,3.786219621,2.940087054,2.867332263,3.035876788,2.958982873,2.880497735,3.336585681,2.919096864,3.435207135,3.172261006,3.856494021,3.171237857,3.451218305,3.4200588,2.832738166,3.148350132,3.666488322,2.748573026,3.705711061,2.881431795,3.083185405,3.331281483,3.098620596,3.219734633,3.252504443,2.889124915,4.005191946,2.812198358,3.569792308,3.719835112,3.262221297,2.573345949,3.425065451,2.677576175,2.95748563,3.015567244,3.377479054,3.025240486,2.64927612,4.001232797,2.935081973,3.019585369,3.010371447,2.795122791,3.406829995,3.550839013,2.23570363,3.567154658,2.87997556,2.919055719,3.248473393,2.576922235,2.589777082,3.510046708
Eif4a2,5.066101819,5.077455557,4.436075617,5.116000481,4.331066559,3.339617752,4.964645493,4.434301,4.269893365,3.270969674,3.458872059,4.601552151,5.378444384,4.295527699,4.641839722,4.118544868,5.005185913,4.679846422,4.283223205,3.316722605,5.116450297,5.697906208,4.548479222,5.679178847,4.794471811,3.762205956,4.426029986,4.239264463,4.639407291,4.400475901,4.464074271,4.514539016,5.568482999,4.011210341,4.94817127,4.917084589,3.795071286,4.439813026,3.476787743,4.949858876,3.770225558,4.587173379,4.597186215,3.787112827,5.173086796,4.052321705,4.179583705,4.583272635,3.517961766,5.213773932,4.550556636,4.473127406,5.27030673,4.292021361,5.25313659,4.881098567,4.88090429,4.896345391,4.072471701,4.658423881,4.7975284,3.742304456,4.786507092,5.16789655,3.131716069,3.73375444,4.587240042,4.928024181
Elavl2,1.408107207,1.364962795,0.872004201,0.539878932,2.090837281,0.242714442,1.255660294,1.262624785,0.8000604,0.117459079,0.891825595,1.305860835,1.262269126,1.527513094,1.053547724,0.961681661,0.801550833,0.946240227,1.166959048,1.087860103,0.767363715,0.64212482,1.499469576,1.004650092,0.621201465,0.087571323,2.088654545,1.191576855,0.966811684,1.698146277,1.606974393,1.050471318,0.59780732,0.275046099,1.242473047,0.463309337,0.522722376,0.168112757,0.987829674,0.596703205,1.408400447,1.052655116,1.482301748,0.916671534,1.40694236,1.274084659,0.828626483,0.883795385,0.76383906,0.787117317,0.615602164,0.752385914,0.897182013,1.53792122,0.52814734,0.999182914,1.343158813,0.439493057,0.893871112,0.657565433,1.042105836,1.063123279,0.687136674,0.403213095,0.064518655,0.138441847,0.420667127,0.705564904
Elf1,0.895706397,0.304773768,0.817340342,1.426188487,0.824444549,1.132642072,1.026790287,0.685712312,1.216622853,1.060713353,0.915726703,1.345490925,1.831713538,0.871901705,1.024056205,0.748739927,0.370597149,0.851686851,1.01468117,1.14176195,1.21182582,0.760178933,1.072048374,0.740492198,1.278344256,1.383805919,1.006181339,1.448725183,0.239678244,0.643646568,1.110272239,0.921141805,1.359713724,0.517271109,0.569272842,1.632012634,1.186855057,0.653329368,1.055368117,1.404479148,1.294267884,0.299543206,0.803773396,1.099367106,0.609291203,0.400198195,1.275860422,1.100667427,0.663799049,1.376557477,1.046267876,1.135844023,1.173366051,1.012790182,1.181666392,1.369449077,0.939612612,1.542645604,0.942761542,0.148801789,0.442033553,1.283121475,1.206707575,0.711613768,1.59357045,0.608439193,1.311108441,0.304871026
Elf2,1.394888664,1.219402458,1.850502561,1.333552676,1.83458292,1.299069399,1.465714642,1.7133142,1.006671383,2.147044973,1.850939867,1.706972346,1.608897606,1.978814193,1.728776379,1.593021905,1.818778089,1.218395562,1.735271559,1.557116176,1.444361436,0.815844164,1.827547996,1.093754754,1.900268583,1.445790063,1.852199992,1.196941049,1.630478784,1.65217686,1.219355751,2.031434319,1.165084566,2.201482496,1.832606313,1.661123732,2.487354454,1.855246621,2.014460795,1.943921155,2.210056444,1.668685475,1.484816011,1.489376073,2.361341409,1.537947534,1.18375392,1.321303534,1.399176953,1.217079942,1.568246577,1.461076011,2.010404127,1.841808728,1.046105007,1.063602387,1.257243486,2.085565255,0.829703522,0.863274977,1.835842713,2.116414899,1.445572913,1.787091113,2.155784294,1.178789871,1.992328815,2.143033394
Elk1,0.295515873,0.11521262,0.306154807,0.289899636,0.498289665,0.385646636,0.209036012,0.428538251,0.357248943,0.167032927,0.310974083,0.525392299,0.568535651,0.202019253,0.4895856,0.331950145,0.548591909,0.336505465,0.389196421,0.460423523,0.172356207,0.293044975,0.353573062,0.247477006,0.40758261,0.242870318,0.611642352,0.222544072,0.426490952,0.40824689,0.364217372,0.383313524,0.371478084,0.168728367,0.470268236,0.459394699,0.155521855,0.448890004,0.259075106,0.489898582,0.39052113,0.46219542,0.231863466,0.486742549,0.255843217,0.570231911,0.369065526,0.418867124,0.529098529,0.378892244,0.195539177,0.595540679,0.407880155,0.386393367,0.510376877,0.292616003,0.567783595,0.536819588,0.279916736,0.060824424,0.359104991,0.140756947,0.572599051,0.136032472,0.292690869,0.40496057,0.260197247,0.585375157
Elk4,1.7615953,1.70697085,0.62573898,1.427348799,0.533196013,0.396175858,0.745852197,0.846909966,1.911241105,1.868095967,1.202149894,1.350532419,0.66971679,0.576785846,0.799898417,1.021202724,1.668182002,1.429146234,0.519493154,1.094933946,0.725407189,1.475872963,0.530208955,1.016852927,1.035356156,1.381631477,1.080370865,1.930702655,0.320172827,1.661665363,0.562419332,0.731495683,1.319443622,0.623856588,1.0944209,1.218602452,1.133611081,0.797923054,0.520861675,1.054816079,0.962585705,0.46582604,0.748276374,1.269549293,0.290766114,1.128621131,1.004682924,1.372254823,1.901047219,1.850091793,1.15047591,1.324081583,1.485481943,1.258436089,1.709199556,0.866499531,1.06301641,1.300141198,1.867056414,1.498707771,1.100971221,0.563188043,0.913773478,0.582543729,0.644405587,0.520911948,1.060786375,1.150306014
Ell2,0.298841227,0.620619013,0.965683385,1.036548444,0.500578162,0.680170312,0.472905983,0.337233356,0.946443208,0.785078236,1.243098448,1.636141982,1.372146776,0.419457052,0.966018378,0.800917102,0.858323337,0.563047441,0.652267851,0.404676219,1.131052037,0.600437796,1.186818084,0.982267933,0.375038447,0.482494227,0.869667465,0.962085679,0.541129575,0.71002177,0.682110863,0.896589117,0.992240926,0.217850961,0.409144153,0.644502057,1.053883704,0.756570533,0.594148435,0.634199137,0.680215609,0.766355285,0.512853852,0.813575943,0.731816134,0.792947291,0.502777978,0.373282203,0.507742239,0.781485332,0.486091934,0.562822847,1.011471259,0.666645649,1.317660474,0.653170487,1.246109098,0.295534783,0.504066247,0.389653702,1.316594074,0.615615502,0.462774848,0.307529281,0.860932606,0.616175183,0.621328414,0.268085802
Ell3,0.195480779,0,0.046626041,0.040955265,0.263466511,0.048711825,0,0,0,0.257133318,0.064762643,0.268946017,0,0.053617409,0,0,0,0,0,0,0,0,0,0,0.135597555,0,0.339521744,0,0,0.07566277,0.44800685,0,0,0,0,0.059622837,0,0,0.018420909,0.156786113,0,0.19333733,0,0.058250312,0.268101236,0,0,0,0.249986299,0.077856639,0,0.373514013,0,0.073792714,0,0,0,0,0,0,0.379864879,0,0.492741938,0,0,0,0,0.007385857
Eomes,0,0.12797385,0,0.366675328,0.126128059,0,0.054228609,0,0.052249631,0.170458083,0.104472676,0,0.105153999,0,0.212770866,0.209758796,0,0,0.057797441,0.112520789,0.010526966,0,0.081732084,0,0.071996367,0.061267457,0,0.13056103,0.172940235,0.065234517,0,0.149664571,0.365978995,0.020608073,0.012609134,0,0.024774707,0.015815007,0.031049501,0,0.265321412,0,0.042376526,0.00989501,0.012945823,0.080257757,0,0.103448713,0.347973016,0.130620418,0.036150201,0,0.098229981,0,0.096035395,0.19450778,0.046472128,0.011459173,0.032715644,0.060109339,0,0.213540233,0,0,0.053648635,0,0.07809058,0.030667089
Ep300,2.546259014,2.475559385,3.110085275,2.180459343,2.953134442,2.634408782,2.342897645,1.994626545,3.002080158,2.568944952,2.468763966,2.732001265,2.790022533,1.983220891,2.525571916,2.41322527,2.797577939,2.873224402,3.082513494,1.277905255,2.294660592,2.923827145,2.453098035,2.897676023,2.154718945,2.045012254,2.988946485,2.397838261,2.397640694,2.766530298,1.916373987,2.220238633,3.413222492,2.344877008,3.251494112,2.319970323,2.736324806,2.443240058,2.349760474,2.990640208,2.798515448,2.545447811,2.704071555,2.624838377,3.101796262,2.381390532,3.305434252,2.104720358,2.145920595,2.734235084,2.053773327,3.289533853,2.121867752,1.952033495,2.391629237,2.872372535,2.168027734,2.991159851,3.057613018,2.851818027,2.660426828,1.773665089,2.619354759,3.087921343,2.281782493,2.482221416,2.889665555,3.035714096
Ep400,3.483787055,2.816448345,2.618023243,2.895370674,2.599791051,2.370032237,2.921211915,2.664533339,2.895665011,3.340813079,2.866385236,3.033627598,3.184719088,1.750999399,2.889754322,2.867349996,2.821583779,1.73706575,2.854048432,2.434494691,2.8045528,3.123844284,2.215956973,2.857782077,2.486123888,2.693623922,3.053024656,3.02253246,2.501498816,3.345763537,3.109245802,2.701638325,2.909312693,2.239796601,2.7405216,2.370982885,3.367690188,2.623272704,2.325268222,2.687592668,3.207888605,2.641937857,3.117332129,2.894495458,2.631673635,2.455614428,2.647531956,2.745681083,3.102919328,2.331429757,2.732302018,2.519608229,2.288201875,2.873461877,2.456321651,2.540947195,2.657079626,3.396608181,2.430369562,2.580342133,3.578289852,2.727189658,2.317550751,1.940145947,2.386761913,2.359492474,3.482787596,3.024297768
Epas1,0.018042618,0.113741751,0.073287647,0.58670802,0.46379284,0.180332336,0.169776053,0.74487397,0.421658216,2.101346029,0.710002827,0.128442193,0,0.367271853,0.1854924,0.094159426,1.504871794,0.006942368,0.121322078,0.405375617,0.486589438,0.716244565,0.070847214,0.278934179,0.581713805,0.173042025,0.506479977,0.208681411,0.36157544,0.175692309,0.112854772,0.306232855,0.116384234,0.326907419,0.565750168,0.26527886,0.449590605,0.072326806,0.216712217,0.761625118,0,0.103455008,0.215684679,0.063727789,0.313016699,0.0310674,0.32955249,0.103361431,0,0,0.462008798,0.240524987,0.053649067,0.041546299,0.557104211,0.271845484,0.02936217,0.07810348,0.023147205,0.394730238,1.350251339,0.374190933,0.211695268,0.061519209,0.185939186,0.296952531,0.327742918,0.837923651
Epha2,1.396768631,2.560668779,3.196873648,1.940429933,3.796765383,1.026930569,1.494089108,1.816941121,2.915625399,0.597586185,2.116936592,0.137052862,2.882205649,2.510518773,1.510726167,2.851225584,2.586485273,1.640284075,3.003192953,1.700286994,1.548265187,2.554601897,1.727584111,1.135740026,1.427614172,1.284265636,1.886821276,4.079779409,1.318371351,1.789702271,0.950799096,1.280807528,2.99239114,1.658877464,2.070101841,2.682690066,2.967879391,1.556276946,2.297806625,2.060540578,1.346448134,1.954203465,1.758515664,0.88388573,3.004375913,1.281859576,1.572370008,1.957222615,2.432144063,1.86770948,1.656113608,2.956885921,2.322406306,2.599891793,0.771848388,2.325440483,2.191110528,2.023075204,2.750243629,2.023779117,3.629618479,2.771766771,2.390861654,2.66676989,2.576053699,2.079717347,1.542415977,2.352771855
Eps8,0.394033999,0.643869704,0.050873702,0.150655948,0.015486948,0.267968544,0.237922461,0.137784493,0,0.669283715,0.398318567,0.220930315,0.959314627,0.823239701,0.27827976,0.85166651,1.096733142,0.809719333,0.578887753,0.378217209,0.02219549,0.39507753,0.853519528,0,0.149353151,1.222626815,1.197721769,0.684731195,0.419281135,0.012299848,0.535296226,0.782971508,0.784439131,0.532175875,0.491004356,0.843547499,0.630267571,0.085701351,0.0034473,1.13805422,0.492780043,0.497327531,0.875817819,0.602438552,0.545280667,0.339531146,0.666377826,0.073231294,0.687172695,0.011648919,0.203760482,0.257556809,0.013823449,0.502705295,0.274013148,0.900331563,0.594531995,0.55984212,0.750707548,0.751958676,0.265043515,0.091343047,0.534430605,2.143154658,0.531726542,0,0.011642637,0.303567217
Ercc3,1.188863354,1.231050727,1.244922745,1.505453245,1.89642713,1.652112958,1.433219328,1.613237106,1.726492252,1.356744294,1.613450723,1.843895469,1.624502273,1.234939978,1.572335514,1.223741191,1.651945971,1.573692337,1.597142856,1.195003767,1.914019392,2.035272112,1.311995165,1.98502885,1.087795242,2.171184191,1.182758529,1.500344027,1.5786277,1.170161872,1.651254266,1.625857114,1.249055942,1.159034719,1.255103027,1.386796151,1.672340236,1.396127223,1.373044111,1.790114079,1.272972883,1.427562309,1.33004916,1.250451271,1.715274229,1.723466247,1.265743416,1.608298301,1.499525413,1.511185232,0.946702135,1.821327871,1.47968115,1.466887094,1.656861114,1.874217062,1.519715945,1.846638212,1.793914091,1.549510847,1.630739239,1.281283372,1.511632328,1.014085297,1.549305123,1.381321229,1.430642848,2.210366834
Ercc8,0.303167581,0.800454285,0.727895704,0.628473262,1.017610008,0.816628491,0.579135921,0.811609739,1.103974588,0.93467088,1.391183925,0.797457777,1.337956704,0.584475672,0.44948138,0.709193528,0.739969375,1.081536607,0.432486838,0.723419387,0.785391569,0.669761219,0.770187983,0.795038574,0.665522353,0.35797039,0.972771185,0.273091429,0.400961839,0.390347454,0.838552586,0.441757794,0.336368248,0.915831408,0.967724108,0.635758579,1.469372307,0.94370108,0.648879585,0.649549967,0.673951394,0.402410555,0.702692118,0.559825979,0.511458204,0.973825077,0.656844671,0.94621848,0.539101357,0.556364973,0.427440105,0.837991427,0.426073683,0.565631621,1.03085413,0.180909339,0.648960871,0.420664989,1.119873636,0.730892755,1.265289372,0.36739104,0.28467842,0.693125537,1.014578552,0.452095787,0.598023455,1.335923311
Espl1,1.119629853,1.257890135,1.133165066,1.184077551,1.21426099,1.547899117,1.266402826,1.152627134,0.97165955,0.997275781,1.833296174,1.782638102,1.48773495,0.912500508,1.416925736,0.732466383,1.255200607,1.331780686,1.669449903,1.507284676,0.938354985,1.381231011,0.843633253,0.697763133,1.80640711,1.154617104,0.92397032,1.233484047,0.532264743,1.165900441,0.834517064,1.501537034,1.505419762,0.920016839,0.937596348,1.498850907,1.130658275,1.040226672,1.223206064,1.531341828,1.296985618,1.278428623,1.272327218,1.37767276,1.344418178,0.972939371,1.196701947,1.6217853,1.429891225,0.871639058,1.536771084,1.368299616,1.124311997,1.205903505,1.337739365,1.593818539,1.214023673,1.630257029,0.653308863,1.09970272,0.787285354,1.234704419,1.167126295,0.945391552,1.338291332,0.823809239,1.599332878,1.137666962
