X,RamDA_mESC_00h_A04,RamDA_mESC_00h_A05,RamDA_mESC_00h_A06,RamDA_mESC_00h_A07,RamDA_mESC_00h_A08,RamDA_mESC_00h_A09,RamDA_mESC_00h_A12,RamDA_mESC_00h_B01,RamDA_mESC_00h_B02,RamDA_mESC_00h_B03,RamDA_mESC_00h_B04,RamDA_mESC_00h_B05,RamDA_mESC_00h_B06,RamDA_mESC_00h_B07,RamDA_mESC_00h_B08,RamDA_mESC_00h_B09,RamDA_mESC_00h_B10,RamDA_mESC_00h_B11,RamDA_mESC_00h_B12,RamDA_mESC_00h_C01,RamDA_mESC_00h_C02,RamDA_mESC_00h_C03,RamDA_mESC_00h_C04,RamDA_mESC_00h_C05,RamDA_mESC_00h_C06,RamDA_mESC_00h_C07,RamDA_mESC_00h_C08,RamDA_mESC_00h_C09,RamDA_mESC_00h_C10,RamDA_mESC_00h_C11,RamDA_mESC_00h_D01,RamDA_mESC_00h_D02,RamDA_mESC_00h_D03,RamDA_mESC_00h_D04,RamDA_mESC_00h_D05,RamDA_mESC_00h_D06,RamDA_mESC_00h_D07,RamDA_mESC_00h_D08,RamDA_mESC_00h_D09,RamDA_mESC_00h_D10,RamDA_mESC_00h_D11,RamDA_mESC_00h_D12,RamDA_mESC_00h_E01,RamDA_mESC_00h_E02,RamDA_mESC_00h_E03,RamDA_mESC_00h_E04,RamDA_mESC_00h_E05,RamDA_mESC_00h_E06,RamDA_mESC_00h_E07,RamDA_mESC_00h_E08,RamDA_mESC_00h_E09,RamDA_mESC_00h_E10,RamDA_mESC_00h_E11,RamDA_mESC_00h_E12,RamDA_mESC_00h_F01,RamDA_mESC_00h_F02,RamDA_mESC_00h_F03,RamDA_mESC_00h_F04,RamDA_mESC_00h_F05,RamDA_mESC_00h_F06,RamDA_mESC_00h_F07,RamDA_mESC_00h_F08,RamDA_mESC_00h_F09,RamDA_mESC_00h_F10,RamDA_mESC_00h_F11,RamDA_mESC_00h_F12,RamDA_mESC_00h_G01,RamDA_mESC_00h_G02,RamDA_mESC_00h_G03,RamDA_mESC_00h_G04,RamDA_mESC_00h_G05,RamDA_mESC_00h_G06,RamDA_mESC_00h_G07,RamDA_mESC_00h_G08,RamDA_mESC_00h_G09,RamDA_mESC_00h_G10,RamDA_mESC_00h_G11,RamDA_mESC_00h_G12,RamDA_mESC_00h_H01,RamDA_mESC_00h_H02,RamDA_mESC_00h_H03,RamDA_mESC_00h_H04,RamDA_mESC_00h_H05,RamDA_mESC_00h_H06,RamDA_mESC_00h_H07,RamDA_mESC_00h_H08,RamDA_mESC_00h_H09,RamDA_mESC_00h_H10,RamDA_mESC_00h_H11,RamDA_mESC_00h_H12
Gatad2b,1.550671992,1.342622717,1.602238251,1.914505208,1.73533447,2.375856054,1.386075162,1.3668345,1.311429133,1.722507144,1.906965927,1.759568998,1.677347451,1.649120796,1.90415077,1.798072596,1.393465824,2.046076154,1.841633488,1.442066295,1.309898651,1.547001865,1.352883533,1.510981722,1.488325511,1.369216868,1.629535414,1.598615315,1.513901659,1.449384904,1.823888145,0.847054606,1.689716352,1.398557434,1.698881965,2.009470918,1.182012525,2.171494423,1.464306411,1.691644395,1.990495667,2.140510034,1.088119673,1.282021371,1.757105811,1.653908796,1.712685816,1.846758639,1.729207455,1.477029206,1.582843935,1.311182801,1.60032043,1.643867095,1.569277185,1.46164408,1.766207451,1.706948945,1.648814712,1.990167551,1.75781309,1.554560961,1.858777843,1.897016777,1.648468128,1.687158371,1.141509688,1.898593339,1.248335229,1.352574117,1.753746588,1.845710345,1.650977675,1.651600706,1.68749732,1.635924491,1.63371906,1.922164231,1.604020889,1.475167018,1.329725934,1.439761308,1.672741931,1.47362874,1.220529907,2.206407888,1.561929706,1.673141166,1.860517197,1.822406158
Gja1,1.957109904,2.495355511,1.727710113,1.203893133,1.251220465,2.261832665,2.344564784,1.701858994,1.455709831,1.108415513,1.776949965,1.79525405,2.407425374,1.149715838,0.849850897,2.740179622,2.170907047,1.868512854,2.915576767,1.444545733,1.578305173,2.86408716,2.747116312,1.778174397,2.923183717,0.887614968,2.428317165,1.914439938,2.845662674,3.00460013,3.032744739,1.764030089,2.801385503,2.274317071,2.013423184,2.567307291,3.006314061,2.879880256,3.020588809,2.432264333,3.149476609,0.19522339,2.981962254,2.009341264,2.731815024,1.683267851,2.514480914,1.895439777,3.272293513,2.567466552,1.639648228,2.614439261,2.641636997,2.471897829,2.761373263,1.61381131,2.633169421,2.49646543,1.821274363,1.9716329,1.531073569,2.520578579,0.997128064,2.462227556,2.084925071,2.693383148,2.75077053,2.255029394,1.591571923,1.552453817,1.176744642,2.408850664,1.670136493,2.754170493,2.774681883,2.524822939,3.308130101,0.904155719,2.748636913,2.40063423,2.186351675,2.273339072,1.938023867,2.045750681,3.05484236,2.995657874,2.099727216,2.20876576,2.136542029,2.056553604
Gli1,1.066346489,1.221099908,1.719048948,0.752594222,0.872418394,0.907054737,0.366208068,0.591689986,0.875841593,0.210881743,1.234574216,0.209476364,0.987102951,1.198300005,0.929024034,0.387116225,1.29454948,1.786847374,0.907083117,0.682622056,1.096217159,1.182731921,1.137841168,0.450074624,0.157286211,1.415326664,0.216197635,1.107961566,0.543561924,0.917607396,1.420009081,0.875298909,1.265473782,0.082965225,0.334648845,2.109015512,0.835033883,0.432893104,0.924821636,1.032341994,1.826718255,1.054085293,0.291879382,1.097558147,1.632701608,0.589065168,0.968968764,1.306561653,0.336147298,0.973075685,0.238738553,0.242564711,1.262424535,0.895837767,1.108159749,0.366599582,1.446240032,0.77970169,0.589134656,1.196155929,1.405795947,0.227458486,1.38932395,0.27327026,1.425124092,0.567783655,0.901207403,0.336331127,0.434059002,0.339518693,0.641541789,1.087295192,0.465517588,1.401340151,1.181283233,0.913657694,1.395715733,0.762341421,0.583349571,0.725907432,0.687823187,0.259806082,0.404618691,1.047086688,0.46799175,2.19147496,1.601356927,0.430145091,1.244951657,1.694200962
Gli2,1.432499472,1.271111012,1.493597544,1.533972777,1.779965081,2.376327804,0.490494402,1.096628881,0.492714846,1.845441265,1.647423813,1.523757479,1.1052382,1.165826095,1.599547144,0.533470525,1.245505636,1.983805504,0.714166747,1.257935563,1.03206406,1.883071339,1.420162917,0.611999555,1.660109153,1.697318872,0.973172087,1.249754046,0.763365022,1.333705165,0.974677225,0.99540311,1.304328622,1.122435316,1.22709502,1.589902063,1.402790004,1.238777522,1.09154143,1.865325422,2.23838045,1.862867753,1.185994936,0.755206775,0.945598514,0.784907106,1.90471459,1.499840594,1.147978882,1.117646439,1.480575983,0.43223059,1.612967975,1.097239282,1.082122241,1.121062165,1.3610228,1.079123582,0.975382737,1.919177609,1.485282665,1.395632501,1.481204787,1.741518497,1.642452065,1.131435548,0.012695938,2.045196607,1.459846776,1.13353151,1.086526666,1.253126181,1.062591467,2.197107818,1.420797433,1.42180221,1.868912066,1.898599989,0.486072491,1.088617341,0.943029535,0.894443506,1.136306988,1.62233481,0.815024824,0.982929773,1.642444939,1.272348537,1.61500138,1.751562905
Glis2,0.931139228,1.054900676,1.356543564,1.398763551,1.222870665,1.394870639,0.770173647,1.03779906,1.400959499,1.622222452,1.260613228,1.012842272,1.659492867,1.282468795,1.433009801,1.331333462,1.417386541,1.779271296,0.831744774,0.685792917,1.84826945,0.881500926,0.887179623,0.655460339,1.777327462,1.049652672,0.694062819,1.130888982,1.752202381,1.205192817,0.701647355,1.72297823,1.301576687,1.206351128,1.928758332,1.2301664,1.281011318,0.442254804,0.994555711,1.245612255,2.137295164,0.888196006,0.997181053,0.951051999,1.067679582,1.04048623,2.000256775,2.10993914,1.280533431,1.803993066,1.197787014,1.372022691,0.988205581,1.164818395,0.808266441,1.946254407,1.255188351,2.080098431,1.017200266,2.080914713,0.972978995,0.698160014,1.648629847,1.2999981,1.466255507,1.556642221,1.812049742,1.601773713,1.3684884,1.75916424,1.37578202,1.079502099,1.147013928,1.494931713,2.021089571,1.553964562,1.780033546,1.561011148,0.758505246,0.9194569,0.935666711,2.200146804,1.144298489,0.87526968,1.289919165,1.52527892,1.024829074,1.05543659,1.144777585,1.597263601
Gls,2.141038253,3.289869268,1.960839647,3.292153654,2.594391198,3.54350514,0.92741991,2.809449765,1.470497487,2.443226283,3.68961463,3.218238859,2.973786845,2.290046719,3.466388314,2.763484975,3.278510978,3.313883725,2.938939679,2.849289879,3.302521039,2.798432016,1.833829035,2.959815683,3.137183931,2.150450128,2.533228733,3.116965876,2.466219311,3.475008618,3.161631605,1.688549699,2.547252043,2.330311068,3.457629676,2.858308885,2.982256575,2.634293887,2.832736752,2.73987277,3.7263134,3.159062595,1.971256652,2.19214759,2.952654673,2.662742973,3.217555529,3.071120448,2.973382289,2.64950785,2.808890158,2.910220518,2.339078336,3.400485311,2.748542935,3.408562869,2.323487161,2.758317669,2.353745789,2.300870203,3.529635424,2.755735834,2.553581679,2.592330477,2.85047434,2.586548649,3.453315706,2.574570511,2.101580831,2.732074759,3.330920832,3.434265243,1.939658286,2.737505816,2.897043831,2.051733454,3.263844921,2.994175597,3.304847055,2.108049599,3.305191708,2.670416922,2.510256886,3.256951645,2.909658297,2.364991822,2.964333721,3.298534855,2.955084577,2.418386154
Glul,4.278262041,4.939194188,3.61331787,2.827944321,3.733016765,4.399237284,3.984628262,4.063588091,4.621743561,3.568047258,4.25243181,3.248706488,3.773100075,3.916176857,3.491232114,3.396004237,4.454245178,5.228579332,4.930786433,3.456508141,4.964614381,4.820723417,4.30989004,4.256579898,4.500123828,4.277825357,3.719314011,4.960008938,4.138643065,4.943923168,4.627435292,5.874117419,5.143621573,2.15565929,3.614214888,5.686952539,3.621939724,3.302768088,5.05696306,3.811384468,4.649920772,2.58537879,5.517716471,5.218446576,5.061061174,3.889537947,3.228590878,4.520249498,5.002047848,4.814694416,3.831268242,4.65560555,4.051623841,4.682766126,5.497530375,3.859064607,5.247614776,4.527149856,3.89806457,3.469495633,3.425491845,3.898077727,4.490380031,3.696808344,3.742730115,3.782592932,4.359592785,5.339596275,4.359675213,3.413377543,3.444945523,4.466439044,3.987421007,5.318342977,4.836595941,4.232531748,3.961211529,3.64336866,4.154291575,4.837370353,4.511418216,4.049745907,4.670072923,5.138761712,4.597189104,5.011184452,3.834527876,4.439008341,4.800203886,5.13249245
Gnas,2.476456231,2.769786253,1.039154624,2.110978099,3.004293112,3.203725878,2.923700843,2.894306983,2.556654823,2.806331029,3.894970443,2.694559275,2.252458283,2.774081923,2.785781557,2.169770456,2.533864978,2.935213646,2.799714436,1.835799635,2.33667249,3.073309006,1.628143246,2.776865863,2.771436059,2.87639797,2.872230488,3.038614516,2.578256005,2.833093683,3.268346132,2.729002249,3.185618601,2.537146472,2.480484419,2.390388233,3.261341281,2.263506708,2.487184364,2.621224111,1.072633217,3.061795552,0.533956945,2.879274202,2.470546774,2.321060631,2.355764639,3.064667242,2.240309414,1.854764953,2.28933113,2.321640592,2.733490178,2.88648278,2.563338151,3.106017843,3.207395531,2.638147177,3.504832358,2.985923785,3.211467894,2.807593461,2.714263258,1.997058625,2.56467066,2.277515271,2.610020525,2.341685945,2.191811075,2.396716694,1.997879731,1.009154456,2.665298967,2.667495134,2.871546889,1.780567119,2.65406694,2.616350666,2.284648562,2.798946255,2.402748201,2.663558249,2.122805769,2.265709984,2.097197711,2.932510904,1.202616718,2.630775882,3.121195422,3.481349775
Gnrh1,0.121985697,0.143100506,0.334259147,0.331829775,0,0,0,0,0,0,0,0,0.119408482,0,0.117052219,0,0.231300079,0,0,0,0.100270309,0,0.816571063,0,0,0.110225022,0,0.125098918,0.105769706,0.443166947,0.122398333,0,0.137489201,0,0,0.128537146,0,0,0,0.119327362,0,0.336332576,0.368228345,0,0.114660236,0,0,0,0,0,0,0,0.353468574,0,0,0.287966714,0.119690888,0,0,0,0,0,0.112754493,0,0.426070198,0.228985373,0,0.123962736,0.444939035,0,0,0,0.221750692,0.346133615,0,0,0,0,0,0,0,0,0,0.302146741,0,0,0,0,0.224251109,0
Grin1,1.039771038,1.15752705,0.683042298,0.441866042,2.221496478,1.114975599,1.405698536,1.279665528,1.753800322,1.629430251,2.559801471,1.742847342,3.030199533,0.592344415,0.54363981,1.770153301,0.383674183,2.523602279,0.025785659,0.649332363,1.652076748,0.012140295,0.578658023,0.708759812,0.539064212,0.3616471,0.655092756,0.016050154,0,1.809862484,0.292939408,0.013255987,0.321368638,0.733116513,0.834296679,1.041122523,1.114598375,0.026917098,0.317277061,2.010422106,0.015302435,1.710180018,0.619985859,0.027739358,0.042536579,2.115421956,1.096244335,0.580758476,0.565329941,1.445527537,1.472857251,0.202947378,0.035476091,0,1.521569995,0.057335266,0.934103779,0.029660088,1.083453149,0.081016513,0.707549383,1.661976412,1.977264888,0.82300015,1.940053128,0.01428913,1.871381556,1.098437088,0.690884857,0.030556211,1.61644195,0.013873568,0.179323062,1.017379218,1.518151291,1.337167113,0.974834485,1.193997077,0.065796918,0.063520791,0.983297722,0.152320508,1.162440405,2.140627377,0.027060696,0.343431464,0.029341256,0,1.212364682,0.029505605
Gsr,2.234757413,3.220906583,2.885536599,2.764382317,2.232659168,2.302404868,2.012567465,3.108812463,2.70664814,2.251208992,2.290186457,2.345096222,2.803568251,2.292149868,2.920087992,2.056746858,3.054099092,3.295969273,2.040532582,2.543160833,2.785858294,1.571029826,3.377721743,2.959746484,3.144705663,2.585800615,2.223341885,2.937308401,2.273515908,2.85433615,2.908786605,3.171453356,3.097855587,2.152658653,2.599351812,2.821333089,2.446588784,2.951321451,2.437022544,2.875717089,3.189023548,2.044464264,2.787501163,2.809188379,2.635273657,2.745029004,2.809687005,2.579612823,2.518445681,2.632430382,2.346239784,2.574185341,2.464606047,2.738783028,3.553033102,3.113886687,2.914856379,2.867657075,2.592227928,2.786158909,2.741728793,2.750670178,2.531400893,2.305919707,2.973841167,2.975497939,3.233241987,2.005628692,2.700837142,2.634360482,2.49950518,2.867216913,1.855036293,3.071180188,2.443667051,2.924249382,3.133409881,3.038944,2.251242792,2.054620811,2.526622303,2.982781049,2.759993618,2.710730575,2.004764564,3.735450088,3.429947123,3.04409158,2.655114017,3.079256187
Gtf2a1l,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029897131,0,0,0,0,0,0,0,0.182401586,0,0,0,0.075543052,0,0,0,0,0.028545719,0,0,0,0,0,0.077491777,0,0,0,0,0.141984317,0,0,0,0,0,0,0,0,0,0,0,0,0.033572172,0,0.027894164,0,0,0,0,0,0,0,0.027699273,0,0,0,0,0,0,0.026859306,0,0,0,0.054190646,0.180017723,0,0,0,0,0,0,0,0,0,0,0,0.053743546,0.026614699
Gtf2h3,0.745175684,1.312274084,1.162903844,1.089620353,1.078521243,1.564654737,1.394927799,0.960431862,1.504876323,1.334131266,1.253900998,1.483638846,1.497119613,1.080701434,1.542565127,1.300917408,1.938773229,1.90115093,0.923190634,1.210254094,1.119580132,1.190949876,1.064421225,0.984545127,1.546380528,1.31233496,1.469764503,1.385904317,1.281589319,1.705174007,0.898002467,1.439663512,1.608428634,1.196282107,1.262690183,1.269715088,1.332182939,1.82378437,1.623693279,1.46217925,1.688879302,1.49083627,1.310062918,1.437691421,1.475629324,1.66382122,1.405544701,1.41981272,2.044766582,1.460985727,1.596289004,1.387548457,1.375822445,1.548817723,1.579322278,0.874783069,1.238044331,1.040082871,1.773142191,1.196067198,1.667576198,1.643164752,1.559052457,1.189436087,1.274893693,1.311008391,1.488078896,1.417382297,1.400885585,1.303230393,1.734694687,1.310897309,1.335078863,1.370930165,1.499364868,1.336328669,1.309531071,1.297998589,1.150193284,1.395313901,1.266524417,1.429034669,1.4091078,1.605542394,1.268243069,1.503891125,1.350041765,1.339405759,1.596184543,1.137685726
Gtf2h4,1.116882067,1.39706057,1.930493441,1.844363218,1.462633025,1.417532555,1.750020247,1.096313959,1.231178044,1.69444408,1.358043361,1.825067356,1.959240922,1.939408588,1.598275891,1.765952763,1.174116204,1.138683419,1.70624452,1.609616261,1.514691165,1.895741261,1.652566591,1.6482074,2.084240881,2.41786841,1.306757069,1.623405203,1.809979386,1.680002108,1.973650628,1.524417356,1.127038625,1.457785083,2.284513346,1.618360016,1.521960293,0.792271321,2.05779116,1.618286025,1.844190394,1.47176625,2.166992409,1.952926779,1.785344,2.290209755,1.447380686,2.19186885,1.724303877,1.773925564,2.006605582,2.230087157,1.971466219,1.553106229,1.98237986,1.486511164,1.177144483,1.371102445,1.258702564,1.133180187,1.270490855,1.365135211,1.582359942,1.216769401,1.873290643,1.770096857,1.262286674,1.794432843,1.410827888,1.60597775,1.281619336,1.44813821,1.552374146,2.150169952,1.278805201,1.564074256,1.344761901,1.252978819,1.698071882,2.113153628,2.001469931,1.647253797,1.600476999,1.528407191,1.69370968,1.405189387,0.99450521,1.369840717,1.455223723,2.365657464
Gtf2i,2.120905212,3.07108346,3.113483208,3.274057279,2.690459706,2.539746904,2.113738297,2.233477055,1.756601872,2.083799819,2.781256401,2.552186444,2.782315629,2.947597017,3.046211169,2.393448025,3.003933816,3.538503775,2.55521828,2.521224494,2.345945693,3.243187109,2.881524297,2.750710194,2.525601984,2.983354959,2.411074488,2.600676524,1.799452245,3.217963883,2.643275399,2.842243916,3.033198511,2.448078555,2.594684957,3.441514168,2.454191533,3.168379411,2.782125689,2.763689267,2.846823959,2.732427048,2.662259471,2.213373571,1.781314464,2.706644676,2.843116884,2.628606888,2.421892092,2.169764452,2.279675528,2.520119896,2.593044981,1.83744409,2.685355556,2.42869179,2.706144043,2.104319547,3.190090552,2.1547962,2.851007291,2.541787083,2.597505696,2.928778502,3.341559163,1.607700597,3.307426632,2.504847386,2.414260361,1.637860605,2.276839446,3.32711345,2.458497958,2.846635761,2.554355592,2.556889888,3.055609063,3.212631531,2.316272129,2.17799122,2.701066338,1.742829836,2.076869764,2.295480391,2.543474537,2.033782734,2.291231616,2.664720984,2.862622165,3.283202765
Gtf3c1,0.956551341,1.279821809,1.707613021,1.572510164,1.845033506,1.925315008,1.797028061,1.104150353,1.250141956,1.791621976,1.609330528,1.646545696,2.005437367,1.494430587,1.902803923,1.772292603,2.050341259,1.883113235,2.205404192,1.428105889,1.488164373,2.270962406,1.023105849,1.127288202,1.753415341,1.716577251,1.167605507,1.886992193,1.486103211,2.079082436,1.401155884,1.450462438,1.671224636,1.227468995,1.496078112,2.32460628,1.432067485,1.61802198,1.746116671,1.455083056,1.732840044,1.699414456,2.064135326,1.557189715,1.587598222,1.533393078,1.66355697,1.665943999,1.675863469,1.759785168,1.390598971,1.335262127,1.83780314,1.562712785,1.45588135,1.337683087,1.791808926,1.803184163,1.722245564,1.961531922,1.799308195,1.665126379,1.646608334,1.695003915,1.790565868,1.186468593,1.434935752,1.96048939,1.065929325,0.922693862,1.772819599,2.064701158,1.383064961,2.01942085,2.107877303,0.834547751,2.124438674,1.669743153,1.667173136,1.521577545,1.096426141,1.831454222,1.387537249,1.917201625,1.767584373,1.994074349,1.375251989,1.490772202,2.202049599,2.265159294
Gtf3c5,1.001450046,1.2546282,0.884958428,1.268250912,0.850486581,1.07858591,1.063511015,0.383092328,0.912722655,0.504758176,1.243165591,0.963061339,0.88709351,1.172363739,1.097287085,1.112559235,1.173427741,1.026688538,1.238612307,1.310990139,1.045679762,1.197223268,1.218482668,0.956219619,1.312975893,0.888765086,1.051953946,0.657128614,1.549362818,1.320776139,1.033162316,0.566907827,0.577961841,0.886108645,0.874941169,1.409032432,0.941534441,0.852324163,0.873920715,1.045107779,1.466704575,1.209360353,0.791736692,0.750645364,1.160339979,1.025785963,1.264611053,1.202117439,1.123484145,1.25591327,0.884738662,0.943021133,0.949478029,1.811425642,0.699316608,1.523833681,0.758952242,1.391680658,0.725250382,0.836541214,1.056842049,0.967054873,0.888786141,1.02502055,0.865088343,1.353033523,0.948712872,0.805591436,1.061514053,1.147941082,0.651229344,1.381430061,1.000011115,1.186968116,0.932034511,1.195322633,0.879687654,0.459867933,0.945735369,0.796010255,0.909685486,0.965743228,1.054214859,0.71924422,0.435658155,0.88774438,1.117821262,0.808718567,1.339442197,0.919161966
H1f0,0.183420765,0.111182737,0,0.179455614,0.298715851,0.381632923,0.024429187,0.017775593,0.038376539,0.28697136,0.199755738,0.639775669,0.245647215,0,0.501381472,0.034687377,0,0.255302654,0.132125691,0.280297364,0.092688891,0.544758253,0.061931147,0.355868711,0.057947729,0.861864501,0.212406324,0.205522613,0.049721614,0.204072053,0.201202975,0.067400376,0.086044369,0.05104416,0.227535985,0.297596089,0.121229301,0.171607062,0.147507819,0.179505241,0.86411474,0.281139529,0.18146485,0.242621369,0.425655271,0.109610202,0.491484181,0.319152866,0.26905102,0.34871589,0.408455435,0.081971246,0.118118774,0.708591818,0.347654471,0,0.399442387,0.222036377,0.155998706,0.167694782,0.819764057,0.119418946,0.070338986,0.187142798,0.092193116,0.934970301,0.355486263,0.077443485,0.272811549,0.265940668,0.194157669,0.106701076,0.678022413,0.369211984,0.59299207,0.60520009,0.30177745,0.09943991,0.685377379,0.723761111,0,0.184611973,0.534009097,0.503500173,0.197790353,0.582689823,0.265935209,0.69287776,1.204730647,0.38319959
Hcfc1,2.545474278,3.029668107,3.423801554,2.61294722,3.295007575,2.939506602,2.846993537,2.49930822,2.770291266,3.473837979,2.536323857,3.071180214,2.761731938,2.557281784,2.361625573,3.010042469,3.360376956,3.368155292,2.881504673,2.937671586,2.888867792,2.698382733,2.585302202,2.620296597,3.316617141,3.006250979,2.946050449,3.526203798,2.393841268,3.052189184,2.446789016,1.725623491,2.915269966,3.098936776,2.900331479,3.32843632,3.145722335,2.691738352,2.295876296,2.863478722,3.14173384,3.187177138,2.253972231,2.840030429,2.524949426,2.493309279,3.045653837,2.851430906,3.211978324,3.007230116,2.796284327,3.009694312,2.565746142,2.913919495,2.499983658,2.946030193,2.852269612,2.99731592,2.937936321,2.317064347,2.938599202,2.673612285,3.174405437,3.461188338,3.18804405,2.59613976,2.129780179,3.328921312,2.784848492,3.190227188,3.05234358,2.767015801,3.383396433,2.936953371,3.250798065,2.960579571,3.13372955,3.637115967,2.97089473,3.283184338,2.280140418,2.892647007,2.791381302,3.155293138,2.753105938,3.486416889,2.911962473,2.816706319,3.642380198,2.648646742
Hdac1,2.549206376,2.325927187,2.916033361,1.548444862,2.491332501,3.054340656,2.260404228,2.484308099,2.31528582,2.313609485,2.480842639,2.514454287,2.135084272,2.389495783,2.639371369,2.410384181,2.561219997,2.63494232,2.279923471,2.370861912,2.100230495,2.26660532,2.04354032,2.453450449,3.279205311,2.366324348,2.532959001,2.873792959,2.612274404,2.672955344,2.378430353,2.607840755,2.474818279,1.94910236,2.968114404,2.724899175,1.803690951,2.437638376,3.044568902,2.309980838,2.826655542,2.335423137,2.318317376,2.065758709,2.732125696,2.356202531,2.270407025,2.828583458,2.460277446,2.278489167,2.638214918,2.626822602,2.649067334,2.159472628,2.055869757,2.678360596,2.273710724,2.46790294,2.524372238,2.754199971,1.847014053,2.756073336,2.848652271,2.55892941,2.765328857,2.254592015,2.595587134,2.542454087,2.403572215,2.161803726,2.918818449,1.916918274,2.269120649,2.431920113,2.332886528,2.778911765,2.389580342,2.634633797,1.937806836,2.552787666,2.680730744,2.647283087,2.101104911,2.129783749,2.25273253,2.17223668,2.577818912,1.972268792,2.698501864,2.385890282
Hdac10,0.211790401,0.598347026,0.423535002,0.709529723,0.552243741,0.696231553,0.422445567,0.327480591,0.316864312,0.10989855,0.250845499,0.297087888,0.91950355,0.059162354,0.645651431,0.146894943,0.048709464,0.105398809,0.064871845,0.051435155,0.185335057,0.993695947,0.484862046,0,0.452826529,0.361917681,0.099841813,0.879528286,0.699662549,0.117364927,0.143248585,0.376469161,0.303730322,0.086393722,0.192229887,0.618271522,0.694892905,0.485278207,0.537640223,0.162461185,0.530686918,0.122751746,0.298286831,0.099904207,0.485363493,0.153139146,0.990564217,0.643346046,0.799525065,0,0.228730386,0,0.285947191,0.235052308,0.190550684,0.320993324,0.181635208,0.326048516,0.141579537,0.364607873,0.097844951,0.172167564,0,0.444306225,0.071603994,0.251766299,0.182384291,0.057252843,0.626497492,0.324234978,0.432971162,0.298882853,0.740197694,0.398112043,0.486712639,0,0.57472001,0.54692556,0.594730094,0.455060098,0.547039161,0.018462565,0.259888059,0.147110832,0.130168603,0.036748159,0.317193372,0.194486155,0.580027292,0.237811738
Hdac11,0.252198063,0.262114188,0,0.063460106,0.077044972,0,0.142526872,0.282703873,0,0,0.106938458,0.946593216,0.431240667,0,0.211545622,0.295070186,0.115115443,0.226538679,0,0.060639579,0.095936095,0.258965439,1.044262999,0.480574347,0,0.230310711,0.169688665,0.510786177,0.097128967,0.020055432,1.013255081,0.103448023,0.160457479,0.288393262,0.185030747,0.569228129,0.244932748,0.603382475,1.161950312,0.318608543,0.132278026,0.828463653,0.599178673,0.203912018,0.071060042,0,0.095661847,0.577291119,0.090753706,0,0.203940853,0.128149209,0.051312645,0.049710272,0.262205078,1.00683335,0,0.654477612,0.997685995,0.870989347,1.00682032,0.298591337,0.015250474,0.028059216,0,0.073811172,0.120166779,0,0.242236115,0,0.22419246,0,0.110178904,0.079015242,0.121408791,0.490618045,0.126567182,0.567685727,0.124355175,0,0.868162594,0.551215006,0.51841495,0.103248504,0,0.586618397,0,0.144341049,0.522551277,0.109443288
Hdac2,2.451312201,2.548582753,2.710786818,1.442814832,2.237348446,2.571316907,2.243974845,2.375219381,2.46610365,2.484571445,1.990237162,2.484881988,2.051767926,2.465484399,2.344418777,2.957983119,2.439514336,2.105616724,2.71978489,2.422089263,2.226017285,2.838797307,2.066927293,2.901752131,2.55660768,2.936524526,2.325048103,2.286263066,2.457879373,2.523177689,2.795098851,1.868628679,2.202516335,2.639908563,2.447167946,2.286573265,2.174349886,3.350628665,2.787573029,2.882087685,1.788265371,2.207471905,1.838751247,2.502610563,2.686718524,2.592288212,1.536530221,1.841653486,2.452993595,2.432759412,2.62189812,2.989520799,1.759821673,2.003851413,2.453464662,1.737277701,2.323656524,2.425410836,2.511151707,2.442035851,2.610383277,2.345300066,2.059268573,2.633880522,2.072361515,2.031147775,1.706499448,2.427779254,2.051509764,2.288164313,2.42338639,1.849252416,2.681233341,2.560930522,2.746879313,2.275320795,2.071645341,1.767901549,2.13106277,2.277321898,2.089405449,2.414934278,2.292880324,2.388048505,2.898049609,2.514511833,2.441012519,2.146475645,2.757770095,2.615080025
Hdac3,1.127903381,1.339866172,1.186085775,1.353948354,1.35587154,1.430204932,1.054322856,1.366054519,1.619175838,1.475868496,1.598204294,1.357066906,1.232578711,1.415090176,1.507326019,1.451147954,1.610349814,1.714703484,1.347253915,1.39752708,1.18974552,1.521355654,1.204729564,1.436244502,1.728786281,1.639134033,1.347315905,1.852688994,1.785911752,1.858752825,1.449636952,1.978049483,1.54962214,1.435110886,1.605711488,1.625810704,1.327854007,1.498547161,1.258224005,1.342832759,1.78999865,1.23668186,1.525072151,1.291337676,1.783264686,1.550611479,1.592284932,1.965328639,1.758770437,1.374829329,1.477081462,1.665603644,1.73709152,1.669513348,1.453005886,1.485441022,2.002168944,1.711835431,1.823567756,1.438952877,1.527995744,1.383105777,1.788864927,1.72104761,1.228758292,1.368733258,1.31227812,1.379320217,1.377352101,1.353242405,1.45756301,1.278793697,1.537495928,1.635186748,1.67991667,1.439187629,1.972962797,1.472087414,1.449442792,1.1963705,1.093639576,1.071519563,1.538829344,1.225953867,1.866753031,1.765943958,1.525077603,1.346187435,2.092912451,1.505133775
