X,H9_00hb4s_001,H9_00hb4s_002,H9_00hb4s_003,H9_00hb4s_004,H9_00hb4s_005,H9_00hb4s_006,H9_00hb4s_007,H9_00hb4s_008,H9_00hb4s_009,H9_00hb4s_010,H9_00hb4s_011,H9_00hb4s_012,H9_00hb4s_013,H9_00hb4s_015,H9_00hb4s_016,H9_00hb4s_017,H9_00hb4s_018,H9_00hb4s_019,H9_00hb4s_020,H9_00hb4s_021,H9_00hb4s_022,H9_00hb4s_023,H9_00hb4s_024,H9_00hb4s_025,H9_00hb4s_026,H9_00hb4s_027,H9_00hb4s_028,H9_00hb4s_029,H9_00hb4s_030,H9_00hb4s_031,H9_00hb4s_032,H9_00hb4s_033,H9_00hb4s_034,H9_00hb4s_035,H9_00hb4s_036,H9_00hb4s_037,H9_00hb4s_038,H9_00hb4s_039,H9_00hb4s_040,H9_00hb4s_041,H9_00hb4s_043,H9_00hb4s_044,H9_00hb4s_045,H9_00hb4s_046,H9_00hb4s_047,H9_00hb4s_048,H9_00hb4s_050,H9_00hb4s_051,H9_00hb4s_052,H9_00hb4s_053,H9_00hb4s_054,H9_00hb4s_055,H9_00hb4s_056,H9_00hb4s_057,H9_00hb4s_058,H9_00hb4s_059,H9_00hb4s_060,H9_00hb4s_061,H9_00hb4s_062,H9_00hb4s_063,H9_00hb4s_064,H9_00hb4s_065,H9_00hb4s_066,H9_00hb4s_067,H9_00hb4s_068,H9_00hb4s_069,H9_00hb4s_070,H9_00hb4s_071,H9_00hb4s_072,H9_00hb4s_073,H9_00hb4s_074,H9_00hb4s_075,H9_00hb4s_076,H9_00hb4s_077,H9_00hb4s_078,H9_00hb4s_079,H9_00hb4s_080,H9_00hb4s_081,H9_00hb4s_082,H9_00hb4s_083,H9_00hb4s_084,H9_00hb4s_085,H9_00hb4s_086,H9_00hb4s_087,H9_00hb4s_088,H9_00hb4s_089,H9_00hb4s_090,H9_00hb4s_091,H9_00hb4s_092,H9_00hb4s_094,H9_00hb4s_095,H9_00hb4s_096
ELAVL2,2.780501059,4.042194926,0,4.049480125,4.653762055,0.742454593,3.382085235,0,2.778878148,5.118767245,5.288905751,1.575615713,7.789285589,3.065187544,0.743075,0,3.406721294,0,3.692299882,3.849525291,1.816789046,6.927582924,0,0,4.266083882,3.251159862,0,1.110879911,0,0,0,3.310224454,0,1.854793256,0.821216795,0,6.749303263,3.174446447,0,5.098612162,3.808881259,0,0,1.698598517,3.479055672,6.223806568,0,0,1.217362539,4.152494453,6.330725965,0,6.468823742,3.73829713,5.597752693,0,0,5.496418431,3.410150841,0,0,3.696974441,0,5.362411941,4.268076444,3.310118114,0,0,2.456131114,1.644749631,3.588096533,0,0,0,0,3.217086259,4.621913188,1.659138176,0,0,0,0,0,5.672139338,1.904497483,1.173824055,6.45974371,5.888474032,2.869508471,5.979813918,0,2.718482354
ELK3,0,2.090130807,0,0,0.75756574,0,0,0,0,0,0,0,0,0,0,0,3.282757491,0,0,1.420567515,0,0,0,0,0,0,0,1.110879911,0,0,0,0,5.379324164,0,0.821216795,0,4.17132033,0,0,0,2.633646913,4.679145708,1.067706915,0,0,0,1.090615616,1.5946719,0,1.031691796,0.969161905,0,0,0,0,0,0,0,5.012272871,3.1763971,0,0,0,0,0,0,1.045373105,0,0,0,2.868020286,0,0,0,0,0,0,0,0,0,0,0,0,0,5.373547501,1.528138032,3.626475279,0,4.61060046,0,0,0
ELL2,5.178931961,5.753292575,1.702251182,1.199450967,6.087285757,0,3.382085235,0.925951805,6.218314858,5.831548095,5.861514694,0.731364791,6.363015389,6.373061851,4.937558038,6.080169033,4.898018268,4.33689068,4.546145048,5.038315477,0,7.349859729,6.90942965,0,6.278182397,0,0,2.765294278,5.764055843,6.993687636,0,7.166989291,0,5.01809955,4.030151704,0.726846001,0,7.284648062,1.964125221,6.655227621,2.633646913,1.609560402,7.164835352,0,7.181293456,5.800505594,4.753921382,7.382696668,7.743975745,0,0,0,3.890212578,5.999160955,0,7.718972545,0.880652751,7.024609876,0,0,0,3.696974441,0,6.320413791,1.052793069,2.311435119,1.64514831,0,6.754225564,0,0,0,0,0,5.889644196,0,5.55827928,5.966036414,0,5.940862582,5.084222334,3.783508618,0,7.163190004,4.864126381,5.731392305,0,6.400865943,5.960680382,0,0,4.707748837
ELMO1,1.147487917,1.390001051,4.9912182,0,2.704468859,3.285292496,6.920994258,0.925951805,6.054679793,6.001157929,1.239110495,1.864269612,0,3.065187544,0,0,2.423866253,0,3.991732614,4.510949453,1.816789046,2.153652877,1.301228647,2.082403561,4.071122778,1.941270176,1.757908196,3.361513855,2.048898026,2.050117018,0,0,2.230522649,6.030929771,0,1.54880643,2.453719779,0.919933311,2.283629645,0.984294981,1.45170396,4.899433467,1.067706915,2.254907298,0,6.163117502,1.090615616,2.819826475,2.65554642,2.047280395,0.969161905,0,1.93040078,2.226200912,4.897984406,4.492166471,0.880652751,3.726277935,0.849504211,1.382995397,5.044888604,1.84070241,0,0,0,3.688325643,6.732352035,0,0,0,0,2.464752999,6.169253317,1.3499974,0,0,6.776207597,1.659138176,0,0.76866524,0.648603758,3.034576004,0.935501266,1.23332248,0,0.506693184,2.258047436,0.766954704,0.926884427,0,0.730498892,0
ELMOD2,1.120472633,6.500522728,7.453812006,6.435803422,6.791958091,7.616003027,7.015988465,4.852900546,6.306987524,7.272697477,7.305006985,0,8.636466407,8.301199961,7.369749452,7.403169585,6.924854903,4.71924015,0,5.681090449,2.595962998,8.908346493,4.221950139,8.014263402,7.528433077,7.65624005,0,8.902031057,5.420840702,5.941854354,1.751634723,0,0,8.12900444,7.42641336,6.302812871,9.098557298,8.431801544,0,7.507747589,6.679699543,1.609560402,2.100404912,8.259443251,0,8.878991141,8.576178553,0,0,0,0,0,7.924847738,0,6.230536298,0.869564339,0,8.508440162,8.21333796,8.379686956,5.431664446,2.615767258,0,3.571892619,9.334920952,7.317870601,3.056519773,0,7.616480329,0,3.679612377,0.81014476,0,0.827459997,1.440592886,8.09288943,2.954070457,0,9.797088844,4.377912271,0,0,3.203670285,2.679043706,1.904497483,7.026547553,7.059834124,8.762027773,4.899045505,7.700688293,6.091992782,2.863844484
ELOVL2,0,0,0,5.922198766,0,1.23022747,0,0,0,5.081414862,0,6.634754828,0,0,0,0,0,0,0,0,3.767105116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805627028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMB,7.14276809,7.113130107,0,5.409008061,4.907212543,6.292731819,3.536552444,5.061678688,6.735215109,5.324598201,5.013112836,1.575615713,0,5.210621645,6.614981976,0,2.99742145,5.497159003,6.024737835,5.681090449,6.871058365,7.827289829,5.520052416,7.930738053,6.48817836,6.944141087,0,6.64131894,1.032782132,5.588592736,3.682235681,6.547461378,6.295609761,4.716862439,0,0,3.315643826,0,0,4.493366714,4.328290895,4.679145708,3.580265,0,7.897997689,8.190607657,0,0,7.680062109,0,6.330725965,0.766142432,5.659607143,4.815596897,0,0.869564339,4.803157871,5.749956799,4.820892431,2.728644565,0,6.70659594,9.0102673,6.899675003,3.415607337,6.446453287,6.154157926,8.53789761,9.688310791,7.283930393,6.119341938,7.093916393,6.487166478,0,3.792587735,6.392157487,6.737949114,6.195999206,2.95873639,3.827233745,5.035114306,7.796722747,5.777176325,8.233328922,0,5.981314081,6.790767575,7.604723704,6.061454588,0,6.283702446,5.953108394
ENC1,0,0,2.249993035,0,0,3.38159879,1.468497933,0,0,0,2.526532891,0.731364791,0,6.040839327,3.855470502,1.781852224,0.905515942,0,2.45221908,0,0,2.153652877,5.850842158,0,0,5.72995141,0,7.119076272,0,5.018543198,2.790458818,0,0,3.902780641,2.982228866,0,5.271180964,0,0,0,0,5.966883849,0,0,0,3.104680632,0,0,0,0,0,1.633267821,1.105878828,0,0,3.21274219,0.880652751,0.905341466,0,6.132330178,0,0,0,0.748728258,1.65493251,0,2.067535517,0,0,1.991938177,3.784754825,0,0,0,0,0,5.720957428,0,0,1.677639065,3.558923367,0,0,2.337207095,0,4.355395591,0,1.2650456,3.562424483,2.252260634,0,2.995891663
ENO1,10.48000057,11.03999772,11.01925922,10.43847555,11.39954637,11.16246762,11.13736669,11.33527982,11.49329619,11.48125658,11.45867345,10.47147419,10.05067593,11.28403489,11.49088922,11.13276251,11.00171353,10.63463254,10.87497325,10.72105868,10.9426087,9.198248723,10.62711816,10.07271448,11.28839426,11.50810054,10.69822338,11.14296976,10.80119219,11.04655056,11.31466797,11.15967169,11.06036025,11.42138984,10.3021171,10.66825496,11.63627983,10.42114753,11.22228689,11.02076245,11.03654592,11.13029416,11.2071501,10.77171653,11.21190594,10.94615473,10.83932159,8.704502647,11.25778111,10.80329054,11.50658683,11.2411413,11.16895609,11.08027896,11.27709718,11.02948797,11.26536655,10.38980851,10.7868767,10.61436796,10.99501283,10.66653993,9.643447286,10.39962552,10.17392458,10.42956566,11.10880041,10.75587144,10.64758659,10.24767943,10.75762831,10.61750806,10.55090742,10.47710132,10.29842204,10.58035216,10.9695065,10.79364442,11.35932109,11.01206225,10.06170896,10.28569324,9.966207503,10.29858382,10.64425404,10.53459906,9.840135293,10.76050815,10.60152556,10.47158451,10.40839587,10.18957589
EOMES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.422681146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPB41L3,0,0,0,5.364299272,0,0,1.123152417,0,2.29536736,0,0,0,0,0,1.595130518,0,0,0,0,2.122280386,0,0,1.681502394,0,5.22809729,0,0,0,3.760390371,3.146246104,0,0,0,0,0,4.223844014,0,6.046971873,0,0,5.122611876,0,1.674550215,0,7.021404571,0,0,0,0,2.047280395,0,2.723717946,0,0,0,0,0,1.457318757,0,0,4.358895065,0,2.740351295,0,1.052793069,0.993450839,0,5.891391417,0,0,0,0,3.303168593,0,2.618936735,0,3.965649033,5.429161374,0,5.589606187,0,2.394193628,0,0,0,0.703140185,5.64917494,0,6.523981643,0,0,0
EPCAM,9.223069061,8.366516936,8.819593657,7.278785692,6.977337684,7.770732749,9.223732291,7.791180057,7.968430405,6.84134555,8.177081862,3.95648382,7.97237454,8.07039455,7.460843036,8.328267454,8.705893621,6.646624269,6.210467037,8.226362144,6.001668461,6.927582924,5.989801607,6.25528529,6.966202735,4.802137921,5.663484793,8.398084666,7.430773799,7.325762604,3.542666158,7.807226862,7.320129962,7.643076454,7.579674006,6.229144057,7.847291096,8.11128988,6.34486471,5.750357278,6.655069601,6.955304739,6.590371775,6.294289805,7.643514985,7.976565697,7.29362385,8.453289865,6.649485177,7.050903816,7.507537444,3.122321261,6.817278512,6.944825592,7.632273134,6.611349391,6.53436811,8.160267346,6.444169601,7.587688157,7.920249038,7.12408258,7.274983802,7.655910849,7.520989391,8.832390532,6.908774551,7.669967384,8.914836609,8.754610982,8.325336032,7.967968329,7.799412898,2.035002122,6.779516707,7.375554347,8.595579568,7.298980435,4.976589212,5.206238993,6.157622524,6.803196444,8.013130139,7.102856411,8.000968874,8.253253254,7.903017158,8.674975135,8.229718063,8.248047034,7.895952896,7.38433071
EPHA4,1.465333436,0,0,0,4.077637716,0,6.175575709,0.925951805,0,4.086177331,0,0,0,5.273057066,0.743075,0,0,0,0,6.053098494,0,0,0,0,0,0.961113618,0,0,0,3.146246104,0,1.08058985,0,0,0,0,0,0,0,0,0,4.558725159,6.174854603,0,0,0,0,6.038016245,0,0,0,0,0,0,0,0,0,0,5.989746762,0,0,0,0,0,3.903910741,0,0,0,0,2.138518755,5.307112908,0,0,0,0,0.942697477,0,0,0,0,6.511853768,0,0,0,0,0,0,0,5.211270634,0,0,0
ERBB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.034028224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERCC6L,3.915538354,7.213526841,5.639187917,5.221205529,4.440890304,5.846334603,7.273872515,0,6.824993146,6.784371399,7.383571208,0,4.209802421,7.097308099,6.783270649,0,6.828385861,5.272379275,5.078902798,4.008287095,0,6.50283616,2.620846529,0,3.249793069,1.53287753,8.205823501,7.082507879,0,6.369401665,7.370985838,0,0,7.205079197,0,5.609289215,2.196170834,6.944949934,2.545046006,6.308661276,5.285202314,6.226068868,7.208256575,0,0,8.428832023,0,2.819826475,0,0,6.693127561,8.777905035,5.369134265,5.340066002,0,0.869564339,6.695261662,8.10161678,8.044487906,3.29931974,5.933913021,1.438202512,6.145911498,3.799699549,4.743569633,0,8.14431926,5.859876276,7.953083325,7.727866272,0,4.514010734,7.405527875,0,0.893099627,8.409462908,7.013877089,0,2.133304953,6.793791911,7.0207757,8.223896675,3.784061113,0,0,6.143902458,7.542168163,6.327133414,0,5.339400431,8.269776953,0.763602868
ESCO2,6.355087381,6.320958574,6.862780213,0,5.407289398,7.239201673,6.443115322,6.533853189,7.022257498,5.919055845,6.088457371,7.555127416,7.811540032,3.731503228,7.482690916,0,8.308929487,6.687836313,7.776803108,8.147931587,3.474705856,2.153652877,8.022559521,8.081413566,7.945269375,7.269932804,3.197516796,3.655092274,8.947497436,7.928801465,7.633943197,1.08058985,7.216649363,5.783578418,7.079023146,7.087799567,3.315643826,8.887622828,8.302480231,7.748938071,7.711744282,7.64388561,7.120066605,8.446413437,5.417154275,5.934757824,3.32728372,0,6.987493493,7.546175302,7.85814697,7.56610487,6.155633233,4.815596897,1.833353687,1.799639908,7.751710799,0.455249401,6.79256619,6.688207716,6.600417521,0.891353198,7.376155945,8.46380117,7.97637024,7.344592191,5.174274639,3.480872851,5.888849025,9.234668747,6.198832108,6.775122337,6.33694918,3.557545662,6.559217659,3.982694949,8.64717037,7.288462563,7.363830975,6.877119976,6.175294917,5.043029834,0.935501266,7.172137807,2.53645662,5.956724289,6.634728995,4.693450404,7.664284777,7.907310914,5.963410928,6.683865495
ESPL1,0,2.744433856,4.411883773,4.049480125,5.102851519,0,4.353372581,6.242122203,6.075734236,2.661814873,4.852540952,0,3.060148913,3.731503228,4.619464796,1.781852224,4.619224333,4.459225554,3.313992316,4.151297019,0,4.31993679,2.437024277,5.64371957,5.131308365,5.477462164,0,6.855710199,0,6.327691652,5.595383776,6.154590035,2.230522649,5.200286781,0,4.580482812,3.179651483,1.477188057,0,2.972402995,4.264592524,7.675791528,3.823055253,0,5.020902596,2.660252205,3.620174561,6.884780771,2.314881339,0,4.747278936,6.729381908,3.773499962,0,2.889300812,5.93967578,0.880652751,0,0,0,2.29390562,4.78148403,5.853579116,6.823383942,3.554026758,0,2.884285376,0.714844346,0,4.362316282,7.257412508,0.81014476,0,2.497574042,2.146866266,5.171547636,6.296773545,3.096594666,7.486981799,7.223942286,1.067339309,2.394193628,4.517358909,4.734611901,4.994017482,4.931296038,5.94333493,6.702464764,2.679647949,3.092304886,1.555257151,2.166273724
ESRP1,8.71305841,7.967092548,7.403479801,3.931848339,7.662957398,7.87781123,7.524360885,7.642774807,7.806072755,8.465790624,8.818055665,9.636332263,8.872007703,9.258745176,7.421695356,6.304466476,9.001931987,9.136561765,8.882799851,8.045893654,8.822125466,8.299414971,9.048096118,6.91071965,8.566773275,9.157298577,9.47833849,8.502304047,7.626742814,9.095184901,9.056586511,9.860640361,7.303362352,8.111910394,9.357462965,8.031752197,7.655540706,8.693238136,9.190451547,8.686169383,6.703916048,8.658701088,7.050195734,7.76614002,8.130018734,7.832102649,8.014355034,6.389404827,9.007305789,6.271326302,8.389043358,9.053806963,7.338098034,8.44769155,5.778751042,9.56766863,0,6.875125484,8.67589113,7.697940372,7.324412798,8.55891226,9.702493731,5.013207863,7.406869449,5.737991135,6.958986538,8.515318165,7.978974569,9.000996208,8.624938568,6.898230326,9.25994552,8.219302271,8.889236138,9.53781167,7.134282849,7.961171677,8.364396114,9.585202553,9.113429705,7.864169697,2.885161463,9.795824966,8.379458649,8.147815719,8.367017043,8.417909796,7.991816798,7.380492867,7.600926926,8.133336253
ESRRG,1.15891281,1.403389197,0,1.199450967,0,0.742454593,0,3.321837627,0,0,0,0,0,2.082194717,0,0.858292372,1.292508322,0,0,0,0,0,0.795661158,0,0,0,1.116153992,0,0,5.331542026,0,0,1.509199147,0,0.821216795,1.140929922,6.317175677,1.420623781,0,0.984294981,0,1.018487632,0,0,0,0,2.133874769,0,0,0,1.097385986,0,0,0,0,0,0.926069838,0,0,0,0,1.812888595,0,1.131289331,0,0,0,1.190685809,0,0,0,0,7.799412898,0.729769908,0,0,0,0,0,0.73093294,0,0,0,0,0,0,0,0,0,0,0,0
ETS1,3.008108789,1.783833812,0.738734447,2.629027895,4.440890304,1.416347582,1.92758303,0.925951805,5.215535124,4.233071771,2.963963698,3.25744963,5.298355651,0,3.244223821,7.144327916,0,0,0,4.008287095,0,2.153652877,1.305530156,4.566192307,6.564861294,2.931245158,2.773662292,0,1.032782132,5.214359897,2.186214864,3.310224454,1.509199147,5.535121122,2.026889039,3.945829887,4.533467964,2.230508992,2.060943676,2.558691678,3.513557971,1.609560402,5.85791016,3.319534075,2.016209057,2.014648186,0,1.5946719,5.569102193,5.005098107,3.848782345,0,2.487794479,2.241347447,1.182059374,5.512985267,0.880652751,4.540394196,4.501490293,2.728644565,4.563289213,7.561492652,1.391505406,2.140241386,1.052793069,0.993450839,2.067535517,6.712755232,5.344526798,0,3.490379919,5.728912729,3.303168593,0.827459997,8.149314616,1.508041948,5.335249434,4.275524563,0,4.850724806,5.553964775,0,0,2.823719113,0.945628188,6.117914761,0,0.766954704,3.187529136,3.825277653,3.991261389,2.537873999
ETV1,3.293718328,6.183348925,5.024903225,4.751166515,5.122720119,4.494200298,6.537629723,4.608712843,8.027543978,6.772467143,5.072650666,6.896966804,6.494956007,5.90588372,7.444195362,6.56197511,5.936679993,1.665433135,6.089341001,8.70752134,8.586519262,6.730784731,6.747440937,2.220218614,7.245925148,7.019773517,6.962503278,8.246507089,9.204274817,8.310592815,6.73346885,7.15586582,4.139033807,6.127515886,2.024171565,6.439198757,4.54900692,2.66724884,5.567672233,6.957353207,4.197951287,7.931406675,5.082488541,3.319534075,3.604748972,7.863334802,4.072653042,6.529766016,7.105339323,5.270496407,7.477151543,6.966093225,4.192548644,5.971042837,6.639526493,2.107167028,6.892016265,7.651657554,5.934071064,6.945035017,6.646119345,7.298980106,7.845222331,8.958920991,1.65493251,6.952877,7.410749041,5.230911932,4.244105186,1.991938177,8.562925952,5.122762184,7.066758294,0,1.836524404,9.96779893,5.921698821,7.81673354,2.133304953,5.02323647,5.969692204,5.97094713,5.778616001,7.11696737,2.988214935,6.524702196,2.258047436,7.551864286,5.496881857,6.178088033,7.835965542,8.274311925
ETV3,2.651641501,0,0,1.845207066,0,5.370903335,0,0,2.778878148,0,0,0,0,0.863036923,1.231112245,0,1.457556767,1.665433135,3.515510844,0,4.30530224,0,3.755938258,0,0,0.961113618,0,4.006931103,0,0,0,2.119257149,4.413574997,2.422681146,0,0,0,1.878169535,0,0,0,0,0,0,5.378601538,0,0,0,4.472708657,0,6.147964355,4.712913988,0,5.654853099,0,3.91273495,0,1.670146635,6.530047352,0,3.138755051,0,0,0,0,1.461510997,4.94435254,0,0,1.828762784,0,0,0,0.827459997,5.069193201,1.484463806,3.321798046,3.68599946,0,0,6.278594209,3.990856135,0.935501266,0,1.904497483,0,0,1.634603534,0,1.527142424,0,0
ETV4,5.275029138,4.360869946,5.024903225,3.803766993,3.747542179,1.594099263,4.718735284,4.177822826,7.288860451,5.081414862,6.151113329,6.149384253,4.783406631,6.090573381,6.469008997,5.159587666,6.561233377,5.932969549,6.024737835,5.423668859,6.505699118,4.439435547,0,8.162149345,2.551926216,5.829390696,5.645087683,4.72873757,2.048898026,5.151994814,6.239800364,5.579717941,7.269230918,6.053653952,5.870788086,5.158494524,4.704777888,6.141150137,4.997839385,7.633910321,6.064834408,5.966883849,1.067706915,3.473312489,4.721187826,5.394070733,3.746972483,6.243165492,0,7.039495217,6.446144864,5.084645234,5.659607143,1.15999369,7.238149055,4.82245817,7.694155892,5.589204354,6.357376776,2.327754288,5.933544474,4.640252128,0.857393029,7.329718104,6.406235604,6.413289908,6.175550613,3.493249975,5.471789252,5.930254581,7.075621561,6.16628186,0,2.284748538,6.63744333,3.89061998,6.962752664,4.352229011,7.0440909,6.600280903,3.250166404,2.884646367,5.571079314,5.398285577,5.804148957,4.561301943,4.566852821,5.173275436,6.173769182,4.165051379,1.555257151,3.51927473
ETV7,2.818218137,0,0,0,1.615887292,0,0.957973504,1.485362208,0,0,0,0,1.777384068,0,0,0,1.542178434,1.665433135,0,0,0,1.43697052,0.795661158,1.817685408,0,0,0,2.163279736,0,0,0,0,0,0.904837082,0.176797955,0,0,1.667459779,0,0,0,2.038491136,0,0,1.010826247,0,0.928820647,0,1.217362539,0,3.52791269,0,0,0,0,0,1.012827433,1.915228744,2.191680478,2.137869729,0.83249611,0,0,0,0,0,0,0,0,2.128729011,0,1.69154605,0,0,0,0,0,1.400697107,0,0,1.434535285,0,0.900665739,0,0.511252083,0,0,0,0,0,1.229143047,0
EWSR1,7.899488833,7.894877211,6.810044024,7.302677595,7.539859376,7.624884645,6.51921571,8.696742094,8.141963782,8.649290389,7.601363619,7.437193801,7.509330996,8.78350826,7.746201431,6.128910962,8.24795293,8.154051291,8.016353291,6.866742917,8.198020788,8.209135522,7.461222811,7.794928355,7.827715966,7.347550416,8.615349732,8.095643518,8.075425829,7.83580158,7.915196436,6.769517355,8.449579853,8.061028629,6.51547926,7.193907384,7.839075607,7.811988445,8.348030599,7.411544112,8.071840823,7.621514889,6.572206216,8.415004919,8.015048994,8.238601579,7.272697456,7.49827466,7.414703784,8.667468568,8.421643956,8.873556049,6.860838022,8.432305939,8.706039992,8.371483676,8.489230897,7.505481819,7.762103161,7.031188272,8.190935152,8.242883197,9.305036681,6.578383647,7.761366765,7.754653325,7.425199004,8.33344036,7.836178349,7.940252748,6.766419276,8.289811911,7.066758294,8.294651839,7.409301641,7.534682248,7.731022447,8.501883225,7.383475059,8.356669163,7.069451593,7.636209063,7.739924588,8.183445238,5.318565134,6.918194788,7.059834124,7.761013498,7.558049606,8.03671869,8.026769387,7.51080859
EXO1,6.060659498,6.982542439,6.86677954,6.276028199,6.651545476,6.445371567,6.91396348,6.731898213,0,5.689822461,0,4.909254293,0,0.863036923,2.127203204,1.392747401,4.810938796,3.042696131,7.502980898,2.592331155,7.388150897,6.608614604,3.297260759,0.792379018,6.526743873,6.331494076,7.623302059,6.718816546,1.032782132,0,5.042639436,8.184251294,7.507908295,6.954285697,3.960791206,0,6.950754596,7.245493603,0,0,4.971217603,3.734387789,0,2.951879579,5.306424962,5.285781466,6.681848435,3.713866171,0,0,6.313457108,7.155270346,0,5.506028147,7.966193631,7.727330484,0,3.406382282,7.451279583,6.642379972,7.199546729,5.986611311,0,2.687617902,0,0,5.445151978,6.658836357,8.358600602,2.70709034,8.307514622,7.737789754,0,7.218518634,0,6.883976101,1.700339681,7.679179376,5.979543321,6.544841027,7.181674033,3.783508618,6.039827278,0.744625321,0.753558485,1.812366058,0,1.928539409,6.781898308,5.586572621,7.662786203,7.763509703
EZH2,5.841991485,4.758246358,7.144704384,3.507437013,6.366234803,6.867395141,4.660107142,4.608712843,6.506242719,7.321572261,6.23167924,7.3288594,7.060914003,7.035615393,5.929857617,3.570035974,5.131563021,2.417967925,6.945447424,6.621493504,6.990366277,4.31993679,7.312742413,4.566192307,7.690075241,5.245102777,1.116153992,1.730986234,3.644505303,6.194798187,5.190258752,7.590683609,8.165965048,5.664567708,2.834946744,2.785582488,4.890491131,2.448937721,3.955015385,7.244747514,5.472772426,4.282758256,6.107649022,5.206865061,1.599379518,6.964784742,7.690669233,5.058495372,6.42313435,6.920154293,6.71958905,7.155270346,5.982404319,7.540590521,8.176971356,4.544238008,6.507941666,5.480568485,5.815827211,5.735062526,5.649273847,4.30802103,2.338797301,5.643347991,0,6.326884621,6.110396719,7.316531468,3.422605601,5.232019725,5.202072336,6.879890037,6.967991086,5.294535852,3.496455112,7.383543399,4.247790619,5.392567551,6.322558853,4.098141081,3.16142079,7.837568091,6.77602566,0,6.269407734,2.983402286,7.856672178,6.675384953,7.136280751,3.379997951,7.039467192,6.945588606
FAM117B,10.07315209,11.09868384,10.2820589,9.482469331,9.507625579,10.5839857,9.642465452,7.337513084,9.239009603,9.332805206,10.23085442,8.856002479,11.23712424,8.801994999,8.822245794,10.07509795,10.7542673,11.24783834,10.45166242,10.45156775,9.789361849,10.94403691,10.80023717,10.88581514,10.42108191,10.74885485,10.37769041,9.420301093,11.54577552,9.923374353,9.605059922,10.39389426,9.620640797,10.69295399,11.00585881,9.705033043,9.743503133,10.50263683,8.447196822,9.564554928,10.84485933,7.564959874,9.143192531,10.00920725,8.514006558,10.55080062,10.31628917,9.858539203,10.4007816,10.25497972,10.51295702,11.17317383,6.904509091,8.419618158,11.00658126,11.58489905,10.67688916,10.77968463,10.39680291,9.540599006,7.85061069,10.47090733,11.79218607,9.290963158,3.547412295,10.16731453,8.95772201,10.97978115,10.42095564,10.72971221,9.288017487,8.625292351,8.888987754,10.65185705,10.40252346,10.37604374,10.2770224,9.026675799,10.15883651,10.63629743,11.08440194,9.787442205,10.47771243,10.40405178,10.56213985,10.63966647,10.44445169,11.0542107,9.169671464,10.64007852,9.013665363,10.53649652
FAM135A,6.638526823,2.090130807,5.897389668,6.519739721,0.75756574,6.467484668,1.123152417,7.275093463,6.917229278,6.807431754,2.137937472,4.971295679,1.090393502,5.242177081,4.999640036,8.042008797,7.625513159,6.776162398,2.45221908,6.88732487,5.078887751,7.549011486,7.502146093,1.676170003,6.802966089,8.421219739,4.535180967,7.431676888,3.867655069,7.61876632,7.195692534,5.768587382,3.799671601,7.977059463,8.941966591,7.193907384,3.315643826,7.880216058,5.238619996,8.91099652,4.128082033,6.722889622,0,3.147386846,6.129785971,8.968081598,7.025188622,0,5.682519171,1.627065389,5.398529209,7.257910317,5.408806303,1.79457349,6.780768333,2.107167028,0,8.055020899,6.579271099,7.93916873,8.09532602,2.399055064,8.727674517,5.756603186,4.743569633,3.158261414,7.437736144,6.532205705,1.319508463,7.489146411,6.985961516,5.300956724,0,0.827459997,0,8.040798135,4.686361639,6.015006895,4.812380592,7.782432574,8.229548036,6.531722799,7.430957175,5.7466365,7.551341914,5.072891135,2.258047436,7.30537763,6.592809595,3.092304886,5.029809048,0.763602868
FAM89A,0,0,0,0,0,0,0,0,0,0.916895228,0,1.214384602,0,0,1.231112245,0,0,0,0,0,0,0,0.795661158,0,0,0,1.73784534,1.110879911,0,0,0,0,3.594443323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.114637532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.679091767
