X,H9_96h_001,H9_96h_002,H9_96h_003,H9_96h_004,H9_96h_005,H9_96h_006,H9_96h_007,H9_96h_008,H9_96h_009,H9_96h_010,H9_96h_011,H9_96h_012,H9_96h_013,H9_96h_014,H9_96h_015,H9_96h_016,H9_96h_017,H9_96h_018,H9_96h_019,H9_96h_020,H9_96h_021,H9_96h_022,H9_96h_023,H9_96h_024,H9_96h_025,H9_96h_026,H9_96h_027,H9_96h_028,H9_96h_029,H9_96h_030,H9_96h_031,H9_96h_032,H9_96h_033,H9_96h_034,H9_96h_035,H9_96h_036,H9_96h_037,H9_96h_038,H9_96h_039,H9_96h_040,H9_96h_041,H9_96h_042,H9_96h_043,H9_96h_044,H9_96h_045,H9_96h_046,H9_96h_047,H9_96h_048,H9_96h_049,H9_96h_050,H9_96h_051,H9_96h_052,H9_96h_053,H9_96h_054,H9_96h_055,H9_96h_056,H9_96h_057,H9_96h_058,H9_96h_059,H9_96h_060,H9_96h_061,H9_96h_062,H9_96h_063,H9_96h_064,H9_96h_065,H9_96h_066,H9_96h_067,H9_96h_068,H9_96h_069,H9_96h_070,H9_96h_071,H9_96h_072,H9_96h_073,H9_96h_074,H9_96h_075,H9_96h_077,H9_96h_078,H9_96h_079,H9_96h_080,H9_96h_081,H9_96h_082,H9_96h_083,H9_96h_084,H9_96h_085,H9_96h_086,H9_96h_087,H9_96h_088,H9_96h_089,H9_96h_090,H9_96h_091,H9_96h_092,H9_96h_093,H9_96h_094,H9_96h_095,H9_96h_096,H9_96h_097,H9_96h_098,H9_96h_099,H9_96h_100,H9_96h_101,H9_96h_102,H9_96h_103,H9_96h_104,H9_96h_105,H9_96h_106,H9_96h_107,H9_96h_108,H9_96h_109,H9_96h_110,H9_96h_111,H9_96h_112,H9_96h_113,H9_96h_114,H9_96h_115,H9_96h_116,H9_96h_117,H9_96h_118,H9_96h_119,H9_96h_120,H9_96h_121,H9_96h_122,H9_96h_123,H9_96h_124,H9_96h_125,H9_96h_126,H9_96h_127,H9_96h_128,H9_96h_129,H9_96h_130,H9_96h_131,H9_96h_132,H9_96h_133,H9_96h_134,H9_96h_135,H9_96h_136,H9_96h_137,H9_96h_138,H9_96h_139,H9_96h_140,H9_96h_141,H9_96h_142,H9_96h_143,H9_96h_144,H9_96h_145,H9_96h_146,H9_96h_147,H9_96h_148,H9_96h_149,H9_96h_150,H9_96h_151,H9_96h_152,H9_96h_153,H9_96h_154,H9_96h_155,H9_96h_156,H9_96h_157,H9_96h_158,H9_96h_159,H9_96h_160,H9_96h_161,H9_96h_162,H9_96h_163,H9_96h_164,H9_96h_165,H9_96h_166,H9_96h_167,H9_96h_168,H9_96h_169,H9_96h_170,H9_96h_171,H9_96h_173,H9_96h_174,H9_96h_175,H9_96h_176,H9_96h_177,H9_96h_178,H9_96h_179,H9_96h_180,H9_96h_182,H9_96h_183,H9_96h_184,H9_96h_185,H9_96h_186,H9_96h_187,H9_96h_188,H9_96h_189,H9_96h_190,H9_96h_192
NKX3-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723354135,0,0,0,0,0,0,0,0,3.27349825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.425069485,0,0,0,0,6.897682189,0,0,0,0,5.762155484,0,0,0,0,0,0,0,0,0,0,0,0.37744684,0,0,0,0,0,0,0,0,0,0,1.662872131,1.71960601,0,0,5.972557222,0,0,0,0,0,5.116877501,0,0,0,0,0,0,6.543986327,0,8.18068501,6.600323397,0,0,1.648821902,0,0,0,0,6.966847299,7.102741501,0,0,0,0,7.701588975,0,0.821665598,0,0,6.424023556,0,0,1.013061224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLGN4X,0.912703959,2.375492704,7.385449162,0,3.757134892,2.747723713,3.297716521,1.330912919,0,0,9.162251661,1.319201466,0.847606487,3.543578999,0,0,1.183966651,6.639182461,2.722151529,8.43650571,6.954090616,1.393748696,9.050221469,0,0,0,2.270129164,8.038052948,8.079563416,0,0,1.9467589,3.602775535,2.621490689,3.888812499,0,0.715628071,0,6.501039047,0,0,0,4.382418076,3.255963927,2.734822436,1.957955449,0,0,0,5.466445345,0,0,0,0,1.54838584,0,0,0,2.583880656,2.330922827,8.163323313,5.304148612,1.537797175,0.78264932,3.284342177,0.725540631,2.841174512,1.33692328,0,0,1.309645612,6.776075594,2.08656232,0,5.013238586,0.643552771,5.818008989,0,5.876558541,4.165731748,5.571059198,1.882298866,5.907198929,1.848014302,0,4.503181259,7.144063768,5.678366454,5.41299897,3.816174371,6.645520235,0,1.597252906,1.607781938,0.639435345,5.396234441,4.1019574,4.018814957,5.327032741,0,1.786394416,7.099855424,0,3.496883786,0,3.452045247,0,6.403042947,3.475482963,5.239645921,0,0,2.351857377,3.69443721,4.725029003,6.065659293,4.100730027,0,0.667520964,0,0,1.273211871,6.016128427,0,2.258598184,7.559885042,2.169212944,1.831326075,0,7.510964802,2.916669758,0,2.127644193,6.873531241,2.147054325,0,3.582558922,0,0,0,6.846917304,2.878740481,1.211290536,2.548445911,3.229831105,0,1.543080125,0,7.639421809,0.812758712,0,7.006176414,2.776219881,5.821650936,0.819950363,0,0,0,2.806461557,0,7.900028952,1.03402876,1.561213997,0,3.593027518,3.00290103,0,0,6.748666793,0,0,7.003684957,2.552589632,0,6.403036364,1.984805516,9.463683569,6.36864418,3.203687636,1.650842178,3.021160449,0,6.328260597,7.022483065,0,0.857092243,0,2.373434535
NOC3L,6.787102689,0,8.196308282,0,0,8.808389086,0.986599319,0,2.628460906,0,0,0,3.699628728,0,0,0,3.634896872,8.751622732,9.187048034,3.405634703,0,4.572069715,2.01888821,0,0,0,8.679944352,4.967217832,0,0,9.375964308,8.498652377,0,6.86989312,2.379626714,0,4.429638428,0,0,6.986885228,0,5.347053042,1.939838966,0,7.462378641,0,0,0,8.596153508,1.612508175,0,7.825371368,0,0.808153465,0,8.94635034,1.083225806,0,6.230740092,0,0,0,0,0,7.253067788,0.737130602,0.626431483,0,3.775195559,7.282321487,0,6.424766543,0,0,2.320515132,0,6.863018147,0.634648989,7.559897132,0,6.365349198,3.179488938,8.059824238,4.263057237,6.933368056,4.503181259,7.302946858,4.754985946,0,5.869896163,1.038730625,6.894186052,7.580542269,5.077467898,7.29958052,7.250217652,6.124414952,6.194710528,5.409866462,7.589127698,8.476462621,6.572920689,6.691111569,4.10172535,3.64400699,4.723121586,7.504771537,8.789498778,5.06150923,4.504127017,0,0,8.086098071,8.791366833,2.606297329,6.036952455,0,4.102503866,7.651479275,7.290964823,4.958062261,6.90721771,5.038249471,6.964018319,3.38724634,0.924514265,3.195581554,6.164577297,5.889607451,7.247853582,7.805643046,0,0,0,0,0,5.982312264,0,5.707885213,0,0,8.814093474,0,6.42417736,0,5.874450672,0,0,0,5.192141093,6.105451649,0,0,0,0,7.687916382,0,0,0,0,7.442030182,0,1.561213997,0,0,0,0,0.65989133,6.849289723,8.48765887,0,0,1.148424003,0.969643197,0,1.309785337,0,6.672860936,0,0,0,3.147603528,0,0.803826125,0,4.717378125,1.510371521,1.811076183
NOL11,9.598999051,0,8.475547955,1.089332601,0,0,5.831522534,0,1.827551102,0.875775847,9.805541703,6.677157205,1.764914618,0,2.372854713,0,0,5.653584103,8.855467609,0,0,5.13667192,1.012619577,0.775002941,2.16506747,0,5.691074505,1.876510612,0.885598291,7.741802495,0,7.166978112,1.08059512,1.1943796,8.137197688,6.469136741,0,2.146866266,0,0,7.164973227,6.974758204,3.249427838,0.963726194,6.478271767,0,1.562204863,1.713070962,0.915851046,9.570551515,0,0,0,7.282621379,6.545274303,0.904075481,1.083225806,0.983510967,7.881350242,5.664454563,8.655235623,8.788755048,5.789558105,7.32358119,4.208336002,1.22262814,1.061764878,8.559142361,8.026164213,0,1.309645612,9.357140805,8.733873288,1.383637993,8.330648643,0.643552771,0,9.118344678,0,0,7.326130326,0,3.054214613,7.744063942,8.707379751,8.383887429,7.084198555,6.888214755,7.707580738,8.320177391,6.985962398,5.401963756,6.588059743,8.254634665,6.365045562,7.584115427,8.052688203,7.107376956,7.077146298,7.974386832,9.57052043,7.462268187,8.800761687,7.319664522,8.289157595,2.438153918,5.660073534,7.287244292,8.089043859,7.478247607,5.073621386,6.261055439,7.173699545,4.637613061,5.649541337,2.925620437,7.414888801,8.059903812,5.418602636,8.642546025,0,0,5.699762473,4.092059547,0,4.244955677,5.463991218,6.599154224,7.879026196,7.267623108,7.464072626,0.952942791,6.780892758,6.458500971,8.839928153,7.013386314,0,1.21581376,9.046682693,8.114292294,9.272166591,0,0,9.224877089,7.56670541,0,7.953769542,7.255601335,4.329400414,6.288540313,5.415731707,6.34143449,6.732132213,0,7.124247311,7.784242579,7.100471808,0,4.335292692,8.096475278,1.071219972,8.961953017,6.706034453,7.77845418,9.088531195,8.592489356,7.326772736,9.51292653,0.82990907,6.563903053,0,8.680553378,0,8.311644522,0,7.741350332,1.563392813,8.327123641,1.401969657,8.420859806,6.740675005,9.05226067,8.667382953,5.36699139,5.819403151,9.106133004,1.510371521,0
NONO,9.510782094,9.281281108,9.250216955,9.676896336,8.282157204,9.583388762,9.012921045,9.485541021,8.48522392,8.431329776,9.10651522,9.158688947,9.736484717,8.435843348,9.43824138,9.779289166,8.575569037,10.13449812,8.862194485,8.752151992,9.792608773,6.539796119,9.919117899,8.784987783,6.713897884,6.949880783,8.804444768,9.866748633,7.442083017,8.702336552,8.494382865,8.841337988,9.077983275,10.45497839,8.465938642,7.72764306,9.945749279,7.931985151,8.929537372,9.047462589,9.760679206,7.616773984,8.476037078,6.558526887,8.208865281,8.711682106,7.371810927,8.172445462,8.198908419,8.00107875,8.624683519,8.518361794,9.730484096,9.412613271,7.769330746,8.862194485,8.697979064,8.321183203,8.885442546,8.42745055,8.72561174,7.005178976,9.667401748,9.914174806,8.971023118,8.549464411,9.07712165,9.249354932,9.678146414,8.956956584,7.252700607,9.402486147,9.275768595,9.234353324,8.228532158,9.476315636,8.348736243,9.10462452,9.326765806,8.230631327,7.467621717,9.107351015,8.592035613,10.18100234,8.76024534,9.48918217,8.77097978,8.47237401,9.370861312,8.584663106,8.629149942,7.783263011,8.412804936,8.151876706,8.177877369,8.278628063,9.870790471,8.43070515,8.430489413,9.259186765,9.487442517,8.067957426,8.497555834,9.409308895,9.21913984,9.286506634,8.48427196,8.245244847,9.064219181,7.729840965,9.018602212,7.744998869,7.793500425,10.68738774,9.130684641,8.823208202,7.810782756,9.815184175,7.965941406,8.179967591,9.391101306,9.296972195,8.043361204,8.85599732,8.862194485,8.754013428,8.443729284,8.363086709,8.221449204,8.244696628,9.495863491,9.578894645,9.696293812,9.013579015,9.889583136,10.18889782,9.300289839,8.371860951,9.131252189,8.615246025,8.118957472,9.56354375,9.378005087,8.132561443,9.895032695,9.439380332,10.60804453,9.042179096,9.265678322,8.470035623,9.627872663,9.59465436,9.396455568,9.144863392,8.52541459,9.242752899,9.396433845,9.734176797,6.932633269,8.143901668,7.410534099,6.4678871,8.7577839,9.295568071,8.858598001,8.948532612,8.012208647,7.973570473,7.75150122,8.403487077,9.660352712,9.361390125,7.96585996,8.275780543,8.394106951,9.496900217,7.131452363,8.527487461,9.751098001,9.002613673,7.165300706,8.701019296,9.187575808,8.369345989,8.142321356,8.435509181,9.174655213,8.49433812
NPM1,11.82668923,11.2707377,11.33503469,10.57579184,9.592885589,10.49715784,10.69516228,10.91607442,10.74424875,11.02002244,11.06474197,11.2027497,12.00559357,12.03683871,9.163090416,11.69500994,12.51502101,11.46681667,11.66826628,10.48088008,11.09309397,11.73460001,11.23298155,10.95724918,12.06045781,10.73816582,11.79638208,11.67259405,9.893579958,11.67934213,11.81485853,12.16606612,11.11482294,11.83585155,11.34426797,11.20853105,11.80761953,11.33985191,11.089483,12.15145457,10.73539727,11.43812681,11.49098266,10.87478344,10.85294108,11.25375954,11.80846702,10.8899649,10.51045461,11.97453604,11.10921791,11.78998758,11.09726767,10.68414065,11.48524146,12.13071908,11.6592411,11.54294866,11.99586678,11.91272973,11.7476068,11.99659109,11.83776543,11.78295234,11.93458764,11.13923018,11.77683497,12.04874372,11.72585074,11.25827937,11.7268914,12.32587791,11.66407639,11.53585788,10.51019823,11.80388826,12.08200012,11.96298476,10.57350936,10.42744701,11.73751565,10.5982922,11.32286442,12.38700257,12.26607255,11.70090155,12.3839332,10.72418375,11.47820791,12.17833586,11.50810207,12.05527249,11.19361383,11.87511041,12.60673064,11.93556104,11.28500708,11.38521525,11.26505078,11.33431516,11.67032416,10.82166704,11.3576566,11.36359602,10.9351639,11.43287186,11.91232903,11.62851245,11.46993832,11.28847012,11.28086736,10.78993326,12.22447986,11.62136948,11.61830889,11.5620256,11.13971479,11.7616624,11.92292085,11.12191235,11.92917713,11.45540091,10.4698303,11.27718584,11.74209843,11.21893395,11.53310467,11.69604062,11.20745235,10.85049742,12.53415553,11.14509524,10.83272763,11.36820172,10.92800631,10.88535614,10.75914836,11.27037136,11.78284548,11.80030106,11.3718271,10.77621117,11.72343108,11.8523205,11.74570278,11.677944,10.56463275,11.43968735,10.82988248,11.60329849,11.48175319,11.94504936,11.34531258,11.15050326,11.55821987,12.15657388,11.18550491,11.16038256,9.680590937,11.05399746,11.28001966,11.27089325,11.41088077,11.85495917,10.59344841,11.03447268,11.9102346,12.248454,12.00961266,11.65493324,12.792808,11.62721729,11.09179741,11.439587,10.37471985,11.63278136,10.59011766,11.58345335,12.37384918,12.85293105,12.1205571,11.89629487,11.62772008,12.18398329,11.63683712,12.16960126,11.82235594,12.1283843
NR0B1,0,0,0,0,6.089505752,8.377536318,0,5.281344112,0,0,6.012058086,0,4.497411161,0,2.372854713,0,0,0,0,4.757557278,0,0,0,6.771969123,0.762965149,0,0,1.475727856,0,0,0.700691405,0,5.362354134,0,1.138256666,0,0,6.028727074,0,0,0,0,0,6.55663468,0,0,0,0,0,0,0,0,2.257153314,0,0,0,0,0,0,0,5.913164599,0,0,0,0.789578935,0,0,6.229142375,0,0,0,0,0,0,0,0,0,0,0,6.455041858,0,7.309385967,0,4.263057237,0,3.976419527,0,4.603596477,0,3.415778604,0,0,0,0,0.639435345,2.223703534,0,0,0,0,0,0,0,1.978122114,0,0,0,0,0,0,4.395802333,0,0,0,0,0,0,0,0,0,0,0,0,0,3.250482843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13550521,0,0,0,0,3.8548462,0,4.251945161,6.16859961,0,0,0,0,0,0,0,5.951167879,0,0,0,0,4.181074425,0,0,3.718872394,0,0,0,0,5.254720069,0,0,0.907311991,0,2.435212529,0,0,0,0,0
NR2C1,4.599203726,9.982303316,2.383411645,3.435995653,3.809296925,4.59663493,2.666579947,1.694005038,2.742766772,7.492705236,4.869251579,4.50629804,4.187570535,2.885337793,4.52785566,8.11320055,6.063305145,6.320706376,1.543967035,8.372294755,6.386117476,1.384784485,2.639305313,7.128065224,1.516480539,3.039366895,4.28588523,3.094835362,8.89242243,3.409852757,5.447309084,6.762098363,3.523867563,1.838721082,2.041586825,2.738744481,1.983353275,6.604526789,2.064937352,7.839610248,6.518845018,5.456787841,1.274001642,1.545814352,6.136851065,7.906327489,6.131720612,8.715003375,6.399496076,8.674598196,2.100106253,9.423977786,9.282740889,9.042196717,2.129278446,1.167372836,0,3.680885223,8.121922459,0.633143187,0.386798696,2.918912512,8.138036387,1.616933459,5.880182235,6.500041245,1.433980616,2.752365797,2.584589682,6.299075908,1.593865625,4.054200503,3.804250607,5.682167214,2.133951803,0.501828245,1.869406817,8.7047837,3.648547525,3.863760734,6.542520187,7.343674867,3.556161471,2.005777357,7.041003709,5.541199669,5.982529047,8.08161192,7.266533035,5.817151966,6.38566827,4.698375833,7.322426837,2.788977888,4.011757389,4.055779871,5.796776714,3.557116362,7.488970589,8.011044003,5.575177631,2.96335128,7.20591487,5.855486812,6.962942953,6.43711927,1.752341649,7.91136363,8.065685807,7.677297644,5.726460506,4.018310145,4.003279787,9.317056542,2.780259962,8.908957198,7.405295369,4.129425327,3.389316052,7.008772432,6.638083034,6.055137209,4.575520408,6.528302863,3.544111704,7.730089603,6.192967229,8.056591311,3.90089941,9.190181486,7.035422493,5.249786878,4.420291518,8.319196899,0,4.192306965,6.855215502,6.481090321,7.060270071,5.797140835,6.610977389,7.961513884,6.776839573,8.287496543,5.214846922,8.027779818,7.956551501,3.248499731,8.773748413,4.796496113,7.150728608,9.112505136,6.959383133,7.39305148,3.351501607,6.838661828,5.967513129,6.751539123,8.24859607,7.692952733,7.732951247,8.23586745,4.257386446,3.789004231,6.654150654,7.498082226,6.573924366,6.745292885,6.590386328,2.641725541,2.193844201,8.168138229,9.062324139,6.229822142,8.198610197,2.206727205,7.110985784,7.44057168,6.752036783,8.033348488,7.262122164,2.393209227,8.211662748,3.087800768,7.40758513,2.689858011,8.759449822,5.101331042
NR3C1,2.631882069,1.053257376,1.959675604,4.252979353,8.195710887,8.199474539,2.004764481,1.330912919,5.765314453,7.142404239,5.256737941,2.801912282,9.124670768,1.715642871,5.250715242,6.954384987,0,6.589518147,9.183193682,1.90385059,5.049300665,8.860675976,0,0,0,1.034895968,7.217729901,8.123466124,5.290842898,1.629484108,6.488487041,0.964725132,0,9.91136219,7.151117864,9.298881395,0.634398357,0,0,5.304619358,5.498930597,6.898424578,0,0,1.387483946,6.508496528,1.555829794,0,7.202637911,3.207608531,2.466786949,4.115661141,3.386898279,0,1.086006923,0,5.327575613,8.555633078,2.368186876,7.217033561,1.711678962,4.123580498,4.455399011,3.036128862,1.976780308,7.516110068,5.873730332,3.106907686,2.777694968,0,1.686258307,0,2.08656232,0,0,0,0,7.997137369,7.074996925,0.99778156,0,6.954537195,8.113889406,0,4.514529241,2.190222669,2.563488427,7.50366425,5.060071162,6.938570871,6.683903057,3.187946789,1.597252906,5.414108081,4.236264501,1.976996928,3.100570117,4.63026996,7.27793731,0,3.85522671,0.957558407,5.015491519,2.312876848,1.830192813,2.083134273,5.398526113,6.039343377,5.639049314,6.313181833,1.242708632,3.391568148,0.758229056,5.88405273,1.431068126,7.094672597,5.170203591,6.496524734,2.355689856,1.571691267,3.725283616,4.299398989,3.78405986,0,1.062303475,0,2.999198911,4.735390834,7.146269516,3.466713487,1.532687043,0,6.337127984,4.483549196,2.475310457,0.736058026,5.632765723,5.341603548,7.125769838,1.127635109,5.84582907,7.003646886,3.501599195,3.080823853,1.923666599,0,2.923094143,1.748539069,6.493884917,0.885461275,0,0,0.981919647,0,1.263384105,0.674233306,3.493653147,3.189497838,2.806461557,6.239114527,6.995801895,1.639891501,0,3.555785197,1.821467368,8.637663955,6.413234925,1.475338256,0,6.768876202,0,0,0,8.274218308,7.969739212,0,7.55828076,5.561436499,3.143279656,4.168787027,3.975145273,8.046420523,3.295264584,0.803826125,0,1.748944969,4.535182487,1.418294127
NRIP1,0,6.255582715,6.135872892,7.623731644,0,0,0,6.14401439,0,0,0,1.319201466,3.405196675,4.940053287,2.372854713,9.469039083,4.7924455,0,5.059495617,7.219882401,6.831396855,0,8.301173765,5.890394896,3.603074019,1.073254437,0,0,2.60530085,7.313592669,0,2.93769118,0,3.499235143,0,6.44454525,7.247196002,4.487296528,0,5.756918887,4.081715791,0,0,1.536391881,0,4.405704475,3.139501004,0,5.662609281,5.594849736,8.851347029,0.971526491,0,6.263933171,3.22361106,0,2.947219086,6.307985494,5.84838994,5.194148461,3.849768865,3.162004628,0,1.278679673,0,9.507625134,6.907845541,0,6.095533001,6.222090904,4.580235926,7.422590387,0,5.33723831,2.661477645,0,6.881798045,0,7.221387474,0,5.440726507,6.991761703,7.631333086,6.52358578,2.54816697,5.157196856,6.258505362,5.272689153,5.933057122,5.038312895,6.07528473,0.881652902,0,4.920481676,4.933531395,3.294280067,7.445161876,6.031957414,0,6.010643058,0,1.925270523,1.031748518,0,5.297840295,5.664458045,7.072256652,6.296451096,4.875022768,7.283530117,0.801259477,0,0,7.832728407,1.431068126,4.629520625,1.88473173,1.108078165,5.357805666,5.367258744,5.508527161,6.518651573,0,6.844344699,7.347134011,5.340348055,5.945518245,4.335554821,1.180832846,0,2.096094949,0,0,0,0,0,0,0,1.735700514,1.127635109,4.574268969,4.20761664,1.211290536,4.460534848,0,0,6.879751883,5.525717748,0,3.869694595,0,0,5.518982572,0,0,8.627928415,0,0,4.836937386,0,0,0,7.365322748,7.265261768,0,0,3.821550965,0,0,0,8.341787529,0,0,0,5.161727167,6.815934153,2.2960055,0,0,0,0,0,3.295264584,0,3.356839283,0,4.535182487,0
NRP2,8.585096373,8.07613327,9.663879967,7.521179887,7.662511116,9.045358795,6.927488483,9.184924362,7.042465649,7.066696239,7.101631841,6.620075064,5.705116144,8.747223907,11.79191378,7.05234523,9.270748398,5.370432357,8.048511116,7.005713789,8.138821317,7.017708553,10.11180037,9.194720256,6.114856961,7.671427568,8.520166317,8.574795912,6.922216269,8.444951534,9.620002277,8.975828446,8.92476832,9.217357924,9.854707241,8.270840205,8.930104759,10.12876296,9.848673685,8.925205977,6.130116697,7.511737753,6.719565672,8.898239232,4.406179617,4.899712193,8.485458245,8.783868739,8.892948248,6.773011581,4.768875166,8.657483022,9.861034366,9.605486531,2.890704167,5.533249823,9.406046318,5.552492645,7.881350242,8.231623857,9.622376149,1.768450951,8.386878921,8.179088556,6.980870978,0,8.298361152,7.868719653,6.896361764,5.622759965,7.818764789,9.492443315,7.997699342,10.48744885,8.715914202,9.636910489,9.491940717,8.923610017,8.888291556,9.192759396,5.919897033,5.336417851,6.131945604,7.760590913,7.846565097,5.960239235,6.289131262,7.233377412,8.870107307,4.604483188,4.774021699,7.339089643,7.178140066,8.594975638,6.48667221,5.731371084,7.843691472,7.892573534,5.969886291,6.973621026,4.669377231,8.595198038,7.062333103,8.717355031,7.305464653,7.240908216,7.668610791,6.784040171,7.548933351,6.08667756,7.202579242,0.951962796,8.165479961,7.231944061,8.617955583,8.415560087,7.246020183,4.956296461,8.839648505,8.115995643,7.700247488,6.706534903,9.317853363,8.439807366,5.414064201,9.020018903,4.79785913,6.966869356,7.670530084,3.371994898,6.725416308,7.887683404,5.162841436,3.414184429,6.380466841,0,6.838702858,7.488271162,3.905203576,9.070147797,9.074048251,9.062927096,9.045743608,3.524617237,2.375954295,3.545829211,4.027975029,8.364152283,8.429476041,5.851562534,3.130232174,10.17383592,9.330905629,5.115670809,3.885204815,8.419919195,7.09062884,5.424707608,8.590415416,8.307914171,4.777631519,7.709862583,8.698955926,6.604182762,0,3.632404012,0.954910926,4.289320716,7.209228263,6.290693865,8.369439758,4.37040244,1.148424003,3.849697764,8.626339092,7.48562892,6.159377416,6.566154283,7.397010267,6.604586382,8.386223317,1.363095152,7.194545314,9.053139347,4.566335357,4.837289769,3.356731141,8.500348166
NT5DC3,8.071043721,6.413516335,5.433025214,4.939875874,2.810860182,10.05399663,2.501354158,6.779811317,8.319661477,7.347299451,4.876342969,1.999291299,6.5872155,7.603730459,9.835592925,8.855128643,0,8.857170094,7.730228775,7.314749359,3.251737837,4.183584819,0,9.584603426,7.808682253,9.370886646,7.13164231,9.195751823,7.650992872,8.878992426,7.314666889,6.448843143,3.565220466,9.290245401,2.425508068,3.730166441,2.356963848,2.983445186,4.646241825,1.569953603,1.585156354,1.808879942,6.609877407,8.0702176,2.403558004,6.426509235,1.442907593,5.288176429,8.432255862,9.289727929,7.239598897,2.579550941,3.397288573,8.225375438,4.518823225,1.150483551,8.193371722,10.44401607,0.91267957,2.139608251,4.465565646,6.475790815,1.11179259,10.0038844,8.402309234,2.965066322,1.350307228,2.626099725,4.031797913,6.506002541,7.1960646,8.414441384,0.788607166,3.027355588,6.075787616,1.969995756,8.887801374,5.311515867,3.013387666,8.33844811,7.181737903,3.78068133,9.401083177,7.971061649,9.246801135,7.567686056,8.590764649,5.024669444,5.422360757,8.551837666,8.524269075,8.438792598,5.802568875,7.642830381,2.691550376,7.773242756,9.504717719,2.418018581,2.410736493,8.902390142,9.337564827,3.586778029,9.25532171,5.852186735,8.795635051,9.569480245,7.590211216,8.634005416,8.548512764,8.030746309,9.666303023,4.161549948,5.03648393,7.449189289,8.431765383,9.071811717,6.56832733,7.63291632,2.822053478,4.100306926,9.61478555,9.579554216,10.35646196,9.445373947,7.023856831,5.411173559,9.316049926,8.735369277,7.850163367,8.533537793,4.27957842,9.81370977,10.99639708,10.51662772,3.204564811,10.7020193,4.400390675,11.74038316,3.7650971,10.34944186,10.6589911,8.251063272,9.121941927,10.12724163,9.735530365,10.0406077,9.434213764,9.579202182,3.08654433,8.019233573,9.827498728,2.964872829,8.181158252,7.358539439,11.11721654,8.547585853,7.867159044,3.858527436,3.473617319,10.06858731,10.71502334,9.631907668,8.385137082,8.258334494,10.46235874,8.23676788,10.48604663,10.33755063,5.555819726,7.683751358,11.98436374,9.751243018,11.2798416,10.4509432,3.924434323,9.508811691,2.471575776,8.684806241,3.459898884,11.30133851,3.076114448,7.387116814,6.859278448,10.01476988,9.220032834,0.980873871,10.2646956,11.29450348
NTS,0,7.678571955,9.723430801,5.378484216,2.086307546,1.947958882,1.567067122,7.125971901,3.590619196,0.875775847,7.619812359,7.864927268,1.764914618,7.884499448,8.134614082,7.13019666,1.183966651,4.309560601,0.697829302,7.346817568,6.441701919,0,8.614004479,8.733295165,7.88174189,1.681831195,8.844986833,0.918859136,1.824805288,1.901990775,2.248444087,9.010850256,6.799293577,7.676502351,7.722473111,4.641391547,4.513157923,6.756597689,7.132022058,6.100750825,1.470025686,8.663030996,7.395414724,9.071078806,6.235461448,6.921399636,8.899489071,0.815187295,0.915851046,8.570340458,0,3.118910261,8.108875687,5.240218009,0,4.133855547,7.874189504,8.080694585,7.775688884,6.302646254,7.106831435,4.157703205,0.708851829,8.220647661,6.726750363,7.560157017,8.975798344,8.586176399,8.906191687,9.081952434,8.280712331,9.148892284,0,9.25896596,8.185921625,6.40537196,0,7.126111279,5.338554824,8.530847068,9.730783659,8.907367642,3.740343871,8.882715988,4.968351922,7.766800628,8.059461036,6.014794534,5.247300394,7.930391917,6.467879353,2.38195477,3.476165429,8.39301,6.413046066,6.083437954,3.649751555,6.8933348,9.176309752,5.932474625,6.681659526,8.806642599,6.309931911,8.28432061,4.422688306,5.34962368,6.571220381,6.639445025,7.167270298,4.008115085,9.290681358,7.426382239,3.170860186,2.801781994,7.198649337,5.600080229,9.320131883,6.271808169,8.112867216,7.122951237,8.378743915,6.276450012,9.690290409,8.257532962,9.080407913,7.167811201,6.694901537,3.48987182,7.080125412,0,7.928158715,5.687456413,0,7.15669289,3.762755459,7.067420448,1.150561427,7.844424227,0,5.854996332,7.704972627,8.426395508,2.921671189,9.240404427,7.421790444,7.213040564,6.346863359,4.759819299,0,6.679281835,4.279465843,6.081954003,8.36032396,0,6.639948957,2.00318156,3.493653147,5.697104199,0,7.609469232,0,0,7.511317146,0,0,6.135124728,7.696697654,7.331543607,6.513887417,4.774454303,6.538493616,1.456391087,7.67377961,7.728255247,8.571533783,4.0470138,0,8.244526333,8.204713941,8.197166334,1.858634832,6.845445326,8.570333294,8.64102945,6.410152591,8.65837852,8.664961441,8.962032548
