X,H9_24h_013,H9_24h_014,H9_24h_015,H9_24h_016,H9_24h_017,H9_24h_018,H9_24h_019,H9_24h_020,H9_24h_021,H9_24h_022,H9_24h_023,H9_24h_024,H9_24h_025,H9_24h_026,H9_24h_027,H9_24h_028,H9_24h_029,H9_24h_030,H9_24h_031,H9_24h_032,H9_24h_033,H9_24h_034,H9_24h_035,H9_24h_036,H9_24h_037,H9_24h_038,H9_24h_039,H9_24h_040,H9_24h_041,H9_24h_042,H9_24h_043,H9_24h_044,H9_24h_045,H9_24h_046,H9_24h_047,H9_24h_048,H9_24h_049,H9_24h_050,H9_24h_051,H9_24h_052,H9_24h_053,H9_24h_054,H9_24h_055,H9_24h_056,H9_24h_057,H9_24h_058,H9_24h_059,H9_24h_060,H9_24h_061,H9_24h_062,H9_24h_063,H9_24h_064,H9_24h_065,H9_24h_066,H9_24h_067,H9_24h_068,H9_24h_069,H9_24h_070,H9_24h_071,H9_24h_072,H9_24h_073,H9_24h_074,H9_24h_075,H9_24h_076,H9_24h_077,H9_24h_078
DAB2,0,0.954847907,0,0,4.822940635,0,6.677987169,0,0,3.313305983,0,0,0,4.470408325,5.371340726,0,7.658964337,0.740992779,4.58753228,0,4.674051731,0,0,0,0.823677927,0,5.24107328,4.874156739,0,0,1.484617797,0,0.711712588,0,5.450789492,0,0,4.999643167,0,0,0,3.217391016,0,4.234756506,0,0,1.556296749,0,0,0,0,0,5.060684453,0,0,0,0,6.580831348,1.029241905,0,0,0,0,5.788101503,0.913968847,0
DACH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.798260613,0,0,0,0,0,0,0,0,0,0,0,0,0,1.029241905,0,0,0,0,0,0,0
DAXX,0,6.877429672,1.991399568,3.383093538,4.693603791,0,1.787669016,6.67110707,4.56489678,1.829607705,6.379887685,3.848379209,6.111466613,7.256044184,3.78198053,4.438883305,7.128309157,5.480358008,6.553275505,5.761598083,6.139513739,4.510285246,5.153837843,1.977496193,4.044921698,7.778747513,7.201279099,5.186212445,6.80543366,6.321958455,6.274881966,5.424147379,6.102172125,4.958796924,3.531600507,5.704810749,4.564834296,3.824934474,3.826823526,4.536646511,6.063562566,6.382276493,7.081817068,5.222662631,5.036535767,7.542705133,5.384069512,4.819524351,0,7.369563936,4.542068106,2.072789116,7.096538707,5.984831271,5.020445528,4.010634896,5.313276243,5.413689463,4.988434876,4.561841937,7.371816011,5.240787288,4.194264862,3.166564688,7.564223251,8.146563423
DCAF6,6.215064313,0,0,1.123755766,0,0.892981304,0,4.337736091,0,0,4.216395133,0,3.627050271,6.031757398,6.594987173,1.062735244,0,0,3.918672354,4.095871253,0,2.615156392,0,1.977496193,0,0,0,1.870129774,0,1.742689511,0.535662391,0,0,0,5.964970614,2.315838333,0,0.82765821,5.957788956,0,0.779147916,4.037048736,0.599720979,0,0,5.077021488,2.082350355,0,2.147594435,5.08211642,0.84504359,7.198868741,7.084298387,0,0,0,0,1.153363174,3.69721139,0,0,0.821240702,5.859138363,1.376186086,2.181702866,0
DCLK1,8.623663779,8.167394835,7.633372869,5.787647244,8.026205859,9.137938226,6.303627348,2.537317836,7.382065526,6.359351256,8.089579908,7.409705051,7.839524561,6.011318386,6.385520769,0,8.306125435,7.189887002,0.801833881,0,7.064625655,6.397667139,7.664184234,5.732027722,8.421752552,7.013636916,7.063662094,7.619363294,7.283688872,7.347969801,7.285796808,7.479155513,0,0,8.288384139,2.967360138,6.63264271,8.766661545,6.751152362,7.469505176,7.366241712,7.038313374,0.599720979,7.686600629,6.76856021,5.738976041,4.881062553,6.319350822,5.084765144,8.612431862,7.057330662,5.952259364,6.406459074,0,5.373103903,3.170541787,0,7.214554392,8.188811394,8.055059506,5.713584904,6.886787967,7.989948337,5.702269522,4.223765203,8.690832419
DDAH1,0,5.080791293,8.431851105,5.933947889,1.146340359,3.878936603,4.143838205,0,5.472292751,0,4.210205013,0,1.532336298,6.373492529,3.539770729,3.432958517,5.907728302,0,5.137197072,0,7.009999269,0,3.471434691,6.404895863,8.242871754,8.944991003,1.081172069,7.786883446,7.740593087,0,4.497047898,0,1.542625192,0,6.628765749,6.342469398,6.027342765,5.682633409,0,0,6.788482362,3.122358379,0.599720979,0,0,3.817820388,0.719834582,0,4.520472124,0,6.674298433,0,2.159862151,3.729200464,2.805655073,0,6.444491098,0,4.376990349,2.08106896,5.522384794,7.613228985,5.0182625,2.532924584,0,0
DDHD2,0,7.166243857,0,1.123755766,0,0,0.575809162,0,2.627927313,0,0,0,0.96071141,0,0,0,0,3.850650531,5.413650981,0,0,1.190124312,0,3.18265231,2.987177365,0,1.692207793,0,0,0,0,0,0,0,0,0,0,0,0,0,5.229663556,0,0,0,0,0,0,0,4.287381537,0,0,0,6.228807015,0,7.278800181,0,2.512114624,0,8.165907958,0,0,0,6.375812252,7.956236232,0,0
DDX54,5.7083657,4.057632184,1.875489338,6.627435082,0,6.713395162,1.787669016,4.337736091,1.844259689,6.626091599,3.707716321,0,2.518874229,5.30941829,5.250452756,0,4.647338792,2.329971254,4.117108716,5.620558156,4.799365478,2.287952074,3.926754205,2.923846584,5.437799667,0,2.44969792,0.91473152,2.432464794,2.859484413,2.458401865,1.291809057,6.20002997,4.716320973,4.025432586,1.710913048,0,4.688945094,0,0,5.437283541,1.128202265,2.204129495,0,0.935531217,6.725405989,6.023528713,1.964479778,0,0,4.682009324,2.324447768,5.834854412,4.552097841,1.712317432,0.917864406,4.126472904,6.369473242,2.506978075,6.03615431,4.170953032,1.34133098,2.455966864,6.293311887,6.394323002,1.057895644
DECR1,6.917763044,0,0,7.756249279,1.146340359,0.892981304,0,0,6.820863977,0,2.716167704,7.263407076,0.96071141,6.776119399,3.248526551,0,5.381265236,1.591668244,3.197939768,1.162476288,6.335679307,4.803030909,0,0,7.372962939,0,6.93801772,0,0,4.467231342,0,4.551479422,0,4.470496719,6.481486129,3.48948608,0,6.294257097,8.277957997,0,6.65162956,0,0,3.309418501,6.410320397,0,0,0,7.792968293,0,0,0,4.447071935,0,0,0,6.452263186,0,0,0,5.026590166,0,0,4.640226712,3.423099495,0
DEDD2,3.395697567,4.0012622,0,0,0,0,0.575809162,4.734825238,0,6.435943948,0,0,5.703171229,5.168852936,2.39285942,0,3.237800769,1.591668244,3.602853062,4.541727632,0,0,0,1.303953219,0,0,0,0,0,0,0.925403335,0,0,0,3.590296506,3.414560092,2.256380766,2.995162367,0,0,0,2.79271161,1.348385607,0,0,4.765739123,0,0.976417286,0,0,0,2.725138263,2.761541144,0,1.998512741,0,0,4.181138698,5.143695435,0,5.250342666,2.273403805,5.154312304,0,4.153822789,0
DEK,9.101440758,8.688401544,8.392283908,8.810081142,7.339069088,8.635789763,9.235361531,8.200527947,8.605165191,7.584620403,8.688168344,8.10002248,7.92626612,8.060592364,8.377878014,8.315978782,9.040097905,8.026816593,8.064242039,8.72244831,9.564727838,9.008348324,9.150531715,8.767694702,8.810832825,7.365898216,7.574911859,7.744694086,9.002856951,7.959745695,8.229630577,8.785775149,8.763770156,9.603483132,9.041143897,8.676339357,6.686551893,9.071378923,8.926175886,8.208860606,7.44543136,8.89624561,8.500246421,8.291308706,8.040952629,8.497065367,8.979348052,7.921532783,9.942850934,10.83979612,7.117391528,7.076860114,7.726834337,8.743585375,8.260188446,8.730048617,9.102110192,9.081094087,8.199476967,9.936719564,9.415232236,8.654000885,7.515984999,8.775566238,8.705645742,8.08253681
DEPDC1B,3.291598528,0,1.875489338,1.747718472,8.163816799,6.396750095,8.5251073,6.693605927,0.720428743,4.084491697,6.771376128,4.59002411,5.445664551,7.109903628,4.082779019,0,5.588675674,6.132299873,2.448873049,1.162476288,6.754522255,5.558943054,7.669302225,1.977496193,3.96609217,5.535670643,3.954643508,5.471697717,2.839437337,0,4.064905679,1.291809057,7.462546856,0.715011636,0,5.442402793,7.830830909,4.96427312,0,4.737241515,4.663798765,4.08823794,1.83879741,0,5.858905307,5.077021488,0.719834582,8.592808777,2.974853652,0,7.627043793,4.449260839,7.739378576,6.999840654,0,3.170541787,6.570881818,4.181138698,2.506978075,0,8.396463309,7.143100027,1.190263953,6.445823787,1.469075193,5.300386873
DKK1,1.677166089,8.384236445,1.223194084,9.113749089,8.644725071,0.892981304,1.979322711,6.527956218,6.770401422,9.870219071,5.698694601,8.276725738,8.58586053,1.506245367,1.04473905,1.062735244,1.315145077,7.273642246,5.336131036,0,8.644843211,5.742833132,9.870276102,6.4780449,7.601755957,0,0,7.719708575,1.863498198,4.51736747,10.95816219,5.751268972,1.542625192,8.291842701,7.279721934,6.618482955,9.139318883,8.397735099,6.487584527,8.291051854,7.987487442,0,7.387860301,8.506674916,5.917401601,8.270974011,10.8833209,1.773546118,0.75375575,9.487979133,0.84504359,10.67036498,8.930078683,6.422996624,8.144592327,8.270078077,7.43618477,0,0.604522811,2.08106896,8.895254337,0,7.918896861,8.948676797,10.76099469,7.430827942
DKK4,0,0,0,0,2.391577746,0,0,0,0,5.976442852,0,0,5.649788115,0,0,0,0,0,0,0,4.749076829,0,4.898885602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45834985,0,0,0,0,0,0,0,0,0,0,0,0,6.139209829,0,0,0,0,0,0,0,0,0,1.376186086,0,0
DLC1,0.792991764,5.84052659,0,0,6.784117206,0.892981304,2.882970037,0,0,7.908135409,5.742246725,1.315747603,4.447442095,3.475582728,3.248526551,4.702902815,7.269567443,0,3.68852188,0,0,3.916377692,7.996953973,5.20912604,0,0,4.236650894,3.538863228,7.722681329,5.407907728,7.88490045,5.520384856,7.129580452,3.33851921,0,4.080295742,7.385674329,3.743820242,8.564391973,0,8.972353479,3.217391016,5.232471392,5.767707487,3.633132912,5.077021488,7.201834363,0.569283601,0,7.456513511,0,0,6.206392241,8.649438926,6.672087077,5.261203319,5.483892233,0,3.961004736,0,2.215866998,0,6.06652327,4.893586558,4.354232165,5.769461647
DLGAP5,2.221357156,2.248990492,3.545602962,8.799391733,8.019474474,8.273944942,6.609413876,3.407376572,7.519541555,6.661925714,3.779709839,8.327338325,8.192004288,6.812013191,4.943162235,5.928106117,7.945824972,6.517731576,3.551644721,1.162476288,7.350164628,8.853062019,7.223954477,7.298241747,7.224751177,4.479258641,7.934164465,4.637099383,3.156504728,7.841727284,7.950613903,4.506223042,8.681229303,5.72686426,0.565785728,5.853903384,8.226196252,7.704920211,5.031415328,6.968042895,8.370785559,4.965298478,9.707334956,6.370483543,8.794704261,6.314906037,4.60239479,7.440552035,4.036034444,10.60584643,2.316607764,7.696899424,8.360152862,6.325360154,4.726011995,0,4.530533599,2.585284609,7.608616251,8.591725541,0,8.65141666,9.221839331,2.532924584,7.161804234,6.874101688
DMBX1,0.904480204,0,1.239595314,1.717000749,0,1.379958046,0,0,0.545817026,1.738672622,0,1.732628764,0,1.592427903,1.271294744,0,0.946873431,0,1.060214112,3.098740211,2.26157436,2.472519046,0,1.922649157,0.706047006,2.400377371,2.49608845,2.513329251,2.430112001,1.012106188,0,2.869389509,1.295172504,1.449978835,0,1.429691565,0,0,2.170373729,1.043738037,1.718777809,0.605759088,1.110832771,1.72713464,0,0,2.244771574,0,0,4.357448554,0,0,0,1.708595945,0,1.436954777,1.212429703,1.720539653,1.010728087,0,1.272447616,2.375014351,2.11751767,2.467829068,1.8119601,0
DNA2,0,0,4.482466532,0,0,0,8.22512081,3.407376572,8.483332175,8.051955028,4.329225989,8.399073982,0.96071141,5.4975085,3.248526551,8.231423964,4.033760073,5.43607886,1.314192708,1.797770922,7.648442988,5.672064262,2.904513078,0.794538618,0,5.957321782,7.479011647,6.540131039,0,6.219678105,3.613553948,1.66563066,7.285148278,0,3.406518821,5.936696929,6.518376611,6.862935261,8.979070756,3.109719437,7.664944946,6.635559081,0,7.784067412,0,0,6.423038003,6.747294053,5.444367476,7.351527015,0,2.53865938,0,0,0,5.810896078,0,0,6.463225772,7.983187873,8.294144402,0.821240702,8.337216646,5.657359393,5.253131489,0
DNAAF2,5.983596184,7.230757029,8.297916747,8.143706329,2.214295979,4.181117882,1.30541004,3.946287577,7.498251812,7.962409035,6.032702902,4.872678362,6.03003405,7.903100749,2.838897425,5.848552431,9.037662255,7.20309317,6.897085517,6.626583163,3.729485504,5.707882584,0,8.152042743,3.120870067,1.512256973,0,5.781315399,5.862350631,5.900693818,7.156097069,6.886504378,0.711712588,2.616351028,6.642699387,8.250981471,4.564834296,7.355531139,0,0.760290405,5.865160658,8.407537904,5.743439353,4.863558302,7.638908242,4.368271779,7.76218749,0.587977512,1.904852802,0,7.06593066,6.284806723,6.814770987,2.123221566,7.177939425,6.786412484,0.556263231,3.85535405,7.014548041,5.313770917,7.192683165,7.763262014,4.243914931,6.053726212,1.469075193,0
DNAJB14,0,0,0,1.123755766,6.853962507,5.482444697,1.30541004,6.05860902,0.720428743,0.71246462,0,5.765516584,1.532336298,0,0,1.062735244,0,5.663290272,7.396084994,0,0,0,0,0,0.823677927,1.917943142,1.692207793,0,4.577149308,7.057352094,4.850658863,0.785905677,6.863346584,0,0,1.941894794,0,6.265485864,0,1.563941496,0,2.36471717,3.060874738,0.753319165,8.120915753,2.91666072,6.70762016,4.125451224,0,2.353119791,0,0,7.001904826,1.015649869,0,5.764210706,0,4.320263114,5.864243924,7.96464624,3.051583228,6.145477006,0,0,0,0
DNAJC2,8.694899554,8.510362925,8.057258192,7.751599566,6.584600228,8.990650042,7.212862755,8.783959632,7.974860081,8.368808568,8.601195437,0.802942988,8.756331483,7.83675409,7.984771958,8.250686949,6.592865358,6.410238638,8.195691998,8.361970453,8.477138271,7.938308044,7.174489987,8.131670783,4.935970233,8.328891958,8.426426824,7.399793,7.391995628,6.519394187,7.304341383,7.449158175,6.956743394,5.272375122,4.835353029,8.746296292,5.907155317,7.263372727,7.067177901,7.029862712,8.467616613,8.000611574,6.848736482,7.956335007,7.531677292,8.076372283,9.153765006,8.126012447,5.550832215,9.834329944,8.537355102,6.269744691,7.883315009,9.634996687,7.129373343,8.415935954,8.284333032,7.276986842,7.283454091,10.36123947,7.029696655,8.166995381,8.206456788,8.655667853,0.986582966,9.67498712
DNMT1,6.789674671,5.520166787,7.294911311,5.724703543,6.341705568,6.251443697,5.616778029,6.253227371,7.00664933,6.128642119,7.881348743,6.567221649,6.649695913,7.290378,6.131230506,6.250455372,7.227348268,6.384965761,7.381624351,8.140163936,4.422275788,4.92977456,5.909526003,4.479046506,6.974136955,6.945665359,8.157434533,8.039053868,7.064194132,6.916021061,6.397824762,5.245377476,6.134618002,7.449831317,6.50455959,5.572861165,6.108575574,6.160012493,8.068312992,7.326910329,6.46542395,5.261329601,7.507191593,7.320807702,5.766457986,7.672990038,6.819282685,5.951281588,5.987680255,7.786899768,6.347456977,6.683892669,7.427301079,5.995152656,6.157915742,6.340535304,4.980921657,7.22078446,5.246171617,8.251403697,6.809813166,6.914567879,5.921494353,7.215413025,8.834576657,7.461836686
DNMT3A,5.054727299,5.19606642,6.904268435,4.751730229,6.829310643,7.598626997,7.011330505,6.093205761,5.168893405,4.545414639,5.432368753,5.884676167,6.965337438,5.4975085,5.085458162,6.003256446,6.028646367,6.579797177,6.147137322,7.637683346,4.17263658,8.236383085,7.137963604,6.501626305,5.778573026,6.19475331,5.709420115,7.970595631,6.489327925,3.263656997,6.418294915,5.54296946,4.693327297,5.778358474,5.482125563,5.781356725,6.788679114,3.974643194,7.105368909,7.155239574,7.975058672,5.610447826,7.346789506,5.324918315,4.644759103,5.905896487,4.102223874,6.404206244,5.655487051,9.260408231,7.373631134,6.177032269,5.271644081,6.210715539,5.928786521,6.308518374,7.42844355,7.444940514,7.123568437,6.565368338,7.845901578,7.78359098,5.777201008,5.611006201,7.438374278,7.138467619
DNMT3B,7.810330409,8.083490384,7.690228921,8.791735075,6.210618402,9.462424406,6.440529145,5.601052663,8.360382358,6.115414292,7.632133017,8.476518139,7.617754624,7.726285603,7.642036052,7.645777526,5.118284949,8.333445827,6.541811411,6.920365567,7.385866758,7.302712224,8.543763793,8.569907427,7.100919722,5.845566936,6.228757564,7.566445896,8.97266102,7.618857994,8.372423768,7.655325335,9.108559709,8.190563414,7.492751721,6.609104946,8.593754085,6.753336536,3.943857068,7.669585332,8.341081546,7.388995392,8.634305143,7.566184652,7.667777684,9.123686595,6.945814982,7.102530239,5.822228295,8.073813098,6.843903717,5.665520194,7.908943693,6.278654009,7.87444995,6.652535947,7.121659897,8.05231115,8.426237586,6.10549639,7.522682998,9.392296475,8.064174401,7.860421489,8.931346939,8.681092491
DPF2,0.792991764,4.16114236,5.72929662,0,4.652776323,4.993327774,2.299861726,3.407376572,4.97455529,0.71246462,4.210205013,4.498884661,0,5.526603972,0,4.818758739,4.796438029,1.881782931,4.053948066,6.058227567,0.749623962,3.788397593,4.354942324,3.902645616,0.823677927,0,5.197870746,5.940753926,4.283345892,5.208710958,4.776864336,5.520384856,6.045491101,0.715011636,6.360994682,2.740754585,2.256380766,2.683385446,1.136919471,0,7.570217961,5.870717404,6.240064844,4.234756506,6.573820315,5.332914846,4.256694358,3.939628315,0.75375575,0,2.53054876,0,5.919968957,4.673755525,2.805655073,4.592291325,4.046581429,0.688994117,3.299843627,0,0,5.773066428,6.01024885,5.657359393,5.318525161,5.969529702
DPH2,0,0.954847907,5.932116972,6.470544999,6.120262812,5.712061365,3.297079547,1.379452322,5.002224428,6.258866195,5.825797155,5.489759076,2.739333202,3.795443288,6.915579717,1.062735244,4.033760073,5.564422776,6.162189785,0,6.494012309,2.276547909,7.454880868,7.338606648,1.178017438,5.022079747,2.94383237,6.92350192,4.990366904,6.880067356,5.25992882,3.88355365,4.543566918,3.2243288,4.336835906,4.262240353,6.788679114,6.279943201,0,6.857754176,4.490795375,6.112430332,2.495391004,5.55273542,0,0,6.827524531,0.569283601,4.068848313,0,0,5.545339453,2.761541144,0,4.726011995,0,2.102049773,0,5.164781272,7.608059248,4.999443389,3.730183221,3.916609809,4.969032314,3.298983559,4.781693785
DPYSL3,1.301779394,4.305058919,5.10289981,3.013428621,0.684153039,0,2.436859798,2.537317836,2.627927313,3.643258027,3.163326074,4.944214646,3.925433695,4.226255451,3.78198053,6.597265331,2.575533005,5.983805014,1.314192708,4.379524555,6.957262824,2.889204868,4.193803362,3.294881095,3.558117365,6.797366986,5.936655131,4.829939062,2.175850048,5.485520652,6.356308674,1.291809057,1.1861799,0.715011636,2.651253302,5.710303193,4.010032738,4.890820194,0,8.103620698,4.854422757,5.543980938,6.784893548,1.245698313,5.08837571,4.368271779,3.420199106,5.653811892,3.811199499,0,3.266656877,2.072789116,7.451328152,0,1.998512741,0,5.888099946,0,4.913925416,0,2.215866998,5.908169588,2.889419897,6.774987819,4.584347322,0.623816586
DSCC1,5.233933722,7.523650786,6.109906756,7.068695394,6.217575248,3.258533455,4.90401578,0,6.984683836,0.71246462,3.939413515,5.256739834,3.733517261,0,7.603364918,1.062735244,5.907728302,6.238732152,7.534048385,0,5.388233346,7.525806865,5.705235488,5.865244828,5.985566492,0,4.623096199,4.585904356,7.191196605,6.387180975,1.231937815,3.734543166,5.27154066,7.455220648,5.051935865,6.440144904,6.457660162,4.402234831,0,0.760290405,8.07820415,6.275902742,8.093515716,0,0.678424673,5.077021488,8.359130803,9.009171178,8.643997611,1.611002188,2.881772701,0,5.783539163,0.595414586,7.292650038,0,2.387941619,0.688994117,5.90240551,8.281678712,5.295681507,1.34133098,0.018377014,1.376186086,5.779720233,6.518516698
DTL,6.673946546,6.553040225,8.741697314,5.658887878,6.308736506,7.229969282,6.527249553,2.071553912,7.118464126,3.217511981,7.090660506,8.431672752,1.940658465,6.275256359,7.835927484,7.281903301,2.312876965,6.349773354,7.315840181,6.860123733,3.870570932,0,5.765549898,6.404895863,3.649464335,7.238952273,2.120107302,3.164619584,0,7.172282758,4.607602162,7.312491936,6.003084118,6.442288749,4.302139465,8.226028819,7.137327308,6.417066578,6.448502689,0.760290405,7.925094759,7.057705898,7.519320962,5.673942402,4.499149787,7.578746041,5.99454213,8.583723469,4.168551698,3.494824953,8.614536204,5.569897696,5.790336877,6.863435147,0,4.965172966,5.890847815,4.804001912,3.861198058,8.296581259,1.497128609,5.053582515,4.836663149,0,0,6.826693649
DUSP4,0.817189667,0,3.842607058,1.115928112,0,0,0,0,0,0,0,0.78435051,0,0,1.014693394,2.421035442,0.994349702,0.55574538,0,4.75524409,0,0,6.219685563,0,3.7370373,0,1.528883674,0.91473152,0,0,0,0,0,0,0,0,0,0,0,3.886878951,5.221933299,0,0,0,0.678424673,4.765739123,0.719834582,0.323737858,0.75375575,0,0,0,2.646368756,0.600284769,0,0.548381956,0,0,0,0,0,0.821240702,1.833452723,3.402568568,0.630608211,0
DYNC1I1,0,2.508904326,0,0,0,0,0,0,0,0,0,0,0,6.071786715,0,0,0,0,1.314192708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.950269821,0,0,0,0,0,7.749230833,0,0,0,0,4.156777517,0,0,0,0,0,0,5.611283629,0,0,0,6.147021648,0,0,0.623816586
DYNC2LI1,9.248824904,2.248990492,0,0,0,7.598626997,0,1.379452322,0,0,0,0,0,2.22693869,6.426926468,0,0,0,0,0,7.471438049,0,6.191788084,0,0,7.631523301,1.081172069,0,0,2.614327392,0,0,7.082837076,0,0,0,6.185477251,0,4.41851801,0,0,0,0,0,4.573790686,5.905896487,0,6.229190808,0,0,0,0,0,1.340687668,0,0,0,0,5.951766424,0,0,6.631779246,0,0,0,0
E2F3,8.292841551,4.81828219,5.654817002,8.208399335,7.122412375,8.675733338,3.367336256,8.796590468,3.022259108,4.505410464,7.000813997,7.228157719,3.925433695,8.090127915,8.771971721,4.438883305,7.092047665,3.378311537,7.362527988,8.799413591,6.842805477,6.563247446,4.898885602,5.883310043,6.50905837,6.901636932,4.736731926,5.321067908,7.225520149,4.51736747,5.449981207,5.456151963,7.212565238,5.579821003,6.736639466,7.929086528,0,5.904121903,7.430223918,2.85688292,7.954838943,4.362239935,8.823451209,5.140914688,7.386365937,0,5.470814807,2.766688231,4.520903392,7.136637388,5.106239377,6.613107997,4.902363677,6.679937337,4.726011995,6.207970006,5.796064054,8.089813703,6.715552293,7.060473837,3.923078591,7.732325225,5.10142179,6.053726212,5.150201362,7.084517969
E2F4,3.291598528,6.36874476,0,7.334160628,4.474860739,0.892981304,4.995589993,3.610212355,6.025017503,4.189210005,5.960783758,3.50849345,0.96071141,6.451422093,6.687163525,0,5.573876488,6.146041292,3.310309406,6.552760994,5.411515269,6.107088861,4.863599127,7.761216363,6.087088871,4.537961583,4.852690866,4.917059377,3.292236655,4.658099576,4.376689123,1.962251918,0,5.811859146,4.987883833,4.345273947,5.129333404,6.07965513,3.558266998,0,5.201863186,3.749064461,6.33790078,5.767707487,4.105222518,7.045320395,6.860028991,4.431965152,5.98736821,0,6.289888766,3.7911893,5.544469942,3.834219539,4.457538478,5.326606596,6.207813118,7.538165996,2.043643556,7.373226329,6.979177395,4.717458235,3.789297178,5.040727934,2.181702866,7.174029569
E2F7,6.096031386,0,0,4.548656739,6.633647209,1.440430968,2.299861726,5.414273992,5.34013384,4.830855846,0,3.514146318,5.622337071,0.941368455,1.04473905,4.873374805,5.448367132,1.881782931,2.448873049,7.496413568,8.357922491,0,3.471434691,0,3.46059327,0,6.756388309,0,0,7.057352094,7.385680462,2.418202408,2.270972165,0.715011636,6.227852527,0.649311809,4.010032738,3.128956773,5.111660152,0.760290405,4.444096728,6.958026452,2.032996767,0,4.745066535,0,0,4.277506194,1.904852802,1.611002188,0,6.987257653,4.151005371,4.702348853,0,4.010634896,0,4.671653638,1.025558099,0,0,0,1.190263953,0,9.148956844,1.391129196
ECI2,5.367947965,0,5.045754253,5.905850623,5.665972376,2.401916627,7.249040521,2.071553912,6.984683836,8.293112171,5.233085356,2.239789774,2.258542305,0.941368455,7.499480106,1.062735244,7.709830249,0.740992779,2.796291631,5.946783256,0,0,0.783121386,2.937743575,7.732851884,0,0,1.870129774,0,6.648735069,3.665597054,0,0,3.40904422,6.122417242,0,4.010032738,5.394531777,4.571863738,0,3.462790237,3.616556275,5.547499261,4.067839198,6.742102061,8.176135185,0,0,4.758874275,0,0.84504359,6.328640015,7.99175096,0,7.177939425,3.306432144,0,2.224335001,5.4828471,0,7.628356282,4.096381824,0.714551015,6.307333878,0,0
EEF1A1,13.34500995,12.79451948,13.29765529,13.09441118,12.61734945,12.7600306,12.85405993,12.86230008,12.87568816,12.89359021,13.1806543,13.12918936,13.34513433,12.85634547,12.85104807,12.92083505,12.88344624,13.06597327,13.44180429,12.82650084,12.81257403,12.99426395,13.06372891,12.91585766,13.05999139,13.08386577,12.62684601,13.04867349,13.24574195,12.75343472,12.3748607,12.236426,12.97537636,12.99666433,12.75250045,12.83918255,13.72348054,13.59649621,12.49211722,12.98424216,13.05640842,12.9335869,12.94781077,12.67626393,12.84111877,11.56950975,12.62457736,12.48190824,12.75507806,11.75038605,12.78927508,12.99163865,12.88576005,12.98645543,12.62460668,12.40429877,12.29719688,13.2273806,12.6951709,11.91166422,12.40618937,12.56013965,12.54515111,12.9795082,12.25849452,12.35833416
EGF,1.297485506,1.832592129,0,1.782748248,0.863243789,0,0,0,1.862361521,5.789047353,0,0,0,0,0,2.712228085,0.419368451,1.61082108,0.862072289,0,0,1.801797945,0,0.842604291,1.138200627,0,0,1.623053437,1.500613408,1.267805912,0.540130102,0,1.835972884,1.133026466,0,0.254911752,0,1.414581878,1.872640927,1.897921132,0,1.208128544,0,1.90406636,5.794975475,0,1.139736213,0.972865622,2.3319113,3.288847432,1.149498775,0,0,0,0,0.767705673,0,1.169158273,2.038169339,7.225308487,1.533919841,0.523207816,1.479392585,0,3.492747107,0.992718934
EGR1,5.022569525,6.523913202,3.370500749,3.804310527,3.151836019,0.892981304,1.30541004,5.518770665,6.992042889,2.610890938,5.20222865,5.416189913,3.512095793,5.093076742,0,5.206850616,3.989387472,3.78190369,0,7.294988691,6.58057183,2.889204868,0,5.026112657,6.804155464,0,4.543191793,5.186212445,0,1.35861556,4.734852191,0,5.551670914,5.655582444,3.339661245,5.503151565,3.096907346,3.364239853,5.748483237,4.620015824,0.779147916,1.753486372,0,4.286363432,1.138016612,0,2.626660009,5.639881722,0,7.072015477,0,3.789517315,4.816172268,0,7.192934757,0,0,7.07086757,3.512165571,8.586520505,5.483728071,0,0.714551015,4.442648979,8.722836762,0.623816586
EHMT2,3.057734142,5.582518781,6.317289327,4.474074848,3.50015107,0,0,2.071553912,5.573870023,6.148778684,6.213777602,6.006819665,0,5.740384898,4.669528168,5.163676673,5.528080437,4.533173546,4.941699298,5.302053069,0,3.119413317,0.783121386,4.853589414,0,2.713185166,6.460087069,5.287781919,6.489327925,6.279008751,4.58074764,0.785905677,0,3.319177197,3.470414813,3.48948608,2.256380766,4.813425945,6.164855916,6.408603472,2.588041532,5.615691038,6.383147014,6.59981341,4.898149397,6.191021641,3.801144542,4.164507175,2.355315247,3.204541177,1.374420804,3.038389169,4.755710758,4.935791809,0,5.810896078,5.586331235,0.688994117,0.604522811,6.10549639,2.939501197,4.490178375,6.648907292,4.969032314,6.857674619,2.797097937
ELAVL2,3.179399904,0,0,0,0,0,0,0,0,0,0,4.79740903,0,2.485876188,0,3.697970557,0,5.244997593,0,0,0,0,0,0,0,0,0,2.847300929,0,0,7.196590714,0,0,0,0,0,0,0,0,0,0.779147916,2.499401503,0,0,0,5.550184791,0,0,0,1.611002188,0,0,0,0,0,0,5.254215825,0,0,0,0.684909474,5.150219246,0,0,0,0
