X,H9_36h_001,H9_36h_002,H9_36h_003,H9_36h_004,H9_36h_005,H9_36h_006,H9_36h_007,H9_36h_008,H9_36h_009,H9_36h_010,H9_36h_011,H9_36h_012,H9_36h_013,H9_36h_014,H9_36h_015,H9_36h_016,H9_36h_017,H9_36h_018,H9_36h_019,H9_36h_020,H9_36h_022,H9_36h_023,H9_36h_024,H9_36h_025,H9_36h_026,H9_36h_027,H9_36h_028,H9_36h_029,H9_36h_030,H9_36h_031,H9_36h_033,H9_36h_034,H9_36h_035,H9_36h_036,H9_36h_037,H9_36h_038,H9_36h_040,H9_36h_041,H9_36h_042,H9_36h_043,H9_36h_044,H9_36h_045,H9_36h_046,H9_36h_047,H9_36h_048,H9_36h_049,H9_36h_050,H9_36h_051,H9_36h_052,H9_36h_053,H9_36h_054,H9_36h_055,H9_36h_056,H9_36h_057,H9_36h_058,H9_36h_059,H9_36h_060,H9_36h_061,H9_36h_062,H9_36h_063,H9_36h_064,H9_36h_065,H9_36h_066,H9_36h_067,H9_36h_068,H9_36h_070,H9_36h_071,H9_36h_072,H9_36h_073,H9_36h_074,H9_36h_075,H9_36h_076,H9_36h_077,H9_36h_078,H9_36h_079,H9_36h_080,H9_36h_081,H9_36h_082,H9_36h_083,H9_36h_084,H9_36h_085,H9_36h_086,H9_36h_087,H9_36h_088,H9_36h_089,H9_36h_090,H9_36h_091,H9_36h_092,H9_36h_093,H9_36h_094,H9_36h_095,H9_36h_096,H9_36h_097,H9_36h_098,H9_36h_099,H9_36h_100,H9_36h_101,H9_36h_102,H9_36h_103,H9_36h_104,H9_36h_105,H9_36h_106,H9_36h_107,H9_36h_108,H9_36h_109,H9_36h_110,H9_36h_111,H9_36h_112,H9_36h_113,H9_36h_114,H9_36h_115,H9_36h_116,H9_36h_117,H9_36h_118,H9_36h_119,H9_36h_120,H9_36h_121,H9_36h_122,H9_36h_123,H9_36h_124,H9_36h_125,H9_36h_126,H9_36h_127,H9_36h_128,H9_36h_129,H9_36h_130,H9_36h_131,H9_36h_132,H9_36h_133,H9_36h_134,H9_36h_135,H9_36h_136,H9_36h_137,H9_36h_138,H9_36h_139,H9_36h_140,H9_36h_141,H9_36h_142,H9_36h_143,H9_36h_144,H9_36h_145,H9_36h_146,H9_36h_147,H9_36h_148,H9_36h_149,H9_36h_150,H9_36h_151,H9_36h_152,H9_36h_153,H9_36h_154,H9_36h_155,H9_36h_156,H9_36h_158,H9_36h_159,H9_36h_160,H9_36h_161,H9_36h_162,H9_36h_163,H9_36h_164,H9_36h_165,H9_36h_166,H9_36h_168,H9_36h_170,H9_36h_171,H9_36h_172,H9_36h_173,H9_36h_174,H9_36h_175,H9_36h_176,H9_36h_177,H9_36h_178,H9_36h_179
PHC1,3.941968395,1.075114674,4.842928071,6.913620728,6.453761687,6.929944839,1.806605366,0,6.043321971,0,6.304054384,4.71046343,2.655895828,6.679689754,1.935670909,6.125491637,5.659752198,6.047433761,8.696877181,0,5.070415044,6.619211877,3.859592504,1.299197251,5.899075015,7.031392864,3.315147147,7.115230814,6.686708464,0,6.605359091,6.413188315,2.230097129,7.038039681,4.467919113,1.845284336,6.135013667,5.657110863,1.866281492,3.32630436,5.799458529,0,0,5.199347663,8.543937828,2.994932461,2.863064245,3.327046861,0,7.350531479,0,3.229701649,1.566996506,3.519584657,6.707989566,4.062388414,5.729421588,6.384797937,3.773395856,5.266850935,5.904488819,3.827680486,7.930182907,3.259757139,7.885639834,6.624570786,2.244898253,0.760022547,5.218080682,0,7.862165085,3.888202311,7.911730339,0,3.689411886,5.821121205,6.845899304,5.90901645,5.433174671,0,6.243421033,7.325781889,7.509276418,5.690382528,5.12308773,0,0,7.433081282,4.563590785,1.742922036,4.854489889,7.213448855,5.9685036,1.990359264,7.123005612,2.054712391,3.598868509,2.789071161,5.817842508,3.434092168,5.919780284,0,3.569167364,6.17253533,6.879970308,2.190123965,5.552828096,5.740115094,8.055942445,7.138772422,2.609746749,3.389159422,6.924689216,5.851837778,5.02523879,0,4.989513536,5.897080821,4.021241536,4.987402689,1.229162084,5.870305741,5.49052243,6.788679894,2.74628119,2.626524201,4.454786987,2.834236243,3.822541903,6.834264264,5.588840376,4.216437529,4.07985391,4.386578852,6.129217124,5.207932463,3.72943044,6.221528299,6.227502858,3.746670231,5.473904396,5.86358978,5.805161885,5.851221418,0.901757862,6.242028794,6.381943575,5.502861616,5.068584093,5.266938714,1.342263032,3.763344984,4.704265219,3.116315328,7.721915601,2.304918312,2.951377638,5.422978369,5.541356494,6.660532682,5.924882775,3.556540515,6.278633409,6.238857554,0,3.919142222,6.828436346,0,6.351321936,4.362346108,0.937392197,5.901186327
PHF21A,3.232440492,0,0,2.558273689,0,0,0,1.42977162,1.710788855,0,0,0,1.029787972,0,0,1.699461134,0,0,0,0,0,0,4.827119801,0,3.829370492,0,0,0,0,0.859184396,0,2.806020057,3.452048931,0,0.833736786,1.017918417,0,3.38283545,0,0,3.916717043,4.204019283,3.463965909,0,0,0,0,0,0,2.844689705,5.683009918,0,2.339455356,1.907354594,4.081518914,3.880976712,0.890799771,3.412682856,3.642101877,0,3.961554474,0,0.915726748,0,0,0,0.910739303,2.137370261,0,1.323326912,4.187748133,0,2.168716086,0,0,0,3.254837475,1.73432343,0,3.94625794,4.478971301,3.148331246,0,0,0,0,1.144712387,3.221190486,2.392476813,5.747528418,0,0,5.419318979,0,3.951694047,6.086408345,1.816637766,3.970640883,3.204553822,0.851045169,5.274825423,0,4.591252978,0,5.889090527,0.758671117,3.423275724,0.840749311,1.715219132,6.746188161,0,0.789472876,1.85976521,0,3.127048129,0,0,0.699726955,2.016294309,0,4.118509351,2.767922422,1.355786192,1.714094591,0.885308228,0,2.517121642,0,5.052567449,2.344036368,0,5.125632751,1.786719329,3.05093042,3.514798394,0.77257173,0,0.806804862,3.348509316,2.989212655,2.055466715,3.14806083,1.198405055,0,2.930347618,0.847944497,2.592844613,0,3.778320851,0,0,3.496061721,3.656811487,0,1.139414803,1.166912331,0,2.624098683,0,1.184621828,2.628914172,1.63353166,3.269730166,3.384291056,0,3.848485168,0,2.321212644,0,3.716415259,1.294242358,0
PHLDA1,7.543160727,8.010836581,5.695612563,6.932803081,6.704168802,3.205403572,4.94268001,8.023881414,7.300047082,1.838720659,7.851810571,1.922511281,8.098933895,8.766620746,8.36833308,7.456406098,7.429448536,7.566041503,9.807045003,9.72254364,3.494147423,4.626876362,9.06104548,8.224089762,9.186045554,8.783952163,2.335815373,8.57680396,2.747362789,2.154263358,7.632665601,7.81210241,10.49610569,8.711141294,2.265971055,2.158493258,7.773404978,2.739780695,9.128068849,8.980466329,6.49534809,4.631445316,8.036048756,1.832850054,7.497393638,5.446841672,5.810243379,6.345696149,8.54775949,7.672750484,2.649072878,8.068987763,2.970156215,7.659706756,4.17926491,5.27351013,6.963174931,3.829362158,5.344210392,7.056960631,8.754276324,1.999644787,6.466584449,4.414886984,6.854691281,5.709385847,5.564221313,6.50197543,2.38795826,8.096716525,8.276364188,9.068719214,4.407145678,6.152094359,6.449700698,8.224417112,5.896553157,6.172798516,9.576073217,5.703903818,6.281842362,4.269345629,7.400289082,4.550871774,8.286437278,0,5.697976736,6.372260223,9.50813592,7.118983554,3.772980702,6.360391093,9.022636757,6.765365494,6.413351583,4.632679924,8.615799574,3.134085284,7.915788918,6.799425848,3.555495004,7.458683546,4.78505902,4.551068227,2.501092889,2.865850909,6.284432731,6.42889474,8.085168527,4.992152471,4.551588893,7.711473469,6.277683102,5.738747532,7.842691306,7.785455685,7.155407162,6.983646921,4.722684115,7.150410163,8.003807154,0.665364625,7.000584885,7.842740431,6.248230236,8.36497411,6.199788217,5.231778201,1.272709239,1.342412333,7.580598039,7.49440289,9.133301355,6.233098191,5.991338214,6.627321211,7.774805352,7.918106283,7.613319009,7.615509544,7.876901686,6.311905126,5.912179019,1.583523345,7.167087009,7.270860218,7.268758533,6.816643515,7.949072979,5.99032729,3.026528253,7.024347484,2.900500275,6.266200075,8.317779763,8.70326004,7.753656762,5.678176388,3.883856188,9.047207685,5.209566388,5.830108042,7.883202228,7.665010561,8.659768957,6.83004756,2.756801263,7.230236744,8.482897641,4.836358031,3.957179062,5.706468689
PHLDB2,3.071420705,6.72164016,5.65768834,8.862799589,7.288160161,3.981361739,7.319035215,6.570148008,2.471654467,7.399170196,7.819961726,7.650275828,7.861650891,8.57362405,2.096265722,8.936330781,8.181985645,6.876059261,8.539750904,0,7.378748826,8.458950786,5.780275311,9.011283805,7.371474274,6.139717789,8.830924253,1.58449438,6.625578902,8.768023166,7.977922931,9.04143175,9.835021742,9.583497654,2.509385417,1.017918417,8.215935331,8.551150313,8.433672765,8.357381017,2.71800659,8.877380184,7.644001135,8.227051758,9.200377325,9.219623598,7.647917152,8.831914827,6.968921167,7.098424856,8.291531664,8.65549199,8.261800432,7.884289007,7.376018671,8.936148426,4.687727461,7.770660833,9.699030394,5.177541327,8.970262583,8.051315877,7.358603069,8.858425783,6.27888305,6.883296873,8.049671037,8.250437297,8.496791739,8.015155607,7.278877918,7.270627267,7.60769685,8.901600234,8.569825992,9.037762844,9.079705,8.507940896,7.190402577,7.872059282,6.020146053,9.012513967,9.772262331,6.9406287,6.617451682,6.124533085,9.430777483,6.181894124,5.939185121,8.7353991,8.23802901,7.752379538,8.857729066,7.422764189,9.323512202,8.106483214,7.343815942,8.313795189,6.3388691,9.410822259,7.532972248,8.278720487,7.913486777,7.531403861,8.26501978,6.931777638,7.711955546,8.97065354,7.096622134,6.786742458,8.971551382,6.262246214,8.446754247,6.245192709,7.468114016,7.989398356,7.065441455,7.884612618,6.902861256,7.926626019,8.359292865,7.527782471,6.713664202,6.846058706,8.405211803,4.965323655,8.038491431,7.420580576,5.229017428,7.58968067,8.733724565,4.998318505,7.833273314,6.672279,7.87693908,6.353104483,8.233101842,6.995905734,7.455725458,2.989212655,7.185673972,8.271231486,6.21255946,5.98286656,7.137307179,6.646621951,6.928238743,9.014563662,7.286415167,7.576464149,7.940456949,7.987475109,7.861268673,8.246290886,8.17841566,7.497285293,8.643876424,6.904930104,6.786205994,6.837168426,6.582291786,7.097775494,4.192929305,3.50917903,4.148942127,6.444868496,4.758220359,7.959111156,6.932275023,7.851789409,7.884399542,8.310279267
PIK3R5,0,0,3.681739163,7.001584322,0.901177312,0,0.924956226,0,2.471654467,0,0.920462611,0.712492225,0.60488933,0,0,0,5.315578096,0,0,0,0,0,0,0,0,0.885941648,0,0,0,0.859184396,6.254248262,0,1.16541785,0,0,1.608804606,6.188350733,0,0,5.646658404,0,0,0,3.727568834,0.885626401,0,6.389528747,0,0,0,0,0,0,0,4.079432183,0,3.787960633,3.717710714,0,4.101703301,0,0,0,0,0,4.066709242,5.106027013,0,0,0,3.264818055,3.404379683,1.458442582,0,6.589198096,0,0,5.673430235,0,0.753969019,4.478971301,0,6.33693301,4.856297561,5.095346285,0,0,0,2.608973859,0,3.211524172,1.917742988,6.490606876,6.56352149,3.124163961,0,6.533784621,0,0.805002672,0,4.692521856,0,0,3.407149467,0,6.319765774,7.653807975,0,0,0,0,0,4.804891502,0,2.766031512,3.441563379,3.183898618,4.799112532,5.430569529,0,3.633344658,6.249106855,0,0,1.824351441,0,0,4.281826538,0,0,6.54436617,2.623036713,0,1.297187002,1.962482773,0,4.570221914,3.780169319,0,5.710365625,0,0,4.257615319,3.890650576,0,7.20347559,0,0,0,0,0,0,3.045787461,0,6.381971662,0,0,6.2063395,0.870709232,0,6.015890757,4.41455873,0,0.557863228,0,0,0,0,3.853885917,5.135745036,0,0
PIP4K2A,8.745650215,8.770445925,8.738000426,8.423333319,7.660215171,8.337335511,6.256589488,8.319580194,6.159373392,1.136565912,7.578559955,0,7.80313406,10.27511916,4.049722629,8.212740135,7.448036444,8.079103568,1.451202367,7.302069712,7.45107878,9.291454657,8.395596203,9.674954706,8.950511663,9.114502912,9.260916649,8.004925044,7.928621653,8.994566365,9.155327685,9.565449962,8.756642905,8.510998552,8.161124393,10.08961837,7.989693251,9.343560082,7.46755283,8.035038836,4.029455985,9.051528385,8.622135581,7.34460581,10.79827965,8.333227227,9.037963848,0,8.134815924,6.492865997,10.17396053,9.908008979,4.879108152,8.027845149,3.257700403,7.501799575,6.489240871,1.820737437,8.250426821,6.404229684,3.961554474,7.23793424,4.083838382,7.980031392,2.730293635,1.087811979,3.636927627,6.805209252,8.996467155,6.838360581,7.625719679,8.622470894,6.957010715,1.122753502,6.301784462,7.510342856,0,4.205881724,7.984170806,6.018759195,2.395062372,6.953639632,5.29480222,2.320533389,6.786527713,4.980226643,8.12068267,6.596099527,7.35950601,9.619809734,6.274921391,1.134007611,4.271091734,5.2373635,6.036650363,6.46539479,7.536863055,0,7.445624346,8.047158409,2.974032835,1.009028263,6.291881617,7.181177869,6.994665903,3.50829829,6.158622726,6.041338681,2.972765316,2.270698093,0,6.612984864,7.51113101,6.921143933,6.90626539,5.151208195,6.652178411,6.486006786,6.903962316,7.362556751,6.097261538,8.083339692,7.551267496,5.106570227,6.51426166,7.337212693,6.695766418,3.250383001,7.80205097,6.217033061,2.25363476,6.672389416,7.70925614,6.70711014,7.501545575,6.384755783,6.873054023,7.276848651,7.009412916,7.169647957,6.354379961,7.010912633,5.51325734,6.167535496,7.603901058,6.5265782,6.73728494,1.409866545,7.497143128,6.203570481,8.136850403,6.028302044,7.833993835,7.856561968,6.755602699,7.336680836,6.636824472,7.445113829,5.899945973,7.10029513,4.392428053,6.800779795,5.462498116,7.680431739,6.404298465,6.122034977,7.928067637,6.713359669,6.206793652,6.971531041,5.27612436,5.849073986
PITX2,5.806644352,6.672787837,7.058638378,3.969940102,5.906796332,6.507022628,7.104244897,6.410667369,7.715293362,4.496607571,5.688286134,8.181339603,5.89084922,7.252916005,4.424591041,5.334011662,7.351878098,4.642564159,2.988672636,5.819861763,7.785413775,5.282663295,7.023998158,1.916055082,7.472521732,6.683085116,6.34182312,1.999473353,5.941618856,6.133215436,7.050750543,6.188288443,5.473051443,4.413597169,0.833736786,2.614704073,3.267693923,7.030464278,7.429475563,5.621186699,7.799542717,6.197775023,6.766492285,6.868801511,1.824849267,3.196334022,3.620124439,2.771755238,6.78703574,6.17213561,6.160391107,6.491579477,7.672819678,6.583708859,7.456609803,7.223883688,7.541965536,7.062954308,7.056099081,7.564660339,6.817294513,7.907118088,6.170306653,8.023688498,5.628446966,6.168068384,8.206559691,7.132808588,5.995761103,5.84149372,5.987232216,6.447800995,5.716151473,7.005372747,7.264483271,7.045974326,6.405090108,7.762494185,4.706324993,6.844821449,5.297924538,2.65266203,6.004587,6.092799537,5.827342038,8.397496891,6.621774874,6.41088656,6.907085847,8.477706669,6.654659556,6.274588827,4.616960653,6.722798523,7.837380232,6.962177325,6.337448717,6.031632074,5.977586048,6.792689074,5.614741322,4.77222519,6.73442203,7.104106362,4.841007591,6.517844164,7.197060316,6.912146796,6.697049993,5.555719794,2.860473022,6.856068091,6.065100067,6.630098288,6.693599017,6.934688699,6.735293639,4.627577654,6.07664385,7.036908407,5.634386377,7.606178479,5.551433717,7.464585119,5.719093403,7.531497385,6.796417886,4.732102883,4.710171461,5.236297584,6.98222787,5.475579638,3.747511853,5.529267086,6.575223923,6.809993529,7.257178291,7.029393159,6.111222591,4.69963265,7.115154465,6.935643929,6.024485562,6.233666073,6.039570898,6.907735129,6.76705632,6.930384721,5.582222911,6.062998476,7.370776286,5.97032907,6.284190202,6.201929953,7.458940894,6.470367181,4.942045747,6.110082884,6.486329705,6.430967954,7.021249481,5.625342638,5.850723431,7.352371822,5.97202546,6.680212918,5.222174226,4.857117476,6.710608558,6.95353141,6.298434155,5.411862033
PLAGL1,5.572097187,6.291061462,6.293694254,6.94545107,1.849105843,5.196967096,6.133280966,6.348142654,1.710788855,1.136565912,0,0,6.977358923,1.36189336,0,5.117568051,3.918189405,6.254711887,4.053912924,0,0,3.603444113,8.287103274,7.608608169,7.439452992,0,0,2.806753024,4.644957053,1.393978999,6.498186926,1.320993819,7.181757314,1.34017967,1.742820002,4.55764855,3.468526599,0,1.587116347,0,3.428189777,4.305332353,5.391448981,1.528130503,1.824849267,8.310352734,5.224905492,0,2.235608976,1.021895868,0,1.896840412,1.890411762,4.239003915,4.180238893,5.737604589,6.513453967,4.850938883,6.361312331,6.320863259,5.402854942,2.44731022,7.733883579,7.262110238,2.131439383,4.33154353,0,8.688037696,6.319025231,1.323326912,7.497805604,5.298388182,4.087060172,1.122753502,7.460268405,0,5.064939746,0,2.238618401,5.055803977,4.945794446,1.215409143,0,5.670715957,7.12302385,4.580344723,0,4.071982757,4.728109917,0,5.118598695,0,2.63939957,1.12737265,3.951694047,2.138897455,3.853379821,1.395531289,1.995881043,4.882123106,6.207199452,1.009028263,7.919425519,4.710834518,0.667690447,4.01992354,4.170110216,0,7.36989819,4.911193116,0,3.284116363,4.123855447,5.396369222,5.122962313,3.23034313,5.441612163,5.616569347,6.84804395,3.668881699,5.846749611,0,1.355786192,6.085479853,1.824351441,6.58556463,6.537498482,0,7.71794817,6.685523762,3.545764068,7.108475465,0,5.015073263,6.24616745,5.158147227,4.238766887,0,5.264839491,4.914071858,0,1.653014045,5.244257671,3.269790208,4.040325046,3.16982018,5.391894765,6.708330227,4.009550338,2.14441288,0,5.068774418,4.138609471,6.168966202,4.576244774,5.00540928,5.345302235,5.081856072,0.870709232,4.654648788,5.723996081,6.274237097,0,4.313499235,0,0.491810328,0,2.321212644,4.255493203,0,5.884891037,4.222531369
PLAGL2,4.832191914,3.005017264,0,2.558273689,5.681454486,0,4.175836421,5.409526576,6.248347378,0,4.796061075,5.885465676,4.914960379,5.151570633,4.721869635,4.158536739,6.474999728,1.715270895,1.451202367,7.752968012,3.25649557,6.756025982,5.319076363,3.069884108,5.163510025,4.357785576,1.272328542,0.999648923,7.253315219,5.40988773,1.589235551,5.424743532,5.349627634,6.440603207,0,0,3.94346122,5.423461051,1.587116347,4.903630535,6.115833857,5.16433968,5.974533844,5.932957932,6.850768128,4.672357195,4.959901438,2.771755238,6.15952173,0,4.615215474,3.869855281,4.73986955,5.447701415,2.22358653,3.125121647,5.751549713,1.009380779,2.918910578,5.811562807,3.422166287,6.574040559,0,4.813919436,6.076894694,6.472327197,1.86394874,1.603955596,1.072206017,4.884894716,6.613524127,4.334590829,5.453808164,3.535878445,2.630803072,4.990523149,6.080140907,2.996696538,4.654001121,2.843548567,4.731182734,4.846161892,4.070471114,3.839680376,6.012305622,4.580344723,5.356273272,3.921574706,2.963645775,6.638758002,5.928253213,4.252404119,0,3.389132071,0,5.535743323,2.125471659,5.466549988,3.925603718,6.328463925,4.038165307,2.33634632,4.913235652,4.864889042,1.467584037,3.957037987,1.777746491,5.096816945,2.746025234,3.106495033,0,4.150087216,4.735386105,5.46443768,5.310422981,5.850419355,3.336075528,3.684790689,4.480138075,5.079481323,1.991436594,4.710511191,1.028269975,5.168878809,1.824351441,3.612589457,4.671219651,6.035207176,6.09477946,1.89458149,2.864211914,0.796770284,0,5.226404949,3.781172153,5.739175981,6.347999079,1.321157952,5.350702469,1.349201289,4.271226153,3.793833338,4.156490261,6.612126457,4.383277229,6.022251703,1.004734433,5.05805467,5.902916235,6.331653456,1.977731118,1.836213633,5.009404416,2.935792663,3.635488185,1.166912331,3.743264084,3.007764021,4.065457753,0,6.89070599,3.839677618,4.192929305,4.505637906,3.604079126,1.781254735,1.42301236,0,0.947254713,3.630604325,3.28019767,4.861046151
PLAU,5.013629393,5.207749987,3.092515734,5.138739656,7.861402944,0.903248126,6.505615688,6.922160808,4.262070854,1.764321251,4.649816447,6.886822186,7.666858019,7.776350119,7.291037543,3.964461081,2.17934681,5.544474837,3.273783237,5.016253144,7.606955312,0,6.379176076,4.589693015,1.138414091,7.391655806,5.213173665,0,5.663761771,7.071441444,5.864275646,0,6.473767534,5.771198832,8.495279686,7.461257703,6.688378412,1.034154354,1.587116347,4.518434303,1.259970026,3.177092181,0,4.006562746,1.430356617,7.599301477,8.972208343,3.662064863,7.047082034,0,4.324145388,4.952503199,2.681408889,6.74040738,6.90304426,6.999080247,8.494232165,6.096950437,6.559903044,8.571524303,6.617578292,2.631410155,4.294025335,6.695511346,2.46171857,6.471961395,5.59868876,2.686915009,7.192199476,6.192123267,6.705183281,6.279940386,6.313501346,5.135495305,6.329068627,7.033470054,7.393769977,6.169070583,5.107480323,4.268483819,5.922197329,7.445071012,5.096918842,5.446536592,5.092661992,8.819620196,6.85101733,5.806032738,4.528415841,0,2.359420912,0.760926685,5.587260164,5.938288194,7.439518127,7.988965802,5.605168539,6.982648731,6.752779508,5.516299191,2.402124498,3.923697911,5.706877136,5.421749419,5.98738482,7.547893662,6.733877863,7.114113164,2.145741907,2.270698093,0,6.024651411,7.204267297,4.773878777,7.467641167,6.850866661,5.992742717,6.894494059,5.306535347,4.495851619,5.178709689,5.627233128,0,5.468466153,7.285680902,6.660916062,6.796417886,6.262255436,5.533462368,6.922170966,3.693166001,7.818880945,7.135886339,5.907399248,3.276788909,6.327884502,6.559430343,4.356330855,2.051786063,7.11926052,1.817797082,6.497785178,5.994912956,2.629248423,6.504265047,7.419286818,5.138467158,0,6.647775463,5.334243417,7.594502742,7.457651918,6.215397357,5.979182677,4.296105358,5.498518225,5.794700756,5.555060577,6.223047051,5.862887733,4.53754529,6.357615873,3.269730166,6.409926142,0,1.599813636,6.4527697,4.857117476,6.432710913,7.552189862,7.08546807,5.163001981
PLCB4,0,6.400127278,6.389361138,7.20653326,6.591482477,7.473017496,0.924956226,4.095366317,7.568379295,4.334649136,6.407962445,1.82965861,6.910221979,1.746456395,0.863147817,6.506396459,2.17934681,4.504241422,2.159860635,3.707361027,3.25649557,1.691955263,7.932252085,8.624643632,4.839553855,5.227384023,2.182303925,1.58449438,0,7.377163125,1.589235551,0,2.850981099,1.34017967,6.86764665,3.031212677,3.801839824,6.939415144,2.002422851,3.631985118,1.92212754,2.669755859,7.335872893,1.935903966,7.639019343,6.56851935,1.173202925,4.913938463,8.026097433,1.614083761,7.104295683,0,8.064365045,3.742052381,6.730937211,5.631947537,1.437444802,6.557659965,5.696586416,2.936905974,9.19623359,2.44731022,5.530210512,3.969345675,4.412054214,5.949015966,6.598736541,2.369578639,9.347451604,7.681799348,0.780441421,4.895519451,4.56836659,8.949603766,5.333558962,7.533083109,6.18553216,5.829180342,7.867065909,7.753894235,6.429615442,8.99434074,0,6.247345379,7.100931911,0,4.656519798,4.699145285,7.233714603,1.433394584,3.950538568,4.493899714,9.07618619,6.82702512,8.645509476,5.500014643,3.471235816,6.278916744,5.608223187,8.234366543,5.069193201,7.237048837,3.913017321,0,4.175309792,6.189051043,7.901062096,7.354114386,7.399565081,5.941198796,5.696321512,4.46759523,7.027930101,1.636275045,6.060909335,0,7.310232059,4.662133102,6.807171333,7.536875013,8.224623042,5.063771291,3.443763031,7.272219703,4.723273302,5.962179942,10.06890879,1.940628201,2.255922602,7.955564546,7.496882736,3.187337837,3.061928616,4.688033293,3.654124341,7.387676774,6.498230011,7.178559524,6.499752861,6.860599455,6.645628476,5.227405941,5.244257671,7.010633139,7.576353039,3.608700984,6.764253634,5.194883103,5.231627089,5.239439001,0.794671967,7.127413476,5.848301911,7.14201911,6.998959187,8.289784921,7.007130579,6.7493549,7.07923921,6.702049107,6.454071325,6.891724029,11.66423093,5.426793738,8.129291488,5.803178521,5.943268114,6.819292511,7.005857598,6.476535086,7.730156406,6.152876962
PLK1,5.639937647,7.171592132,5.102085187,3.43029189,5.580441836,6.159710606,6.401959612,7.368764789,6.106565804,4.895578737,7.791120125,0.712492225,4.752736079,4.871055485,6.238494371,5.835545032,6.272755104,3.76125401,1.451202367,7.874224202,3.25649557,7.10675833,4.474412843,0.944582893,8.540047408,7.414280342,6.685136343,6.881457633,7.84341836,4.075969276,7.462024435,7.279223329,6.982045003,7.933642242,7.895033693,0,8.201696259,5.310665276,7.549952464,7.159920948,4.403023313,7.888467115,5.326189268,8.258281162,8.423033769,0,8.414207336,0,5.716502316,0,8.701271902,5.987788588,6.473388559,4.340451454,7.820670101,7.835641194,4.639099267,7.197436719,7.634110893,4.619834536,5.202275613,7.893355493,6.522328936,6.032084832,7.663748343,6.168068384,7.614718071,7.007894401,4.618770723,7.104971796,7.87567363,7.26254205,7.567112881,6.360807692,2.732551668,4.990523149,3.696422857,5.376443905,6.566600619,7.509509518,7.682255322,2.051900254,7.091761665,5.880929026,7.082034437,4.794096318,2.527412091,5.126944426,6.013968729,4.027448772,7.692312715,6.789357222,5.638907891,4.982318307,6.347695939,1.810566475,6.668083673,4.170057633,4.114800623,8.368994574,5.388712938,8.197399961,5.734360248,7.326316747,7.090980372,7.178579079,5.971375202,6.055305486,5.679092498,4.905311608,2.046584312,6.248489491,7.369202289,6.856984207,7.081100749,6.716108382,4.820702401,6.726084038,5.087131676,6.107082758,6.255412671,8.111122465,5.913030344,7.740227374,7.549980554,6.055654927,5.900839649,6.367932395,6.487157566,5.518828647,7.227071553,6.104048332,7.067253014,4.457202201,5.950555701,5.4192161,7.830725587,6.382306286,7.79575037,7.732179907,6.510691665,6.968878072,7.425061017,8.141491095,7.530979738,6.839238085,7.459620995,8.993399972,8.205269775,6.062998476,5.487848493,7.178829917,5.96671519,7.3125957,7.916305065,8.128954149,3.67492243,5.611295093,4.201617685,7.275763412,6.111733192,6.803950719,5.152939227,7.230408849,7.075968852,6.673798429,7.727953998,3.169130034,6.440440978,8.445514911,6.407243193,5.71277216
PLK2,0,4.28156168,3.555434502,0,4.503967868,5.899234689,0.924956226,0,5.389606633,1.764321251,0,0.712492225,6.885012606,1.746456395,0,3.47444684,0,0,8.57252247,2.54225975,0,6.80482152,2.846388822,0.944582893,4.499845996,0,0,4.169261785,3.914579119,0,1.003205973,0,0,1.721478846,1.35872909,0,0,0,2.587654306,0,1.92212754,1.88033582,1.418156354,1.935903966,7.392065168,2.345717862,2.589876597,0,0,5.657300162,4.059389208,5.221860235,0,2.358061264,0,0,5.332470631,0,0,5.177541327,1.778156451,6.913071453,4.739257053,0,5.951116687,0,4.950482143,4.169762123,3.831041437,6.235919338,4.069396236,7.270627267,0.906165368,0,5.879527675,0,5.205219057,3.786574224,2.717906324,0,6.499207569,0,7.305404191,3.770973562,0,0,0,0,0,7.267473156,0,0.760926685,6.108511879,0,0,2.738498845,5.005039693,1.395531289,1.696638022,4.19354449,0.893099627,0,0,0.753879865,1.467584037,0,1.777746491,0,0,0,0,5.359814733,0.728896996,0,4.413336586,6.284364088,1.331375115,0,6.259804743,5.862633853,0,6.695794166,5.07667348,0,0,4.654894856,0,0,0,5.560971602,1.173943565,5.67610168,0,5.59599606,6.232112319,5.511710726,0,0,5.238168509,0.760468395,2.597137697,3.026740925,4.257615319,5.117517764,0,4.775990368,1.591271632,0,0,1.438591747,0,1.440320283,5.009404416,0,0,0.698354693,0,0,1.409865126,7.100830426,3.598365894,3.974438651,3.269730166,4.313499235,5.827827376,3.965645711,2.37951572,4.086621098,5.124299206,4.524337477,5.589608234,3.136668952
