X,H9_12h_001,H9_12h_002,H9_12h_003,H9_12h_004,H9_12h_005,H9_12h_006,H9_12h_007,H9_12h_008,H9_12h_009,H9_12h_010,H9_12h_011,H9_12h_012,H9_12h_013,H9_12h_014,H9_12h_015,H9_12h_016,H9_12h_017,H9_12h_018,H9_12h_019,H9_12h_021,H9_12h_022,H9_12h_023,H9_12h_024,H9_12h_025,H9_12h_026,H9_12h_027,H9_12h_029,H9_12h_030,H9_12h_031,H9_12h_032,H9_12h_033,H9_12h_034,H9_12h_038,H9_12h_039,H9_12h_040,H9_12h_041,H9_12h_042,H9_12h_043,H9_12h_044,H9_12h_045,H9_12h_046,H9_12h_048,H9_12h_051,H9_12h_052,H9_12h_053,H9_12h_054,H9_12h_055,H9_12h_056,H9_12h_057,H9_12h_058,H9_12h_059,H9_12h_060,H9_12h_061,H9_12h_062,H9_12h_063,H9_12h_064,H9_12h_065,H9_12h_066,H9_12h_067,H9_12h_068,H9_12h_069,H9_12h_070,H9_12h_071,H9_12h_072,H9_12h_073,H9_12h_074,H9_12h_075,H9_12h_076,H9_12h_077,H9_12h_078,H9_12h_079,H9_12h_080,H9_12h_081,H9_12h_082,H9_12h_083,H9_12h_084,H9_12h_085,H9_12h_086,H9_12h_087,H9_12h_088,H9_12h_089,H9_12h_090,H9_12h_091,H9_12h_092,H9_12h_093,H9_12h_094,H9_12h_095,H9_12h_096,H9_12h_097,H9_12h_098,H9_12h_099,H9_12h_100,H9_12h_101,H9_12h_102,H9_12h_103,H9_12h_104,H9_12h_105,H9_12h_106,H9_12h_107,H9_12h_108,H9_12h_109,H9_12h_110
FBXO34,0,0,0,0,0.893225161,0,0,0,0,0,0,0,0,0,0,0.698068518,0.958993055,4.478556915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.816993416,0,0,0,0,0,0,0,0,0,0.697898854,0.694774038,1.101781725,0,0,0,0,7.328629451,0,2.383566687,0,0,0,0,0,0,0,0,0,1.286963944,0,0,0,0,3.738164138,0.986328947,0,0,0.81337948,6.018291392,0,3.177756212,4.0756985,1.236881351,0.952778757,4.22591505,0,0,0.907822859,0,4.553909959,0,1.57826454,6.27901606,1.586275841,0.710160238,0.890931984,5.703367468,1.32317775,5.631499557,6.057968583,0,1.103244081,1.509806702,6.10276972,1.523146403,0.905970348,0
FBXO5,4.258329747,0,7.398410195,0,7.180466924,11.08319568,0,10.77453416,4.926813779,5.464590511,5.4520146,7.481778609,0,0,0,7.315511719,10.74338201,1.645867077,6.60326302,0,6.702366133,6.79093896,3.261451959,7.389055862,0,6.983369047,8.352826138,3.941258499,6.993912704,5.997792545,0,0,0,1.620727577,2.915888522,5.006272544,7.768535469,8.228664037,3.953362867,5.031937737,1.164935739,9.674165315,7.658652873,7.005291102,4.251118931,6.606784435,4.230051991,1.765796559,6.052229141,3.758219255,4.759875213,6.527233755,0.755153475,2.057862379,8.684113118,7.221559153,4.189773428,0,8.159650083,4.419677331,0,2.038230064,4.680783549,5.942183269,0,5.573139626,3.125801158,3.396778846,6.040194971,3.781861821,1.855836801,7.169301424,5.362404135,3.308104766,7.468040572,5.21802317,2.876718377,0,4.156347557,6.608994735,0.456290186,7.070664906,4.489748061,4.093096689,4.140655234,2.469518034,1.132025689,6.553113011,7.469563992,5.586853302,8.018992955,5.925618505,1.32317775,0,1.35753768,8.970558522,0,6.050633703,0,5.252044919,7.035637345,7.443276856
FER,0,0,0,0,0,0,0,0,0,0.871807566,0,0,1.021707396,1.518032245,0,1.802948158,2.501598612,3.784101138,0,1.591331151,0,0,3.936948167,0,0,2.59007909,0,0,0,0,2.545693915,0,2.404812813,1.620727577,0,1.763556454,1.146595795,0,0,0,0,0,0,0.811525584,0,0,0,0,2.375652736,0,7.688713213,0,0,0,5.316536096,0,0,0,0,5.112687845,0,0,0,7.02383813,0.511945564,0,0,0,6.44974135,0,0,0,2.819378984,0,0.588019865,0,0,0,0,0,0,0,6.237900944,0,0,0,0.482560079,0,0,0,0,0,0,0,0,0,0,6.446700851,2.455523245,0,0,0
FEZ1,0,0.789740926,0,2.657019559,1.375524268,0,3.270961596,0,0,0,2.075141793,0,1.025363359,0,0.799065011,0.698068518,2.338851172,0,3.97769925,0,0,0,0.980737459,0.679440463,0,0,5.626151633,0,2.557828191,5.615310972,0,0,0,6.093856093,0,2.64840794,0,0,0,0,1.790613547,1.055872647,0,1.37472793,4.007257199,1.189391893,2.325295862,4.681468317,0,0.628051553,0,0,2.722199894,0.610966026,3.346848712,4.080712903,0,0.384294535,0,1.55475753,4.274894581,0,0.583707171,0,0.868991318,0,0,0,0,0,0,0.790166769,0,0,1.105870591,0.607090343,0,5.382202045,0,0,0,0,0,0,0.540211647,0.627261738,1.173266831,0.190149655,3.106748313,0.859223638,5.741961713,1.043122567,0,0,0,0,0,0,4.889569807,0,0.955565539,0.196662645
FLI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653608475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528629408
FLRT2,0.93120991,0,8.414277841,0,1.836720231,0,0,0,1.566154806,0.871807566,0,7.186902916,0.599470328,0,0,0.698068518,1.191420876,0,0,3.915798854,0,0,0,1.487772132,0,3.465012454,0,0,0,2.835276338,0,2.585660218,0,0,0,4.151159592,0,6.211735217,0,2.077218738,0,0,5.057604484,8.17736076,0,3.361693055,0.653608475,0,0,0,0,0,0,2.873297118,0,0,0,0,4.507007273,0,0,0.829324561,0,5.030472077,0,0,0,2.527635977,0,0,0,0,0,0,0,0,0,0,0,7.193949007,0,0,0,0.586960339,0,0,0,0,3.51275882,7.138700618,0,0,0,0,0.604854013,0.62174495,6.656902425,0,0,0,0,0
FLRT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.327763651,0,0,0,0.678210999,0,0,0,0,1.022699249,0,0,0.540767008,0,0,0,0,0,0,0,0,0,0,0,0,0.598699271,0,0,2.919048106,0,0,0.588019865,0,0,0,0,0,0,0,0,0.586960339,0,0,0,0,0,0,0,0,0.585656887,0,0,0,0,0,0,0,0,0.528629408
FN1,1.492493658,6.622071359,1.859452388,4.005052572,3.602315079,6.76494057,3.562684233,7.107858652,6.038211457,8.263283809,1.108400089,8.590773061,4.533057946,4.65718377,1.310308835,3.082017233,2.736326853,3.784101138,9.680959618,3.178410302,0,2.112779088,5.548761434,3.140736207,0,7.903957509,0,3.941258499,2.551857242,4.585742629,7.452859033,0,2.32183903,5.724719091,0,2.533733248,2.842459498,3.807210835,3.953362867,9.059942397,5.002513823,2.279020548,4.433456466,2.007290765,1.166253427,1.161734081,2.750816394,6.609176331,3.466665455,0,0,4.615535934,0.755153475,0,6.518091664,4.329074823,0.897215375,6.709567657,7.904730372,7.711706397,0,5.500822353,7.937749091,4.988984132,4.925622651,1.050643763,6.083210102,8.523569981,8.074093403,4.295841341,1.362761526,5.741676042,6.765901538,1.312727274,1.327426694,1.479573941,1.981969732,0,0.952778757,3.467776023,2.545009543,7.714476039,3.287194499,5.851371405,4.438671541,3.046445594,2.878830013,6.541603679,1.138578164,6.055424286,6.299171445,0.973983881,6.068140292,0,6.134830944,4.424380394,0.65460619,3.735319129,2.568915517,3.374463633,8.862086121,3.592630697
FOXD3,0,0,0,0,0,0,0.783309576,0,0,0,0,0,0,0,0,0,0,0,3.542923107,1.591331151,0,0,4.753732481,0,0,0,0,3.032243729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.481501314,0,0,0,0,0,0,1.368402166,0,0,0,0,0,0,0,0,0,0,0,0,1.382118678,0,0,0,0,0,0.81337948,0,0,0,0,0,4.133842343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.997869518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533230334,0,0,0,0,0.456290186,1.688744903,0,0,0,0,0.482560079,0,0,0,0,0,0,0,0,0,0.65460619,0,0,0.807081858,0.522961861,0
FOXH1,5.768332467,2.771909217,1.365815358,0,6.92934862,4.804198149,0,2.264172146,1.978824009,0.871807566,3.650838217,3.930035377,3.431361347,6.042917706,5.573444391,1.519538924,2.736326853,3.991454865,3.573563336,1.591331151,0,5.520129767,0,1.768109778,6.763573342,3.092879842,1.206544499,7.28637756,0,1.341529679,0,0,6.395638319,3.822074656,3.816993416,2.533733248,3.206313484,0,4.344927726,0,1.164935739,5.30505245,0,5.709966402,3.936330134,5.528573049,5.851416593,2.201924129,0.87809057,6.179941452,6.359604976,0,4.804873376,0,0,3.399124632,3.887474831,0,0.558322741,2.50800541,4.814480626,5.287834655,3.42554286,0,0,0,0,0,2.354679223,0,3.382752864,0,1.71015923,0,3.652278828,5.072239247,0,1.236881351,1.739413069,2.077386003,0,0,3.082312125,0.586960339,0.797004567,1.493357796,1.57826454,1.031092219,1.586275841,2.267809894,2.510722757,5.306345725,4.394300497,2.047461396,1.35753768,4.145741859,5.025925349,2.028403431,0,1.087125519,3.050941933,0
FOXJ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.591331151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540767008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXJ2,2.468419774,1.969032927,0.609508944,0,2.619164438,3.854933191,5.491389645,3.256787326,8.406823423,0,1.108400089,1.097210655,0,1.924480844,1.310308835,1.166498683,2.255745585,0,0.715017749,0,2.507955623,1.412845654,0.966715585,2.204488511,2.644162232,1.81174168,0,0,0,3.351231497,0,0,1.378443112,1.253102165,0,6.827578023,1.020581334,0,0,0,0,0,2.715800977,0,0,5.528573049,0,4.838301163,0,8.094631186,0,0,0,0,2.528858467,0,0,0,3.510485677,0,0,0,0,6.018950313,0.511945564,0,0,0,4.739714782,0,0,0,0,1.988489777,0,0.921689069,4.324402087,0,7.912801693,0,0,4.791039652,0,1.002995721,0,0,0,6.861888043,0.8488726,3.709702039,0,0,0,2.372498751,2.634186311,0,3.940604171,4.680113389,5.354648567,0,0,3.922374715
FOXK1,1.165055288,0.795809853,0.658384051,3.092218693,1.567190541,0,3.063877543,4.884495896,2.273228559,1.415871138,1.757659984,0,1.050698935,0,2.804545623,1.251916356,1.567263815,0,2.784294856,0,0,4.506552555,1.974516701,1.773196449,4.387416451,1.832230459,1.974370067,1.284610096,0,2.035300671,4.141251181,0,2.985403156,1.265609087,0,1.890149086,1.0278785,1.401124442,2.543582348,2.771478177,2.303890703,0,2.267584273,2.616934301,0.66996426,0,1.191397992,0.822279396,1.966303387,0.372787284,0,1.595602391,2.848120606,2.850274655,2.654429788,1.628461155,0.939999864,0,0,1.994544988,0,0,1.397067609,0,0.764341004,0,0.522187584,0,0,1.391648083,0,1.335816729,0.903749089,0,4.693336125,0,2.060873222,1.617885968,1.579249698,5.436838002,6.509212463,4.267317045,0.506481871,0,1.034057378,0.890060942,0.890660568,0.630288657,0.6642988,3.528356891,0,0,1.66590849,0,0.686491632,0.62174495,0.716410219,0,0.582891561,2.880624433,1.085994707,4.329816642
FOXN3,4.037106907,4.560206477,3.82206676,6.322733949,4.311874944,11.60382632,4.752678124,5.214745564,9.125171264,3.835850088,5.332929166,6.90770769,8.945304011,4.074163963,7.838647506,10.62085719,4.170728374,3.784101138,4.470511656,4.764077664,5.268732257,5.927286371,5.911019077,2.929166735,6.21952796,4.005754889,5.233411755,5.365011375,5.484620908,4.388505313,5.31147089,4.955006531,6.860355885,6.089612463,6.314027112,6.446790098,3.206313484,4.697165932,2.543582348,7.705186018,6.11525751,6.076229596,6.645772851,2.007290765,6.439096166,6.560917669,6.757147432,3.828163796,6.876195458,1.981312244,6.544727522,8.090822244,1.907369311,7.788369193,5.930267871,6.771218505,4.296520779,5.484382926,3.878149633,7.617262655,8.601029015,0.829324561,5.950755338,0.565642677,6.075052091,3.337334138,4.945397095,6.358016863,2.492918517,6.162731561,5.997084457,8.293971368,7.666901548,6.394205222,6.451991344,7.73377962,2.876718377,0.747123103,5.330688342,3.111105193,7.091859321,6.809775363,2.023873478,4.786865365,5.358337044,4.723840623,4.008486208,7.351162375,6.710689787,7.753749248,6.484027118,7.648186782,1.32317775,3.815401841,2.51173328,2.081479732,0,6.525976892,6.932163622,8.214897913,6.585619116,7.077831528
FOXP1,7.325460762,3.742974994,0,2.252183486,0,3.854933191,1.288151264,0,0.985917265,0,8.071951783,2.321730995,0,0,1.683705256,0,0,4.478556915,2.61636412,0,0,1.412845654,0.966715585,0,0,0,2.914413421,0,0,0,2.545693915,0,0.847947427,0,5.549313684,8.502618949,0,0,2.543582348,2.543469542,2.240832336,6.865479668,1.417311797,7.602904434,0.534003035,2.414248201,1.443232008,0.678210999,7.96985537,0.796705863,1.433894408,8.974957141,3.039492337,0.610966026,0.749828269,0.540767008,5.610787309,3.352508634,5.149609182,0,0,7.153676638,0,0.97092237,0.511945564,3.337334138,1.409360814,8.279874827,4.87230102,1.566705489,1.034107615,0,8.806630809,0.800788901,3.467754671,2.194505461,2.060873222,1.601852168,0,4.22591505,8.077649542,1.688744903,1.460702738,0,3.943925662,5.644339196,3.283752721,7.955820268,3.352273834,6.307906705,2.510722757,0,0.585656887,0,0,0.62174495,0.65460619,0.69234352,4.10021389,0,1.45817659,0.528629408
FREM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.190935172,0,0,0,6.322862104,0,0,0,0,1.284610096,0,0,0,0,0,0,0,0,0,3.965639045,0,0,0,0,0,0,0,0,0,0,3.229497399,0,0,0,0,0,0,0,0,0,3.782305669,1.741646241,0,0,0,0,0,0,0,0,0.598699271,0,0,0,0,0,0,0,0,0,0.553654026,0,0,0,0,0,0,0,0.482560079,0,0,3.397773835,0,0,0,0,0,0,0,1.792282778,0,0,0,0
FST,7.172789251,1.67187847,5.771501605,0,3.792840083,7.665627267,0,7.285442126,2.97526426,2.933503494,4.786046095,5.487587696,3.898143044,8.007308798,2.443563863,6.05191133,5.503532338,0,0,5.366862474,3.375215929,0,5.978083561,4.003418964,6.269977234,4.960136459,8.304647648,5.365011375,0,5.053900861,5.626114675,2.585660218,3.786493098,5.705722383,0,3.697852174,6.230145585,4.108378282,3.414230108,1.384030194,7.587243244,7.942992639,6.363098469,3.939815283,5.816868758,6.472826341,4.870265892,6.868264177,5.557249643,6.997590367,4.259423489,2.830589693,6.055586355,6.052739968,0.749828269,5.17054286,7.222583008,5.954824473,6.130116809,4.465810561,8.315972416,5.686373436,3.826182438,8.148000019,5.00489364,6.346230891,5.709897994,6.850377497,0.598699271,6.162237533,3.520857882,6.514826146,7.398589139,5.879709935,1.00458362,2.046198162,7.034170542,5.972677174,6.768997783,3.764668406,7.600647617,5.641625431,7.269367654,6.857682561,7.248662892,5.112097319,0.482560079,5.684700273,3.352273834,6.705254918,2.803354282,6.848502475,0,7.957500086,5.101515218,5.023556192,6.336495501,5.982001789,5.615362805,0.459257856,7.734726004,5.05774225
FUBP1,7.56738758,4.208699515,6.216794423,4.005052572,6.240069073,9.881396243,6.257049895,5.928598751,5.364693535,7.397823965,8.274583725,6.99354473,4.128056287,8.775143902,5.742493788,2.039719846,5.006766416,4.945374681,9.261856981,7.934315826,8.890269148,6.004040586,6.472545133,8.938827794,8.847851592,8.440748259,7.885156844,6.801992531,7.971984557,6.609614941,6.461070182,8.769019625,6.703101204,8.346242045,3.816993416,7.589668194,7.595247658,6.523408472,7.921944872,7.613279002,6.594725973,7.786425098,7.412063465,8.475527333,8.014042718,7.756780142,7.671552835,5.343769576,7.559941566,6.434746632,6.655867337,8.511667338,7.07669855,4.565177093,8.105968414,8.606635223,7.955086348,6.72606422,8.392681952,7.907661758,6.980901061,6.969202597,6.678898882,7.437553672,7.316717906,8.096993894,8.224636413,8.091048358,7.215770687,6.955739921,7.500882192,7.190993088,8.27962324,6.80175318,7.989170457,6.964224851,5.493918366,7.722524908,8.196597823,8.233089375,7.720305058,8.28691152,8.415132423,8.807583216,8.078973484,9.362354678,7.588418204,9.043761285,8.488195752,6.988990788,6.888455644,7.081937536,7.678029015,7.68833809,7.776272554,8.126505388,7.080469461,8.489677196,7.890968495,7.18567951,7.20736608,6.939032271
FUS,2.468419774,5.358130045,4.595734447,5.639728562,6.62147377,7.568647701,4.546445814,6.35003246,5.644964149,3.201625676,5.491476025,5.278401358,4.626285433,6.544752343,8.403713082,4.479529738,5.130109336,5.581606755,5.646942741,4.531435416,3.930919854,7.143551517,4.395207492,6.795974586,6.988747921,5.607410966,6.539262578,7.911495369,8.434812207,6.000906515,3.423062733,7.140382637,7.65547003,7.250999687,6.42810883,4.337042705,6.288460225,5.178314787,5.650226336,7.359894497,4.406748841,4.272270592,5.151022279,6.778701558,5.717512035,5.022123594,6.279906292,6.354642188,5.009584901,6.270613348,5.623721213,4.933437577,4.624745468,7.589924973,5.682079763,7.280896041,5.737931056,3.646571345,4.95101481,6.306171734,5.789031236,5.547579244,4.045368335,7.545144143,4.984655797,4.544058794,5.938642589,6.358016863,5.915672627,5.338647336,4.100792153,6.301439764,4.728282034,5.280748828,7.162843327,4.787396692,4.536470348,4.361256904,7.128239368,6.779392888,6.037981435,6.173134632,6.998744332,6.294359669,5.753333886,6.823230457,4.326724355,6.135096986,5.797285487,5.691581886,4.463101819,5.199287369,5.843012562,5.219876078,4.767058295,6.129307752,5.19804773,4.970479181,5.485914284,5.109264104,6.330972284,6.614186786
FXR1,4.114678631,1.67187847,7.043401487,0,6.350292392,6.094806106,2.41317356,7.127614926,4.143207822,3.082291805,1.108400089,6.62086875,7.400386113,5.922389302,4.33908755,4.918842914,3.383984329,2.885198779,6.308583245,8.820349946,0,7.751395212,1.540410419,3.564052884,9.95637704,6.954455371,8.274498026,7.273043413,6.545564536,5.353646791,3.955746826,7.97237744,3.786493098,3.59314715,4.367424781,3.697852174,2.842459498,7.324026344,3.953362867,7.648433806,6.11525751,6.516596066,8.577022346,9.063267606,7.957751841,3.741210019,7.245312657,7.749903432,4.399894824,4.930037424,8.192621129,7.102092162,8.028758339,7.309768984,4.376164424,7.767613165,7.456628149,7.095078996,6.362464178,6.156335221,1.376507387,5.573228995,0.653714081,8.274587882,9.368889518,7.228165502,7.384136731,2.527635977,3.284508285,5.313061789,7.362225898,3.960104711,5.628443477,0.800788901,5.614667084,8.218772293,8.35647809,8.117961572,8.540906052,8.641988446,6.627163042,3.306706269,6.358809699,4.005611883,7.379252998,5.841977563,0.843535056,7.383080045,6.68845098,5.169091995,7.68385428,1.960797749,7.616781385,5.748245268,6.899018869,2.254335885,5.216211551,7.872966117,5.834509047,6.806723382,8.498082896,8.777217912
FZD5,3.456230494,7.006002834,1.036664806,4.308897164,6.409691465,6.76494057,9.47428851,2.264172146,3.880490629,7.936676472,5.66421992,5.353296076,1.838266425,3.079976396,2.790727189,9.220926504,3.383984329,4.945374681,4.090648976,2.329567108,2.507955623,7.522944531,3.110211153,5.917911548,9.17666777,9.669688285,0,0,0,4.838728824,2.545693915,4.393114786,6.236382763,2.364741009,2.915888522,5.983651812,8.079638932,1.392221366,3.953362867,4.905897743,6.70189942,3.757430915,6.23026843,1.327763651,3.608635453,5.840347699,6.867473715,2.000278175,0,1.683198107,5.176702095,3.504134042,5.966909823,0,6.877159487,3.126093585,6.960463841,6.178122771,7.55980105,0,7.496605609,0,4.091696965,7.392511837,7.333199126,7.685496189,1.910857064,6.51662896,1.612306479,7.416127336,6.628972614,0,0.81337948,0.800788901,3.008011803,7.347613052,5.860540222,5.358540677,0,0.488054558,5.310665849,6.594275836,7.80893636,6.68540706,4.280751974,3.333019284,7.67822662,0,6.397694515,7.49463961,7.98815875,6.035739043,7.319481726,0.606249443,2.507775278,7.301696774,7.146447673,5.222590909,1.482356854,6.049220939,3.627543451,3.644607367
GABRB2,0,0,0,0,0,3.854933191,0,6.893815933,0,0,0,4.765871533,0,9.536029491,1.687024545,0.698068518,0,0,0,0,2.507955623,0,0,0,0,0,0,0,0,0,0,2.585660218,0,0,0,0,0,0,0,0,0,0,0,5.790896553,0,5.840347699,7.489243771,1.765796559,0.87809057,0,0,0,0.426431767,7.943604398,0,0,0,6.154990383,0,4.568676146,4.274894581,0,0,0.97092237,0,5.540299913,1.910857064,0,0,0,0.607790269,0,6.830878254,0.800788901,0,7.194701447,3.394673702,0,6.331043221,0.488054558,0.456290186,4.538389945,0,0,5.80193726,0.931847514,0,9.785672643,0,1.183944818,5.707702024,8.211942286,0,0,0,0.62174495,1.952680575,0.69234352,0.53457166,0,0,0
GABRB3,6.898142732,6.655933748,6.595214856,5.528833804,6.790998938,7.460269119,9.20394242,8.497222103,9.71666374,6.242142889,5.818769682,8.141126613,7.098056192,4.295724121,4.390892847,4.203614486,6.63184745,4.842056834,8.666522032,4.401406911,5.079674331,5.668985666,9.698772764,5.934324238,6.058350584,8.541396601,2.639548981,6.492526941,7.646878044,8.547760324,10.21851904,9.56279226,5.412672807,5.686472194,8.780191411,10.11661757,6.516153737,6.978742384,0,8.485799614,7.589012851,9.100647191,8.839995219,8.633688657,7.723036407,7.791194128,5.567452093,7.353656619,7.658728171,6.118666289,8.649444241,6.131985667,7.06336864,8.084784082,7.795254618,6.930668694,6.886252626,6.245374416,8.627393806,6.248179879,5.354373263,7.047540623,6.452120535,8.590472471,8.354520584,8.618531053,4.421317523,5.102818618,9.111312927,8.676151195,6.49292601,8.595392251,6.613787381,5.531857432,1.591070763,8.065742971,9.544081231,9.09015449,9.351091941,5.264437457,5.799226095,8.327425188,7.558492424,6.536522041,6.275223465,5.073727206,0.482560079,1.851569951,7.644199176,7.355452319,6.142413388,5.662891055,7.634012622,2.961596536,9.387365652,7.598924851,4.746225611,7.601975368,8.64283952,8.150812898,7.951387839,8.296263182
GAD1,6.235798092,6.041649741,2.761952799,3.092218693,2.402345021,0,3.87778509,2.745383706,1.978824009,4.948523866,4.269701547,6.709767608,0,1.518032245,3.682524955,2.243056096,6.067739449,4.945374681,7.619549033,3.915798854,8.846860581,4.786695342,5.911019077,6.630048881,5.426620612,6.734000406,5.017396813,5.796342267,5.768257233,6.130085428,2.545693915,5.808177196,8.714821285,3.320913606,5.738102602,5.611963728,4.360784887,4.918713196,0,8.067456464,4.295244314,5.117611082,5.033273295,5.533064356,3.369062823,5.710017434,2.481501314,5.597298368,6.033895781,3.403634784,2.138650941,5.838973532,6.124977998,7.429335581,5.77730975,5.566330037,3.800849686,5.502823369,0,0,3.032763358,0,0,1.546060617,0.889040337,0,8.565755235,6.271652865,0.598699271,1.566705489,3.920858111,0,5.164286803,0,7.138370569,0.533230334,7.164305676,1.89288445,6.161702472,0.488054558,0,7.41490291,4.837977456,0,4.212403494,0.931847514,0.843535056,3.224745132,1.138578164,6.75282373,0,0.567670653,6.141603996,0,1.029735357,2.40867962,4.548021109,5.754030699,5.943666398,6.427730342,7.774880556,3.835594933
GATA2,0,0,2.380152696,0,1.440764666,0,0,0,1.566154806,0,0,1.713173657,0,0,0.799065011,0,4.169215272,1.645867077,0,0,0,0,0,1.139493725,0,0,1.854268649,0,0,0,0,0,1.76545616,6.357412593,0,1.763556454,0,3.965639045,0,0,0,1.959811887,3.225640321,0,0,2.964387513,2.97767833,3.13783227,3.930264196,2.228249453,0,0,0,2.973548812,5.365061408,4.227670488,0,1.724020524,0,0,0,5.770905051,0,5.092681921,0,0,0.634188836,0,0,0,0,0,0,0,0.588019865,2.946260873,0,0,2.725432127,0,3.95497422,0,0,0,0,0,3.691157316,3.141887391,4.544390803,0,1.19002091,0.567670653,3.089300194,3.055222019,2.044376322,2.40867962,0.65460619,0,0,0,0,1.21614358
GATA3,8.326998835,2.918171704,6.16942143,3.619659479,0,7.845363336,0,2.524749143,4.673234382,0,7.347595673,6.045209781,0,0,3.682524955,5.416035805,4.674842974,1.645867077,1.548195039,7.304102631,2.507955623,2.935549024,2.529054058,1.139493725,4.066431771,0,9.281868543,3.941258499,2.551857242,0,0,8.801735244,1.378443112,5.586168864,5.738102602,7.589668194,0,5.321776803,7.73800489,8.152196362,8.841877387,6.356199296,6.023480732,7.219100812,6.559508442,6.122296738,5.921297869,3.95417091,0.87809057,7.974915864,6.359604976,2.387507547,4.042272279,7.125276754,4.554131873,4.000595797,3.660302693,5.556771291,5.177004339,7.253510634,6.548292493,7.445753789,7.72624031,3.470013606,6.138188265,5.001561966,5.631736023,6.589841476,0,3.881265593,4.947835692,2.919048106,4.203078311,5.306946821,0,2.046198162,2.876718377,4.321667639,7.152540166,0.488054558,4.776770174,6.526291262,5.17116503,4.64960249,3.321030301,2.878533527,4.297879584,0.605764921,5.979218244,4.758911725,3.317727132,6.59907369,6.368379151,6.907958271,5.928248506,1.657612874,6.463954274,7.759450266,5.169281168,1.999522103,5.481887211,4.958561978
GATA4,0.93120991,0,0,0,0,0,0,0,0,5.569170148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.408300489,0,0,0,0,0.847947427,0,0,0,0,1.392221366,0,0,8.372576868,0,0,0,2.971506104,0,0,0,0,0,0,0,0,4.956755861,0,0,0,0,0,0,0,0,0,5.19075131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931847514,3.777268972,3.377420464,0,0,0,5.01517463,0,0,0,0.62174495,0,0,0,0,0,0
GATA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61703414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.536509784,2.449986726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GATAD2A,0.93120991,8.717006308,4.390812962,2.252183486,5.537238543,8.149022539,5.97756408,0.964174378,5.700155377,4.986788924,2.761353499,4.388162972,3.624513182,2.720717223,3.192147476,2.722680715,2.255745585,5.514644142,4.900511997,4.401406911,0,2.112779088,1.540410419,3.235919865,2.644162232,1.81174168,3.518879598,1.284610096,2.551857242,5.406787203,5.997869518,6.659040416,1.378443112,2.853177829,0,1.763556454,4.562681916,7.36726052,3.953362867,5.053080499,4.200947784,5.501918649,6.24093177,5.829911994,2.242707213,5.603910522,5.458852584,5.959207601,4.150464056,5.833444024,6.703758611,5.855472917,5.055196738,7.481346385,6.570763245,6.434498071,4.047656593,5.388470209,5.908561489,3.83628818,4.08439641,4.817502181,3.500526148,5.434431664,2.273142025,1.652100016,5.288615249,2.527635977,7.127778664,4.221913678,4.708646198,6.687878255,4.613355815,3.767115421,4.623490121,6.089050782,0,0.747123103,5.228368145,5.725993181,3.689779458,4.231900072,2.64553383,5.345687752,3.811571668,0,3.551511468,5.918221615,6.13534065,4.078921065,2.96993131,6.805931917,5.461466487,5.705565024,4.025578953,6.273622371,3.641976441,4.9625216,5.666325837,6.726931923,7.302111582,5.66011017
