X,H9_72h_001,H9_72h_002,H9_72h_003,H9_72h_004,H9_72h_005,H9_72h_006,H9_72h_007,H9_72h_008,H9_72h_009,H9_72h_010,H9_72h_011,H9_72h_012,H9_72h_013,H9_72h_014,H9_72h_015,H9_72h_016,H9_72h_017,H9_72h_018,H9_72h_019,H9_72h_020,H9_72h_021,H9_72h_022,H9_72h_023,H9_72h_024,H9_72h_025,H9_72h_026,H9_72h_027,H9_72h_028,H9_72h_029,H9_72h_030,H9_72h_031,H9_72h_032,H9_72h_033,H9_72h_034,H9_72h_035,H9_72h_036,H9_72h_037,H9_72h_038,H9_72h_039,H9_72h_040,H9_72h_041,H9_72h_042,H9_72h_043,H9_72h_044,H9_72h_045,H9_72h_046,H9_72h_047,H9_72h_048,H9_72h_049,H9_72h_050,H9_72h_051,H9_72h_052,H9_72h_053,H9_72h_054,H9_72h_055,H9_72h_056,H9_72h_057,H9_72h_058,H9_72h_059,H9_72h_060,H9_72h_061,H9_72h_062,H9_72h_063,H9_72h_064,H9_72h_065,H9_72h_066,H9_72h_067,H9_72h_068,H9_72h_069,H9_72h_070,H9_72h_071,H9_72h_072,H9_72h_073,H9_72h_074,H9_72h_075,H9_72h_077,H9_72h_078,H9_72h_079,H9_72h_080,H9_72h_081,H9_72h_082,H9_72h_083,H9_72h_084,H9_72h_085,H9_72h_086,H9_72h_087,H9_72h_088,H9_72h_089,H9_72h_090,H9_72h_091,H9_72h_092,H9_72h_093,H9_72h_094,H9_72h_095,H9_72h_096,H9_72h_097,H9_72h_098,H9_72h_099,H9_72h_100,H9_72h_101,H9_72h_102,H9_72h_103,H9_72h_104,H9_72h_105,H9_72h_106,H9_72h_107,H9_72h_108,H9_72h_109,H9_72h_110,H9_72h_111,H9_72h_112,H9_72h_113,H9_72h_114,H9_72h_115,H9_72h_116,H9_72h_117,H9_72h_118,H9_72h_119,H9_72h_120,H9_72h_121,H9_72h_122,H9_72h_123,H9_72h_124,H9_72h_125,H9_72h_126,H9_72h_127,H9_72h_128,H9_72h_129,H9_72h_130,H9_72h_131,H9_72h_132,H9_72h_133,H9_72h_134,H9_72h_135,H9_72h_137,H9_72h_138,H9_72h_139,H9_72h_140
PELI2,0,8.264532174,7.374575549,7.58518054,8.443318592,6.266991991,9.482281712,8.02773008,7.228005315,2.474534559,5.134981227,7.365553539,5.310348292,2.812044919,7.900920731,9.180360387,8.249037708,0,0.831169433,7.02256703,10.4954974,8.006404815,0,8.555899382,2.610863139,1.02373668,8.571799167,6.177022746,8.092200088,4.511025054,7.979874269,5.033340806,7.155326883,4.276657304,0,8.815049228,0,4.968950514,6.498948228,4.300493143,2.27173224,7.010483795,0,8.113668783,7.665721101,5.889532285,6.164581301,7.803787741,9.304608775,6.619059393,7.781093818,7.365179177,0,10.15169189,5.143086938,7.287158343,0,7.754720584,4.754953775,8.043002853,8.902111654,4.328953553,5.149776506,8.246501051,6.424381639,6.793248986,1.290956022,8.445091349,1.25609372,0,6.30016684,7.402219411,0.673234448,0,5.46087298,2.890587738,2.502631578,7.11808274,1.609577,7.810482185,7.848735273,1.13953262,6.507721392,0,2.063997939,6.166543993,0.800756202,0.684191757,4.554873859,1.947121371,8.856453783,4.854640422,9.212379464,9.339849653,6.981725935,8.74889581,6.841400087,7.484138748,0,6.889157144,6.422920107,7.407426718,4.895571914,7.80002781,0.777167943,0,5.942430336,4.029742465,0,1.459192351,9.836522867,7.165796634,4.477291574,7.375957208,6.673149044,7.529217589,6.872577036,0.920189758,6.127175744,5.902629187,7.58089464,6.391690778,5.991218107,7.275856997,5.793009957,0.76287034,7.335569079,6.655169393,0,7.30841849,7.401221613,4.156383091,6.938079877,7.665848546,5.760164333,0,7.053776593,9.047054182
PENK,6.117681237,0.907097315,6.717170109,1.238565029,8.919207155,1.167410221,0.733907595,10.51457925,5.551284245,2.013850384,8.229593585,5.606389732,7.360947348,8.881536933,9.44330178,7.877914743,8.92731567,0.84486177,0.831169433,2.996487562,2.610990481,6.613494407,5.17051026,9.139201941,9.247719701,4.044190665,7.975446912,8.340305419,4.129677406,6.542799588,7.063530882,5.379815415,8.519609449,5.238951751,7.279497681,10.3997407,0,5.976260966,6.39097321,4.389019369,7.18228917,0,9.758832558,2.026050551,11.28165084,8.306956693,6.933784537,8.292298779,6.93824479,6.389670349,6.387852591,6.601456053,6.687357191,0,6.514428921,10.33908948,5.353379666,5.894167867,6.387693727,5.944217842,0,9.078172368,8.764276003,9.418854538,5.981198744,7.638176855,1.664643138,10.69634227,6.19379223,6.057590252,7.521887443,0,8.930777235,8.448842445,6.609285813,3.855294329,10.51509242,0,7.069911899,6.538360594,7.930849698,2.539130411,0,9.310776751,4.964566231,9.756629306,0.800756202,0,6.644150886,7.566045502,9.347244622,2.769636345,9.142353085,6.504346927,7.097875622,5.119372108,4.878657211,5.699721793,0.738730396,0,6.641082976,8.269075599,6.320500618,2.355815891,6.926477342,0,7.415049601,9.592161572,10.01031617,6.785897025,0,4.430845936,1.582286984,3.655454626,9.439370215,8.154489684,6.444654141,7.820696051,0,8.221320201,8.525750721,4.950926395,10.27963465,6.773024434,9.507269304,10.29307737,2.856476776,8.71677274,4.92723596,7.995782246,0.694028309,8.325552024,2.992732098,5.9689745,7.197723668,9.433521309,3.620867057,8.332553899
PER3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721119021,0,0,0,0,0,0,0,0,0,0,0,0,1.441687581,0,0,0,0,0,3.635890023,0,0,6.865342982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.763073192,0,0,0,7.77851376,0,0,0,0,0,0,0,0,0,1.511589118,0,0,3.590520387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.946750914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538289193,0,0,0,0,4.919733758,0,0,0,0,0,0,0,0,0,0,0,1.971407539
PGR,0,2.426625293,1.491802415,0.742455028,1.994974326,3.281337699,2.79391297,3.165585213,2.719281788,2.474534559,2.630556321,2.762142027,0,3.631300218,1.929328681,4.47854709,1.661261419,2.302376867,3.383390077,2.166803257,4.979714123,0,3.433505656,0,0,2.624309407,0.944800627,2.711067372,0,0,2.835205781,1.823688527,1.993521104,1.182211897,2.959698945,1.695412746,2.972393648,4.594597437,2.720329193,0,1.828909379,3.328521393,0.910211251,1.017419194,2.164687566,0,2.414309098,1.089593683,2.564592755,1.959761752,0,1.158401776,2.643967135,3.090937536,2.749051231,2.675486695,2.710490435,1.443500612,4.060347949,3.011442557,3.848061231,2.089008116,2.862522557,1.943443897,2.787908674,2.730405943,1.947714942,2.536831308,1.25609372,2.280719901,1.857475664,0.545445889,1.912686244,2.017403513,1.941904411,0,1.353733957,1.913646848,1.604719171,2.276187128,0.412932751,2.677144524,3.85118039,0,2.877147751,2.839810001,0,1.57736408,0,7.979178442,2.429785105,1.505341054,1.371877677,4.727222163,3.131218952,1.988913397,0,1.304583147,0,2.107961299,2.804454801,0.83194731,1.492849293,3.07277561,1.944077287,0,2.85823885,2.538952541,2.431426002,1.857708722,0,1.645131421,1.582286984,2.095286611,2.34599625,4.392940773,3.695858053,2.667707112,3.483050618,2.443467229,0.915017469,2.63990139,0,1.529364051,3.214941059,0.756933319,2.446248643,2.725312111,0,0,1.795425249,1.264628145,1.731154204,1.997456937,0,0.821469501,2.733613888,2.77463117
PHC1,2.722250321,0,4.849923342,7.263981319,7.091633152,5.930414686,4.189158742,7.347143295,5.451117229,6.084899472,6.220494321,4.116021827,3.725476099,1.736250404,4.267315949,3.108198265,5.409685658,6.986213384,4.444370471,5.62927931,3.05418834,3.427736756,2.165897429,7.105540385,1.200132287,7.713972717,6.437063364,7.877922853,3.134764552,6.824754981,6.034971473,0,3.351001745,6.252888809,5.534745715,6.290361152,6.256163172,3.640200058,6.452431614,3.598221878,5.108690786,5.559475141,7.017929111,1.319311545,6.952275579,5.281809375,6.188479093,0,7.000708659,4.304918838,5.056971553,6.411349617,7.127955582,8.037854101,6.669276343,3.505481627,7.78501225,3.771645667,6.60137295,4.970465276,5.667644958,4.880073887,6.344495255,4.191226639,3.549989916,5.22865871,6.37043398,5.704355456,7.247507094,5.170044308,2.058651804,7.068691814,2.747286319,1.52348928,2.985605,6.445753217,7.303177981,4.792992694,6.441819618,6.646771507,5.912477751,2.539130411,6.105992613,4.866956704,0,6.714761508,5.656295321,0,5.940224589,0,4.453770112,6.56125959,3.666243898,0,5.125850018,3.228209264,5.165833731,6.576336628,3.235576544,1.652488316,6.438271205,0,6.200907581,7.313990669,5.128846553,0,6.494847736,7.251426725,1.093562535,3.75960649,3.747095738,6.82205861,0.835504018,4.079787925,6.688225954,5.486271012,0,3.018495109,7.084226473,7.154789201,7.230634449,3.159666143,5.954082013,6.9481925,6.793704657,3.085982115,2.499547494,7.72558528,3.56864134,5.168791852,2.074687335,7.872923797,6.35551796,3.737040558,7.043799209,6.711850973,1.832637185,7.837325934
PHF21A,0,4.459854423,1.894760268,1.895021153,6.090997282,5.165521254,0,0,4.741173245,4.900459669,0.924770262,3.27441693,2.759830754,6.643075272,2.173438998,0,2.685827225,1.374168848,1.35515942,1.456877967,0,2.157476546,1.263385589,3.735602655,2.610863139,0,0,5.41584716,3.140460618,0.87852911,2.553360753,2.877671001,0,5.484365117,1.160212043,4.85716944,2.14820803,6.459454045,1.517734548,2.854996012,4.583408132,6.409116731,3.156054506,5.916693537,0,3.132739445,6.221507886,0,3.098098146,3.757368422,4.260216565,0,5.082633616,4.27175404,3.344316929,0,5.708086222,6.923458298,2.51790511,1.924351124,1.880597073,3.028854064,3.379799503,6.079678396,1.134617276,1.932897105,0.785300069,0,2.712359409,6.587870361,3.728227626,0,0,0,4.878786578,0.715078465,6.435712034,4.286318802,3.841525659,0,3.730497263,3.564118088,0,5.354842221,5.169755824,3.776469239,3.843607211,0,0,5.992351443,3.527510285,4.112217037,0,3.830237253,5.110813204,5.45837417,2.395828268,0,5.133565225,3.213664927,1.587504592,3.781507981,1.683802003,5.153733425,6.273752404,5.118046486,2.370768677,0,3.923628759,3.149413482,3.667945145,4.804862615,1.582286984,0.87076758,4.350464667,6.661242216,2.803101002,4.486504601,1.18642812,6.235749928,4.649150318,2.542849829,2.742429725,3.086079994,1.751555776,3.602862168,6.007110836,2.042067036,0,2.886802495,3.444231205,0,0,5.115977525,3.524593034,5.405937513,2.25322214,0
PITX2,7.927276513,2.170269518,5.384706988,3.867537872,3.801967354,6.742026807,4.946786767,6.349675234,6.977099157,7.708347036,6.204941506,5.562920724,7.148201761,1.840441889,5.861399419,0,6.366627247,5.93058459,5.041952749,6.405423322,2.610990481,6.203359829,6.178511456,5.859584334,1.015596115,6.538427372,6.435911476,2.072781755,5.58037249,3.095333593,5.704180618,6.698551253,6.740956229,5.13497222,6.6319012,6.446086954,4.039792757,3.685247545,0,3.611529708,6.773970186,4.675415217,6.488826469,0,6.42552082,6.4122653,3.806522433,4.251738379,4.268807838,5.501852656,0,4.934063723,5.933164091,4.858643066,4.089472429,1.054993178,5.99256637,0,5.188093741,5.782656108,7.05662107,5.444268614,6.555316228,2.937986042,2.802816793,6.480652365,2.909015891,5.843902974,4.84647479,5.640483454,6.423476532,6.923066826,3.310290832,0,7.446004874,0,5.000254562,4.593383115,7.528016582,5.984023023,5.61079984,2.204544284,8.095191352,6.009150461,5.741296227,6.733671505,7.548787306,4.474958656,4.807641965,2.746761467,6.338364757,6.814513649,4.77967284,7.472097324,6.132538975,4.097013241,6.142119236,6.044623279,5.289697325,5.860754079,5.166635067,5.021856774,5.031918682,6.19950589,2.892171558,6.625415606,7.985364171,3.426087349,2.538700906,2.832566783,7.556509443,5.296447961,6.076417697,7.064171434,6.19953524,2.94126157,4.892443157,6.104749229,7.568572461,6.807185621,6.322589721,7.620366236,6.271879811,5.591941161,5.662893848,5.347708445,5.087283743,6.133962274,5.409333222,6.22027919,6.451066369,3.611316628,4.790731986,5.358718379,7.45529098,4.98587402,2.733613888,7.05140503
PLAGL1,2.859150748,4.276544482,7.342552139,5.737309014,2.901862826,0,0.733907595,3.689293764,6.587108675,5.10536169,5.576396959,4.502611499,1.449931271,8.84688335,6.315526733,0,2.911000381,1.374168848,0,0,0,6.712047493,0,5.145181894,8.144656783,5.569643587,3.504243356,0,7.190156767,6.071279859,6.56387203,1.182644864,3.099080257,5.45587631,7.569541533,2.453488766,5.952604778,3.825991685,6.203064328,0,6.948704011,5.215576806,7.543315381,6.720798847,5.458301597,0,1.288976907,2.73133632,6.748336849,6.619059393,5.740645555,6.984979112,1.093569032,0,4.089472429,5.149205223,4.785954933,1.443500612,3.680183186,0,0.619605369,5.292607368,0,0,5.338242623,3.377684484,2.417030056,1.138016612,3.222014567,7.427030877,3.906239247,5.462871754,0,0,6.650683732,8.316753355,8.026835872,5.618325741,6.394754964,1.18717441,1.788576059,0.679467215,1.700388445,7.172460945,0,3.355986919,0,1.146396568,6.000293022,0,1.462184625,0,4.943750116,7.891134891,3.01152485,5.833182216,7.422043355,4.108743654,0,7.102384503,2.582143017,6.936796529,6.576069007,0,3.93312578,0,2.991609929,8.108505036,6.731796046,4.459072702,3.581556801,3.626213884,5.723981178,0,5.644126309,4.395232816,1.76203243,5.646163518,0,5.190448712,5.253146881,6.17882158,0,0,2.790362754,4.453247504,5.837489248,7.594344152,6.757072605,6.394922515,7.884962224,0,6.732179186,5.983536461,4.107286367,7.753718879,0,0
PLAU,3.376265534,4.622476769,6.009751194,8.381245658,7.069291517,9.598058958,6.742841976,8.404224943,6.464465998,7.769896829,5.802226747,3.040898466,3.765834443,5.110127392,5.202101707,5.816674803,7.651911978,5.202581068,5.203194823,1.456877967,0,7.769958174,6.000592573,5.575588606,5.984726589,8.867389019,6.315813696,7.080273553,5.445096673,7.173761926,7.932932648,8.774139774,5.162537432,6.439347271,6.840135937,8.604910752,6.366816189,7.745162104,9.044242625,7.525400388,6.903277015,6.705710319,4.282864836,4.733753606,3.517411719,6.941085658,6.809326021,2.73133632,6.458993155,5.591049933,6.943600227,4.991068475,4.710747537,6.255886925,3.989061486,7.807767582,6.844353498,4.743999659,6.297576206,5.758024831,5.421003696,6.084100602,9.079510117,8.802504714,8.463807335,6.381728483,3.951309422,7.094747313,7.897508039,1.193078592,7.549090508,9.209299819,10.59698965,7.686603131,1.275640287,0,9.386261111,6.474660994,7.804783829,9.066364519,9.069580689,5.065382857,6.768110942,8.302354112,5.606487131,7.635207034,2.23574847,4.912959942,7.224297356,10.14497723,6.337425599,0,4.594511606,7.12414338,4.954019607,1.341736968,7.025745075,7.913461146,7.137090522,7.095153727,6.816824902,6.953743968,7.284398019,6.840328142,6.892038329,2.701923192,6.198820654,7.196802966,6.05522952,6.438420177,5.601222797,8.069591376,6.673156497,7.402414135,4.276385812,8.202232153,8.087768951,8.045745647,7.314785603,8.466448621,6.788015833,4.758511335,5.706742651,6.473446724,8.124885089,8.120258772,8.379996255,8.507700057,7.557414658,4.544179953,7.395674682,9.134547141,6.586723622,8.499582403,4.371762079,4.585933199,7.536097606,9.103925052
PLK1,0,2.644228264,4.387942397,0,4.742774077,2.244352565,5.842141673,0,5.480711342,0,1.483758433,0.923357834,7.864296626,3.607056494,1.929328681,0,3.919310568,0.84486177,5.041270196,5.535230357,0,6.451762646,4.036189188,3.992277513,0,0,0,5.773488013,6.242333208,7.032233354,7.513245723,0,0,3.820701083,6.519683452,0,1.837772287,0,6.556489859,5.105684385,5.736876029,0,0,0,6.968686655,0,1.288976907,0,0,6.516529321,4.099671912,7.342905972,0,0,1.100674783,5.860391516,0,0,0,3.867523986,0,0,1.032436933,5.356863767,0,0,0.785300069,2.268580674,6.511773197,0,6.653694459,0.559425052,0,7.516826296,0,7.546881209,0,5.006201274,1.018500134,8.052597148,5.987235496,0,0,8.08250982,2.845568323,0,4.966214956,0.684191757,6.644150886,0,2.939219079,2.769636345,0,5.910713547,4.001022775,2.024718884,5.853926339,2.788694904,8.417430549,3.450544953,0,5.677735484,4.895571914,7.105255917,5.048358365,6.003640502,4.249202977,0,0,0,0,7.326467627,7.326687742,3.215112526,0,0,1.76203243,1.477536604,4.420493963,6.054897216,6.338974434,5.927413756,0,3.300711264,1.275203114,0,2.66690811,1.521558866,7.309687966,0,0,0,0,6.395950221,4.277195381,0,0,0
PLK2,0,0,6.474135178,8.775193276,7.17227965,4.550252132,0,3.689293764,6.389399964,6.452854201,5.655666822,0,7.885972376,0,0,3.25056363,7.06179467,0,6.8226572,7.099302134,0,0,3.233198705,8.983237669,8.41031162,2.035460156,6.910465966,0,7.241081342,4.709014724,0,1.182644864,2.009880756,0,5.741018362,8.550216221,6.723823925,4.549018718,0,0,0,6.364786941,0,3.20074853,4.792247054,1.557163575,0,0,4.566125679,4.532144028,4.76737797,4.748144733,0,6.083234086,3.498371862,2.675486695,1.535616886,7.622470723,0,0,1.051657266,7.785437802,1.032436933,6.304822408,0,0,2.909015891,7.192733593,0,0,0,7.3618257,0,0,0,4.384654077,0,0,6.284215818,8.058137909,0,3.635686578,0,0,8.150497045,0,0,0,4.248209521,6.233756445,6.835593128,5.300408424,2.107180007,7.501929286,0.913048637,0,8.649983309,7.279841769,0.738730396,5.662839362,6.019035893,4.882797525,7.908869468,0,5.769037902,3.211016984,0.761592555,2.164036673,0,2.643540348,8.963229706,1.274117899,0,4.546780898,0,0,2.531945876,1.477536604,6.476318738,5.639064765,5.907839102,6.425628173,0,0,5.522843004,2.555335926,2.191281946,0,7.661460192,0.847625526,1.160654905,3.002389949,4.201594566,2.878621366,7.779406605,0,7.297831251,8.880424434
PMAIP1,0,5.169654147,3.774714161,0,0,0,5.56741271,0,4.741173245,1.333019019,0,3.732384104,0.657472439,6.579600911,1.635329273,0,0,2.53020958,0,5.996047905,7.851220179,5.725743182,0,0,3.613427811,0,0,6.144691108,0,3.095333593,8.044820003,0,0,0,0,0,0,4.549018718,2.240870277,7.282654717,3.312431975,0,7.225016436,4.987722648,0,2.963402901,4.90067082,3.969549479,1.531430383,6.076163114,0,0,4.341859306,0,4.88819498,1.054993178,5.212699677,0,3.807418828,4.657014633,6.122387388,0,0,0,0,0,0,0,0,4.038858836,5.060018962,3.388690474,0,0,0,4.701622651,1.353733957,5.563188096,4.034495404,3.643113862,3.730497263,0,0,0,7.392534733,0.823673724,6.550773677,0,5.375329932,0,5.276328597,6.098128452,0,0,0,0,6.928122691,0,7.606774887,0,5.58164904,6.000664506,0,5.608173547,2.191820652,5.37892141,0.761592555,0,0,5.42589749,6.308609034,0.773367218,1.582286984,0,1.015089584,0,0,4.542821674,0,5.762181137,2.747064267,5.308124887,2.14247177,0,0,2.852596015,2.191281946,0,0,0,5.384548345,0,2.765499304,0,4.698053243,0,6.064594592,0
POLB,0,7.047563498,1.894760268,4.591789001,8.265159511,4.76382104,7.34111807,5.427414798,6.427421154,5.838292456,7.203947494,8.734818103,6.482555313,7.539048558,6.263730042,8.503779687,6.913334425,0.84486177,8.57740263,4.20565576,0,5.90310459,8.329723702,6.425396881,6.316034081,5.904271132,7.872777968,0.849392971,0,7.870999467,7.231699207,7.162206421,8.954180314,6.692422088,7.447114922,6.247857136,9.659025115,7.951307307,2.720329193,7.234964547,8.227202112,6.271336415,8.599545028,8.189328614,4.109129423,6.991845644,5.095991199,7.411553202,7.214089786,5.946953614,6.012766975,6.405699911,8.92980402,8.282167777,7.15910609,9.038491005,8.26986555,6.124989839,6.762537811,6.853273351,5.932697663,9.008553471,7.663749903,7.573125746,7.198332835,9.024144192,7.858237363,6.214275133,6.716305032,5.602790754,8.534963327,6.573767475,6.715678403,7.324508897,7.071556925,5.047827353,9.577690784,8.546989795,6.943354086,7.928694842,7.034535792,7.822845839,6.276051299,7.681675162,7.523032449,8.408368682,7.623811546,7.354230118,8.106205101,2.746761467,6.398735171,4.011704582,5.839057918,6.447956635,8.524880519,8.467399594,6.170856976,7.593028254,5.69548468,7.350104136,9.136250054,9.647672088,1.981967109,8.878196085,7.60865648,7.81385835,6.764175225,7.222053784,8.161023297,8.680125088,5.557078068,8.045006804,8.154187831,3.91521536,7.029790825,6.797449327,6.086808618,9.166981162,7.919711924,8.407074069,3.841116808,6.677722274,8.157843124,7.822704076,8.036598062,8.360780408,8.675223728,8.22163285,8.382649978,0.847625526,5.725052169,8.325552024,7.107228141,8.315816371,7.285307005,6.479434113,5.273316075,8.136809193
POLR1A,0,0,0,0,5.401601941,0,0,1.50119036,0,0,2.199602517,0,0.657472439,3.501412146,2.871795036,0,0,2.53020958,1.35515942,0,0,2.985987908,0,3.423161626,0,0,0,3.703337727,2.63506648,2.122341295,1.15290919,0,0,0,0,5.480735551,3.498034522,0,0.949875004,0,1.186717332,0,0.910211251,1.608141666,1.732252759,0,0,0,5.156366497,4.59214716,0,1.792522371,0,0,0,0,6.301296284,0,0,0,0,0,0,1.537957365,1.134617276,0,0,7.094747313,4.353234454,0,0.906564958,0,0,0,5.350134699,0,4.50970746,2.902910483,3.734410623,2.884659769,2.835286144,0,0,4.306504591,0,0,0,0,2.459675174,0,3.41330834,0,4.382037633,0,0,0,0,0.798055082,5.264820694,4.944734427,0,0,5.126337075,0,0,4.012871635,0,1.258620414,0,1.857708722,0,0,0,6.054462344,0,2.117832415,0,0,6.455075842,0,1.538289193,0,0,1.896973729,1.751555776,0,2.856476776,0,4.467697306,5.111888552,5.914283858,3.611316628,3.655313573,3.964886614,0,0.821469501,0,0
POLR1B,0,0,2.688463633,1.263290621,0,1.804120827,3.912507944,7.779108905,0.760419935,8.51783446,0,0.784925584,0,0.895612073,4.790949395,0,0,0,0,0,3.481217176,5.931200957,6.479567034,3.727856477,4.063895424,1.00157375,0,0,1.45277767,0,5.356478143,0,4.373237043,3.778072151,2.57036843,1.106300127,0,1.213006622,5.255261839,0,5.296568403,0,0.956705801,0,7.343506592,0,1.42704298,2.132386911,1.525125845,5.624394974,6.739950449,5.754690549,1.492838132,3.557575585,5.519364203,0,5.429735532,7.978980318,6.02678736,4.627403937,0,0.682356038,5.560063612,4.579124854,0,1.530171576,1.299461841,1.023378146,0,1.294919699,0,0,7.814597189,0,2.765096515,5.30848757,1.743794285,5.866924025,3.560934762,0,2.227157634,5.891765165,1.76866133,7.306916897,0,2.490427198,3.413269369,8.532241123,0,1.947121371,3.831330565,2.996972934,0,0,0,0,1.292398439,0.669937829,4.569006602,0,0.729838729,6.578946018,3.990202177,4.303101646,4.382946312,5.125462083,0.761592555,0,2.244481512,0,0.810147296,6.211595409,2.904692806,0.890247932,0,7.013518776,0,6.422328439,1.18642812,2.117929183,3.933925751,5.732660744,1.164044916,0,5.328312506,8.689460638,5.695752674,0,0.811071906,0,0.694028309,0,2.495660977,0,4.837802882,0,1.527937172,0
POLR1C,0,5.592890793,0,0,5.677304926,0,5.484366514,4.830936098,5.551284245,0,5.372505929,5.495389455,6.036931423,0.895612073,0,0,4.283720873,1.760552224,2.041420916,3.903143691,0,6.269583823,0,5.005673396,4.984231266,6.828027613,5.747635707,0,2.4177484,0,0,3.635676428,0,5.775602176,2.0311329,4.679516601,6.366816189,0,4.65674447,5.007871611,4.86193176,5.854478237,5.310707627,0,3.517411719,2.550129334,6.499844605,0,5.770048979,7.18486411,0,4.189777322,4.875304696,1.054803378,0,6.582530978,2.743594902,0,5.140548094,1.517917623,3.794407164,0,0,5.422376871,6.231267109,6.540113823,2.600306682,3.561575796,6.677496284,7.560826348,2.425696734,4.211497168,6.223614046,0,2.395936741,2.616494142,0,5.563188096,6.376167801,2.610759885,2.563029924,1.13953262,4.807283505,0,2.529109202,4.881985942,3.985525896,3.420728258,5.375329932,0,5.275675046,2.499651513,5.159430268,4.981022772,4.288611684,0,1.941805348,0,1.587902639,0,4.08427808,0.807423451,4.106576434,0,4.531485349,3.099580492,0,5.321737383,0,5.854498871,6.435950292,5.16001137,0.73536088,0,0,0,0,5.593810936,5.929947874,6.59168985,2.747064267,5.650746653,0,6.382155746,4.317428444,0,5.881800624,6.391426713,4.815704709,5.790993419,4.499705943,4.367171024,6.478283624,4.823964361,5.940690059,6.192140517,0,0
POLR2A,0,3.629763767,1.491802415,4.508060606,4.514086894,0,2.800794112,0,2.721731854,3.103743667,4.708997966,4.139885216,1.958502674,1.444029856,3.612956,5.921760525,3.811757816,3.1636479,0.831169433,6.405423322,4.73043065,2.985987908,2.378997855,3.992277513,0,3.743960678,4.192847304,2.324440039,1.850406848,3.095333593,4.180359287,4.497531335,2.009880756,4.066617545,0.693722333,4.741197082,2.975545276,1.213006622,4.546025611,4.105262292,2.27173224,1.841778315,4.282864836,2.026050551,5.765975687,2.288504523,0,4.334739563,2.595009008,4.59214716,2.818478088,5.2465223,2.138172025,4.747303682,4.089472429,3.557910445,5.59926102,0,2.51790511,0,4.183212962,0,5.844378841,4.324688749,5.807296754,3.723804357,4.308136539,4.573790686,3.422148307,3.921285258,2.832290098,0,3.024271602,6.340282858,3.927007471,4.245193668,3.979971376,4.979359941,1.018500134,2.884659769,4.926367364,1.13953262,0,3.008136604,3.398391867,3.243208915,3.412264194,2.940132358,2.459675174,6.918312666,2.429785105,1.73454445,2.575971697,0.762128193,3.29722137,3.553598923,2.395828268,2.44162504,3.831917008,0,2.319221496,2.954335575,3.977423446,3.64763017,1.279487219,1.908176361,3.829023488,4.202288718,4.226416395,0,3.289445634,3.353366828,4.601012147,6.018031844,4.198296323,0,2.803101002,4.748384009,5.959828445,3.304357507,4.181141398,4.536425547,2.742429725,3.487507955,4.034470744,4.029540563,4.235386751,6.2684303,4.0081185,4.445458835,4.613307025,4.462038639,4.208852468,3.708572738,3.604662722,2.671392075,2.25322214,4.422941853
POLR2D,2.859150748,4.944584212,5.287635749,5.893954252,5.723553624,5.981383757,6.892871405,3.596269269,5.801095193,7.097947117,3.916057367,4.253617662,6.324425135,0,7.267258452,0,4.363586356,6.556779465,5.209588073,7.581982551,0,6.603771983,5.470344159,4.884535976,4.484459014,2.035460156,5.354990784,0,5.867943488,5.560499766,3.352454327,4.115302992,0,0.960043185,5.597723026,5.385052312,5.889051572,1.253452418,0,4.739481008,6.137395217,5.377261831,6.120746151,6.584704433,5.97564057,3.54659931,2.820260216,6.581748925,5.369306799,6.456077602,7.008691228,7.308781778,4.626490172,1.054803378,6.586645926,6.558978359,5.401492503,6.336567647,3.668161897,1.927888797,1.051657266,6.556137404,5.522821513,6.098840516,3.634362038,5.956275926,3.478037238,7.03470872,6.706939979,8.306367442,5.594126334,5.065243188,5.145926281,0,6.877024325,6.273275801,5.511539563,6.898268027,7.51229551,4.939777696,7.359769865,0,5.537534224,0,7.089699016,2.539014854,7.499768817,2.236837134,6.098325411,0,4.849914581,5.318614782,5.920119262,0,6.089972248,1.713179303,5.294674044,7.128108131,7.835167898,4.595486866,5.339396405,6.519440567,6.684532212,5.929448852,4.124160281,4.41597556,6.722794212,1.659301637,6.541569081,0,5.023817853,1.645131421,6.286485209,5.834127398,3.835253996,3.530533492,7.271490168,5.363044471,4.390090629,6.787462994,7.004089556,7.029074743,0,5.522670076,4.890785768,6.531569976,6.934065695,2.258723617,7.600565749,5.208952113,5.5458692,6.674478853,4.84530943,6.657852559,6.669781565,5.130967556,6.181536367,1.960619285
