X,H9_36h_001,H9_36h_002,H9_36h_003,H9_36h_004,H9_36h_005,H9_36h_006,H9_36h_007,H9_36h_008,H9_36h_009,H9_36h_010,H9_36h_011,H9_36h_012,H9_36h_013,H9_36h_014,H9_36h_015,H9_36h_016,H9_36h_017,H9_36h_018,H9_36h_019,H9_36h_020,H9_36h_022,H9_36h_023,H9_36h_024,H9_36h_025,H9_36h_026,H9_36h_027,H9_36h_028,H9_36h_029,H9_36h_030,H9_36h_031,H9_36h_033,H9_36h_034,H9_36h_035,H9_36h_036,H9_36h_037,H9_36h_038,H9_36h_040,H9_36h_041,H9_36h_042,H9_36h_043,H9_36h_044,H9_36h_045,H9_36h_046,H9_36h_047,H9_36h_048,H9_36h_049,H9_36h_050,H9_36h_051,H9_36h_052,H9_36h_053,H9_36h_054,H9_36h_055,H9_36h_056,H9_36h_057,H9_36h_058,H9_36h_059,H9_36h_060,H9_36h_061,H9_36h_062,H9_36h_063,H9_36h_064,H9_36h_065,H9_36h_066,H9_36h_067,H9_36h_068,H9_36h_070,H9_36h_071,H9_36h_072,H9_36h_073,H9_36h_074,H9_36h_075,H9_36h_076,H9_36h_077,H9_36h_078,H9_36h_079,H9_36h_080,H9_36h_081,H9_36h_082,H9_36h_083,H9_36h_084,H9_36h_085,H9_36h_086,H9_36h_087,H9_36h_088,H9_36h_089,H9_36h_090,H9_36h_091,H9_36h_092,H9_36h_093,H9_36h_094,H9_36h_095,H9_36h_096,H9_36h_097,H9_36h_098,H9_36h_099,H9_36h_100,H9_36h_101,H9_36h_102,H9_36h_103,H9_36h_104,H9_36h_105,H9_36h_106,H9_36h_107,H9_36h_108,H9_36h_109,H9_36h_110,H9_36h_111,H9_36h_112,H9_36h_113,H9_36h_114,H9_36h_115,H9_36h_116,H9_36h_117,H9_36h_118,H9_36h_119,H9_36h_120,H9_36h_121,H9_36h_122,H9_36h_123,H9_36h_124,H9_36h_125,H9_36h_126,H9_36h_127,H9_36h_128,H9_36h_129,H9_36h_130,H9_36h_131,H9_36h_132,H9_36h_133,H9_36h_134,H9_36h_135,H9_36h_136,H9_36h_137,H9_36h_138,H9_36h_139,H9_36h_140,H9_36h_141,H9_36h_142,H9_36h_143,H9_36h_144,H9_36h_145,H9_36h_146,H9_36h_147,H9_36h_148,H9_36h_149,H9_36h_150,H9_36h_151,H9_36h_152,H9_36h_153,H9_36h_154,H9_36h_155,H9_36h_156,H9_36h_158,H9_36h_159,H9_36h_160,H9_36h_161,H9_36h_162,H9_36h_163,H9_36h_164,H9_36h_165,H9_36h_166,H9_36h_168,H9_36h_170,H9_36h_171,H9_36h_172,H9_36h_173,H9_36h_174,H9_36h_175,H9_36h_176,H9_36h_177,H9_36h_178,H9_36h_179
NEDD4,4.943768063,7.521401168,3.417001896,2.558273689,6.026835822,7.010444059,5.755394262,5.893469061,0,4.152182567,5.883301582,0,5.865296012,0,3.731730992,2.726720212,5.514336957,5.710961123,2.159860635,0,4.737133096,0.802108526,0.914234188,0,0,0,0,2.321366331,1.409520488,8.333311632,5.787648354,8.535665133,6.850394469,6.127886666,0,0,3.801839824,6.15401127,0,4.77093884,1.92212754,2.669755859,6.744158382,2.253456019,0,3.348664188,0,0,0,5.086560458,3.315515893,5.77007202,6.241656675,0,5.808847403,1.837916002,6.840577746,6.322246491,2.350983042,7.01588325,7.418622802,0,4.357792767,7.070807188,4.412817861,5.375682956,6.121858282,0,8.174623521,7.864957961,0.780441421,0,0.906165368,5.273661412,0.800709926,1.714037408,5.205219057,6.971223051,7.866950983,5.907675122,3.784503493,3.958167921,6.90596406,1.221396341,3.849572728,0,5.478866258,0,7.618581392,2.609387072,5.844631522,6.961565659,5.663682426,0,3.275585756,8.00816948,1.423163249,6.049503729,3.69536856,2.018788163,7.386276299,3.601471396,7.235338388,5.83991896,6.683911582,0.758671117,5.443135096,0,3.168662563,4.093169376,0,3.960591068,5.575111848,3.528959861,3.278507115,4.624980755,5.585237451,4.799112532,5.287912499,5.919604731,4.574011322,6.230618209,0,3.339654354,4.577326033,2.628541278,6.014458287,6.487200743,5.910817675,1.89458149,1.173943565,1.307087761,4.364737182,4.767382792,0,5.935614013,4.299571002,0,2.483616501,2.368556944,5.789284416,0,5.244257671,4.442820375,5.989820079,5.044279768,2.007095836,3.915097254,6.530331024,4.178365286,5.752137596,6.239374768,6.975413655,3.893152958,6.120315437,3.681495456,6.553629792,0,0,6.592125897,5.221073513,5.114510969,10.84078847,6.923413785,0,6.573500693,4.253654087,3.169130034,7.306705363,6.03384158,0.787633758,4.410528905
NEDD9,0,5.34098124,0,0,4.054554123,0,0,0,0,2.200288402,0,0,4.700516287,0,0.863147817,5.373659789,0,4.300310036,7.970092158,0,0,0,0.914234188,0.944582893,0,0,0,0.999648923,2.577601787,0,0,0,6.397114539,6.856576616,0.833736786,0,2.410212942,0,7.625265008,5.595257179,3.428189777,10.78141502,0,1.528130503,0.885626401,2.022314344,2.25258339,0,2.714667933,7.809531569,0,5.929016453,2.335591385,0,0,0,1.832935047,0,0,0,0,0,5.557624402,5.862652585,2.956630682,6.02578885,5.862961192,0,6.367996658,0,1.95256668,7.967468948,1.856855486,1.122753502,3.98542411,2.144426599,6.595605671,0,0,7.184462333,2.395062372,0,0,2.501064594,5.715472664,4.025223953,0.683031866,0.873857349,0,1.433394584,0,6.809061964,4.271091734,5.2373635,0,1.709071004,5.182545359,1.785040455,1.31863387,1.012552589,0,1.009028263,0,0.753879865,0,0,1.777746491,0,0,0,0,0,4.735386105,3.978227822,7.335671346,3.682294846,0,0,0,7.662219757,0,3.86390026,0,1.333769768,0,6.020947739,5.237183072,0,3.829584508,0.74806208,0,6.830265262,2.34591393,4.604064187,0,2.574873163,6.11411905,5.635366636,6.974711543,3.421770978,3.768409177,5.693838967,0,0,4.433273549,7.506091113,3.330438919,4.946181783,0,4.369568201,0.794671967,1.440320283,0.787262911,1.076304317,0.679386182,1.803480332,0,0,3.080155266,0,0,7.021996912,0,1.938294744,2.718094793,6.295525209,0,0,5.960261502,1.712437928,6.90865768,0
NFATC1,2.019354494,0,0,0,0,0,0,2.959058387,0,1.136565912,0,2.068038528,0.60488933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772101523,0,0,0,0,0,0,0,5.651372232,0,3.468526599,0,0,0.908225662,0,0,0.876738044,0,0,0,0,0,0,3.361104494,0,0,0,5.975037218,0,4.113359271,0,0,3.20217245,0,0,0.801018321,0,0,3.744052897,0,0,0,0,2.645814154,0,0,0.906165368,4.811743535,0,2.971282375,0,1.113445213,0,4.069341113,5.13257633,0,3.562080951,0.73626841,0.770694972,0,1.144712387,0,4.300310622,0,0.755833795,5.292849148,5.50656212,0,0,0,3.098921231,3.536121576,2.949411903,4.19354449,0.893099627,0,2.004925313,1.246495397,2.901843332,1.620959046,0,0,0,2.483023485,0,0,0,0,0.976038746,2.683815666,0,0,4.149737714,0,5.496617599,0,0.603870567,0.815823166,0.885308228,5.004682264,1.785705296,0,3.764259979,1.89458149,0,0,0.861371572,0,0,0,0,3.086330135,0,0,0,3.793833338,2.288232984,5.081136259,0,0,0,0,0,0,2.618891794,0.892900421,1.29372027,0.636277792,0,0,1.162962194,0,0.870709232,4.654648788,3.071763331,2.015044044,6.040781534,4.131182446,2.718094793,2.982864252,4.665676908,0,0.550014103,5.492645847,0,0
NFATC3,5.525030511,4.906407884,3.681739163,3.43029189,5.084646582,1.852324944,4.895111231,5.595397323,3.628422276,2.498366849,6.086489933,0,5.549541751,0.836014062,5.925695881,6.470277428,0,0,3.923121442,6.80703489,6.950053357,7.175165224,5.11326712,3.220591732,7.620779962,0,0.772101523,2.584377326,1.701692947,1.783262814,7.337282023,7.320380372,3.452048931,7.456382725,6.828461411,6.989529577,3.034311919,2.050933026,1.001615686,4.675172663,1.259970026,0,1.810918778,6.760151225,2.388970115,3.486435262,1.811568029,4.603924904,0,0,1.08369441,0,2.227148944,5.447701415,3.726297493,6.509737601,6.582203934,2.035596987,5.806401806,6.786283343,7.221320698,6.018821617,0,3.29251253,5.78410362,2.459971159,3.40491597,0,5.211441073,6.137288438,6.496392451,3.404379683,5.537637754,6.847331683,5.223266034,7.473788495,6.345693341,7.261472912,4.227469437,3.048953806,4.478971301,3.958167921,3.084857133,6.527054967,5.827342038,4.980226643,0,4.603571173,6.486506834,1.433394584,0.755833795,1.530697142,5.934358778,1.752410614,3.858802954,0,5.612625725,3.430971007,1.600386495,7.731823192,7.371341868,7.339816666,4.469627363,5.769060259,2.654607683,4.770479961,3.421641574,5.096816945,4.857746287,1.623449143,0,6.040065517,3.912762501,3.066980515,4.597493479,5.624584879,2.713744614,7.199792546,3.720468261,5.099344348,2.690774754,4.736951887,5.321355864,4.746047771,0,3.506907598,6.217930448,6.380644634,5.048731863,5.089980699,3.761578902,4.280228359,7.759061788,5.779449417,0,6.586221925,5.814156799,6.834777796,4.331805938,6.179633956,6.51228907,6.639331144,5.533564576,4.439950108,6.147893113,3.786486983,6.54851087,7.537370072,5.000342721,4.108552421,5.422129559,4.311206764,5.699884526,4.587867056,6.763690759,3.93744078,5.695043143,6.120051436,4.437801135,4.834701752,4.660120669,5.054919902,0,2.449224585,4.015933666,3.964144537,6.222020672,6.021487208,5.938591639,5.9477543,4.229884038,3.136668952
NFE2L3,0.818446406,0,0,2.651046339,0,0.903248126,0,0,0,0,0,1.187302028,0,0,2.632423693,0,0,0,0,0,6.1179589,0,0,0,0,0,0,0,5.922045276,0,0,1.320993819,1.801557423,3.728424255,0,1.017918417,5.555579865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22358653,0,0,2.474750382,0,1.537143048,6.785869909,0,4.294025335,0,3.478277117,5.488484754,0,0,2.106997541,3.089519456,7.448037178,3.404379683,0,6.917876159,4.492928946,0,5.449923207,0,5.389358165,0.753969019,2.395062372,0,1.805245902,0,0,3.111215178,4.305300614,0,6.778929343,0,0.755833795,0,0,0,1.550778516,0,0,0,0,0,5.688531615,0,0,5.750236361,6.315511635,0,5.990515837,0.840749311,2.476882008,3.235151803,0,3.818847568,0,0,3.278507115,0,0,0,1.599455393,0,3.311645891,4.879056967,0,2.824241994,0,0,3.726760279,0,0,0,0,0,0,0,0,4.330876141,2.340156879,3.699254712,0,0,0,0.778180475,0,4.384301145,3.675151605,0,4.330910274,0,0,0,0,0,0,1.076304317,4.681437345,0.698354693,0,4.43695882,2.364878766,0,0,2.869505864,3.269730166,5.0488437,7.134434761,0,0.880273385,4.633734916,0,0.814794143,4.085535,1.028089196
NFIA,2.019354494,3.994056844,0,4.361775298,0,0,3.183905636,0,4.423617064,0,2.857792892,0,0,0,0,0,0,0,0.587810399,0,0,0,0,0,3.562242529,5.227384023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.258051478,0,0.876738044,0,0,0,0,0,0,0,0,0,2.957640811,0,3.586355531,0,2.143006385,3.824728105,0,1.94609011,0,0,6.382775855,0,0,0,0,0.74839143,0.633499126,1.327651306,0,3.404379683,0,0,0,6.295473399,4.736275974,0,0,4.477625922,2.395062372,0,0,0,1.27033929,0,2.689207932,0,3.371736732,2.609387072,0,0.760926685,3.815248264,0,0,6.765552721,0,0,0,0,0,0,2.004925313,0,0,0,0,0.840749311,0,1.339266422,3.377651447,0,5.450523262,1.03865449,0,0,0,0,0,0,3.449045179,0,1.355786192,1.333769768,2.133772904,0,1.785705296,0.773727932,0,0,0.703222992,0,0,0,0,0,1.781630884,0,2.668680485,5.838379093,0,0,2.288232984,4.19299263,0,2.070299482,5.096639063,0,3.502822904,2.971266907,0,5.563202916,1.667842856,0,0,0,0,0,0,0,0,4.155565337,0,0.557863228,2.718094793,0,0,0,0,2.261601726,1.294242358,0
NFIB,7.710373299,6.258322992,6.83222342,9.606752263,5.384626708,6.930356658,6.588780932,1.824181687,8.223109184,7.54518424,6.997366256,4.093761027,7.734506633,7.325611341,7.720878767,6.274728932,4.748616069,4.827971172,8.274801172,7.366761368,7.893193868,4.39769936,7.567546507,9.66877292,5.718628118,7.147338109,6.436699425,5.491166467,6.316203781,8.248853747,9.312912191,7.613160332,7.409777113,2.484263296,2.045856414,6.679121349,4.895796289,6.941138584,3.587923211,6.150787116,6.086519843,8.792677198,3.733438925,7.708705302,2.388970115,7.189342329,5.489579221,4.913938463,8.524548907,1.021895868,3.315515893,1.493636171,5.749386761,6.260367697,7.859494051,6.068024423,5.532092429,8.173453869,6.225562545,5.729375713,6.878161927,6.682282256,8.485070719,4.957005385,5.486951005,8.015374792,1.464677314,1.895176523,7.267848789,4.411611953,8.270910813,7.357540401,6.437255276,4.393661445,6.034368382,4.266502747,5.885334017,5.111463459,5.215408484,7.599573322,3.784503493,4.778278253,6.834174632,5.511364193,6.348629449,0,3.644397911,5.10023102,6.246583383,5.199048565,7.482078776,0,7.326762484,6.942682767,7.488941822,6.63278301,6.337748718,0,6.839949271,5.639495411,4.993576103,6.948591081,7.310302656,5.940080227,0,8.327319987,8.56632304,8.170554932,8.552580202,7.504173452,9.933347547,4.089645769,6.756910535,6.882991486,4.042023672,6.764689134,8.296152996,6.792578661,7.092987436,4.465563,7.410702464,0,6.514721962,7.43224342,8.192037231,6.058837106,7.109367965,7.328032454,0.704340297,3.484528577,3.621346746,6.359184688,5.175413499,5.924983283,4.151817323,4.229387118,6.852908606,4.72668512,7.026455536,6.336545145,6.16414049,3.259965287,5.407198568,6.218839465,5.448939667,7.80574253,7.401714715,4.984444786,6.881111637,3.69754372,7.364422378,4.037759941,4.364328932,5.804184351,6.851819244,6.74783981,5.882017731,4.819340502,5.406947496,8.455887676,7.797657086,6.393421211,10.9859646,4.444391504,4.54350402,0,6.441230798,7.466716236,5.418493594,5.391923906,6.388731231,5.203850687
NFIC,3.54708981,1.463082268,0,0,3.274394978,2.41990563,2.199909918,0,0,0,0,0,3.513142239,0,0.863147817,1.699461134,0,0,0,0,0,0,0.914234188,3.801660829,0,0,0,3.999341661,3.991716551,3.05764305,0,0,3.278114421,0.82041528,0,0,1.285999449,3.520941268,0,0.908225662,0,3.376516298,0,2.253456019,0,0,0,6.917794624,3.073688124,2.621273147,2.123788591,4.390651201,0,0,0,0,0,0,0.864210729,0,0,3.767614406,0,0.774996181,2.46171857,4.164121354,0,0,2.703373233,0,0,0,3.284007227,0,0.800709926,0,1.437825421,0,0,0,0,3.159047468,2.936031544,0.73626841,0.770694972,0,0,0,0,4.027448772,0.755833795,2.158966444,0,1.12737265,0,0,0,0,2.243591443,0,0,3.015762575,0,0,0,0,1.146948935,3.021270227,0,0.819760668,0,1.296830704,2.30574552,1.03865449,0.976038746,0,0,0,0,4.58307935,0,0.977128885,3.049114756,0,4.295539578,2.411427174,1.785705296,0,0,0,0,0.796770284,1.396997555,0,0,1.272993366,0.858152431,3.425100426,0,0,0.70607181,0,0,0.898793437,0.795669113,2.722365968,0,2.578063768,2.528671433,0,1.977731118,4.311206764,0,2.112994565,0,0.698354693,2.966323229,1.74318015,0,0,0,3.336963205,0,0,0,2.906762287,3.415262033,2.321212644,1.731400516,2.822195201,1.668447083,0
NFKBIA,5.746364029,6.385042236,6.293694254,6.826174337,5.968064203,4.664916091,6.24004734,5.786839426,7.102278691,7.590746531,4.166853613,2.002867568,6.489006753,8.171680971,7.236607459,6.048456175,6.6069244,6.276124934,7.24687532,6.80703489,5.452296871,0.802108526,6.731504284,6.934746533,5.427894899,5.125932737,5.951097743,6.369296117,4.781559924,6.588434647,6.465763834,5.06220777,6.73678675,6.063257535,2.230337108,6.410232514,6.399252572,6.08887144,2.810123562,6.304319324,7.322103662,0,7.127347838,6.422659185,2.388970115,6.006490021,5.965802335,0,4.145128415,6.271712078,6.700301064,5.32349731,6.313153264,5.57804827,7.611306181,7.02906561,6.861712497,7.06840927,6.647624861,6.656283104,6.207429878,6.974654489,5.584527077,5.76877212,5.628446966,4.160493866,6.192997163,5.361600093,3.21254528,2.001748309,3.798860746,3.404379683,6.873224981,6.948048061,7.525627698,6.613723325,6.935245827,4.11191933,5.005929324,6.484162266,5.580747975,5.786719635,6.091255463,6.766544972,6.140718701,7.265118271,7.021874055,5.948988423,6.108718495,7.185561696,6.182198704,6.648533917,6.263888553,7.382362417,6.663161007,7.476088941,6.466788414,6.152319932,3.082615787,5.668357374,5.930768944,6.303173239,5.363955632,6.451050713,6.470710279,6.2626649,6.847475512,5.423643567,4.574988612,6.203313724,7.270828702,5.991999809,4.17725275,6.645373372,6.237704952,5.969329199,6.209466208,4.627577654,5.591087527,4.197213321,5.942952165,4.510470668,6.032404475,4.973248031,6.491078931,5.65099539,5.642626374,4.114590567,7.168027487,6.019015372,4.441520277,5.451476503,4.115640383,5.385768873,4.204006342,5.32038271,6.258943445,5.320676403,5.886982056,5.460431751,4.36261308,3.935396749,6.557119826,4.19299263,5.448939667,6.381858968,6.331263689,6.28644411,4.964053673,5.611636351,4.853893398,5.930344379,6.172489954,4.601766587,5.96228852,5.594597608,5.303814414,6.239352124,5.777590785,7.126819536,5.80269028,6.411233708,9.556669465,5.204713336,4.148942127,5.215388935,4.31587715,5.490978608,6.93774694,6.881337421,5.77457155,5.37620481
NFKBIB,0,0,2.079656919,0,1.451635155,2.41990563,3.033689589,1.42977162,0,1.764321251,3.847078066,0,0,0,3.731730992,1.699461134,2.512474462,0,2.159860635,0,0,0.802108526,3.537895048,0,0,1.430788817,0,0,1.409520488,0,0,0,1.16541785,0,0,0,0,0,0,0.908225662,0,1.22700398,2.77684772,0.957587262,0,0,0,2.771755238,0,0,1.08369441,0,1.234933584,0,1.152839073,2.809038972,2.80310842,1.009380779,3.642101877,0.964284825,0,0,2.659722505,2.616420432,0,2.129791732,0,1.238687478,0,2.24976778,0,0,0,1.122753502,1.988351093,0,2.143473165,0,0.948497855,1.246622125,0,0,0,0.73626841,0,0,0,0.873857349,0,0,0,0,0,1.752410614,0,1.709071004,0.880383289,0,2.639242167,0,0,2.013521295,2.812982481,0,0,2.853473358,1.777746491,0.840749311,2.145741907,0.819760668,0,0.789472876,0.728896996,1.03865449,0.976038746,0,0.59021848,2.856382932,0.592227146,0.954194585,3.159770186,2.134189274,2.505407369,0.815823166,0,1.844788175,1.785705296,0.773727932,2.052067032,2.525253756,0.703222992,2.439156726,0,0.789726114,2.162463109,1.938567771,0,0,0.820073744,0.760468395,1.178053205,0,0.720216408,0,0,0.847944497,0,0,0,0.891637523,2.224477008,1.836213633,0,1.076304317,0,0,0,0.955379163,0,1.184621828,4.112500684,0,2.41205777,3.014589079,0,0.85791463,1.177015941,3.169130034,0.550014103,0,1.96530901,2.041931335
NFYB,6.786831973,7.197122856,4.928991807,9.097254618,5.622461833,7.008885116,7.917592905,7.351883195,6.594236565,3.128089882,2.186828235,1.543939823,8.756462025,8.439797451,5.674049728,6.541807304,2.714755516,8.530596125,4.213480055,7.754258228,7.342952209,8.74780328,7.741733002,8.735861059,7.397098908,8.465225579,7.64298543,7.736379354,8.745736656,8.202205273,2.327054238,6.420777818,6.422423956,8.692031966,9.979711011,7.942180646,4.507811126,6.678163915,3.494795881,4.616568968,2.518217091,3.028550053,2.933492938,6.447943683,0,7.02130755,4.915592292,5.145406803,7.212460315,7.337904297,7.897462746,3.328200478,7.474720843,7.537595238,6.776570913,5.656950222,6.537134696,7.732583151,6.470642913,7.035784054,8.241365992,7.56095861,7.640825445,6.339411394,6.123588567,5.119581512,7.767668921,7.250536388,8.939804128,8.853192169,7.239339076,4.895519451,6.177256287,7.963995385,4.495303926,7.223684729,5.489428556,8.045097468,8.813640374,7.768001633,2.395062372,2.312142012,6.235490406,8.006168794,7.200766236,2.421001794,5.269252198,4.86783097,6.93662122,4.45081499,7.291109421,8.088808587,7.275323934,7.743328742,3.183591416,7.941406868,7.851864152,8.394984101,2.348905635,4.214253971,8.388689012,7.52957595,5.927224928,7.31124603,4.151619028,5.829683786,9.787669397,7.203617258,6.583127549,3.751821922,4.860771776,7.185609355,6.106705242,7.661101109,6.299233316,7.356577287,3.260471453,6.883171716,6.231042575,7.44299177,7.387895323,4.585719899,7.835433186,6.247422575,5.906798453,8.093740458,4.456396506,6.347834666,4.653572415,2.965127329,6.917133505,7.77624129,7.080460006,6.172731677,7.127509828,4.064504878,7.063734178,6.444821704,6.664384788,6.916705424,6.775350264,7.432774668,6.44826875,6.974096532,6.637020088,5.640042595,4.630829469,7.341749952,6.30298236,6.412677174,7.022237717,4.844028749,7.645523855,6.255144409,7.603054766,6.399671884,6.999815689,7.17906729,7.205766487,7.801838562,7.868881071,5.858619086,4.192929305,6.442319451,2.718094793,8.240461934,6.917969755,8.835157944,7.576851984,6.512123771,5.741661471,8.007434649
NHLH2,4.024152818,2.174385653,5.222109607,0,2.160390254,0,6.257098089,4.295315073,1.710788855,0,0.920462611,0,4.378009307,0.836014062,0,4.246588231,0,5.679165476,2.632983632,0,0,5.827147633,0,0,6.191470644,6.546842171,0,0,5.615833165,0,0,0,2.241518394,1.34017967,6.219861704,0,4.496822714,0,0,0.908225662,0,0,0,1.935903966,0,3.48512069,2.589876597,0,6.492345902,1.614083761,0,3.572388793,0,0,0,0.893991837,3.491910137,0,0,3.633797705,2.550839644,0,5.958142535,0,1.702375067,0,0,3.393973902,7.082098493,6.346597855,0,6.089945194,0,0,0,0,6.116133584,5.737761654,5.152681439,0.753969019,0,0,6.355513969,4.921146061,4.644266375,0,0,0,0,5.443618714,6.543393316,5.652919278,0,3.8105108,0,1.094067877,5.662097811,0,1.696638022,5.762489597,0.893099627,6.126265558,4.960548409,3.497590254,0,5.500917157,6.617005477,0,4.179987765,5.575067285,0,4.089645769,0,2.383287723,4.597493479,0,0,0,0,2.38370141,5.859131645,1.774569807,4.140225027,5.00775131,1.429920372,1.447844369,4.924785792,4.945169442,0,4.816671901,0,5.77652949,2.550839092,0,0,0.77257173,5.750244727,3.99879647,4.87397855,0,0,0,4.440801565,0,3.185026855,0,1.004734433,4.135145596,0,4.951160035,0,4.430668831,2.913066417,3.036693097,0,4.729486489,0,5.041288218,0.870709232,5.091657062,4.173000182,4.155565337,0,4.412764847,2.718094793,0,0,0,4.730317389,0,4.800688256,3.219489412
NKX3-1,0,0,0,0,0,0.903248126,0,0,0,5.387888432,0,0,0,0,5.822575027,0,0,5.139704579,0,0,0,0,0,0,0,0,0,5.356866898,0,6.214535264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.407893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.217835975,0,0,4.553061026,0,0,0,0,0,0,0,7.283154269,6.072072471,0,0,0,0,0,2.595786695,0,0,0,0,0,0,0,0,0,0,0,0,0.819760668,0,0,0,0,0,0,0,3.613007356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.116108298,0,0,0,0,0,0,4.277872902,0,4.384430458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37951572,0,0,0.814794143,0,0
NOC3L,0.818446406,0,4.49273632,6.762621805,5.864456107,4.50822585,6.307073583,6.011820415,5.223977041,7.669299263,6.606057045,0.712492225,7.698928583,4.420407948,8.342101932,7.275882794,6.208335351,7.484778347,2.632983632,0,7.166010333,7.401428807,7.911200496,7.305491807,7.058760046,6.790536573,0.772101523,4.458761307,0,0,9.037059755,6.705816582,7.559875967,1.34017967,9.795886603,3.031212677,5.263081018,4.386144961,7.550106773,7.303193783,8.791767604,6.223889838,5.790621598,6.484679124,8.707573504,7.965664347,3.092665482,11.14389374,7.513894242,3.498998361,6.500746713,1.493636171,6.475584819,5.088076925,5.412759493,5.76062739,6.11553892,5.588165347,6.562534922,5.786922411,7.420056353,4.052149861,6.382775855,7.549555747,5.121655397,8.349938618,6.805708929,6.713596471,6.338813721,6.930178314,5.259955246,8.7241009,6.535680642,5.657071764,8.030265964,5.271754926,5.136783724,6.771045586,6.253967341,7.830418973,6.063981228,9.058026058,7.230446162,5.632497554,6.176227723,7.585169348,2.389173506,6.114150408,5.020337398,3.248545883,7.725971581,8.05706617,5.330214973,8.254762028,7.487856544,6.062112307,7.90572072,6.695520106,6.64284599,7.973263799,7.887034963,1.596987673,6.176397402,7.187984426,8.376521426,6.812510591,6.364015603,7.270997372,6.847661946,5.8862721,0,7.378134598,6.991128643,6.162669787,6.423251535,7.051781397,5.822786706,6.909553481,5.591087527,4.792786857,5.895652618,8.369768311,7.105430592,6.002366935,5.436532709,6.870586803,8.307315602,6.25221661,2.593400465,7.240097636,3.761578902,7.705344027,5.495224844,6.558872489,5.852685356,6.032462752,5.750244727,6.246660612,3.808738831,1.91692071,5.808101969,4.953530609,7.494040546,5.379613402,5.240089663,6.830239859,4.816471746,5.902748127,5.200771245,5.661244632,4.816766979,6.334357577,6.564192697,7.23519786,7.622603801,6.084235393,4.096698061,7.274561728,5.462222612,4.725782637,7.52338706,6.387273442,6.934608294,5.258368653,6.664491258,7.338444414,7.226972417,7.010339822,7.358338093,5.675169821,6.052278406,6.163375113
NOL11,8.196836979,8.171247809,7.969011353,7.20653326,6.841145552,8.148926026,8.50455079,7.549549596,8.623141805,0,6.935580053,8.228241267,8.590218097,8.229431328,8.943691991,9.743482714,7.590726621,8.873857796,6.955817828,8.835934015,8.349393281,8.697703409,9.183081756,6.708171019,8.115405079,0.885941648,9.684230088,7.838504617,7.237565751,7.83358264,8.201139882,8.28708293,8.145964155,9.848042169,0.833736786,0,8.076822176,6.066487759,7.724313464,8.461770434,5.827725196,0,8.995033823,9.24045749,8.132869787,1.604814449,1.811568029,2.771755238,9.083755122,5.82404541,7.270207022,8.449841207,7.521601938,5.028519297,6.645360604,8.280075747,7.963319711,6.819434207,8.463227507,8.04167294,7.221320698,8.292316455,8.298297162,8.83153587,6.662762954,6.897394963,8.291875512,8.312166521,7.601441301,9.185980593,8.050379442,6.973221509,8.067867485,8.429939698,8.970455062,9.152065255,4.909536755,7.717341105,2.910413044,8.5578301,7.055932605,8.649232941,8.991594316,8.212095566,9.951625833,8.867609791,6.80488443,6.947031902,8.446992226,8.867350372,6.742080515,9.454477914,7.278972797,9.192815045,6.078448484,8.499703716,6.828034358,2.745880462,8.007151295,7.259314489,4.913775334,6.207579868,7.545764523,9.018182078,8.954056632,8.184509401,6.276317983,8.489101288,7.674039665,7.067484785,3.377651447,7.811793524,8.061967574,8.005904804,7.199923602,7.860000036,7.67026932,7.230579346,8.958279118,6.790344963,7.070804514,5.965842858,8.419964579,8.432194941,6.716998903,7.578034109,8.0782345,8.018613115,8.673208083,8.047994606,8.892487056,8.49231791,7.6400556,8.415000139,8.426444282,8.154986297,8.620372096,8.915344779,8.923503142,7.578690493,8.190097268,6.74859571,8.416572224,8.052779059,9.607883859,6.623399013,6.829548955,8.510721125,8.288479276,8.290836646,5.691900389,7.997184805,8.664672578,8.300562693,8.777424501,8.820934499,8.046158203,8.403469094,8.746065318,7.368261179,7.773438025,7.384693675,10.6715354,8.547152835,8.342705435,8.177061747,8.940453591,8.153926879,6.901802772,7.92561993,7.853112061,7.003567125
