X,H9_24h_013,H9_24h_014,H9_24h_015,H9_24h_016,H9_24h_017,H9_24h_018,H9_24h_019,H9_24h_020,H9_24h_021,H9_24h_022,H9_24h_023,H9_24h_024,H9_24h_025,H9_24h_026,H9_24h_027,H9_24h_028,H9_24h_029,H9_24h_030,H9_24h_031,H9_24h_032,H9_24h_033,H9_24h_034,H9_24h_035,H9_24h_036,H9_24h_037,H9_24h_038,H9_24h_039,H9_24h_040,H9_24h_041,H9_24h_042,H9_24h_043,H9_24h_044,H9_24h_045,H9_24h_046,H9_24h_047,H9_24h_048,H9_24h_049,H9_24h_050,H9_24h_051,H9_24h_052,H9_24h_053,H9_24h_054,H9_24h_055,H9_24h_056,H9_24h_057,H9_24h_058,H9_24h_059,H9_24h_060,H9_24h_061,H9_24h_062,H9_24h_063,H9_24h_064,H9_24h_065,H9_24h_066,H9_24h_067,H9_24h_068,H9_24h_069,H9_24h_070,H9_24h_071,H9_24h_072,H9_24h_073,H9_24h_074,H9_24h_075,H9_24h_076,H9_24h_077,H9_24h_078
EOMES,8.203906531,7.560620655,7.113397508,8.196850695,7.207849322,5.563112984,5.276850864,6.737577623,8.156804158,8.266911128,6.967621373,7.100894973,5.898902488,7.281870844,7.164314504,4.92599847,6.567583896,5.054137654,6.620210456,8.447058717,7.83650748,6.909297106,7.669302225,6.949610898,7.646791264,7.099748841,1.081172069,8.221264799,6.544750096,8.114339927,8.44706775,6.267504109,8.475896268,8.698402992,7.496592944,7.576312241,8.607793016,7.118136795,8.404550243,7.546484388,8.947499073,6.654533576,7.838993594,7.497010575,7.663426246,5.738976041,6.615240265,6.25683531,2.843097564,5.24730145,4.966251538,7.23002172,7.306049931,7.064319674,9.118128464,5.294275551,5.614311489,5.643069047,5.532360308,7.88800068,8.588956908,7.032002276,8.30243171,7.094278813,8.306783365,7.448271303
EPCAM,9.669340127,9.973095068,10.07917839,6.789984565,7.608533513,8.563708017,7.427850097,8.812096557,9.337421099,5.788714075,9.138794381,7.443055286,7.380219847,8.090127915,8.773093893,8.740941568,7.796082855,6.396393375,8.767653819,1.797770922,5.479188189,5.672064262,7.244674552,7.271605127,8.59803763,8.783517815,6.200143876,7.676663658,8.441176936,6.951921076,8.643125334,4.939750742,6.300217924,8.155938522,7.429698393,8.051563693,4.964551527,7.837891747,8.288951326,6.991674497,7.791579916,8.28624366,9.391418405,7.101370255,8.6976346,7.526905872,6.785836232,7.491861401,8.965134924,2.347306457,8.267517877,8.707072612,5.849393473,8.875801948,7.346756978,8.179649507,9.243490426,7.226633985,8.581310582,8.614621285,9.384767232,6.631779246,8.656534614,9.647548218,7.299274602,8.31040186
EPHA4,0.792991764,0.954847907,1.223194084,0,0,1.836339816,0.575809162,1.379452322,3.132915587,7.947557421,1.373946352,2.450997094,5.875839828,0,1.644311481,0,0.994349702,0,5.042757111,1.154472345,6.640915966,3.119413317,5.960350577,4.869989473,3.46059327,0,2.120107302,0,5.404037968,0.833655107,7.585553881,0.785905677,6.650887265,1.190926381,4.114914759,0,0,5.767160804,3.034683612,2.160002965,0.779147916,0,6.938285021,1.612116365,0,0,4.893049433,0,0,9.720077056,0,1.869392131,3.715951057,5.074592329,4.549924859,0,5.586331235,0,0,0,0,6.014684786,0,6.732318238,3.298983559,0
ERBB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.510779386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.626660009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERCC6L,0,0.954847907,0,1.123755766,4.351647385,2.401916627,1.30541004,0,6.820781324,3.911617047,2.716167704,4.119558891,0.96071141,2.485876188,0,0,5.328451643,5.876123928,0,1.162476288,3.801752177,2.889204868,0.783121386,5.751828565,4.283765993,3.359352131,0,2.657939314,0.910448543,0,1.484617797,0,7.446917569,0,0,0,2.256380766,4.504268276,2.200795799,2.550117761,0.779147916,3.39051572,7.172804705,1.90406636,0,0,3.866597137,0,5.822228295,2.353119791,3.02978347,0,5.919968957,0.595414586,0,2.853040623,3.673713598,5.45071065,5.626563107,0,0,0,0.714551015,0,0,0
ESCO2,0,6.058099266,0,0,0.684153039,7.740665827,5.695358281,0,0,0,5.458716975,4.758248606,6.607898444,6.581753954,4.170557312,0,4.15923357,4.205897959,0,0,5.693981041,0,5.565092918,8.611411948,0.823677927,3.013779751,4.736731926,0.91473152,0,0,5.404763371,6.032354749,0.711712588,3.649263217,7.481515225,6.032891286,4.778492209,7.866911972,8.359542405,0.760290405,0,0.671683737,0,0,6.460951534,4.368271779,0,0,0,0,0,0,4.983694733,0,1.320738411,0.917864406,0,0,3.961004736,0,0,6.415517616,0,4.729715755,0.823156689,0
ESPL1,0,3.239608452,5.311707406,4.548656739,3.575512223,2.972234413,1.30541004,7.44333497,6.053433595,1.829607705,0,5.256739834,5.987634193,4.884149319,0,4.761993444,4.118609621,5.773628333,2.942953882,0,6.346953955,0,5.238914935,3.753485139,0.823677927,5.022079747,3.846899549,4.784323175,0,6.648735069,5.242900481,5.881027031,0,6.108495695,1.546350613,0,2.256380766,3.566477897,4.246912955,5.820345534,4.490795375,3.928876524,0,4.336187893,3.701307915,4.368271779,4.351189817,4.654740799,2.355315247,7.218529849,6.033463541,6.912415821,4.151005371,6.870066575,1.320738411,4.790745722,6.571238743,0,2.36843481,4.349594332,2.551099782,3.455494695,2.889419897,6.358454434,4.636566054,5.537280197
ESRP1,7.949517565,3.239608452,1.223194084,6.977146416,6.942027002,7.91778802,7.480311839,7.855567254,6.23806526,0.71246462,2.064734954,6.279835563,0,0,2.39285942,4.761993444,5.328807838,5.521211145,6.923828391,0,7.41495813,0,1.287886007,6.718391846,1.344728939,0.945817234,7.90551584,4.531721751,0,4.710761002,6.266480707,6.67785225,4.082675115,1.834300969,2.949106854,6.666903042,6.894168558,6.919987552,2.806437019,8.410888058,5.9677695,6.782661434,7.233358922,5.634859847,4.982763422,9.173639107,7.130349536,5.694813107,5.084765144,1.611002188,3.16401231,7.198081232,7.901951531,0,8.790860211,4.644522307,4.869246457,5.260842567,5.033379874,8.602679314,8.715106888,8.128529964,5.672307966,8.146995162,7.662508764,4.060690976
ESRRG,0.792991764,0.947846802,0,1.076139818,0,1.431290839,0,0,0,0,0,0,0,0.941368455,0,0,0.471916937,0,0,0,0,1.190124312,0,0,0,0,0,0.907941284,0,0,0,0,0,0,0,0,0,0,2.61357827,0.444446994,0,0,0,0,0,0,0,0,0.950991158,2.329724572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623816586
ETS1,0,4.164920896,0,1.123755766,2.012136743,1.398836519,4.054243798,5.040971249,0,4.287310909,0,0,5.207824021,4.208410286,0,1.062735244,3.990288432,6.442445104,2.237740731,0,0,4.401622585,2.202966241,0.794538618,1.885454598,6.86771078,1.081172069,0,3.416289543,0.833655107,8.135129456,5.038421776,0.711712588,4.384491265,0,2.315838333,4.964551527,2.995162367,5.383142698,0,6.70201593,5.521623592,5.3911441,1.245698313,6.271457286,6.314906037,3.732580766,2.341600173,0,9.678358873,0.84504359,0,7.734491456,5.660449132,1.312060957,4.481789494,2.626441869,1.504100302,0.604522811,0,0,0.821240702,0,3.78308977,8.072593639,4.223695503
ETV1,3.291598528,7.845379237,7.613649644,0,2.821217181,5.803449647,3.928359246,4.091614586,6.829023246,3.971573304,5.405530362,4.944214646,3.925433695,2.22693869,7.335782104,5.248769993,0.581198095,5.859539059,5.298205889,0,1.240441988,6.159766848,7.046520616,3.753485139,2.028445192,0.945817234,0,3.424572827,0,1.35861556,6.712311667,4.459500896,7.243253153,3.223338201,8.607702942,9.382060295,0,6.814697944,0,7.946124743,0.779147916,7.331735293,0,7.406621424,5.650537252,5.332914846,7.142754579,0.569283601,6.680821194,11.11501513,2.316607764,6.780802953,4.3275414,1.340687668,1.320738411,0,3.169563536,3.432230586,7.207250235,3.799587229,2.693411115,0,3.222285526,6.98947028,4.41529239,5.040709744
ETV3,0,0,0,0,0,0,0,0,2.468244781,0,0,0,0.96071141,4.791299309,0,0,0,1.591668244,0,2.573774959,0,0,0.783121386,0,0,0,0,0,0,2.694961339,0,0,0,0,0,0,0,1.733096786,0,0,3.462790237,0,2.944953036,0.753319165,6.337212274,4.263911643,0,0,0,0,0,0,1.451203606,0,0,4.83636912,0,0,2.749584314,0,0,0,0,2.532924584,0,0
ETV4,6.634488597,5.638487516,1.875489338,5.037235166,5.33768604,6.084207843,6.321434372,7.099549257,5.841656952,5.853883174,6.428955168,6.388593547,5.381615058,6.148659949,5.701096343,7.310092697,5.730356632,5.390628437,5.557213258,1.797770922,1.605998496,7.407609702,5.76401974,6.160157169,5.059022915,8.142561714,2.120107302,6.645938503,7.173196198,6.279008751,4.103151182,6.333766827,2.450018118,6.081417,2.275468255,5.409209291,6.576640645,5.255142032,4.571863738,6.311373079,6.545027672,5.019049828,5.729492097,3.879051965,4.784572568,5.550184791,6.891188273,5.848072805,5.223706983,6.342180397,5.846459476,7.067059701,6.125078875,7.042120282,6.096077704,6.751115276,0.556263231,6.601532764,6.405934453,5.805563417,2.013642885,4.630794002,6.441123357,6.816431561,6.128650257,0
EWSR1,7.059056626,6.523913202,8.266434818,8.075912583,7.038537113,7.045732087,6.140471171,7.970764833,6.932091804,6.758689222,7.738598981,7.235875631,7.404435054,8.323969438,7.018168732,6.547750451,8.375198804,7.422205162,7.573991819,9.279482776,5.543828477,8.151072423,7.188531814,8.506663001,6.070656871,5.283882665,8.151785676,7.573100633,7.284258876,6.878917252,8.519436095,8.071242438,7.01395978,7.877414249,6.474023997,7.80150147,5.941261694,6.294257097,6.528074442,8.374463325,7.060497563,7.619873622,6.62563438,7.400428297,6.609740132,8.301250354,7.931756248,7.428893326,7.324038032,9.691969416,7.065673405,7.509213014,7.506952786,6.869310239,7.085494082,6.406451187,6.897492026,7.867984977,7.392450219,8.553897679,6.38496485,6.790723469,5.771795127,5.869112459,6.82833991,7.536078816
EXO1,7.76245398,0.954847907,0,1.747718472,5.932370308,0,3.063105656,1.379452322,5.808696202,8.516802268,2.31599042,6.952316448,0,1.506245367,4.943162235,8.519111039,4.346783591,3.378311537,5.768680125,3.742451528,0,0,0,6.301210701,6.59188035,0,0,0,0,0,5.74427105,3.734543166,0,2.759894703,6.092272602,6.362540708,3.624538528,2.28510944,4.246912955,0,2.588041532,4.759633213,2.357098043,5.803571206,4.712399543,0,0,0,0,0,4.147526457,0.849397268,5.060684453,0,0,0,0,2.224335001,0,0,0,1.34133098,0.714551015,0,4.473872914,0
EZH2,7.732896767,6.417072314,3.97093948,4.139617453,5.682599967,1.836339816,6.255903107,3.958230067,4.441316932,5.096230354,7.759362422,4.293989254,4.316535893,5.205298951,6.353808134,4.917186783,3.74440647,6.912840827,6.29102951,3.273350493,5.187072337,7.083147834,2.202966241,0,6.32734557,0.945817234,3.846899549,5.95605796,5.947068945,4.123177211,8.505296339,5.376907265,5.785985061,4.428134793,5.527889296,6.49572581,4.010032738,6.938149823,2.866972272,6.455779467,5.28370702,6.83604799,5.082752416,4.720807162,6.214275133,3.817820388,7.005149074,2.947658263,3.878706801,5.592657699,6.412828482,2.890249049,5.820167338,2.023411598,6.157915742,7.739368396,4.530533599,2.951168126,2.633374836,3.799587229,4.553436746,3.455494695,2.072058534,2.532924584,0.913968847,6.574861655
FBN1,0,1.931730637,0,0,0,5.674305365,1.30541004,0,0,0,0,0,0,0,3.98931202,0,5.236903811,0,0,0,5.074891465,0,0,0,0,0,0,0,0,6.482009621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.67531719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXO5,7.131405577,5.495171894,1.223194084,8.581350618,7.562968264,0.892981304,2.677089933,2.537317836,6.726869387,7.485182748,7.856395855,5.847843898,0.96071141,6.307968649,6.408991357,2.421035442,2.45017412,4.93064485,6.220876621,3.742451528,5.434427431,6.307158285,8.162172857,0,5.716555505,6.658757209,6.975466757,6.553789189,0,6.443630478,8.304579049,7.633603635,0,8.704982443,4.751166205,5.0861193,6.258486363,6.804733898,8.564985921,7.022952184,6.849600002,0,0.599720979,7.028835637,6.389807642,0,2.987192959,5.907418604,8.701199913,0,7.09773164,7.22221885,6.821718413,9.503718365,1.320738411,4.923503135,8.082094575,3.854743736,6.778463977,5.628426335,0,4.220273618,5.20533218,7.007475699,0,7.69783815
FER,0,0,0,0,0,1.440430968,0.575809162,2.537317836,0,0,0,0,0.96071141,0,0,0,0,0,2.440995179,0,0.749623962,2.276547909,0,4.925092847,0,0,0,5.892983567,0,0,0,0,0,0,0,0,0,2.28510944,0,0,2.195531862,0,0,6.91056451,0,0,0,6.96404468,0,2.353119791,0,0,4.587944274,0,0,0,0,0,1.84894988,2.08106896,0,0,0,0,6.618597002,0
FLI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FN1,3.303424067,3.088650825,7.922245885,1.123755766,5.932370308,0.892981304,6.895861827,6.023872637,7.979421245,0.71246462,0.844701216,0,6.126004333,0,3.401485562,7.416450348,2.16112606,6.707427796,6.29102951,5.975461743,4.467409292,4.664070714,7.611980217,4.731657409,4.445437618,5.415575766,9.106083529,9.100531124,0,4.785906431,0,4.018604049,1.1861799,7.647958769,3.269554147,6.076925085,3.624538528,7.241378954,9.359558332,5.872533751,2.195531862,2.521917012,1.022081485,5.594279539,8.254690399,6.534707322,4.713296273,2.420638496,4.58665012,9.902349074,8.931575319,2.324447768,2.491843366,1.340687668,2.457809079,4.474882353,8.097317155,4.48707263,4.99292217,2.08106896,0,6.675732442,1.547409031,7.551135005,5.708321561,0
FOXD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXF1,0,0,0,0,5.024649382,0,0,0,0,6.115414292,3.029105639,4.186580655,0.96071141,3.291210423,1.644311481,0,0,2.123211852,0,0,5.15983425,0,4.135826321,3.294881095,0,0,0,0,0,0.833655107,0,0.785905677,6.073768509,4.770900636,0,4.030983649,3.624538528,3.743820242,3.034683612,0,5.635056554,0,0.599720979,5.420403528,0,0,3.707792326,5.836393663,0,0,0,4.900283773,4.724502467,5.384231048,2.783855019,5.565328356,4.822037962,0,0,0,0,0,0,2.067509538,0,3.626960378
FOXH1,4.6114818,6.88626857,4.482466532,3.210068838,4.727041174,0,2.561969335,5.751034199,4.678721059,5.14911525,6.56856948,6.432415242,4.92288054,6.293652998,6.530092805,6.876652393,5.055105662,4.867682673,6.609268074,7.188779991,5.56474727,6.503359584,4.193803362,5.058272908,2.490435141,6.366542842,7.356673114,4.155356285,6.193772013,6.603032397,4.633965932,5.826838923,5.491998942,0.715011636,4.302139465,3.335528655,5.534029322,4.892702839,6.99970365,6.323672636,5.933694984,4.823864409,4.170644077,6.659743555,3.828693333,4.765739123,7.311669639,4.463626895,5.055295715,7.826614323,4.890810711,5.673474297,5.060684453,7.144651572,3.998140687,5.534657465,5.162440275,6.788900703,3.961004736,5.05797271,0,4.490178375,5.10142179,3.166564688,5.49860489,5.240336341
FOXK1,5.036807332,4.450226929,3.250194717,1.831359875,2.856695771,4.069196683,3.314967073,5.237521125,2.070216813,3.089150319,5.486642753,4.607757172,4.938546699,1.682050673,4.576180671,6.929029875,5.905819593,3.811177347,3.706705279,1.872863458,1.986917729,3.824086134,0,3.738478674,4.607303048,2.815440976,2.826196247,2.757614402,1.983880539,3.107449888,3.161011434,4.572708342,2.592594468,1.557647443,2.422275107,3.221467386,3.767467451,3.107069349,6.356705235,2.352612429,5.706636888,4.891134366,0.822102723,4.01007178,1.534677428,5.921573594,2.478775582,2.284008472,2.412216085,5.142106314,3.883659195,0.978279931,5.165027371,2.181253475,0,1.149495856,1.115519327,0,3.395708069,3.470063441,4.904297024,2.800470372,1.085221891,5.471129605,5.821599495,6.014528066
FST,3.583754619,7.530769578,9.437973342,6.015098444,5.917964573,6.479997221,5.1806213,7.442803807,7.347542455,3.217511981,2.529910042,4.497934047,0.96071141,3.97504155,8.119851402,8.133626477,0,5.36735475,6.941385481,7.383249389,7.485987043,7.309722406,6.660422471,6.417347841,6.087088871,8.319217789,5.936655131,4.638125495,6.945351978,6.545119518,7.699311927,3.734543166,7.243253153,3.977684601,7.209469136,6.039264714,7.784613779,4.928014076,5.901020551,3.597090702,4.126864767,5.523484497,6.991847712,6.242938796,7.623177964,7.672990038,6.051944352,6.791942696,7.990282992,6.957431504,2.53054876,7.424353851,6.900485298,3.827485781,5.567914039,6.677819431,6.188586217,4.080328187,4.008432823,7.286307251,6.705663515,6.528655924,6.546182438,6.497700027,9.236385193,5.502239563
FUBP1,6.744648921,6.623384466,7.167974417,7.978778737,8.056114363,7.824490055,7.137465253,7.18142688,7.75073583,5.685084611,5.960783758,4.944214646,5.729139868,7.109903628,6.970050677,8.259377186,6.743736724,7.515141768,7.050576626,7.22505863,7.397573794,7.429550167,7.484218395,6.787169455,6.659476602,6.998040015,8.281604061,6.484167473,7.308158089,7.123588553,7.03821284,6.996959396,6.368622185,6.029657497,8.28419011,7.411967268,7.016240706,7.332552177,8.36951509,8.205337881,7.705106565,7.50651001,7.868343867,8.390474171,8.051503972,7.762759343,7.613069666,7.548472217,8.12389619,8.984251389,5.676274333,9.003683672,8.29374434,8.306831017,4.355665464,6.753852174,6.829058511,6.715502609,7.809283962,4.349594332,7.004999416,7.501656852,5.67303312,7.207334738,7.258366698,6.122642534
FUS,6.403782536,6.190781825,7.242852223,6.24331067,6.302982895,7.011068656,6.426364387,8.975480894,6.36126909,5.060233321,6.702046152,6.053180371,6.864909385,5.729164734,6.646564375,6.82105157,6.670166922,5.449882616,5.243491121,7.513234751,6.173413188,6.407938554,5.622160259,5.764164986,6.907880247,6.354834648,6.919520742,6.564758282,6.679115415,6.533593761,7.200035756,6.547210989,5.778126408,6.082373387,5.106845727,4.114784962,5.143280536,5.331802697,8.189112973,6.199233452,5.878919796,6.272144471,7.432752118,6.330479667,6.106521144,5.550184791,5.355400048,5.859417745,5.123901348,7.731210787,3.937888517,6.916538843,6.585086976,6.214492299,5.088081448,6.41113235,5.70830771,7.118041145,5.033379874,6.647175462,6.774297821,5.41479039,6.280176725,6.369077614,7.332816747,7.183992838
FXR1,6.485443508,8.447611605,8.066050339,3.677096953,5.946633618,5.712061365,7.580133171,6.058955661,5.316880561,7.668480192,8.251569493,3.605239124,7.166700365,7.145319673,8.085033642,7.52303817,4.881693695,6.696450282,8.003441535,7.273093213,6.910064599,8.028955733,4.713132238,4.96228005,4.270590002,6.382968466,6.4039761,6.016489877,6.416915057,5.780610555,7.282300818,5.770535791,7.483982794,6.376977016,3.803766694,7.363739822,7.510486107,5.521632629,6.038961017,3.597090702,7.474767793,7.675077166,4.924764175,7.849863495,7.742403116,7.181114424,7.705181789,6.644793332,2.538562706,5.885714798,6.599857182,3.295609651,5.892151675,4.387180659,7.162937405,5.941893244,7.193483797,7.393867893,7.496201201,0,2.941784698,3.350935435,7.443408989,7.635759682,7.099264829,3.925984266
FZD5,2.221357156,1.931730637,0,6.041165009,5.556957682,4.311373201,5.162952705,8.533248744,6.310490381,4.894189435,3.28611533,0.802942988,3.250419625,4.208410286,1.644311481,4.115476293,0.581198095,4.039181192,6.408543383,5.206095345,6.549426072,2.615156392,4.249540237,1.303953219,0.823677927,4.065809724,0,0.91473152,0,0,2.775029119,0,0.711712588,0,1.287224232,1.941894794,0,4.890820194,0,0,5.410571292,4.880719115,0,1.245698313,0,3.817820388,0,0,4.563391964,0,0,0,0,0,1.320738411,0,3.872160203,0,4.481525373,6.988144015,0.684909474,6.631779246,2.455966864,6.795858503,1.868949673,1.661651652
GATA2,3.395697567,0,3.70173449,4.02934322,0,3.382266898,1.566597378,0,0,4.584339409,2.31599042,0,3.627050271,5.30941829,0,2.913287516,3.574586657,3.378311537,2.633014998,1.162476288,5.501058338,4.510285246,3.270558923,4.88978407,0,3.359352131,3.139187837,6.235695077,6.410216041,2.045715389,0,2.418202408,0.711712588,0,1.546350613,0,0,3.974643194,6.115808251,0,1.654596393,1.136007941,5.417828876,3.737902784,3.970813795,4.765739123,0,5.552757433,4.75997076,0,0,0,1.451203606,0,0,0,4.046581429,6.014903014,1.623821462,6.10549639,1.147438398,2.982276977,4.383368779,0,0.913968847,0
GATA3,8.067927465,7.501110033,7.663506228,4.02934322,3.780512416,7.553269113,5.33059629,7.942863215,3.990632464,7.299459863,5.03719379,7.276701147,6.521079973,6.624771082,6.228517139,7.004500419,4.346783591,5.564422776,6.860916108,0,4.339240872,5.742833132,4.93332958,5.628729567,2.028445192,7.741765885,5.798878934,7.182797236,7.084346088,3.837672138,6.387634678,6.068297528,6.444532198,5.585421545,7.076537395,6.841019323,5.129333404,7.093220937,5.503573046,3.894975937,4.663798765,5.983575973,7.422429066,5.785750785,5.233576274,6.314906037,5.167423436,6.123239306,5.141957366,8.312743468,6.304497606,6.31417639,6.000340529,6.772310916,0,4.923503135,5.199853946,4.787148015,6.792079462,0,7.368265716,4.387664278,6.441123357,6.311977753,7.21179705,0
GATA4,4.215983854,4.612316038,3.171171839,0,1.146340359,0,0.575809162,0,2.468244781,4.584339409,0.844701216,3.078364696,0,3.063984549,0,0,0,1.881782931,4.58753228,0,1.240441988,4.510285246,2.412808691,4.88978407,0,7.526721363,0,0,4.775519098,0,6.706112495,0,4.728458437,4.545334368,0,0,5.129333404,0,1.136919471,0,5.115095645,0,0,0,1.766198708,0,2.901095073,3.710907203,5.713235397,0,0,0,4.902363677,1.015649869,1.998512741,1.87497378,0,0,0.604522811,0,0,0,0,0,0,5.280445675
GATA6,0,0,0,1.123755766,6.465537241,0,5.081696895,3.946287577,0,6.857256953,0,4.908889851,6.413085872,0,1.644311481,2.913287516,4.481035411,3.378311537,0,2.237330957,0,0,5.296676599,3.294881095,0,2.713185166,0,3.743413166,6.98626371,0,8.826183653,5.916053747,6.623061027,1.834300969,6.039535324,0,6.394275741,0,7.644232572,0.760290405,7.354547506,4.08823794,5.251725909,0,2.000705449,6.812066603,7.15059352,0,0,0,0.84504359,7.654184946,6.865578499,4.729831029,6.726364073,6.894751248,5.405995543,0,4.756157994,0,0,5.914236833,5.47852296,5.296438905,7.495902021,3.424523531
GATAD2A,6.048913601,5.120248655,6.433232165,6.300543454,1.495835988,5.273297444,5.402292485,6.52745532,6.225632872,6.053092447,4.890064319,2.450997094,5.314589402,6.76395357,6.546592102,2.688055165,4.966775745,5.859539059,6.31816258,3.273350493,5.522601897,4.338129176,5.705434804,6.581251994,5.931994165,6.797366986,7.885233589,4.155356285,4.949881002,6.952741186,3.985231693,2.208165065,5.929512342,5.811694387,7.100814668,6.642485765,5.849716697,6.250882181,5.871480639,6.992067717,6.032332972,4.834996478,6.519483698,6.013363347,4.000881758,5.077021488,7.048101185,6.639482544,4.008620261,3.494824953,6.289888766,7.715949765,4.592445694,1.605791493,4.355665464,6.260124702,3.917781956,6.468237097,4.72810075,2.08106896,3.248901455,6.779990642,6.438460283,6.710500669,8.037629529,6.077593263
GCA,0,0,1.223194084,3.92121003,6.157528386,6.674222462,0.986248122,0,0,3.114902066,5.378183218,0,4.316535893,5.168852936,7.164314504,0,1.799276277,4.533173546,1.314192708,0,7.541704022,4.735223244,1.957320383,0.794538618,0,6.186887164,6.365253406,7.182797236,7.025755055,0,0,0,5.665173111,6.903000231,0.565785728,6.332328048,6.576640645,6.701114943,0,3.221255114,6.41788299,6.710739352,7.248059599,6.106033909,7.412022225,0,0,0.569283601,5.768760877,0,5.961543795,5.41585659,1.95999314,0,7.386045782,7.561439107,0,7.945302164,6.36087364,0,0,3.811237024,0,0,0,5.825721245
GINS2,2.431885785,5.336703333,7.258781297,7.23556448,6.768224032,7.987649684,8.156888888,5.913194532,7.755240683,7.124911441,8.059767266,7.364786216,8.181932564,7.211944977,4.996500449,3.279635493,8.23176965,8.281477588,6.101014046,4.125858501,5.103765002,7.704778445,8.708643098,6.489883783,5.8380341,9.011259514,7.857739269,7.454406123,6.662174115,6.636650749,6.018006724,8.186934516,6.01735873,9.146548668,5.837505133,7.725812737,7.830830909,6.363770782,3.943857068,7.357995421,7.670026716,6.894879822,7.267591221,7.259441708,6.653417671,0,5.872395224,6.468670823,6.190783851,2.353119791,6.883362944,6.760676522,6.844105539,7.118368159,7.865303887,5.962614696,6.801638112,6.96181009,5.18556336,7.128683785,7.498649206,3.730183221,6.23558929,1.376186086,8.122379452,8.455295389
GLMN,2.778484171,8.666978701,9.08454247,8.650841271,7.903617148,2.97380909,5.249208187,6.058955661,7.633284753,1.829607705,8.114735101,9.071206941,5.445664551,6.776119399,5.214970588,1.668017568,9.414507557,5.166270709,7.845121464,9.676578814,6.41764937,0,9.061854575,4.657596849,2.028445192,5.97867026,6.582542633,7.579858323,0,7.896080607,9.046685535,4.595359213,7.926852772,2.072957197,6.604124515,8.524966265,8.279791239,7.077251254,0,7.639780759,7.083532473,6.275902742,9.48047933,5.195924711,7.162821639,0,9.876329207,0,2.347556041,1.611002188,2.53054876,0,3.273784989,6.985137891,4.457538478,10.42048972,0,6.321028976,7.342894961,8.396799272,3.153613131,8.114226222,7.438139693,7.850480511,7.474471509,8.103714056
GPC3,0,4.998483653,7.633178906,4.474074848,2.821217181,6.762620159,5.517076171,7.116467287,6.262613173,4.924843233,6.627822925,5.847843898,5.092521578,3.397093027,4.405779368,2.421035442,6.610844407,6.337849161,6.541811411,6.514187822,3.397661068,4.989201545,5.977121994,0,3.96609217,7.977404784,7.244381197,7.456807043,0,3.57902665,0,6.39711929,5.067169805,5.279779227,2.124776122,3.628586636,3.624538528,4.34837789,4.710464853,6.323672636,1.282282035,6.308646401,5.151102666,6.71737716,4.337177364,6.426793165,6.037806492,6.072390444,7.641563879,7.839613221,7.689650753,1.380450224,2.491843366,6.623120099,5.739520731,0,7.4005957,5.009889674,5.414069904,6.792608212,0,5.257370538,1.547409031,6.186095515,5.075370417,7.100699695
GRHL1,0,0,0,0,0,0.892981304,0,0,0,0,0,0,0,0,0,0,0.581198095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRHL2,3.669324024,3.722343451,0,2.181867712,1.146340359,5.781139548,0,0,3.802548148,0,5.071745673,2.239789774,2.518874229,2.485876188,5.295273192,3.571541086,0.994349702,1.881782931,3.845959988,0,1.605998496,5.254367165,0,4.161405567,0,0,1.081172069,5.412959505,4.347088429,2.296009312,3.984002443,4.018604049,0,0,0.971138397,3.414560092,2.256380766,3.901729876,0,3.677523611,0.779147916,2.188269797,0.599720979,4.603635969,3.233501253,2.91666072,3.020933281,3.349357506,0,6.378261647,4.491892435,3.947803084,3.436700801,3.836285158,1.320738411,0,5.064427497,4.925222636,3.576521029,0,0,3.96084275,4.589464378,4.439469284,6.552181769,0
GSC,0.792991764,0.954847907,0,0,1.495835988,0,0,1.379452322,4.048246551,3.849060648,3.163326074,0.802942988,0,0,0,0,0,0,0,5.549092575,0,0,0,0,0,0,0,0,0,0,5.309513044,0,0,0,0,0,0,0,0,1.916601299,1.654596393,0,0,0,0,0,0,0,0,5.766081762,0,0,0,1.43639023,1.320738411,0,0,0,0,0,0,2.485825897,0,0,6.164660567,0
