X,H9_12h_001,H9_12h_002,H9_12h_003,H9_12h_004,H9_12h_005,H9_12h_006,H9_12h_007,H9_12h_008,H9_12h_009,H9_12h_010,H9_12h_011,H9_12h_012,H9_12h_013,H9_12h_014,H9_12h_015,H9_12h_016,H9_12h_017,H9_12h_018,H9_12h_019,H9_12h_021,H9_12h_022,H9_12h_023,H9_12h_024,H9_12h_025,H9_12h_026,H9_12h_027,H9_12h_029,H9_12h_030,H9_12h_031,H9_12h_032,H9_12h_033,H9_12h_034,H9_12h_038,H9_12h_039,H9_12h_040,H9_12h_041,H9_12h_042,H9_12h_043,H9_12h_044,H9_12h_045,H9_12h_046,H9_12h_048,H9_12h_051,H9_12h_052,H9_12h_053,H9_12h_054,H9_12h_055,H9_12h_056,H9_12h_057,H9_12h_058,H9_12h_059,H9_12h_060,H9_12h_061,H9_12h_062,H9_12h_063,H9_12h_064,H9_12h_065,H9_12h_066,H9_12h_067,H9_12h_068,H9_12h_069,H9_12h_070,H9_12h_071,H9_12h_072,H9_12h_073,H9_12h_074,H9_12h_075,H9_12h_076,H9_12h_077,H9_12h_078,H9_12h_079,H9_12h_080,H9_12h_081,H9_12h_082,H9_12h_083,H9_12h_084,H9_12h_085,H9_12h_086,H9_12h_087,H9_12h_088,H9_12h_089,H9_12h_090,H9_12h_091,H9_12h_092,H9_12h_093,H9_12h_094,H9_12h_095,H9_12h_096,H9_12h_097,H9_12h_098,H9_12h_099,H9_12h_100,H9_12h_101,H9_12h_102,H9_12h_103,H9_12h_104,H9_12h_105,H9_12h_106,H9_12h_107,H9_12h_108,H9_12h_109,H9_12h_110
ENO1,11.98862902,10.86847601,11.17991326,12.39636279,11.07320218,9.962513739,12.59429213,12.25038181,12.11188315,11.85206237,10.39764338,10.21168024,11.7070449,11.66527681,12.03518947,11.86472046,11.08247811,11.08559209,12.0469677,11.99137136,12.71578198,12.95495398,10.94172334,11.03518894,11.70933761,9.9588728,12.16388645,11.65012022,10.26342345,12.03442635,10.61988887,11.81901969,11.55824053,12.40116435,11.75508196,11.74362106,12.56930582,12.36792633,12.41021632,11.47312788,12.74608873,10.87895962,10.69841361,11.88305826,11.25570957,11.14304979,11.56883568,11.49346965,11.46928264,11.90959782,11.14661187,11.62990123,10.80985428,11.01458796,11.15629264,11.09857755,10.90870988,11.14772148,11.22862143,11.2862899,11.182352,11.2565237,10.98937839,10.96918132,11.185065,10.4032745,8.890786042,11.34616917,10.21922386,10.78592291,11.3900003,12.18457084,10.23410078,11.28356471,11.65120156,10.67519539,10.43809885,11.1243562,11.14661187,10.75103554,11.68355887,9.909390393,11.04295436,10.90594695,10.94046765,11.08193958,10.07946467,9.510456767,11.03716637,10.835907,11.11300083,10.96062564,10.68068543,10.83555452,10.53151536,11.26617144,10.53371943,10.50083754,9.718767964,10.87078134,10.34482648,11.08052767
EOMES,5.815558666,8.59163491,1.633644725,4.005052572,4.954490608,3.854933191,2.41317356,6.137895099,2.783128256,8.868901469,8.091038994,4.934469028,5.973370784,3.230818875,6.86329927,2.039719846,5.048514731,3.250572835,3.855149707,7.375807034,2.507955623,6.875083173,5.291877873,6.83397135,2.644162232,2.59007909,1.854268649,6.764369418,0,4.388505313,3.416539587,4.393114786,6.40873768,3.749727909,8.239161479,3.40345368,8.670128031,9.894094355,7.281431024,8.335358658,5.664316029,5.501918649,3.533837482,7.072954653,7.201724594,3.672876412,6.764770878,7.299668148,6.256411021,6.946773054,2.61005067,3.824549788,1.907369311,4.201656643,1.60633702,5.593758778,7.363627101,7.702658853,6.481686724,6.601559623,8.964078243,4.603216754,7.757340778,6.409529577,1.435035205,2.993574885,8.571607694,3.396778846,5.970901363,7.157593062,2.51483162,1.672571547,7.044578801,7.756192713,4.84172257,6.356522437,6.587539484,9.4403181,7.235493024,7.020511479,8.007367299,7.311857723,3.469422117,4.813126824,9.21771262,7.595713254,5.443030759,7.270574783,6.464653997,6.319441649,4.94967865,5.648957746,5.359583413,7.281696238,6.706976296,7.350137282,5.839713914,8.454647895,6.112154381,7.778239514,8.637051845,0.528629408
EPCAM,8.2077149,9.763674764,7.816555311,7.70059112,9.474507923,11.68868873,7.085774513,7.628233875,9.334384343,4.54897687,10.00081576,10.51232544,8.417243831,9.264775419,8.70854881,8.57687863,9.438522957,9.846907414,6.504786861,5.218738752,8.786872915,6.992757044,7.456581739,7.292720023,7.130932292,8.088264174,4.692036523,9.599451652,9.893876602,6.56355665,9.071775249,7.140382637,7.85911331,7.093669244,6.892932675,9.749747776,9.252669186,6.303627541,7.601503218,10.10838082,4.54597955,9.036323289,7.397840051,7.746069391,5.804395447,7.478810355,8.571229944,8.966731394,7.138983891,6.955367886,6.436168064,9.018976275,8.747690307,7.446663667,7.409687739,8.947062041,8.452444717,8.700910054,7.649965759,8.859110388,6.498216849,6.616279178,7.504182767,7.217757834,8.00806491,8.81471958,7.012110993,8.748070153,8.849425004,7.702380464,8.111572026,7.183846953,5.81466801,7.064231547,8.595968782,7.103870299,7.06867386,9.43717291,8.307350044,7.762925522,7.430701222,9.576998876,6.769020938,7.722879168,7.128807716,8.835623426,8.713141513,8.793740838,6.54110721,5.143362149,7.381529898,7.924982104,7.796488651,8.626927884,7.253233241,9.610336968,9.08244997,8.274117396,8.598506084,9.380557856,7.842349373,8.680099012
EPHA4,0,0,0,0,0,0,0.783309576,0,0,0,0,0,0,0,0,0,0,0,0.715017749,0,0,1.412845654,3.398331493,0,2.644162232,0,0,0,0,0,0,0,4.88312223,0,0,0,1.020581334,0,0,0,0,0,3.225640321,0,0,0,0,0.678210999,0,4.280084363,0,0,4.435250804,0,0,0,1.842939816,0,0,0,0.846549682,0,0.653714081,0,0,0,1.910857064,0,5.22954539,0,0,0,5.775312423,5.687032679,0,0,0,7.263499822,0.553654026,0,0,0,0,0,0,0,0,0,0.485989834,0,0,0,0,0,0,0,7.637307643,0,0,0,0,0
ERBB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERCC6L,6.989315677,4.264468853,6.318278532,0,7.573408653,8.613283371,0,0,0.985917265,0,6.13581403,4.936617682,5.451484639,0.950095652,0,0,0,5.218846505,0,0,0,0,1.540410419,0,6.728281347,0,0,0,6.818510541,0,0,0,0,0,6.724524294,0,0,0,0,0,5.348778885,6.389737027,0,0,3.608635453,3.52565864,5.907589786,3.945205253,2.94551953,7.627998936,1.093898351,3.091613606,1.443356191,7.709264475,0,0,4.943564294,8.103934836,0.959853593,2.50800541,8.644208261,6.546053914,3.938316552,5.628911051,4.451054381,3.550228364,2.577388613,0,1.020556417,4.433218907,8.817277912,3.285593408,7.043502506,0,0,8.046326767,0,0,0,7.470194396,9.503303452,6.526291262,5.818257254,0,0,0,1.132025689,1.031092219,8.589179397,4.372642932,7.731958307,6.035739043,6.201726193,0,1.35753768,0.62174495,4.947557784,6.16649897,3.500263687,1.087125519,1.671071834,4.829778597
ESCO2,0,8.217264376,8.98321659,0,3.700720434,4.804198149,0.783309576,0.964174378,1.978824009,1.803170275,2.761353499,4.537198362,8.66834732,7.475400939,1.310308835,3.082017233,3.508869609,6.155199538,1.854926782,3.915798854,4.303966182,4.388976137,11.0612696,3.325210456,3.820517501,5.448940424,6.426428043,4.070198882,4.662173236,6.415841999,0,4.393114786,0.847947427,0.758530858,3.816993416,4.641165047,0,7.463370081,9.454094989,9.790817968,0,0,5.105769595,0,7.120136343,1.796815172,6.853241972,5.485789437,6.834433817,0,5.999205522,2.731914803,8.02693334,0,0,2.58549211,0,0.656166299,7.306171021,1.741646241,6.2485036,0,8.196395258,2.948722967,7.192314143,2.66840733,3.775839801,0,9.298240408,7.900418969,8.852272766,0,6.830878254,7.095879955,0.588019865,5.146971854,0,5.473147854,0.956261282,0.488054558,0,0,0.907822859,8.785707412,3.254607642,4.909147058,0,5.567998656,7.247908543,4.373085784,0,0.567670653,4.131246274,0,8.902492994,0,5.661668966,6.250593374,0,9.000719425,0.522961861,7.798724948
ESPL1,0,7.366076476,0,0,2.147076831,6.094806106,0.783309576,1.536994543,3.144793192,1.411376598,0,5.039664347,7.994206175,5.455229701,0.799065011,1.802948158,0.958993055,0,6.420644428,2.329567108,0,4.139648226,0.966715585,1.139493725,1.858244829,6.253984656,1.206544499,0,0,2.486095534,0,0,2.535960764,4.695081311,0,0,1.612339545,9.287557457,0,0,0,0,1.920213112,6.214152736,3.74876301,5.675508352,5.893750202,6.259638533,3.229497399,0.796705863,2.138650941,0,0,2.973548812,5.045917088,3.779562343,1.658174527,0,0,4.700685613,4.214147781,2.998498735,4.774407636,2.275118354,0,0,1.409360814,0,4.431223437,0,0.607790269,6.869805059,2.010526523,6.876546337,0,0,6.539147076,0,0,0,0.80241531,1.688744903,0,0,0,5.996007344,5.544744958,2.860252642,0.485989834,3.109666413,6.835475824,3.905132326,0,4.307623517,0,4.562357042,4.475401999,0,5.504705881,0.459257856,0,4.00422944
ESRP1,6.601825732,0.789740926,5.024336876,5.528833804,5.367867502,7.758292513,1.66139554,3.105606638,6.016085733,3.217159713,2.988481971,5.661343748,2.736986238,7.156478667,3.59688705,4.342858508,6.185059323,7.308805503,5.415870419,3.915798854,6.765894016,11.26079863,1.949780912,3.768913534,3.150070402,6.386308796,1.854268649,1.284610096,2.551857242,6.58676959,5.477353594,0,6.108414738,3.956717084,4.367424781,4.641165047,5.499388609,8.036616597,9.56202678,0,2.850231633,4.341090318,5.380519198,6.963831097,9.174998483,8.656866527,4.712392644,6.711944851,7.059557548,2.43903291,1.433894408,1.934208467,4.290638241,7.468776092,7.171271455,5.698538584,7.391350942,7.714574259,7.168032459,6.187604295,0,7.826907762,8.454094033,8.377194189,7.792605551,2.402126174,4.691697079,2.527635977,9.018639438,2.832342684,3.23001427,6.708346493,8.812037538,4.394750331,2.329254913,5.397093217,9.388753695,5.939729208,1.739413069,8.308355176,2.545009543,5.507008872,8.759692794,5.272616627,7.201133018,6.129005302,8.920108002,8.081915368,6.49700327,7.856890423,5.118848065,5.234262766,5.541196222,1.627226858,2.750407853,6.214668487,3.706852099,6.476942145,8.162347811,5.947740322,7.211752419,6.985219727
ESRRG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.822022441,0,0,0,0,0,0,0,1.253102165,0,0,0,0,0,1.384030194,0,7.097514865,0,0,0,0,0,0,0,0,0,0,3.883251559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETS1,0,0.789740926,0,2.252183486,0,0,7.123565952,0,0.985917265,0.871807566,5.819951129,4.607663038,5.191847045,1.924480844,1.310308835,4.728768712,1.530023403,3.541860968,2.458628449,1.591331151,2.507955623,1.412845654,4.258016673,0,4.073198798,5.272765182,1.854268649,3.475725958,2.551857242,1.341529679,2.545693915,0,1.378443112,0,0,2.533733248,1.612339545,4.665186862,0,0,3.451258364,1.959811887,1.690565359,0,0,2.572658615,6.346142425,4.614123109,2.375652736,0,0.648235458,2.251641917,0,6.76557067,1.240732758,3.139556521,4.901719696,3.10944995,6.20142538,0.833002182,0,1.352592762,4.473064978,0.565642677,2.966347512,2.993574885,0.634188836,2.527635977,0,6.132786308,1.034107615,0,2.470911301,1.988489777,3.467754671,1.694135625,4.463665244,2.68426666,0,0,1.516038425,0,5.513705884,0,0.535743379,1.493357796,6.61355947,3.964397805,5.87496168,6.301057576,4.033751237,1.290651977,0,0,1.029735357,1.054827876,0,0,2.863773626,6.48975948,0.522961861,0.914653429
ETV1,6.070428826,7.397595213,3.874721709,4.005052572,7.018382687,8.005167527,9.150961842,3.740097243,5.059999002,2.933503494,3.511541051,3.875080016,8.840399724,5.110698439,9.980041209,6.276994547,8.384593111,9.79594648,4.143972007,6.975250658,5.079674331,7.623678276,11.02957617,6.795505932,5.022720933,6.473674076,7.514043708,4.746899438,6.005187247,5.92680007,6.61143478,2.585660218,6.436185074,11.13438474,5.738102602,4.773403015,9.225976726,4.108378282,5.30898679,8.970678152,6.353060317,5.406840925,7.043137908,2.467383357,6.366329491,5.974141273,6.313352467,2.000278175,5.703610436,0.796705863,4.216047713,2.251641917,2.846052005,3.39108959,0.749828269,6.536964195,5.172127359,1.447668185,9.370074223,4.121774557,8.055200321,5.750231936,6.810266548,6.258687533,8.22110764,2.785131355,8.306235732,9.464354873,9.986351424,1.787784954,8.189087048,5.888673661,6.721243993,5.251820311,4.652643916,9.278729949,0,6.304162118,9.484291207,4.469241132,3.919945517,4.231900072,10.13480496,1.002995721,6.387892664,3.333019284,5.494402746,9.176450474,6.110883614,8.159476027,9.478917761,0.973983881,7.653123497,7.128570625,4.377911142,8.962292475,7.012163179,1.158215857,9.490991395,2.806808741,8.787390176,7.328597204
ETV3,0.93120991,0,0,3.619659479,0,0,0,2.524749143,0,0,1.108400089,0,0,0,0.799065011,0,0,0,0.715017749,0,0,2.582039299,1.949780912,3.564052884,0,0,1.206544499,0,1.77902575,0,0,0,0,1.620727577,0,0,0,1.392221366,2.507271734,0,0,0,1.079917948,0,0,0,0,0,0,0,0,0,1.24830546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.681456486,0,2.376119817,1.672571547,0,0,0.588019865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03559271,1.833141476,0,0,0,0,3.557618807,1.952680575,0,0,0,0,0
ETV4,4.188291393,7.941806329,8.655319432,5.528833804,1.836720231,0,6.532573581,4.390246777,4.432426003,7.150683747,7.040402024,4.572170007,6.290461785,2.720717223,6.960962356,7.906853998,7.589631535,5.514644142,8.274089895,5.218738752,9.852627086,1.412845654,7.857325752,6.228564281,3.820517501,5.678442978,7.632880009,8.396869824,3.962702655,8.614053826,5.124006464,7.088293907,2.722371562,8.464112671,9.712537528,6.278930935,4.125963507,6.882489193,6.19879353,7.749249187,8.712981845,8.401646654,7.490116763,7.683857728,3.608635453,5.675508352,5.023272454,8.000369439,5.656454257,7.220747492,7.985422511,7.183646905,5.843078158,6.92148619,7.715954742,3.518428343,6.963059165,6.16660294,6.09962224,5.533579941,1.763235534,7.153676638,7.125185322,5.334991084,5.922002936,4.929080088,6.633250176,5.862826379,5.268568951,5.780377231,6.174996875,7.529642438,2.819378984,8.199744237,7.048002328,6.395283235,4.536470348,6.478931748,3.666184512,6.478307746,7.7063421,6.12797573,5.920827222,7.495478877,7.513272189,3.956380038,7.614970674,7.968438589,7.269192927,3.397773835,7.421623448,6.177502111,6.100083865,6.310058037,5.449813507,6.182926184,2.327487137,5.422287723,6.352832031,6.756892014,7.087492298,4.503688763
EWSR1,6.998553708,5.510742603,6.137455435,5.844498615,6.271469693,8.456167106,7.552732906,7.93351887,3.358480827,5.337690581,9.743125405,6.988310786,5.150386338,6.008452171,8.457909668,4.888852452,5.434987063,6.597250258,6.308466478,7.442446829,9.197258067,6.27576032,5.956295089,4.958562947,8.515363334,7.119835677,8.007588664,6.783303615,6.389428996,6.062146039,5.760960213,6.248753721,7.539110128,8.07300604,9.071053824,7.269611277,7.131748481,4.357404403,6.678597854,6.766644483,7.940870064,7.258302094,6.613394316,8.419616239,6.53028584,6.314194576,8.667644401,8.537681489,5.60472645,6.279265292,6.286948061,7.238591313,5.442824456,7.333309423,7.083513157,6.907848658,7.259634802,6.534838333,6.768658205,6.719000212,7.742263166,6.032956473,6.159629423,7.468853135,5.775549809,6.326816349,7.346264409,6.850377497,7.423336536,6.903137022,8.058718785,8.112532305,7.252259051,6.830256927,7.13331205,6.906565511,6.079381137,6.863069345,8.309266179,7.130747629,7.971701053,7.718137329,7.690779609,7.049787507,6.338161038,8.115068262,6.306141357,7.195474648,6.348831375,6.867271549,6.626815602,7.384801527,6.459767678,7.847296627,6.43295358,7.582231015,7.14328684,7.129894159,7.082719693,5.332489195,5.459142249,6.410099888
EXO1,2.68734004,0,7.510639183,0,6.395069394,6.354318151,8.359169019,0.964174378,3.559038224,2.364508323,5.157121497,0,4.874492577,3.079976396,0,2.722680715,2.255745585,2.394711018,2.277693345,2.329567108,5.8393957,0,3.638379082,2.810481149,0,2.59007909,1.206544499,7.02519033,0,4.030511554,5.997869518,2.585660218,2.535960764,7.547552504,7.304932143,3.40345368,3.845346684,6.668731338,3.414230108,6.787609907,8.294816163,4.119132393,5.894346863,8.343956147,4.386017562,0,6.470601636,4.678428307,0,6.292621578,0.648235458,4.470057155,6.485100844,1.038831614,0.749828269,0.933188462,0,3.772895651,7.526317876,0,0,0.829324561,0.653714081,2.650882512,1.435035205,0,0,2.527635977,0.598699271,5.512282269,0,5.079691521,7.560838221,0,1.00458362,6.069971817,4.324402087,4.978649235,0.952778757,0,4.022578955,1.688744903,0.524170022,0,0.535743379,0,0.482560079,7.10546619,0,2.605941464,7.20063281,0.973983881,4.460763235,0.606249443,2.369214864,0,2.483748597,1.158215857,1.229917687,0,2.424659291,0
EZH2,4.188291393,5.458857708,0,4.559748733,1.836720231,0,7.544007859,3.518587245,0,4.386735192,5.29774485,4.307443673,3.037776251,6.793862702,4.047838074,3.609041529,1.938044044,5.132154855,6.308583245,2.329567108,6.82674209,7.281607888,3.110211153,0,6.79802258,5.605924287,2.299691935,5.869044273,1.77902575,6.491589025,3.416539587,4.955006531,3.292681778,2.364741009,0,1.763556454,1.612339545,4.23825779,3.953362867,5.762182048,4.54597955,5.339786042,3.666315359,5.790896553,0,3.672876412,3.825913014,5.062135982,5.93362639,7.078499795,0,5.001735746,7.584897845,2.383566687,4.328017408,5.962627408,4.15527317,8.259190738,4.348714424,6.334525846,6.508751424,4.113860406,3.079253502,4.032232559,6.64133625,4.554621598,1.073223632,3.935344804,5.873007712,2.436992866,6.517885505,6.419468514,5.583580249,0.800788901,3.467754671,2.43298949,0,6.268802623,1.928575593,6.356162501,6.97722383,6.780891434,4.067967016,4.06047429,3.716069198,2.469518034,6.742248361,6.189950729,7.45735133,6.700851685,0.51317421,6.799701959,8.174427441,4.417485703,5.206991464,4.101150408,6.782610071,4.035417766,7.394925268,3.425686813,5.459858484,2.034887096
FBN1,0,0,0,5.406140905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.249035074,0,0,0.638729958,0,0,0,0,0,6.724413485,0,0,0,0,0,0,0,3.55837121,2.330909967,0,0,0,0,0,0,1.993421984,0,0.634188836,0,0,0,0,0,0,0,0,5.93940052,0,0,0,0,0,0,0,0,0,0,5.728898208,0,0,0,0,0,0,0,0,0,0,0,0,5.266165865,0,0
FBXO5,4.258329747,0,7.398410195,0,7.180466924,11.08319568,0,10.77453416,4.926813779,5.464590511,5.4520146,7.481778609,0,0,0,7.315511719,10.74338201,1.645867077,6.60326302,0,6.702366133,6.79093896,3.261451959,7.389055862,0,6.983369047,8.352826138,3.941258499,6.993912704,5.997792545,0,0,0,1.620727577,2.915888522,5.006272544,7.768535469,8.228664037,3.953362867,5.031937737,1.164935739,9.674165315,7.658652873,7.005291102,4.251118931,6.606784435,4.230051991,1.765796559,6.052229141,3.758219255,4.759875213,6.527233755,0.755153475,2.057862379,8.684113118,7.221559153,4.189773428,0,8.159650083,4.419677331,0,2.038230064,4.680783549,5.942183269,0,5.573139626,3.125801158,3.396778846,6.040194971,3.781861821,1.855836801,7.169301424,5.362404135,3.308104766,7.468040572,5.21802317,2.876718377,0,4.156347557,6.608994735,0.456290186,7.070664906,4.489748061,4.093096689,4.140655234,2.469518034,1.132025689,6.553113011,7.469563992,5.586853302,8.018992955,5.925618505,1.32317775,0,1.35753768,8.970558522,0,6.050633703,0,5.252044919,7.035637345,7.443276856
FER,0,0,0,0,0,0,0,0,0,0.871807566,0,0,1.021707396,1.518032245,0,1.802948158,2.501598612,3.784101138,0,1.591331151,0,0,3.936948167,0,0,2.59007909,0,0,0,0,2.545693915,0,2.404812813,1.620727577,0,1.763556454,1.146595795,0,0,0,0,0,0,0.811525584,0,0,0,0,2.375652736,0,7.688713213,0,0,0,5.316536096,0,0,0,0,5.112687845,0,0,0,7.02383813,0.511945564,0,0,0,6.44974135,0,0,0,2.819378984,0,0.588019865,0,0,0,0,0,0,0,6.237900944,0,0,0,0.482560079,0,0,0,0,0,0,0,0,0,0,6.446700851,2.455523245,0,0,0
FLI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653608475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528629408
FN1,1.492493658,6.622071359,1.859452388,4.005052572,3.602315079,6.76494057,3.562684233,7.107858652,6.038211457,8.263283809,1.108400089,8.590773061,4.533057946,4.65718377,1.310308835,3.082017233,2.736326853,3.784101138,9.680959618,3.178410302,0,2.112779088,5.548761434,3.140736207,0,7.903957509,0,3.941258499,2.551857242,4.585742629,7.452859033,0,2.32183903,5.724719091,0,2.533733248,2.842459498,3.807210835,3.953362867,9.059942397,5.002513823,2.279020548,4.433456466,2.007290765,1.166253427,1.161734081,2.750816394,6.609176331,3.466665455,0,0,4.615535934,0.755153475,0,6.518091664,4.329074823,0.897215375,6.709567657,7.904730372,7.711706397,0,5.500822353,7.937749091,4.988984132,4.925622651,1.050643763,6.083210102,8.523569981,8.074093403,4.295841341,1.362761526,5.741676042,6.765901538,1.312727274,1.327426694,1.479573941,1.981969732,0,0.952778757,3.467776023,2.545009543,7.714476039,3.287194499,5.851371405,4.438671541,3.046445594,2.878830013,6.541603679,1.138578164,6.055424286,6.299171445,0.973983881,6.068140292,0,6.134830944,4.424380394,0.65460619,3.735319129,2.568915517,3.374463633,8.862086121,3.592630697
FOXD3,0,0,0,0,0,0,0.783309576,0,0,0,0,0,0,0,0,0,0,0,3.542923107,1.591331151,0,0,4.753732481,0,0,0,0,3.032243729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.481501314,0,0,0,0,0,0,1.368402166,0,0,0,0,0,0,0,0,0,0,0,0,1.382118678,0,0,0,0,0,0.81337948,0,0,0,0,0,4.133842343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.997869518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533230334,0,0,0,0,0.456290186,1.688744903,0,0,0,0,0.482560079,0,0,0,0,0,0,0,0,0,0.65460619,0,0,0.807081858,0.522961861,0
FOXH1,5.768332467,2.771909217,1.365815358,0,6.92934862,4.804198149,0,2.264172146,1.978824009,0.871807566,3.650838217,3.930035377,3.431361347,6.042917706,5.573444391,1.519538924,2.736326853,3.991454865,3.573563336,1.591331151,0,5.520129767,0,1.768109778,6.763573342,3.092879842,1.206544499,7.28637756,0,1.341529679,0,0,6.395638319,3.822074656,3.816993416,2.533733248,3.206313484,0,4.344927726,0,1.164935739,5.30505245,0,5.709966402,3.936330134,5.528573049,5.851416593,2.201924129,0.87809057,6.179941452,6.359604976,0,4.804873376,0,0,3.399124632,3.887474831,0,0.558322741,2.50800541,4.814480626,5.287834655,3.42554286,0,0,0,0,0,2.354679223,0,3.382752864,0,1.71015923,0,3.652278828,5.072239247,0,1.236881351,1.739413069,2.077386003,0,0,3.082312125,0.586960339,0.797004567,1.493357796,1.57826454,1.031092219,1.586275841,2.267809894,2.510722757,5.306345725,4.394300497,2.047461396,1.35753768,4.145741859,5.025925349,2.028403431,0,1.087125519,3.050941933,0
FOXK1,1.165055288,0.795809853,0.658384051,3.092218693,1.567190541,0,3.063877543,4.884495896,2.273228559,1.415871138,1.757659984,0,1.050698935,0,2.804545623,1.251916356,1.567263815,0,2.784294856,0,0,4.506552555,1.974516701,1.773196449,4.387416451,1.832230459,1.974370067,1.284610096,0,2.035300671,4.141251181,0,2.985403156,1.265609087,0,1.890149086,1.0278785,1.401124442,2.543582348,2.771478177,2.303890703,0,2.267584273,2.616934301,0.66996426,0,1.191397992,0.822279396,1.966303387,0.372787284,0,1.595602391,2.848120606,2.850274655,2.654429788,1.628461155,0.939999864,0,0,1.994544988,0,0,1.397067609,0,0.764341004,0,0.522187584,0,0,1.391648083,0,1.335816729,0.903749089,0,4.693336125,0,2.060873222,1.617885968,1.579249698,5.436838002,6.509212463,4.267317045,0.506481871,0,1.034057378,0.890060942,0.890660568,0.630288657,0.6642988,3.528356891,0,0,1.66590849,0,0.686491632,0.62174495,0.716410219,0,0.582891561,2.880624433,1.085994707,4.329816642
FST,7.172789251,1.67187847,5.771501605,0,3.792840083,7.665627267,0,7.285442126,2.97526426,2.933503494,4.786046095,5.487587696,3.898143044,8.007308798,2.443563863,6.05191133,5.503532338,0,0,5.366862474,3.375215929,0,5.978083561,4.003418964,6.269977234,4.960136459,8.304647648,5.365011375,0,5.053900861,5.626114675,2.585660218,3.786493098,5.705722383,0,3.697852174,6.230145585,4.108378282,3.414230108,1.384030194,7.587243244,7.942992639,6.363098469,3.939815283,5.816868758,6.472826341,4.870265892,6.868264177,5.557249643,6.997590367,4.259423489,2.830589693,6.055586355,6.052739968,0.749828269,5.17054286,7.222583008,5.954824473,6.130116809,4.465810561,8.315972416,5.686373436,3.826182438,8.148000019,5.00489364,6.346230891,5.709897994,6.850377497,0.598699271,6.162237533,3.520857882,6.514826146,7.398589139,5.879709935,1.00458362,2.046198162,7.034170542,5.972677174,6.768997783,3.764668406,7.600647617,5.641625431,7.269367654,6.857682561,7.248662892,5.112097319,0.482560079,5.684700273,3.352273834,6.705254918,2.803354282,6.848502475,0,7.957500086,5.101515218,5.023556192,6.336495501,5.982001789,5.615362805,0.459257856,7.734726004,5.05774225
FUBP1,7.56738758,4.208699515,6.216794423,4.005052572,6.240069073,9.881396243,6.257049895,5.928598751,5.364693535,7.397823965,8.274583725,6.99354473,4.128056287,8.775143902,5.742493788,2.039719846,5.006766416,4.945374681,9.261856981,7.934315826,8.890269148,6.004040586,6.472545133,8.938827794,8.847851592,8.440748259,7.885156844,6.801992531,7.971984557,6.609614941,6.461070182,8.769019625,6.703101204,8.346242045,3.816993416,7.589668194,7.595247658,6.523408472,7.921944872,7.613279002,6.594725973,7.786425098,7.412063465,8.475527333,8.014042718,7.756780142,7.671552835,5.343769576,7.559941566,6.434746632,6.655867337,8.511667338,7.07669855,4.565177093,8.105968414,8.606635223,7.955086348,6.72606422,8.392681952,7.907661758,6.980901061,6.969202597,6.678898882,7.437553672,7.316717906,8.096993894,8.224636413,8.091048358,7.215770687,6.955739921,7.500882192,7.190993088,8.27962324,6.80175318,7.989170457,6.964224851,5.493918366,7.722524908,8.196597823,8.233089375,7.720305058,8.28691152,8.415132423,8.807583216,8.078973484,9.362354678,7.588418204,9.043761285,8.488195752,6.988990788,6.888455644,7.081937536,7.678029015,7.68833809,7.776272554,8.126505388,7.080469461,8.489677196,7.890968495,7.18567951,7.20736608,6.939032271
