X,H9_96h_001,H9_96h_002,H9_96h_003,H9_96h_004,H9_96h_005,H9_96h_006,H9_96h_007,H9_96h_008,H9_96h_009,H9_96h_010,H9_96h_011,H9_96h_012,H9_96h_013,H9_96h_014,H9_96h_015,H9_96h_016,H9_96h_017,H9_96h_018,H9_96h_019,H9_96h_020,H9_96h_021,H9_96h_022,H9_96h_023,H9_96h_024,H9_96h_025,H9_96h_026,H9_96h_027,H9_96h_028,H9_96h_029,H9_96h_030,H9_96h_031,H9_96h_032,H9_96h_033,H9_96h_034,H9_96h_035,H9_96h_036,H9_96h_037,H9_96h_038,H9_96h_039,H9_96h_040,H9_96h_041,H9_96h_042,H9_96h_043,H9_96h_044,H9_96h_045,H9_96h_046,H9_96h_047,H9_96h_048,H9_96h_049,H9_96h_050,H9_96h_051,H9_96h_052,H9_96h_053,H9_96h_054,H9_96h_055,H9_96h_056,H9_96h_057,H9_96h_058,H9_96h_059,H9_96h_060,H9_96h_061,H9_96h_062,H9_96h_063,H9_96h_064,H9_96h_065,H9_96h_066,H9_96h_067,H9_96h_068,H9_96h_069,H9_96h_070,H9_96h_071,H9_96h_072,H9_96h_073,H9_96h_074,H9_96h_075,H9_96h_077,H9_96h_078,H9_96h_079,H9_96h_080,H9_96h_081,H9_96h_082,H9_96h_083,H9_96h_084,H9_96h_085,H9_96h_086,H9_96h_087,H9_96h_088,H9_96h_089,H9_96h_090,H9_96h_091,H9_96h_092,H9_96h_093,H9_96h_094,H9_96h_095,H9_96h_096,H9_96h_097,H9_96h_098,H9_96h_099,H9_96h_100,H9_96h_101,H9_96h_102,H9_96h_103,H9_96h_104,H9_96h_105,H9_96h_106,H9_96h_107,H9_96h_108,H9_96h_109,H9_96h_110,H9_96h_111,H9_96h_112,H9_96h_113,H9_96h_114,H9_96h_115,H9_96h_116,H9_96h_117,H9_96h_118,H9_96h_119,H9_96h_120,H9_96h_121,H9_96h_122,H9_96h_123,H9_96h_124,H9_96h_125,H9_96h_126,H9_96h_127,H9_96h_128,H9_96h_129,H9_96h_130,H9_96h_131,H9_96h_132,H9_96h_133,H9_96h_134,H9_96h_135,H9_96h_136,H9_96h_137,H9_96h_138,H9_96h_139,H9_96h_140,H9_96h_141,H9_96h_142,H9_96h_143,H9_96h_144,H9_96h_145,H9_96h_146,H9_96h_147,H9_96h_148,H9_96h_149,H9_96h_150,H9_96h_151,H9_96h_152,H9_96h_153,H9_96h_154,H9_96h_155,H9_96h_156,H9_96h_157,H9_96h_158,H9_96h_159,H9_96h_160,H9_96h_161,H9_96h_162,H9_96h_163,H9_96h_164,H9_96h_165,H9_96h_166,H9_96h_167,H9_96h_168,H9_96h_169,H9_96h_170,H9_96h_171,H9_96h_173,H9_96h_174,H9_96h_175,H9_96h_176,H9_96h_177,H9_96h_178,H9_96h_179,H9_96h_180,H9_96h_182,H9_96h_183,H9_96h_184,H9_96h_185,H9_96h_186,H9_96h_187,H9_96h_188,H9_96h_189,H9_96h_190,H9_96h_192
NCAPG,0,4.259490724,9.994534322,0,1.058108189,3.02603991,8.386611398,4.473699474,3.485087131,1.416833947,0,6.392111589,1.056127402,0,2.372854713,5.652674983,0,0,10.91779642,0,2.127505885,3.428361253,0,2.005565488,8.842075136,7.956593424,8.57536711,1.452441653,1.430318078,0,0,9.599754657,8.514023676,4.621615002,1.826369678,8.220996455,1.835435797,4.047169686,6.937963522,8.938029385,0,2.238508943,7.920806257,0,8.220833446,9.399072884,0,2.735191338,10.37733867,1.966577997,1.491209169,0,0,0,0,0,0,0,8.463080938,4.583249755,0.788094264,9.741081298,3.559069249,7.355721765,0,3.103582347,0.626431483,0.818081649,2.777694968,9.74588557,8.907091162,9.613927965,10.46406707,0,0,6.489014355,8.741642274,5.369357503,9.653017161,0,9.48996594,4.846079249,0.6434193,7.126852261,4.358737298,9.304676089,8.25209635,7.91945833,7.305421688,8.674730993,6.713919598,0.881652902,6.41769294,7.246567062,7.184372698,0,5.726440913,0,6.472040593,9.202777461,6.781405765,1.518730038,5.19033917,0,8.751058437,9.469934844,1.815684235,8.832358164,7.670691254,3.920970842,0,6.503225739,8.810639532,8.415579924,0,7.863607948,0,6.850533474,7.753180507,8.005887013,8.496189271,3.248222658,0,0,6.216790881,5.08797777,4.06723655,8.625820568,7.120095798,0,8.876677675,0,7.961567393,1.525268889,1.099682367,0,10.28754589,0,9.912080984,7.117274496,8.799283304,9.193937045,0,6.845187491,3.762600958,7.202619165,5.503674082,8.966692129,0,5.693501539,0,0,7.455667647,7.839979642,0,9.817696373,0.950912565,2.175352942,0,7.562733077,1.071219972,0,1.727684998,8.990223652,0,10.04505654,0,1.1109827,1.353406093,5.930471532,11.01924138,0.904661499,10.50554826,1.954221851,1.409772813,8.363470401,5.99039635,9.752410644,0,6.686706685,2.153694495,2.051277859,3.295264584,0,0,9.06528663,1.510371521,0
NCOA6,3.010880911,0,6.249190396,8.150085972,0,5.897114471,7.081794396,0.813778358,5.628772547,0.875775847,5.787076466,0,2.321225263,1.335113393,2.372854713,4.995873291,3.709738054,1.482393663,7.727097792,5.531217874,1.424818418,5.935964223,0,6.158017049,7.143908506,6.96194227,1.951493563,7.716274937,6.318684692,6.597009543,6.098676829,7.412790943,2.119264844,0,5.616062146,7.235854329,6.378534897,0,0,3.600371719,6.985651877,4.035177784,7.007288239,6.571126639,6.706504162,6.851033099,0,2.262322747,5.354052797,3.206536919,2.208670174,0,0,3.427954172,5.045717587,8.723595871,1.083225806,7.31576528,5.495916988,7.213053861,1.426744366,4.502197947,6.394374611,5.418751572,6.602457257,6.150153794,1.061764878,8.029409634,0,0.862626069,1.686258307,6.834415726,6.29081837,0,7.07520475,4.446278896,0,5.795251159,6.07498591,0,4.005125408,5.701709486,1.425502651,5.655375436,0,5.085322601,5.849735613,4.706266808,0,2.741898063,5.882473307,4.221108483,5.509843388,4.061778094,6.109397391,3.476603401,0,6.482336958,0,6.265698899,2.832645549,2.242076284,5.309122473,0,4.506188731,4.13529211,1.815684235,0,4.771884455,7.383641922,6.859303383,0,6.661018078,8.848378616,5.548575195,4.842899407,4.311059649,4.446289012,0,5.215128505,5.687613481,6.562568797,8.152547237,5.61949386,5.414064201,6.546873541,4.857097009,2.886862356,2.601293496,2.376909365,4.063712225,2.245881737,0,3.089771739,2.147054325,3.267294338,1.782410824,5.950585282,0,0,7.57063681,2.878740481,0,3.04876916,1.923666599,0,0,0,1.304235015,3.098566316,0,1.987779116,6.918103308,0.881103069,0.819950363,2.005345568,0,3.549861472,8.124715827,3.255308867,0,1.03402876,5.60880939,2.489462579,2.111091836,0,0,3.094156148,0,5.538723907,2.525167661,3.145505741,0,1.544343138,7.197824917,0,5.610882166,6.638395761,5.277251624,0,7.583980901,3.763296511,6.06881267,6.511479069,0,0,0,3.350470579
NDC80,0,1.260854709,10.03384568,0,0,0,6.903205217,0,0.887353903,4.395053975,0,0,0,0,3.22640074,0.795699621,0,0,3.680232661,0,1.424818418,0,8.949890967,3.453742699,8.619841478,1.073254437,0,0,3.77746807,0,0,8.90885069,3.953619868,8.509168704,8.893197706,10.15628431,0,6.790729421,0,1.835195598,4.874024379,0,0,0.963726194,2.333581269,8.829481656,2.908843718,8.59275589,7.634666001,0,0.930262337,0.971526491,1.939359972,0,0,0,0,0.983510967,6.793129257,2.330922827,0,7.833199863,3.962878787,0,0.789578935,0.737130602,0,0,0,9.374734281,0,4.765070276,1.200968312,0,0,9.943933974,0,7.251732628,11.18121335,0,0.752240374,0.922608997,0.6434193,7.341653946,2.213092165,5.085322601,7.728418553,0,7.573952835,8.071330316,0,0,3.717429462,0,0,0,0,0,2.188509732,9.157994112,5.455049321,5.601915467,1.627140473,0,5.991368218,5.784990898,0,4.072216367,0,0,0,0.951962796,8.915016326,0,0,6.394631574,0,7.887153263,0.667520964,6.708370803,3.564371492,0,0,0.819249762,1.532382518,3.183074499,0,7.259640571,8.227255829,0,9.094603427,0,0,0,0,0,1.150561427,0,0,6.997690929,6.308329568,8.344779402,1.211290536,4.350507899,0,5.17952229,2.753279382,0,0,6.343338808,5.348666645,7.765116678,0,0,0,8.896015311,7.231655178,0,0,0,0,1.03402876,0,0,7.503002919,0,0.954910926,2.883542561,0,6.160602324,8.341787529,0,10.56351035,0,0,7.430228869,0,0,0,9.15011478,0,9.873594628,0,8.716985079,7.738994512,0,0,7.76007052
NEDD4,0,0,1.809644642,1.702884302,0,1.280446464,0,0,0,0,0,0,3.94403692,0,2.372854713,0,4.578703768,0.923765074,6.897141806,2.35421507,2.597989045,0,0,3.544473405,0.762965149,1.073254437,0,0,0,0,1.523988704,9.135704333,3.310233442,8.761298258,2.00103547,1.320388186,3.410472693,8.187737568,0.725812013,1.439427331,8.067759742,0,1.274001642,1.536391881,5.223613816,6.284222923,0,2.659167846,0,0,8.632111953,2.276096774,2.51742462,2.645420918,1.191098116,0.904075481,1.083225806,0,7.121107643,4.403019097,6.462952623,0.849833723,0,0.78264932,6.737724297,1.22262814,8.644220609,0,1.561946544,1.398728123,3.303464934,4.0849377,0,8.733633693,6.463139638,4.609662759,6.900336619,2.109480844,0.972713407,8.685568444,2.352317624,4.846079249,0,1.848014302,0,4.755573464,5.422438986,5.132222283,0,6.532245418,0,7.120679001,6.525990316,1.899345263,5.475801852,2.434319057,5.059325642,5.016616178,0,0,8.216219943,1.925270523,7.051014007,5.629551512,5.991368218,8.780156524,1.422328274,5.506217546,0,0,7.78718631,0,2.213818918,5.924340348,6.559269296,0,3.182458314,1.727339406,4.17487761,5.878561891,7.352698319,5.241907132,2.882046172,0,8.448092287,5.976480751,2.999198911,0,4.719266847,0,0,0,0,0,0,0,5.40871497,0,0,0,1.061291189,7.291855762,6.272320126,5.91871527,1.261187901,0,3.113807211,0,6.354452349,5.670540986,4.863672122,4.538969366,6.339093202,0,7.849271075,6.423729947,0,5.721715646,0,0,2.105553487,0,0,0,0,0,0,0,0.82990907,6.553815431,7.72701652,6.792923711,0,0,0,5.549990745,0.983853043,0,0,0,0.907311991,0,6.797155688,6.322772292,4.566335357,0.857092243,0,6.445324284
NEDD9,0,0,3.348664538,4.163203834,0,0,0,4.614243424,2.79669365,6.45679699,6.751442581,0,0,0,0,0,7.056549976,0,0,0,0,3.8095013,4.111126401,0,0,0,0.967844256,3.546886499,6.3786932,0,0,2.525682591,1.08059512,0,4.001294221,0,9.201108116,8.468219677,6.43911744,0,0,4.915011227,0,3.931220777,0,0,0,0,0,0,0,0,0.959857829,0.808153465,0,0,6.247120021,6.196097288,1.806427677,5.664454563,0,0,9.50631131,1.95648353,0,0,6.414135205,0,4.426362305,0,0.798592403,0,0.72200219,8.159054675,0,8.599072028,5.003063976,0,0,6.083087943,1.902122263,1.480823608,0,0,1.775873702,0,0,3.55574047,5.819546292,0,0,2.952311252,0,0,6.590512372,5.549514473,0,0,6.565339027,3.975906143,7.548153762,7.2297839,6.505050204,3.295634535,3.314038207,0,6.931011052,5.826579229,4.40912868,0,2.236679012,7.072897868,0,0,5.697492605,0,5.058061443,0,0,5.689415671,0,0,2.065563595,0,0,0,0,0,5.46207159,0,5.260807063,0,0,0,2.747468007,0,0,0,0,5.561176667,5.899347501,3.599482655,3.526516259,0,0,0,3.847908789,0,0,7.753985969,0,5.765340425,6.63172249,0.881103069,0,0,6.655139746,0,0,0,3.586415814,1.630158125,8.58637276,3.884660721,0,6.06125701,0,0,5.964128101,0,6.223504615,0,8.50975098,5.069706927,5.580707385,0,0,0,0,0,0,4.193457219,0,0.803826125,5.660680039,0,6.457712385,0
NFATC1,5.729869894,1.92324557,0,0,6.199816715,1.947958882,5.588337425,5.223995278,0.887353903,0,6.74005406,2.455712209,3.510160417,0,0,5.734716342,0.710175398,6.254613203,0.697829302,3.87877753,0,3.191882793,0,0,0,0,0.967844256,0.918859136,0,0,6.737050092,3.519618398,0,8.171564499,0,3.521217964,5.86184673,5.803701434,5.28252176,4.991788198,0.914667177,0,1.274001642,0.963726194,2.548106234,6.192347072,6.633771526,0,0.915851046,0.75355603,7.658555621,7.162041994,3.923793165,1.323045931,3.917996082,3.403921275,0,5.393876139,3.753685403,5.025838865,4.73969979,4.396250598,4.85390197,0.78264932,5.385428062,0,6.284885913,0,0,0,0,0,0,0,3.367638428,6.690908689,5.213194151,5.31031094,0,0,0.752240374,0,3.320835621,4.053133971,1.145499215,0.900795099,2.567491698,3.760499193,2.491323547,1.436614706,0,0,4.875747086,2.349268425,5.936253753,5.445678763,4.901009737,4.836337297,6.173264889,0,0,0,2.637495072,1.978122114,4.23962117,0,3.575451562,5.972887975,0,0,0,0,0,5.203125685,0,0,0,0,1.745609636,4.503825756,4.340080531,5.241907132,0,0,0,6.601263058,1.114984292,1.831326075,0,0,0.726919317,0,0,0,5.861800369,4.609986057,0,0,0,4.936641202,1.66611879,5.40285864,0,0,0,0,0,4.403428119,1.977849537,5.334192492,0,4.509210996,0,0,4.217458801,0.679663562,0,0,4.246940078,0,0,0,0,5.176026889,4.663799772,0,1.524525051,5.906325415,0,3.354598898,0,1.854520577,0,0,8.247016982,0,7.377107447,0,0,0,3.630186524,0,0,5.368554695,0,0,3.069588015,0
NFATC3,7.929160085,0,2.967809224,8.367653693,6.827167771,0,0,5.71759287,0,5.675242303,0,2.244338772,5.590100881,0,2.372854713,5.973087616,0.710175398,0,6.520753926,1.245528041,0,7.188409732,5.309893028,7.285576589,1.259392791,0,5.580141673,7.403669157,0.885598291,1.901990775,0,4.516576716,0,8.677382922,0,0,1.549222597,0,6.491006462,6.170996063,4.004256896,0,1.274001642,0,0.854482509,0,0,4.745447275,0,1.246035053,1.491209169,0,0,0,2.16892961,2.165230088,0,0,6.927477446,7.652628322,2.592549488,0,0,4.40381562,0,0,1.98673598,4.445818558,0,0,0,8.069647084,6.290698689,7.606703073,8.062533861,9.162712249,7.043373942,4.564070724,6.975335398,0,6.159747697,0,2.022561915,0,1.775873702,3.715819335,1.401954272,3.181028952,0,3.629822525,5.9820977,5.985133622,5.444236147,4.857333908,4.054513566,5.089082278,0,6.302893119,1.128369026,7.133562076,2.560478777,5.150139673,6.191218052,3.972600407,4.585119584,2.109229675,4.220473783,6.014170437,5.339136248,3.50773741,2.236679012,0,6.725245856,7.342264298,7.112133237,2.198278543,3.182458314,1.727339406,0.775592523,6.349676171,1.768355638,6.725977027,2.065563595,7.484828893,6.607688407,7.093485035,5.034369687,7.523113194,0,1.03460805,6.689239979,4.907387565,0,6.996140935,6.04778434,4.456455124,7.907614934,0,7.168580733,7.113328792,1.061291189,4.4365617,5.879697288,7.527422983,7.186244545,0,5.223771649,1.753622288,6.636020451,2.469730443,2.547782727,0,0,5.080211478,2.021970378,0,0.950912565,0,0,6.47279272,0,5.680641159,5.213109327,0,4.225555146,2.64664129,0,3.609388206,0.82990907,2.64932513,0,2.995817615,5.319578727,5.494555944,0,1.984805516,1.871628328,6.845022595,6.395164157,6.334367286,6.924520017,0,2.435212529,0,0,0,5.817867593,0
NFE2L3,0,1.260854709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658570723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725812013,3.790875137,0,0,0,1.536391881,0,0,0,0,0,0,1.491209169,0,0,0,1.54838584,0.904075481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72200219,0.851701111,0,0,0,0,0,0,0,0,0,0,0,0,6.937248872,0,2.491323547,0,0,0,1.597252906,0,1.92166362,0,0,5.786223511,0,0,0,0,0,0,3.488435789,0,1.422328274,0,0,3.095101829,0,0,0,0,0,2.309991705,0,0,0,4.734559652,0,0,0,0.819249762,0,0,0,0,0,0,4.172537741,0,0,4.682999637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.566633369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.531749468,0,0,0,0,0,0,0,0,0,6.606676756
NFIA,0,0,0,0,0,9.128752941,0,6.783190238,6.243757861,0,1.956187176,0,0,0,0,0,5.077808463,0,2.579300617,0,0,0,0,0,0.762965149,0,0,6.02513099,0,0,0,3.257798872,0,0,0,0,5.240971047,0.893099627,5.464435012,4.246209282,6.888546652,8.282523123,1.274001642,0,4.031579705,0,3.874928426,0,0,1.90449306,0,0,5.874346029,3.702159107,0,0.904075481,0,0,2.114478621,5.298075533,0,0,3.304954718,0,0,0,0,0,0,0,0,8.892843284,0,5.994601185,5.233496966,0,0,0.634648989,6.471422387,9.009588776,5.952151383,0,6.351495483,0,5.731339311,0,0,4.493055876,4.284791183,0,0,6.370182566,1.861306802,1.899345263,0,2.345410999,2.987450097,4.929290859,0,8.572548123,8.553729569,2.242076284,0,6.429784672,0,2.931535018,5.611321252,5.156079318,4.340140418,2.2547643,0,0.01341942,6.132192467,6.839042886,4.629384545,6.643424142,0,0,0,2.623794431,1.139683788,2.737245982,1.102289194,0,5.17047319,6.401190024,1.736324758,0,4.242536002,0,7.899550486,0,0,0,0,0,0,0,0,7.735491688,6.327979728,5.976409522,0,6.477499528,0,0,5.492676212,7.23428169,0,6.172273683,0,3.842794667,5.549339894,0,0,0,0,0,4.571891165,8.306179531,5.344954155,0,0,0,0,0,0,0,0,4.508058837,0,0,0,0,0,3.980981758,0,0,0,6.218764386,5.484698448,0,2.894589323,0,0,0,0,4.004882189
NFIB,8.378675108,4.455863125,3.925825658,7.703952506,0,0,7.74798416,1.71080187,7.799557821,6.01536021,6.173159705,5.872047217,3.03485249,8.787559553,6.173516154,8.730918339,0.710175398,7.129646545,0,2.69693145,5.687738528,8.173649048,0,0.775002941,7.957684234,7.464045488,0,7.717130075,8.179948632,4.42825237,1.170288536,5.737228149,6.663084811,0,8.460242446,8.223853345,0,5.639759793,0,0,0,7.252840586,6.746494944,0,7.154000483,6.000243491,7.138828671,0,1.471636666,6.356519071,2.466786949,0.971526491,7.465909065,6.411231616,8.795381795,5.826957053,0,0,3.458251385,0,0,0,5.564338619,8.590951039,4.767046451,0,0.626431483,0,8.073517974,2.09537781,6.859076405,0,0,0.851701111,0,0,7.368171734,8.398994797,0,9.064238797,0.752240374,5.909428668,6.832477485,5.578962295,7.108332227,6.551195024,5.742279136,7.882112316,6.745876249,7.363880765,5.764024159,7.054831454,4.772606881,5.63747362,0,0.794255254,4.78490821,1.945563073,2.188509732,7.528421973,6.797379701,0,5.568304064,1.978122114,6.708226929,6.937057696,6.827461587,6.135705475,6.850382853,8.081106773,6.457573738,7.760501108,2.424067386,6.183410005,7.181891057,8.513363425,0,6.182814451,2.654222842,6.521693924,5.753776528,6.540996842,6.685816705,2.020752049,4.877227518,0,5.64295894,8.131163118,6.730195936,7.398907173,0,7.262454,8.150110507,10.21910898,8.021214244,0,9.243956388,8.84124059,3.521911632,4.626442374,7.579762872,6.275518648,7.425780668,6.980626749,5.221884247,3.67205877,9.571603908,6.101200914,5.749537536,7.657596899,0,0,0,0,6.594968826,1.76852935,8.087753349,0.92039246,8.583171305,8.268752994,6.42279017,6.370221842,4.823458375,0,1.075003428,6.991973601,8.490530048,8.143985748,8.399552437,7.869553527,8.13768651,0,7.843874733,8.13851944,0,6.853323334,9.400091872,4.987019,10.30585467,8.853372871,0,6.884367924,4.219846916,5.584381118,6.519926769,0,8.120627151,8.165060245
NFIC,0,3.900706417,2.117942919,1.089332601,4.43257553,0,0,0,0,1.809407823,0,0,0,0,0,0.795699621,2.746593749,5.132916841,0,0,6.600418482,0,0,3.453742699,0,0,6.16466096,0,4.729884351,4.283675654,0.700691405,0,2.448804042,5.642748703,0.678589733,0,0,1.440592886,4.271072599,0,0,0,1.274001642,4.928870695,2.081489718,0,3.242329412,0,0,0,0,1.546871557,0.959857829,1.701729452,1.54838584,0,0,3.140479591,1.414226192,0,0,0,0,5.976012698,2.425303354,0,4.284456503,0,1.561946544,0,1.309645612,2.068345507,3.82885614,0,3.836972789,5.046306429,0,0,1.958874105,3.580892752,0,0,0,0,0,0,0,2.19738138,0,1.096194173,0,0,0,0,1.080956902,1.303555073,0,0,0,1.093196595,2.224742818,0,1.031748518,0,1.830192813,0,0,1.704953461,2.013255219,0,1.690580389,0.951962796,0,0,1.431068126,0,0,0,1.745609636,2.034995436,3.409610617,3.015239401,0,0,0,0,0,0,0,0,0,0,2.127644193,0,0,0,0,1.21581376,0,4.758626231,5.509655683,0,0,0,0,0,0,0,0,0,2.286254055,0,0,4.223225006,0,4.842035704,0,0,0,0,0,0,0,0,0,3.00290103,0,2.765457537,0,0,2.060371003,0,0,0,4.866324667,0,0.983853043,2.333776368,0,5.929293877,2.833666174,3.147603528,0,0,0,0,0,3.569552392
NFKBIA,8.245599737,9.370206609,5.360385243,7.852489411,9.320795153,8.090307573,9.502559851,6.534417979,8.441953727,7.840068107,7.946479403,9.20491381,6.634304195,6.676329218,9.184804443,8.850811936,5.782939397,8.840835767,8.983373625,9.287856159,9.365907068,8.744489059,6.967441677,9.129314824,8.619841478,5.348738294,7.192778068,7.674620586,7.733914633,8.585994239,2.728476008,5.974069374,9.119523067,8.228451473,8.093043506,5.544381998,6.443953893,8.457670889,7.344263168,6.763775563,7.95911175,7.89266043,8.209498857,6.015087823,8.379955506,7.093815472,7.114905959,6.561047582,8.449007908,10.23378468,7.309051659,7.072181802,6.752191377,7.261593696,7.328822591,3.518048974,7.826492494,8.429101478,4.873215087,4.654643158,7.159911325,7.411797916,8.305281309,6.798464835,6.903964874,8.282542028,0.626431483,5.143136408,7.855262528,9.970738743,8.690033804,2.068345507,8.439487243,7.897029365,8.169833532,6.04901829,8.323154826,7.773740824,9.34158887,8.72114097,7.494371694,8.426230652,8.661043551,7.812239798,7.997766419,7.523224611,8.821458295,7.814767107,7.573952835,6.676603549,8.15288152,5.926389404,8.591995774,6.845437505,0.639435345,7.556248464,7.738374586,7.971683754,7.38418836,8.413647714,9.040074382,4.857025815,8.337715146,5.121334217,8.216639784,5.94878359,7.815726735,6.61747362,7.501525686,8.090771672,6.742192412,8.5740245,2.220593209,5.774974381,8.159900335,6.612822684,7.626274867,6.620985283,6.340106796,4.503825756,7.250832457,7.968035142,8.708610375,7.743435534,7.863240665,7.229544519,7.595278922,6.906611278,7.194865413,8.468745527,4.990489775,7.91025217,6.505693247,7.977450833,6.714517936,6.822335635,3.967171588,9.288457097,1.735700514,6.148022241,6.913461716,6.081687101,7.854576101,7.86184145,8.670679934,4.846246123,7.776197761,6.958218116,8.898495795,6.246030753,7.30427475,0,1.560804657,6.776083203,4.09358133,7.032688837,8.359821396,4.597434758,7.89733973,7.822574715,7.579776135,8.125667994,6.771907281,7.440505245,7.571755149,7.893565307,7.068294665,6.26632242,7.918869649,6.21282427,7.677597077,7.685991134,5.942114637,8.246715538,3.833459443,6.881738289,4.361403941,5.826826069,7.997779533,7.276981984,7.340747272,7.897356586,6.797155688,5.467671956,7.512044762,7.20015395,7.421438014,8.046846508
NFKBIB,0,0,0,0,0,0,0,0,0,0,0,1.319201466,0,0,0,1.681564839,1.183966651,0,0,0,5.691035737,0,0,0,0,0,2.943248196,0,0,3.735282218,0,0,0,0,0,0,0,3.879175555,0,0,0,0,0,0,0,1.957955449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33692328,0,0,3.83887694,0,0,0,0,0,0,1.073902424,0,0,0,0,0,0,0,0,1.792392939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.253073636,0,0,0,0,0.788938953,0,0,0,0,0,0,0,1.768355638,0,0,0,0,0,0,0,0,0,0,0,2.127644193,0,0,4.373093478,0,2.312709546,0,0,0,0,0,0,0,0,0,4.880905776,0,0,0,0,0,0,0.819950363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.534007053,0,0,0,0,0,0,0,0,0,0,0,0,1.510371521,0
NFYB,6.973113204,2.825419799,1.781881881,2.102001971,1.661931371,4.730028873,2.306164542,0.921599845,9.690310798,0.875775847,2.504959645,0.655976985,2.064214296,2.983056044,5.091819593,0,7.335860145,5.212908237,1.117347473,9.236117489,3.514621686,6.233021602,3.192284052,1.942898858,7.430024559,9.255917736,8.43502495,6.164386145,1.452826191,7.499658731,8.739315063,1.964457599,9.798935117,6.838076933,1.294776606,1.998074857,1.191812746,7.732688826,1.20643221,7.645653729,8.641494599,9.47878932,5.189840449,8.698211756,8.630254883,6.889456698,0,5.167447127,5.95963659,8.158187927,0,9.087623865,3.099362001,1.681606046,0.715131062,7.673144976,8.305671163,7.39303949,5.443332328,8.766074012,0,8.302628148,7.477436758,4.231976869,1.665000784,2.354595901,9.568943813,8.02176302,0,9.694105594,1.309645612,3.861598289,8.693705318,8.573226066,0.742014333,1.087016615,1.336389505,5.766251217,0.892701974,8.525353649,7.528196625,7.119434105,7.052205288,1.848014302,8.134551386,7.003746766,4.702276213,5.11328818,8.218387417,8.22449025,1.068048903,2.322448502,4.419435078,4.823649417,7.55337252,7.595277552,6.997322814,5.749475824,7.728955283,9.0519093,7.90423402,3.400552784,6.013920773,4.10172535,2.635504988,3.991380329,8.301398917,8.114794055,8.907509103,6.216589169,6.064900389,0.958915262,1.67057288,5.530311189,6.687329509,2.003130762,7.431637838,8.251021076,8.967350088,6.912990548,6.124040349,5.923235833,6.538339967,0,5.270775106,3.766441774,4.233838762,5.098551048,1.089293234,1.885492971,0.709685921,1.928825799,5.072775543,3.45429513,1.353087276,1.55347073,8.751959567,4.076611358,2.035429487,6.766002117,6.99807549,6.683367475,8.293217945,8.302312317,1.918344675,9.134957185,7.976863335,3.221237643,3.310344734,7.679325715,0.97780731,5.640932923,0.359269939,5.373805048,1.652126991,5.760438278,7.931324049,0.947355918,2.552987214,7.39574556,8.321275099,2.38470482,7.595297674,2.485530767,1.259710047,7.507708588,0,6.61101785,6.934664411,7.874708886,7.824080838,8.957611472,2.599684113,2.295750438,1.409772813,8.124358912,1.417885464,6.356741769,1.832885608,9.457301138,1.858634832,7.795359301,6.012785531,8.387868195,6.988017288,8.073549951,9.051929083,9.177271322
NHLH2,0.912703959,0,0,0,0,1.280446464,0,0,0,0,0,0,0.847606487,7.390283899,9.916624774,7.145200221,0,6.130799032,0,6.306518049,0,0,0,0,0,0,4.844062098,0,8.380383186,4.791216741,0,3.933135858,1.08059512,5.711052793,0,6.047319909,0,0.893099627,0,0,0,0,0,6.846002912,0,0,0,0,4.96102954,4.794508884,0,0,0,0,0,0,0,2.55737514,3.753685403,5.756980514,0,0,1.182060142,0,4.603729382,0,0,0,0,0,0,0,3.425196632,0,4.441921457,0,0,0.634648989,0,5.639504834,3.6593436,3.029332909,3.79977312,1.848014302,6.180334343,0,0,4.02169819,6.921202178,0,6.304274182,0,3.186289051,2.691730054,0,1.303555073,4.28406206,0.963937892,4.627740587,1.707933129,4.866386118,0,0,5.901976705,4.334056522,0,5.112847722,5.706830027,6.207230975,4.504127017,1.690580389,5.969868433,4.602273026,6.183410005,5.38249804,0,0,5.489034103,6.861892081,0,2.20476104,6.426590782,2.065563595,3.725938606,0,0,4.64825733,0,3.10474875,0,0,0,0,0,0,2.24332163,0,3.953915647,2.168519289,0,0,0,7.250548258,0,0,5.093245113,4.58315324,0,7.596250133,2.965157057,0,0,0,0,0,0,0,0,0,5.03841196,0,3.969775343,0,3.346281745,0,0,3.722463764,0,6.878185804,0.730502727,3.158230172,0,0,0,0,0,0,5.34355259,0,0,3.821017903,0,0,5.047283837,0,0,4.645865389,0
