X,RamDA_mESC_00h_A04,RamDA_mESC_00h_A05,RamDA_mESC_00h_A06,RamDA_mESC_00h_A07,RamDA_mESC_00h_A08,RamDA_mESC_00h_A09,RamDA_mESC_00h_A12,RamDA_mESC_00h_B01,RamDA_mESC_00h_B02,RamDA_mESC_00h_B03,RamDA_mESC_00h_B04,RamDA_mESC_00h_B05,RamDA_mESC_00h_B06,RamDA_mESC_00h_B07,RamDA_mESC_00h_B08,RamDA_mESC_00h_B09,RamDA_mESC_00h_B10,RamDA_mESC_00h_B11,RamDA_mESC_00h_B12,RamDA_mESC_00h_C01,RamDA_mESC_00h_C02,RamDA_mESC_00h_C03,RamDA_mESC_00h_C04,RamDA_mESC_00h_C05,RamDA_mESC_00h_C06,RamDA_mESC_00h_C07,RamDA_mESC_00h_C08,RamDA_mESC_00h_C09,RamDA_mESC_00h_C10,RamDA_mESC_00h_C11,RamDA_mESC_00h_D01,RamDA_mESC_00h_D02,RamDA_mESC_00h_D03,RamDA_mESC_00h_D04,RamDA_mESC_00h_D05,RamDA_mESC_00h_D06,RamDA_mESC_00h_D07,RamDA_mESC_00h_D08,RamDA_mESC_00h_D09,RamDA_mESC_00h_D10,RamDA_mESC_00h_D11,RamDA_mESC_00h_D12,RamDA_mESC_00h_E01,RamDA_mESC_00h_E02,RamDA_mESC_00h_E03,RamDA_mESC_00h_E04,RamDA_mESC_00h_E05,RamDA_mESC_00h_E06,RamDA_mESC_00h_E07,RamDA_mESC_00h_E08,RamDA_mESC_00h_E09,RamDA_mESC_00h_E10,RamDA_mESC_00h_E11,RamDA_mESC_00h_E12,RamDA_mESC_00h_F01,RamDA_mESC_00h_F02,RamDA_mESC_00h_F03,RamDA_mESC_00h_F04,RamDA_mESC_00h_F05,RamDA_mESC_00h_F06,RamDA_mESC_00h_F07,RamDA_mESC_00h_F08,RamDA_mESC_00h_F09,RamDA_mESC_00h_F10,RamDA_mESC_00h_F11,RamDA_mESC_00h_F12,RamDA_mESC_00h_G01,RamDA_mESC_00h_G02,RamDA_mESC_00h_G03,RamDA_mESC_00h_G04,RamDA_mESC_00h_G05,RamDA_mESC_00h_G06,RamDA_mESC_00h_G07,RamDA_mESC_00h_G08,RamDA_mESC_00h_G09,RamDA_mESC_00h_G10,RamDA_mESC_00h_G11,RamDA_mESC_00h_G12,RamDA_mESC_00h_H01,RamDA_mESC_00h_H02,RamDA_mESC_00h_H03,RamDA_mESC_00h_H04,RamDA_mESC_00h_H05,RamDA_mESC_00h_H06,RamDA_mESC_00h_H07,RamDA_mESC_00h_H08,RamDA_mESC_00h_H09,RamDA_mESC_00h_H10,RamDA_mESC_00h_H11,RamDA_mESC_00h_H12
Ep400,2.936074055,2.74811465,2.723443808,1.989468958,2.371678231,2.546132545,1.404929126,2.518148507,2.398322097,2.045425482,3.317515964,2.329518211,2.609094102,2.652320116,2.087997502,2.282972786,1.905188945,3.003315508,2.559750245,2.327982036,2.397022995,2.865561786,2.245394101,2.328026073,2.326476788,2.094208518,3.114275982,2.417266627,2.725183909,2.404081725,2.934021033,2.145483989,2.586133567,3.08500345,2.720133236,2.352177678,2.400662133,2.067707544,2.673698981,2.87055329,2.958811903,2.739250516,3.385767765,1.819290254,2.917033196,2.85317825,3.150674814,2.826171007,2.482541454,2.482373204,2.755597631,2.363275523,2.298922958,2.660419765,2.489499711,3.556547295,2.72518051,1.992077613,2.880704901,2.822092997,2.519565059,3.31899734,2.440157691,1.708133182,2.569816059,3.134682123,3.047423843,2.269966381,2.53987649,2.561200647,3.513626845,2.115825125,2.847910387,2.754172832,2.441552263,2.93890309,2.641435749,3.018100883,2.85931339,2.323106557,2.486553517,2.710530288,2.409228495,2.361812359,2.453254866,2.76335961,3.17946406,3.139156151,2.574488261,2.918640954
Epas1,1.343680484,1.531331748,1.321508562,1.149726221,0.637583514,0.914019584,1.037908725,1.567074714,0.769575673,1.032207006,1.487580651,0.741866693,1.582286748,1.046544175,0.724684055,0.869684064,1.282508128,1.654889861,1.133840517,1.278847891,1.071890896,1.075354672,0.83476704,1.406841776,0.956756827,0.501975502,1.274777739,1.165972766,1.107913044,1.708175172,1.016135913,1.571651848,1.520604878,0.471651062,1.012147897,1.41935785,1.375132624,1.022322794,1.736129409,0.68939851,0.500993306,0.182319579,1.933677334,1.550857997,1.141496519,1.279115679,1.428113939,1.171882248,1.117166906,1.460820142,1.332835594,1.338156705,0.563587078,0.910807444,0.701067756,1.226509788,1.012321025,0.827326284,1.52730789,1.007184794,0.683828697,1.332569765,0.944513242,1.448479687,0.855572055,1.624760318,1.184293132,1.377217214,0.77615466,0.419216717,1.356287383,0.68142401,1.629987213,1.631749069,1.617153573,1.207108211,0.999012817,0.818542991,1.081325413,1.396754038,0.90260302,1.494523553,1.039294258,1.0201903,1.438566504,1.310680754,0.902620188,0.53720817,1.165411194,0.543046022
Epha2,3.23352238,1.984004373,2.659285575,2.674911117,2.181136278,2.576126448,2.082276,2.337206803,2.558147785,2.514225847,2.38532307,1.993189904,2.572530271,2.79062577,1.887726822,2.545383749,2.8855792,2.8579932,3.710888535,1.534431008,2.213778075,3.519406065,1.616092582,2.391901617,2.471400358,2.275412934,2.44686796,2.186707946,3.575993699,2.746767352,2.196908753,3.297338305,2.098847692,3.28057714,1.951413484,2.729706709,1.754897561,2.249992063,2.447746701,2.212551601,3.136709045,2.945259181,2.539551863,2.904692487,4.047777553,1.732986703,1.631167285,3.105330185,1.92834773,2.952045764,2.74196624,2.898599254,2.200522236,1.645038901,2.489203259,4.441570392,2.335168817,1.268982367,3.637107726,3.347238901,3.166241004,2.023104831,1.924396179,1.929068272,1.416060377,2.849507841,1.879563552,1.899735706,2.896435938,1.655168168,2.285481442,4.082716726,2.598716013,3.135838534,2.39194716,1.686020731,2.202614011,2.989008784,1.150176769,1.994013209,2.050567636,3.07781822,1.680292024,2.099859875,2.455697892,2.869762075,2.004882874,2.014778958,2.661878449,3.00608625
Epha4,2.121748483,1.206208361,2.133094433,0.968795497,0,2.63432624,0.26612728,0.800553839,1.59783246,0.590172104,0.087370072,1.018108135,1.453714253,0.588261793,0.891605654,0.732775966,1.838015038,0.783882537,2.876885702,1.279163048,0.544747289,2.737755244,1.001513607,1.748317134,1.997148492,0.680951396,1.176962195,1.193484323,1.774056416,0.813764479,0.716844235,0.406195156,0.007542364,1.738175119,1.328947054,0.63382975,1.63767829,2.484339262,0.169933206,0.803800839,1.835262156,0.729701807,2.656040417,1.015709051,1.714367017,0.050652217,0.932188679,1.23068306,1.259390428,1.422178848,1.590868841,1.143013275,0.16426322,0.088078153,1.633639424,2.016427645,1.699488502,1.054219984,1.301224877,1.205003205,1.498423268,0.417151159,1.671134215,1.791615524,1.752326787,0.406339253,1.535961524,1.022842777,0.770125884,0.783107079,0.714670244,0.800191175,0.81499448,1.346328672,0.942417487,0.353175447,0.909468927,1.704806313,1.040428398,2.068445165,0.031749216,0.863899686,0.989133086,0.176085901,1.87978769,0,0.451018025,1.74303451,0.947815147,1.944089294
Eps8,0.450080998,0.212378269,1.225188398,0.716479195,0.011887632,0.285459934,0,0,0.265138952,0.210522078,0.023104879,1.591151537,0.643494448,0.609036613,0.073068008,0.012328327,0,0,0.630124953,0,0.528534561,0.39717502,0.537761326,0.340135221,1.121181762,0,0.501910214,0.760528105,0.105254559,0.421374645,0.18226951,1.076554615,0.105729469,0.326416176,1.00180229,0.625613872,1.692470012,0.220889334,0.605504342,0.023929992,1.576511543,1.396663642,1.83383895,0.85938013,1.225464171,0,0.288004608,0.503853821,1.051779623,0.319801949,0.644056898,0.928168886,0,0.843239498,1.103284602,0.515416181,1.128723026,0.811482862,0.78532266,0.353707193,0.859068517,0.9626129,0.583371008,0.402477676,0.357338478,1.271949946,0.13248213,0.63623618,0.078283973,1.067724093,0.440422975,0.235400446,0.70737319,0.603354515,0.594336739,0.174263152,1.114608225,0.249203169,0.425818574,1.102779098,0.470271618,0.847643929,0,0.021227586,0.4312378,0.976300489,0.024685761,0.655534715,0.664686833,0.923483971
Ercc3,0.848574108,1.314457347,1.276417591,1.326959697,1.177127635,1.303989498,1.265941982,1.107942024,0.886092635,1.039446596,1.04809391,1.623222543,0.878944306,1.176355683,1.104677021,0.798341038,1.571745841,1.567371057,1.899590921,1.187257447,1.083886693,1.721408461,0.935424003,0.507475225,1.252889611,1.512387706,1.193364117,1.419637621,1.158816308,1.684544131,1.140986599,0.967266394,1.239478903,1.497333936,1.129882404,1.822528131,1.096831825,0.991316072,1.846076089,0.886690993,1.010216386,1.550304649,0.910625046,1.040258983,1.215407177,1.191855422,1.746077002,1.639088259,1.298369649,1.381213646,1.214494478,1.547837018,1.448006491,0.967615375,1.661688242,1.399604999,1.159375522,0.785908834,0.868629091,1.075696998,1.272440107,1.358666498,1.17964712,0.87624224,1.189406094,1.042075818,1.271740479,1.144771761,0.909323673,0.768475109,1.468811646,1.58352692,0.911962431,1.523486933,1.597182469,1.40547992,1.512985442,1.418408691,1.303733927,1.120726079,0.941013295,1.773478652,1.330133576,1.452939576,1.379291179,1.20478199,1.393956318,1.033184145,1.876100776,1.345675398
Ercc8,0.646179669,0.08071468,0.442578663,0.82985103,0.402962133,0.191375874,0.3694538,0.698065247,0.299057589,0.516411824,0.535458326,0.533254803,0.740204534,0.598710968,0.502378086,0.442127709,0.813099076,0.764880012,0.577173351,0.167835876,0.645736993,0.801328701,0.456418735,0.675602799,0.357070236,0.445108552,0.814911327,0.227007603,0.508659217,0.882705226,0.630906326,0.334223298,0.540638783,0.714452226,0.458689181,0.416882263,0.438645983,0.690343075,0.819172146,0.72617756,0.653310428,0.773586525,0.843644068,0.971090792,0.530904928,0.387428709,0.863031023,0.66251907,0.825213323,1.08430849,0.428159108,0.410180536,0.879758465,0.902084774,1.118998641,0.14696275,0.650772958,0.722415122,0.6448024,0.472754725,0.252364348,0.744364206,0.421807812,0.746853064,0.513306034,0.497580788,0.55607729,0.352154316,0.535373162,1.291841257,1.142361134,0.652818222,0.299167571,0.528720122,0.671262258,0.904079167,0.342794185,1.579339128,0.450048725,0.287710003,1.122199091,0.19397976,0.364715077,0.617814569,0.216883978,0.941325402,0.522976075,0.517386621,0.82174204,0.705353038
Erf,2.159208423,2.502860815,2.219157386,1.955659213,1.758587423,2.44051783,1.811830852,1.837268097,1.178719033,1.597566927,1.586955204,1.815879301,1.80875822,1.432963684,1.381294325,1.962612067,1.333191364,1.474613062,2.464789391,1.796164743,1.703476711,2.73606676,0.952073616,0.942075599,1.457667934,1.413467581,1.80570526,1.167148344,1.605180669,2.788333087,1.457044146,1.719426103,1.848964305,1.880769635,1.296371722,2.18754911,1.944073156,1.243630408,1.722273238,1.407921143,2.04753602,0.627656687,1.803387804,1.029044681,2.237302941,1.787009355,1.364105635,1.72616619,1.98532703,1.922062382,1.888655433,1.988719422,1.240946111,1.494817586,1.608492477,1.814648337,1.945003131,0.678054993,1.477381715,1.944953528,1.739365451,1.940037037,1.645851029,1.81093619,1.56343203,1.736686422,1.315284568,2.178024555,1.610508057,1.72712228,1.844905554,2.152542996,1.271674369,2.027770828,2.200229993,1.594026586,1.759112632,1.837380436,1.671147184,2.74834657,1.528200774,1.855195971,1.182663066,1.380667581,1.44519972,1.531844439,1.319187809,1.50160251,1.810101753,1.265801499
Erp29,1.916905698,2.042471198,2.081685866,1.706098829,1.859066041,1.725910659,1.735485754,1.550929566,2.088657683,1.608874374,1.865496826,1.887819905,1.888190519,2.059519772,1.426068401,2.276973325,2.096529105,2.330964874,2.036900088,1.546076264,1.367436782,1.755908843,1.981805432,1.761817048,2.283223738,1.70981742,2.104990102,2.037137676,2.699949944,1.961959354,2.026681552,1.86967529,1.997515286,1.504535289,2.190761974,2.17949573,1.550631876,1.881825994,2.756516069,2.201506272,1.835778046,1.601442725,1.650714493,1.931154317,1.933744293,2.324004527,2.177980769,2.421185207,1.835402624,2.376886395,1.637094594,2.293719608,1.876967802,1.99254908,2.131890905,2.362143122,2.254460708,1.538627622,2.119785437,1.842459207,1.402044347,2.079729033,1.858056249,1.370317991,1.840372968,2.162679524,2.352789068,1.794353678,1.63864715,1.438956218,2.405043918,2.57080936,1.953869772,2.087609444,2.193637713,1.400935401,2.070098369,1.32712622,1.62623372,1.357701835,2.303348409,2.269623579,1.551225362,1.906797388,1.967309802,1.813463596,1.842105652,1.759125773,2.140520949,2.075440777
Espl1,1.441440344,1.669658033,1.892228713,0.985348782,1.404291676,2.042522221,1.236080343,1.04133145,0.873293501,1.473326318,1.187223125,1.196353614,1.113284336,1.670160818,1.236045132,1.51036356,1.174630194,1.622980099,1.437212431,0.726386397,0.888988036,2.306880304,0.696124302,1.027105418,1.514827364,1.15185343,0.113621184,1.196521822,1.919178642,1.459138504,1.24695319,0.767118303,0.877871898,1.273890238,1.611973258,1.501921724,1.58605322,0.930497109,1.561975,1.120672321,1.754062689,1.515543872,1.642259201,0.877315242,1.400998263,1.076576595,1.266069386,1.320027141,1.200007031,1.730255602,1.347738668,1.576146928,1.215237868,1.360179101,1.479976836,0.814262708,1.180263646,0.967184099,1.160470329,1.258269375,1.243308895,1.315891704,0.597630107,1.290354061,1.260808663,1.445275356,1.319593606,1.324588174,1.034600531,0.929204845,1.83879666,1.56142307,1.128884209,1.282413772,1.416764625,1.216325108,1.564836053,1.063763346,1.070078941,1.354112757,1.041404807,1.722007015,1.216146441,0.858944768,1.197865005,1.068104302,0.998664124,1.439699515,1.537857202,1.458587171
Esrra,0.321298872,0.301077349,0.373569595,0.475035525,0.219005315,0.256743833,0.575604262,0.383452853,0.429531576,0.088510427,0.834252658,0.994735059,0.825981901,0.381251066,0.20710668,0.377944315,0.228811007,1.074660163,0.876714075,0.2652506,0.016403956,0.470530264,0.393852405,0.264889391,0.394196205,0.255027315,0.153485885,0,0.683549939,0.784556883,0.210897575,0.313429055,0.351078997,0.316595747,0.729198717,1.196059609,0.202034089,0.791566108,0.15303321,0.423199244,0.843676248,0.495365752,0.269655084,0.146424161,0.244371616,0.181478897,0.376815894,0.693507065,1.192660653,0.249042683,0.242508706,0.469920222,0.985536949,1.225150532,0.410667912,0,0.22772926,0.25074841,0.466599869,0.147756811,0.427996386,0.212377556,0.890529374,0.308006543,0.338690558,0.366737376,0.611097005,0.437992481,0.506792864,0.351855135,0.723227377,0,0.032280144,0.962647634,0.192119054,0.091102728,1.288237697,0.394946682,0.528196572,0.151824496,0.559317474,1.494577645,0.261574791,0.307713104,0.674633983,0.391041185,0.850218449,0.079591103,0.086044734,0.41309059
Esrrb,3.385635558,3.46872213,2.374373265,3.352063551,3.713966517,3.639711822,3.196250598,2.888872699,3.126529509,3.278629486,3.32272778,3.304753444,3.096748625,3.407396926,3.768005604,3.069239748,3.568506819,3.602671522,3.433402154,3.382277768,3.544934045,3.822800548,3.13895898,3.196244104,3.457413752,3.495691336,3.10660204,3.541733826,3.205902111,3.397067321,3.240807357,3.063281212,3.211031581,3.144314579,3.27821114,3.915239281,3.395952893,3.580371261,3.030772207,3.89479181,3.713588212,3.478603968,3.271060632,3.290605719,2.608927598,3.371743891,3.162525627,3.995619042,3.203419012,3.337159398,3.506897313,2.897217843,3.370534694,3.48882478,3.800335084,3.057022636,3.679332702,3.428159877,3.157693482,3.582776955,4.208933222,2.956613253,3.458332565,3.468147241,3.755758873,3.336975811,2.919151161,2.837740253,3.341203905,3.660932454,2.923433243,3.353297206,2.823326569,3.709709192,3.764139001,3.596429555,3.750511624,3.376824496,3.740274232,3.729346676,3.424064912,2.855615682,2.942619484,3.588903097,3.07698629,3.778542784,3.732604641,3.642827706,3.987363894,3.26962488
Ets1,0,0.023957842,0,0,0,0,0,0.018571671,0,0,0.023310243,0.019499629,0,0,0,0,0,0.019328224,0,0,0,0,0,0,0,0.019063823,0,0.362484328,0,0,0.051823872,0,0,0,0.023935992,0.030827565,0,0.429815577,0.031791175,0,0.03294219,0,0,0,0.300633109,0,0,0.089170492,0,0.039756914,0,0,0,0.017344311,0,0,0.040317713,0.019210439,0,0.020331971,0,0,0,0,0,0,0.095409022,0,0,0,0,0,0,0,0.018238601,0,0,0,0,0,0,0,0,0,0,0,0.040128255,0,0,0
Etv1,1.660710206,0.904856626,0.196812179,1.021785436,0.662306805,1.822686791,0.420902209,1.093325485,0.695785341,1.214433034,1.013170919,1.101388284,0.968484235,1.293695296,1.256158461,1.220033231,1.036531152,1.653031,0.257226756,1.129517907,0.833955133,0.74509484,1.036959973,1.440088989,1.095184231,1.334550516,1.139002713,0.746974951,1.599607007,1.553040589,0.792926953,0.763330039,1.074624317,0.895564173,0.881822401,0.906845085,0.938764661,0.803133181,1.048149889,1.407947656,1.019523083,0.342270289,1.027996907,1.21324158,0.844446456,0.866983495,0.65362532,0.984205982,1.548232651,1.396609562,1.614347627,0.791897424,0.778699741,1.152984769,0.768973144,1.354872757,0.873637391,1.673125027,1.020709576,1.718220848,1.483038222,1.400266815,1.28783589,1.354236548,0.739475509,2.043387832,0.910712339,1.224911868,0.932359556,0.902845676,0.920947913,1.151218602,1.426615662,1.786704312,1.424283353,0.3236241,1.44679495,0.857436069,1.361968091,2.213876107,0.810625785,1.525495418,1.431707729,0.736785844,1.777567219,1.455219343,0.2990099,1.427283291,1.361588446,0.735338008
Etv3,0.336396073,0.275451778,0.233280793,0.121951671,0.190823744,0.337218716,0.056279181,0.269311029,0.092467311,0.081689639,0.116181984,0.408853937,0.169921425,0.45566171,0.098717224,0.049335995,0.287682569,0.495922607,0.316543409,0.335474687,0.17779461,0.276156347,0.213073782,0.131919237,0.265734619,0.186646203,0.08916463,0.22040574,0.383717213,0.202092198,0.179554033,0.259129296,0.359815052,0.255887748,0.325663845,0.093165955,0.282253387,0.337994715,0.642397944,0.160730468,0.25203781,0.344882181,0.304541614,0.162128235,0.358685864,0.222736311,0.272968309,0.326385461,0.307189593,0.459189439,0.182388444,0.05605398,0.24912522,0.231168531,0.458567885,0.051458831,0.233230725,0.20918733,0.110055576,0.312110289,0.268635115,0.385128271,0.281637287,0.355575866,0.229465282,0.214867245,0.138280187,0.178374567,0.190427619,0.214864941,0.387787431,0.415982919,0.428601196,0.291036754,0.321769114,0.129184196,0.438441197,0.334563268,0.251098644,0.213583898,0.240914907,0.350759629,0.148496334,0.202486246,0.315078561,0.277606389,0.212440479,0.267438388,0.163999471,0.41833138
Etv4,1.637315713,1.615947003,1.021769462,1.477578805,1.544833414,1.74104669,1.636381898,0.976064292,2.121697754,0.237573378,1.995599114,0.80654133,1.658276016,0.758805921,0.976510069,1.186884457,1.650620248,1.759053919,1.655296085,1.476909641,1.439529359,1.155806587,1.224082208,1.602774601,1.444268578,2.100944538,1.595855181,0.75917181,1.969078266,1.936931102,1.772011773,2.321262146,1.212071328,0.108223516,1.052973302,1.226314059,1.68918952,1.102363202,1.357593597,1.249197076,1.440149009,0.704702013,3.121168778,2.432147057,2.332496616,1.606377386,2.024206354,1.33079976,1.985496826,1.319742897,2.251887472,2.127421458,0.433623337,2.082577393,1.100750983,1.637833122,1.169323181,2.273400032,2.439173177,1.884776792,0.616214241,1.397234331,1.464260779,1.127672081,1.509035088,2.046752334,1.484862206,1.527733724,1.854078211,2.468895224,1.487613637,1.353347462,1.846252455,1.838212542,2.385287181,0.926742002,1.270152366,0.414241189,1.651663863,2.030002069,2.133646853,1.527637301,1.864362462,1.518229548,1.923823163,2.104544055,1.201312676,0.814365415,1.834428005,1.973205657
Etv5,3.075915155,3.534170776,3.751023954,3.3068105,3.059951011,3.820102833,3.296611854,3.238372475,3.600042657,2.582284057,3.126739217,3.92927525,3.110442023,2.862187642,2.692057328,3.204394355,2.611429777,3.746956345,4.291804826,2.452792055,3.391784979,3.851473057,3.030339829,2.841991007,3.751522178,2.387826892,3.256845511,2.947585938,3.544615658,3.521058871,2.80606974,3.164303975,3.208544433,2.643533789,3.657963464,3.193683344,3.216898976,3.501369003,3.528965021,3.048824492,2.958887291,1.607230102,3.525093248,3.062326252,3.215811467,2.9733818,3.259821484,3.813178352,2.82103917,3.149669833,3.034969817,3.625313963,2.969343351,3.200913865,3.526175755,4.16457909,3.122304201,2.982306223,2.597184832,2.629696085,2.992429733,3.32102257,2.988708077,3.354613543,2.883262335,3.397633584,3.240228616,3.649041872,3.45776189,3.438137967,2.947682651,3.591062375,2.47439237,3.91118249,2.762352143,3.709995274,3.262571723,3.404278846,3.541195063,3.728915635,2.905515277,3.454878654,2.838316892,3.459638894,2.955107175,2.72177357,2.709627923,3.39908528,3.634186272,3.34261793
Etv6,0.308386704,1.146018009,1.180274981,1.118608513,0.622774975,1.470227485,1.156153361,0.474331279,0.560325566,0.316226242,0.168753041,0.127222214,0.158565096,0,0.448535505,0.768471098,0.178503528,0.421827502,0,0.600451197,1.167759827,0.167712192,0.451635136,0.231573778,0.977934121,0.064359237,0.750308319,1.68787447,0.047332243,0.221758102,0.746782689,1.546239054,1.035451583,0.177222754,0.958192203,0.5012066,0.969293611,0.876759827,0.832367181,0.939127133,0.05154552,0,0.527276306,0.738458248,0.443370433,0.686545243,0.122266565,0.450874613,0.239687825,0.341471206,0.12093026,0.46556656,0.495909604,0.341074256,0.623141636,1.034594221,0.469728786,0.078501524,0.191991706,0.732626354,0.322603251,0.419264048,0.6116539,0.783935506,0,0.620012074,1.234349855,1.481794459,0.515022054,0.536242456,0.386185732,0.632940156,0.728410797,0.75444742,0.658230029,0.79505953,0.625846074,0.923152524,0.205301134,0.267989182,1.109412095,0.113817704,0.463082053,0.71379672,0.434013844,0.510215778,0.292546095,0.475049401,1.027430131,1.052246572
Ewsr1,3.584206211,3.413046744,4.160830073,3.737398629,3.96453912,3.864545236,3.360192623,3.960615141,4.263373059,4.312052795,3.814618624,3.924703684,4.356281242,3.950379557,4.324926411,3.704133983,3.985690696,4.229205323,3.245667187,3.863378999,4.090965016,3.850875287,3.747888352,4.152088119,4.507534433,4.024955945,4.081454218,4.214792769,3.452952583,4.328384326,3.643124982,3.622449797,4.229524425,4.0186081,4.233315126,4.285822607,3.996459863,4.045728077,4.116098493,4.311942884,4.058626516,4.271934583,3.657749152,4.06573643,4.062710573,3.751442124,4.137781286,4.529966392,3.986942727,3.374693232,4.188364898,3.631829832,3.911335571,4.139210309,3.475973983,4.334339869,4.075418819,4.212863506,3.565016982,4.200676431,4.483833627,4.047903621,4.026528697,3.97459133,4.252340132,3.653925463,4.231413289,3.796802291,3.816597413,3.437615162,4.042195524,3.970992245,3.969588069,4.399413094,4.045816169,3.838082547,3.966777353,4.278763924,4.122092396,3.953296103,3.856195101,3.663684604,3.840446694,3.987092668,3.490283768,4.045967871,4.161658493,3.702953202,4.026550828,4.114273424
Eya1,1.385325588,0.409482155,0.486374761,0.412658308,1.125547793,1.435655989,0.211329235,0.714313223,0,0.192117232,1.103670465,1.168790611,0.386930991,0.711540924,1.062764497,0,1.027982308,0.598660446,0.908151989,0.438430611,0.379710749,0.131978311,1.141144816,0.3291877,0.887764932,1.883655614,0.547634227,0.416356625,0.144325704,0.487780621,0.660493929,1.043073303,0.76187995,0.651736702,0.464854758,1.08627729,0.713561163,0,0.305811781,0.16367685,1.125663222,0.445639188,0.182949203,0.578782954,0.873023579,0.905518351,0,0.636597493,0.151023513,0.248922064,0.141763767,0.263015917,0.724063742,0.418010024,0.80310592,0.141365171,0.090884454,1.060002522,0.637346379,0.846935,0,0.573351624,0.415331169,0.719193366,0.72053197,0.889269329,0.727283482,0.012809542,0.634741846,0.326576757,0.19618524,1.06267625,0.391679194,1.495062977,0.5097965,0.996046196,0.34471908,0.174362525,0.510930122,0.418730927,0.179554603,0.685776368,0.457170464,0.576070258,0.51947718,0.698192922,0.241480414,0.644119429,0.645663618,0.643085655
Ezh1,1.530320216,1.359529608,1.619732891,1.034865748,0.390423848,1.816845546,0.641002955,1.038783786,1.384655348,1.353560407,1.039105119,1.631196396,1.087552,1.096342966,1.157861991,1.284717997,1.353236798,1.747289784,1.348852786,0.718128139,0.355108211,0.970891996,1.468518333,0.950549731,1.025284152,0.91161565,1.427896074,1.47411663,0.358549624,0.767384715,1.077987819,0.510195586,1.455804882,0.641534511,1.42905095,1.532317224,1.215637499,1.578413554,1.345230357,1.296343717,0.469969471,1.638794318,0.977749969,0.677096462,1.268897707,0.599261505,1.461298151,1.11597864,0.199404543,1.060519266,1.82723612,1.300638569,1.011657904,1.463911104,1.399423581,1.617429265,1.751238076,0.699811039,0.619252324,1.000365409,1.030716041,1.181923264,0.730820472,0.824717726,1.045476073,0.954871102,0.351910972,0.697261471,1.303785857,0.637125736,0.868636389,0.478662517,1.586330799,0.884446486,0.894228181,1.046771647,1.475596647,1.118468761,0.420800116,1.141591526,0.496315827,0.970738965,1.503773526,0.711006112,1.037691523,1.530371002,0.29878909,1.056238012,1.412073392,1.155427937
Ezh2,2.659273347,3.168024612,2.847323093,2.50595831,2.640544437,3.321955983,2.432652043,2.552276215,2.62413318,2.612005362,2.446143127,3.075496713,2.681617706,2.812160799,3.474593913,3.75648822,2.407162493,3.26457768,2.651822415,2.630614317,2.833761412,3.183543902,3.509932448,2.720127556,2.740863776,2.480491907,2.858943153,2.748270725,2.47684282,3.350534574,2.825358974,2.587111499,3.15966746,2.716903675,2.780952647,2.892236295,2.954754859,3.135109006,2.80549427,2.546622758,2.350702794,2.899129998,3.413756414,2.105441233,2.500494311,2.813919016,2.828600658,2.505958574,3.037606349,2.718244628,2.527733538,2.852433188,2.630723496,2.840926772,3.153304804,3.421774261,3.294714552,2.473577314,1.596535596,2.375520796,2.739168479,2.657695877,1.87688731,3.142645413,2.718658868,3.007934649,3.459008025,2.244806615,2.58272179,1.86928494,3.275481556,2.976135937,2.517005427,3.022453499,3.254430213,2.426358787,2.630938161,4.319939369,3.475930896,3.505505772,3.161575456,2.710759834,2.355252745,2.863731778,3.140119338,2.791536946,2.78415305,3.132654284,3.185826632,3.354837129
F3,0.516535534,0.181212548,0,0,0.472485744,0.946763487,0.661114117,0.332145407,0.218174398,0.615223283,0.115476608,0.473861623,0.28865575,0.372583083,0.545407161,0.151142138,0.617659088,0,0.051405981,0.211699564,0.905703152,0.162190274,0.166233723,0.329853636,0.892154655,0.606515723,0.064458059,0,0.641094756,0.463972627,0.114143793,0.18183587,0.471104101,0.18472411,0.669824162,0.194755612,0.347539912,0.453415806,0.186603859,0.331979829,0.921804683,0.224638644,0.093366233,0.410192381,0.27779389,0.249004172,0.480406511,0.420968911,0.871871123,0.514842709,0,0.15932464,0.99519389,0,0.657976994,0.552925617,0.356119929,0.213823517,0.193650676,0.320783277,0.291892003,0,0.710250961,0.188649417,0.663082211,0.609901078,0.308668592,0.101194144,0.225909039,0.075126377,0.479982754,0.640364678,0,0.237743022,1.36266181,0.578328757,0.25237651,0.24278753,0.295721848,0,0.624170596,0.30097641,0.331760477,0.336754801,0,1.119805465,0.818046043,0.990673997,0.659939819,0.054300757
