X,RamDA_mESC_12h_A04,RamDA_mESC_12h_A05,RamDA_mESC_12h_A06,RamDA_mESC_12h_A08,RamDA_mESC_12h_A09,RamDA_mESC_12h_A12,RamDA_mESC_12h_B02,RamDA_mESC_12h_B05,RamDA_mESC_12h_B06,RamDA_mESC_12h_B07,RamDA_mESC_12h_B08,RamDA_mESC_12h_B09,RamDA_mESC_12h_B10,RamDA_mESC_12h_B11,RamDA_mESC_12h_B12,RamDA_mESC_12h_C02,RamDA_mESC_12h_C03,RamDA_mESC_12h_C04,RamDA_mESC_12h_C05,RamDA_mESC_12h_C07,RamDA_mESC_12h_C09,RamDA_mESC_12h_C10,RamDA_mESC_12h_C11,RamDA_mESC_12h_C12,RamDA_mESC_12h_D02,RamDA_mESC_12h_D04,RamDA_mESC_12h_D05,RamDA_mESC_12h_D07,RamDA_mESC_12h_D08,RamDA_mESC_12h_D09,RamDA_mESC_12h_D10,RamDA_mESC_12h_D11,RamDA_mESC_12h_D12,RamDA_mESC_12h_E01,RamDA_mESC_12h_E02,RamDA_mESC_12h_E05,RamDA_mESC_12h_E07,RamDA_mESC_12h_E08,RamDA_mESC_12h_E09,RamDA_mESC_12h_E10,RamDA_mESC_12h_E11,RamDA_mESC_12h_E12,RamDA_mESC_12h_F01,RamDA_mESC_12h_F02,RamDA_mESC_12h_F03,RamDA_mESC_12h_F06,RamDA_mESC_12h_F07,RamDA_mESC_12h_F10,RamDA_mESC_12h_F11,RamDA_mESC_12h_F12,RamDA_mESC_12h_G01,RamDA_mESC_12h_G03,RamDA_mESC_12h_G05,RamDA_mESC_12h_G06,RamDA_mESC_12h_G07,RamDA_mESC_12h_G08,RamDA_mESC_12h_G09,RamDA_mESC_12h_G12,RamDA_mESC_12h_H01,RamDA_mESC_12h_H02,RamDA_mESC_12h_H05,RamDA_mESC_12h_H06,RamDA_mESC_12h_H07,RamDA_mESC_12h_H08,RamDA_mESC_12h_H09,RamDA_mESC_12h_H10,RamDA_mESC_12h_H11,RamDA_mESC_12h_H12
Ddx54,2.025935773,2.002427789,2.045607427,1.868406942,1.816069368,1.48339334,2.141858636,2.202478216,1.994462229,2.562739972,2.108205353,1.946142441,2.25831228,1.81155528,2.457655323,2.22487824,1.55917309,1.51805537,1.963850965,2.045737731,2.025982383,2.263164852,1.874481163,1.959200523,1.996579108,1.889753412,2.14561013,2.023955904,2.017573952,1.9239056,2.096720482,1.617911806,1.728607039,1.930757268,1.260891421,2.092562065,2.127199006,1.832220382,1.826379073,2.24337949,2.197767129,2.208873712,1.897922346,2.133016068,1.720795822,1.612057618,1.973157569,2.105520025,1.939212185,1.953523865,1.890011758,1.624837585,2.095116953,2.113701652,2.124609308,2.286349042,2.217732435,2.029415905,1.868170351,1.737617168,2.568930585,2.036937423,1.905832735,1.651212706,1.897554869,1.986307229,2.012882012,1.80310807
Ddx58,0.945321678,1.851404913,1.483786487,1.480290865,1.12173872,0.217786967,1.5186479,1.577130943,0.830635385,1.331542148,1.860525051,1.863224061,2.349592443,1.643195229,1.732809596,1.440106175,0.839716022,1.471210227,0.911913681,0.908701226,0.660161811,0.779981203,0.680374991,0.602981732,1.147784213,1.438243702,0.948807958,1.507176299,1.189865168,1.687266377,0.920452027,0.74437329,1.185464614,1.297505044,0.778286881,1.408237888,1.472142052,1.095291183,1.505612169,0.778475806,0.88577928,1.267364868,1.576999576,1.289734625,1.651854455,0.746698808,1.669760268,0.790657051,1.481376539,1.510789676,1.078855659,0.800330152,0.713371717,0.819243867,0.406282597,1.069556012,0.798088821,1.254395335,1.503744323,1.500262755,1.939002535,1.548632671,0.850558012,1.061806928,0.633130497,1.090188135,1.971986177,1.225110986
Dek,3.587776353,3.709236471,4.144485752,3.31832023,4.057864328,3.306468033,3.881826117,3.444584386,3.243566791,3.728225191,3.322254614,3.82653523,4.048600535,3.336284484,3.924421332,2.956163362,4.141526986,3.577953326,4.072897941,2.660979204,3.735982226,3.330886386,3.572199745,4.358392583,2.790278341,3.528414248,3.959499958,4.322518173,3.539741033,4.012969448,3.720694754,2.82641519,3.95491734,3.650235463,3.76412024,3.783379165,4.601507275,4.044983956,3.829083447,3.952618458,3.855231959,3.791562639,3.677617211,3.134476491,3.367032481,4.087753653,3.817361608,3.673118637,3.530050788,4.024344952,3.404015476,3.994784609,3.658872883,3.343024122,4.347189168,3.607314405,3.430555379,3.579222132,3.367149838,3.847433243,3.338926444,3.035885656,3.815096628,3.761933523,3.039272051,3.433579183,3.676391145,3.641184458
Dido1,1.994212042,1.589622415,2.508812647,1.725840991,2.064359346,1.286133843,1.662879343,2.142151121,2.158331274,1.663927844,1.819050112,0.985804506,1.810691373,2.066632959,2.053044487,1.436742969,2.308578898,2.038547705,1.254440959,1.795714937,1.732987224,1.915859263,1.798215374,1.784486872,1.446275876,1.328209021,1.987992993,2.110563823,1.648487226,1.514040781,2.062033935,1.99130121,2.054781994,1.358974177,1.67633077,1.554762187,1.873055867,2.153254992,2.05999124,2.38311206,1.701355249,1.563480714,1.677043237,1.030453155,1.762236852,1.976457769,2.175315079,1.831866031,2.204278663,2.002383097,2.183951595,2.191542268,1.92636071,1.835227188,1.588101855,1.969471957,1.52255719,1.737786868,1.340503286,2.723002832,2.281190141,1.912223057,1.818027129,1.944106812,1.572566565,1.745683456,2.230324637,1.454486749
Dkc1,3.623542244,4.712548741,3.826330399,4.133337788,3.907875999,4.071194485,4.09214607,4.15449661,4.414202441,3.223430884,4.287283575,4.212660185,4.647523393,3.905838742,4.164521421,4.136613472,4.155630459,4.464541163,4.326481013,3.600250445,4.190286379,4.631939588,3.964624436,4.001048645,4.398603291,4.604337941,3.31792104,4.359336024,3.964770479,3.730612897,4.472924161,3.769019872,4.107619787,3.083120876,3.921554291,4.46933997,4.477165946,4.068589704,4.306232908,4.090229162,4.373871108,3.979566126,3.459919198,4.301859444,4.298519247,3.751346077,3.866746563,4.024569801,4.220701517,4.012786409,4.281793723,3.850980721,3.888088786,3.981620714,3.787811391,4.50383402,4.351312102,4.425450294,4.242926625,4.036854326,4.048620433,4.168353462,4.493680786,4.061788262,4.206229419,3.964768634,3.724123837,4.597016539
Dkk1,0.004096138,0.441361519,0,1.072335762,0.024846954,0.009384319,0.482602985,0.112279769,0.122576366,0.526921864,0.893460553,0.900543638,1.052033917,1.422444032,1.207197299,1.915163282,0.036848914,1.202095271,0.021737115,0.376666909,0.315607161,0.353024197,1.055999377,0.045278709,0.711907739,0.985438054,0.565568834,0.564394885,0.265704196,0.18569158,0.39540934,0.760509265,0.729510927,0.372299941,0.15589165,0.507452255,1.457344998,0.07282665,0.426050016,0.032193865,1.229523901,0,1.391091848,1.051824739,0.16066971,0.123907751,0.135960338,0.085347537,1.149917124,0.327578268,0.307596246,0,0.018423887,0.056649411,0.788299602,0.713030495,1.730684882,0.035758763,0.678232178,0.326772622,0.082185672,0.565282839,0,0.622539405,1.012733954,0.062863152,0.675094522,0.366294941
Dmrt1,0,0.786642746,0.582742535,0.80557392,0.806014379,0.598415262,0.56299645,1.080872621,0.879052515,0.556779397,0.539524092,0.832735797,0.590915965,0.489758314,0.330440305,0.399669562,0.24181281,0.115140141,0.303469012,0.43491105,0.921576746,0.385511762,0.638796551,0.070355366,0.725896685,1.377387222,0.264514754,0.412498729,0.617633942,1.07205196,0.510193579,0.965534109,1.263387451,0.535362316,0.830511965,0.63037624,0.769574726,0.505054322,0.308239803,0,0.843708064,0.179576077,0.189041631,0.336546736,0.463406335,0,1.300367037,0.867358375,0.816580063,1.023213888,1.067595235,0.716769216,1.104422667,0.283408977,0.509972394,1.315259379,0.616547849,0.919775453,0.251130484,0.581758966,0,0.27505777,0,0.085480277,0.586003127,0.73013754,0.06696874,0.173932136
Dnajc10,1.43852454,1.685568139,1.427528007,2.975683732,1.59506383,0.891533873,2.013272807,1.967983238,1.608242793,1.719007867,1.852249065,2.040069826,2.104782834,1.779865424,2.577020256,1.681668758,1.537036364,1.638035167,1.581738718,0.682252871,1.789030903,2.151789713,1.79572758,1.792848877,1.421517279,1.679636854,1.34050924,1.70533824,1.340787546,1.135217653,1.163575693,1.683147431,2.160184851,1.086883014,1.596783651,2.020078544,1.898207552,1.560600934,1.542542745,1.422194987,1.530965215,1.229927826,1.685060021,1.93530332,2.053676713,1.83077028,1.490571688,1.291630992,0.971318274,1.416714539,1.657580649,1.41080552,1.332665697,1.604730123,1.759793744,1.615995374,1.735256012,1.905368684,2.064556516,1.203851142,1.248251118,1.594396566,1.826460562,1.789644201,1.215268277,1.665614695,1.536653004,1.619086303
Dnajc2,1.77270312,2.254058806,1.831996628,1.991170208,2.3219315,1.203690173,1.596213993,1.381218416,1.81485629,2.20619491,2.144073802,1.62681946,1.256118404,1.883274365,1.8017165,1.801387161,1.940515852,1.706051291,2.09693848,1.473719523,2.041314734,1.914123807,2.035078842,1.923011847,1.542892511,1.946196197,2.076771163,1.702268817,1.759227836,1.343665644,1.562760608,1.611209756,1.765639827,1.462729322,1.947864101,1.888373262,1.946959641,1.623467394,2.112690539,1.836421081,1.445168969,1.394027118,1.775865195,1.840226974,1.51763083,1.862783241,2.383913042,1.362213617,1.418261656,1.804637671,1.728103187,1.941700608,1.424010393,1.494201151,1.618403684,1.94365082,2.000424881,1.551530785,1.325168534,1.247947033,1.689933404,1.707298443,1.879658546,1.834444964,1.346555709,1.461564584,1.807720372,1.539134534
Dnmt1,2.12066385,2.307403427,2.417623455,2.377031389,3.002547507,2.168511812,2.277247981,2.611411587,2.574142969,2.198316023,2.03185874,2.460060592,2.616280207,2.175442011,2.660031555,2.382831221,2.791781957,2.343494632,2.535103024,2.502258034,2.44041933,2.810499243,2.633028536,2.655951208,2.226646554,2.070614309,2.54979051,2.458519486,2.21895021,2.473531286,2.41070125,2.292177684,2.769556003,2.30311728,2.465466803,2.423473911,2.758437623,2.495970982,2.138160238,2.710498315,2.327077603,2.71052374,2.644971416,2.264895319,2.296863836,2.669939728,2.709176598,2.597314806,2.506470659,2.633760042,2.33219972,2.725429372,2.07422801,2.237346464,2.57737424,2.26413921,2.427470549,2.540276902,2.593841131,2.70080852,2.083867601,2.247989631,2.2603978,2.659511074,2.299046122,2.083235337,2.397361616,2.69974897
Dnmt3a,4.193206158,4.639518464,3.13282142,3.781351597,3.976303158,3.187136935,4.882017716,2.416144372,4.236019842,3.840625932,4.621809909,4.289405991,5.219569179,4.279985828,4.591505265,5.210522657,3.127840359,4.295997415,4.992961485,2.386624384,4.988503543,4.55909369,4.701236,4.670826799,4.085518122,4.103557531,3.364597452,4.071271652,2.304285855,4.651168791,3.875817313,3.444846885,5.403695348,2.8067205,4.511303189,4.197762256,4.723763587,4.35199384,4.530383049,4.577495175,4.936007613,4.262941801,4.638952886,4.355148694,4.228734645,3.178241027,4.200188734,3.190119905,4.21119058,5.085516803,4.024470786,2.855010349,4.98983067,4.317759341,4.582795195,5.109444786,3.171528849,4.457340849,5.023324669,4.745676659,3.283300287,4.650215213,3.914799407,4.065719269,4.781246025,2.956748466,4.078244453,2.516612662
Dpp4,0,0.087962452,0.339628424,0,1.046582155,0.464712372,0.306856231,0,0,0.953132506,0,0.420514022,0.475218933,1.261781531,0,1.078731236,0.995974361,0.3244585,0,0,0.094393832,0,0.614725891,0,0.292883965,0.269416737,0.324186268,0,0.380057943,0.345656401,0,0.063085729,0.229464149,0,0.01275672,0,0,0,0,0,0.57637882,0,0.16739706,0,0,0,0.066205182,0,0,0,0.008505471,0,0.083225522,0,0,0.839737466,0,0.022654589,0.232351685,0.021266201,0.375150073,0.295021273,0,0.183189111,0,0,0.349904795,0
Dppa2,3.071282114,1.434514298,1.936482597,1.829954441,2.322601286,2.014933614,2.009676766,1.985786128,1.421790789,2.152116536,2.388714621,2.102091391,1.62766656,1.63929688,1.582078165,1.710738489,1.969845407,1.971381019,2.198278618,1.361431119,2.578284038,1.824650926,2.21764147,2.253212562,1.732397263,2.147334262,2.999647274,2.23935365,2.756529932,1.900070777,2.399216911,1.56385404,2.006731279,1.422155551,0.979557429,2.22233873,1.714569912,1.886699803,1.982381567,2.620191375,2.587780755,2.281857299,1.842925697,1.422380812,1.913557301,2.018040337,1.522411659,1.739251315,1.967969094,2.057555193,2.037637988,1.962655715,2.253389331,1.791632919,3.173457205,2.066986322,0.857848747,2.609743804,1.74095147,1.773901833,2.595181214,1.929730686,2.34790805,1.897860033,1.825250197,1.826551134,2.52511032,2.263915811
Dppa4,3.390850988,1.398420851,2.380645553,2.233775763,2.628343647,2.096270577,2.309304651,1.772050358,1.64410392,1.990468109,2.80992922,2.821273041,2.693368636,1.974006286,2.444614136,1.989157522,2.1997681,2.7372613,2.478112786,2.209647107,2.57653422,2.567793948,2.647496391,2.646492631,1.98523133,2.095408287,3.045073127,2.446246429,2.200363906,2.317232767,2.298007972,2.237957181,2.540748415,1.73013589,2.166939974,2.716874411,1.984575875,2.114328722,1.971065079,2.859215277,2.685952015,2.838263368,2.292311018,1.882537998,2.371152407,1.866510155,1.985855941,2.831972386,1.921266321,3.188359957,2.202891093,1.976666409,1.610559803,1.941004311,2.673692522,2.382165803,1.704429423,2.201566935,2.316320976,2.388804262,1.787505784,2.428888888,2.852811422,1.997799148,2.226694896,2.026537682,2.342409798,2.512153624
Dr1,1.151930255,1.056924942,1.212390828,0.880434688,0.873125882,1.182244765,1.196140185,1.166082568,0.894759515,1.110051394,1.094403729,1.180000264,1.093401008,0.668990403,1.240300392,0.70699266,1.240475453,1.081967466,1.24892234,0.732394119,1.036434436,1.16544619,0.824332474,1.238929387,0.776692845,1.097057574,1.200833571,1.24506505,1.145859838,1.067701487,0.757478566,1.140144023,1.218169849,0.893839189,0.657459183,0.97911327,1.094891627,0.923991776,0.889797442,1.205352594,1.360806832,0.830079374,0.945587229,0.870008076,1.140769581,1.144097045,0.998708284,0.706354848,0.487102557,1.136942702,0.936681812,1.012310236,0.852130225,1.041267633,1.067954985,1.341015393,0.96884538,1.410882281,1.056916086,0.776581325,1.205537233,0.788028528,1.182536265,1.242090989,0.843951785,0.798379353,1.015542074,1.097913718
Dtx1,1.704268142,0.615177323,0.435516565,0.619174154,0.040659544,0.299314127,0.421929365,0.06685965,0.275380931,0,0.245574834,1.743350465,1.277661971,0.535480169,0.812319991,1.268832547,0.34597156,0,0.339420889,0.935765751,0.309457963,0.334958089,0.363840711,0.28352531,0.043339889,0.102191555,0.67314724,0.539864002,0,0.32166258,0.445442536,0.420588531,0.171670116,0.137196103,0.496138883,0.465839998,0.026051936,0.31558963,0,1.596304519,0.027142702,1.720368527,0.517619945,0.894740242,0.692413351,0,0.37698973,1.380478122,0.295256051,1.037122376,0.418199007,0.029420124,0.738408164,0.43629282,0.655091557,1.077782046,0.116509466,0.335218374,0.734865285,0,0.207448549,0.299344405,0.289800005,0.271978671,1.449258788,0.020518089,0.04118677,0.071412505
Dusp9,7.13E-10,1.436058293,0.609834861,0.634799361,1.007114178,0.394633805,3.279241158,1.191344208,1.231979616,3.729053448,1.22467682,1.934346536,0.547618573,0.724877189,1.338546291,1.70E-09,1.144887699,0.568559266,0.755853755,1.127121481,0.311185146,1.463536165,0.583283644,4.39E-09,0.609910579,2.344208682,0.788404343,1.812525929,2.001198194,1.802112733,1.767617854,1.400242861,2.340118438,1.334458853,2.668156603,1.398516817,6.03E-09,1.024247195,2.069717242,0,2.077444464,8.10E-10,1.05815338,1.987633807,0.803370463,0.609574671,3.43E-09,1.04E-09,2.231927773,1.996515788,1.203393484,0.978465149,1.444362752,2.01776551,2.454081884,1.481111493,5.69E-09,1.111983598,1.23551683,2.13E-09,0.821874958,1.168275916,0,0.752931705,2.732318546,0.990007867,1.07367023,0.624607339
E2f1,0.582222018,0.326872926,0.123174232,0.096826408,0.428210955,0.484024899,0.529974005,0.586771768,0.128592006,0.506220691,0.403761816,0.253592298,0.222742494,0.546620473,0.263636322,0.41850843,0.515556609,0.213192537,0.696324539,0.043813146,0.59659386,0.416604115,0.363106769,0.452909371,0.313151402,0.296504876,0.198034672,0.496514149,0.230068969,0.466251626,0.258966864,0.25387639,0.586762267,0.60217175,0.494117556,0.155538269,0.387064188,0.324113622,0.808196816,0.958383399,0.74065469,0.369644,0.355887406,0.467892249,0.664571903,0.16895996,0.278525762,0.335591746,0.722505621,0.136145927,0.147981494,0.663122255,0.45905004,0.437845753,0.153116425,0.877664393,0.127287903,0.9752115,0.601319872,0.20563342,0.645794085,0.565998003,0.556390389,0.059229397,0.434863752,0.421650883,0.749711717,0.732027251
E2f2,0.485023686,0.321379812,0.530346044,0.449535946,0.186802094,0.636488898,0.829544394,1.020391567,0.515760415,0.038817587,0.551933291,1.383936567,0.644621127,0.069255641,0.637659181,0.993835991,0.167734189,0.102236638,0.404615051,0.164136697,0.775354671,1.263337943,0.139244753,0.940252795,0.1745467,0.441930703,0.510069202,2.023452317,1.14943818,0.88152341,0,0.321395131,0.89544261,0.090958362,0.022456388,1.184099068,0.329303324,0.167425758,1.326652329,0.921229461,0.920361653,0.212189559,0.930081441,0.444141781,0.437311114,0.480555229,0.2685486,0.767398581,1.154165163,0.431651242,0.179478015,0.448657518,1.014392936,1.466163883,0.514048524,0.571251817,1.334076349,1.180878002,0.163163951,0.041444303,0,1.848214563,1.629439169,0.082147465,0.542729873,0.702392586,0.46273306,0.430248011
E2f4,2.335475594,2.527517312,2.433899249,1.925862464,2.228282058,2.053209875,2.232792254,2.056867651,2.312525092,2.038739122,2.119107581,2.291297352,2.456004162,2.200713109,2.307783473,2.153718477,2.224517259,2.257815538,2.097752137,1.63196713,2.044579098,2.465660566,1.801875823,2.338069994,2.34478132,2.058597562,2.44676424,2.210628953,2.30522066,1.911324433,2.131028309,2.171005521,1.975322115,1.775249994,2.159230281,2.004981907,1.784818221,2.198086299,1.772698998,2.372239172,1.885385383,2.296680026,2.057585958,2.249955103,2.480682856,1.976099478,2.443816329,1.968499483,1.494991734,1.772802372,2.206145582,1.974071167,2.003145721,2.202724007,1.793829436,2.489396022,1.798081513,2.467001802,1.914671276,1.941936635,2.369511814,2.507087696,2.331560342,2.230978952,2.313688528,2.176189647,2.151773115,2.428804183
E2f6,0.513333744,1.447378986,1.230175706,0.406141407,0.794682787,1.168928907,1.688649116,0.19889975,1.278849673,1.435905941,0.746020565,1.501810272,1.076672992,0.852474645,1.621768255,0.453660585,1.394131218,1.373450819,1.768945712,0,0.289506672,1.453055899,1.041312978,1.283913235,1.812475055,1.337930762,0.884232197,1.395030072,0.783352655,0.542858152,1.491783036,1.237424491,0.941056165,1.136198266,1.196099557,0.747912636,1.197128186,1.209192842,0.894292133,1.014249823,1.26681605,1.045268771,0.811727736,1.093715338,1.271120822,1.165540465,1.664601852,0.360319272,0.818135555,1.401134552,1.065532098,0.80308444,0.738870687,1.504068592,0.7902802,1.349795546,1.05707434,1.132121819,0.62039621,1.512394451,0.49004575,1.171542847,1.115016174,0.942964414,0.595826847,1.317205606,0.859970157,1.52559896
Ebf1,0,0.014828424,0.210138467,0.047325305,0.461167844,0.693492466,0.088899688,0.296054376,0.167373858,0.033136651,0.006041395,0.150136195,0.624739188,0.445198063,0.42923244,0.664083875,0.33543821,0.217040094,0.017974453,0.006786233,0,0.262565374,1.187879991,0.241120733,0.48115962,0.353633471,0,0.312197683,0.261791542,0.459176135,0.013592547,0.041547862,0.848802274,0,0.376150353,0.098925479,0.368889505,0,0.032594048,0.012012447,0.695631332,0.011864854,0.050929729,0.012263464,0.245484536,0.009035427,0.436236996,0.688499118,0.161197108,0.014677327,0.016139113,1.004013044,0.351002094,0,0.273933414,0.435239932,0.223054362,0.267003836,0.030845425,0.567395517,0.613221488,0.600512901,0.268521759,0.015250249,0.46696884,0.667053522,0.196237416,0.593851773
Ebf4,0,0,0.022027787,0,0,0.037380058,0,0.023008761,0.014819667,0,0.086355254,0.097590956,0.064632379,0,0.070446043,0,0.179549904,0,0,0.038775518,0.087030672,0.087113899,0.068589087,0,0.029371095,0.056314084,0.117773142,0.033801858,0.055259457,0.017525336,0.442250441,0.067638445,0.019741625,0,0.054148118,0.023172869,0,0.082879212,0,0.125576832,0.0546452,0.078519843,0.045079107,0.020705373,0,0.024606333,0.12534551,0.078370759,0,0,0.079793984,0.034506007,0.016849702,0,0.133265991,0.143767048,0.236258867,0.016295336,0.048911295,0,0,0,0.05678691,0,0.130487536,0.080902469,0.090349718,0
Ecd,1.338661978,1.587716269,1.376737615,1.456719124,1.514608251,1.38211529,1.822410706,1.739866691,1.724397105,1.811868953,1.440924348,1.641478149,1.785251293,1.337613986,1.449299278,1.416170708,1.428669699,1.357122442,1.823780231,1.212534832,1.62349244,1.434218716,1.930203087,1.414939932,1.360925325,1.720041781,1.118932891,1.585564701,1.491784478,1.505036453,1.292761062,1.634969728,1.644307228,0.965060901,1.482834029,1.678256271,1.758037398,1.59323507,1.56271644,1.660179225,1.157357777,1.562520925,1.548344325,1.646979864,1.524104779,1.723497631,1.289565134,1.305549519,1.285509186,1.583140848,1.620590709,1.448361628,1.486947781,1.284820287,1.472960979,1.853081152,1.56094308,1.770409403,1.736682375,1.424363151,1.644948148,1.240377931,1.570403461,1.517238952,1.601089818,1.106522869,1.469866544,1.410901608
Ect2,3.270749321,2.605329696,2.666594271,2.871682879,2.087753463,3.105940168,2.443234885,2.411447055,2.560779041,2.517668689,3.286069159,3.372754184,2.287604886,1.847078431,3.163088503,2.389143924,2.547006928,2.370188841,2.398336729,3.047004491,2.92539909,3.257380707,2.499539002,2.106126366,2.956056814,3.184692104,2.718165297,1.964865288,3.041846118,2.360338889,3.03359809,3.002704434,3.165004236,2.852284587,2.323491366,3.561862672,2.656900344,2.283390185,1.342737887,4.204098172,2.492394238,3.207344788,2.52765589,2.391448063,2.655171234,2.822047345,2.656452883,4.088796932,1.500411311,2.502368492,2.769711817,3.010072962,3.05319405,2.485727415,3.034292461,3.03288576,3.03403998,3.340983269,2.807601785,2.266752822,2.046476372,2.113229304,2.540523765,2.546159434,2.511699807,2.3048333,2.909388701,1.810724981
Eda2r,1.256618197,1.683863395,0.732616049,0.782233034,2.916678126,0.186190174,1.18803399,0.509467747,1.384393776,2.738002778,1.534979279,2.461330035,1.637518899,0.500016747,0.413759084,1.170060009,0.470494875,0.656163448,1.247485394,0.578381167,1.998298488,0.585451059,2.432129845,0.561225385,1.225628949,0.901453171,0.894728668,1.791320189,0.213162111,1.070277707,0.149155817,0.540640942,3.003552065,1.715995835,1.402240389,0.616389602,0.723803295,0.374216376,1.604556753,1.034880453,0.597810611,1.857207803,1.716599165,1.224121091,0.919699788,0.247393579,0.318192469,1.931695226,1.261625874,1.821561393,1.702156972,0.343531792,0.773881835,1.329165841,1.456614702,1.658755694,0,0.261680899,2.647246561,1.354719447,2.173057222,0.367887924,0.708142026,0.076524696,1.696787077,0.480114062,1.879462397,0.792636849
Edem1,1.961491301,1.24935371,2.071715457,3.585011627,2.355456055,1.926488045,2.744298565,2.179958585,2.098197345,2.489727942,2.24506748,2.233487942,3.103949321,2.392263372,2.490766882,2.097324216,2.834400394,1.75070354,2.519233723,2.09655742,2.127412206,2.72277792,1.588328668,1.692598139,2.454263313,1.973242745,2.057304865,2.044530953,1.593331169,2.189999666,1.316809813,2.86871077,1.563021428,2.045072845,2.532760892,2.663968339,1.6282492,1.564054344,2.420684905,2.131423044,2.783249923,2.082229967,1.984527767,2.540076272,2.731809477,2.083113803,2.785303975,2.034928297,2.633614232,1.977067694,2.4319607,2.789184919,1.293764747,2.363913234,2.543030912,2.562957306,2.826993176,2.697991713,2.287538145,1.813938992,1.508861489,1.847540784,2.741041339,2.233168891,1.746701517,1.795582488,2.376287956,1.916565149
Eed,4.52224821,3.409196496,4.225907221,3.668683189,4.665238822,4.003481313,3.491398697,4.134821018,3.810977149,3.229774031,3.670615184,3.81617605,4.12049258,4.145742843,4.002083038,2.826166761,4.194051145,3.809989394,3.534328052,2.717404921,4.279493964,3.942214897,3.495793456,3.398876537,3.546849038,4.245613514,4.261978487,3.749790415,3.727657701,3.721747598,3.989642342,3.722474932,3.581307367,4.0308775,3.589315333,4.079981531,3.605289773,3.942588484,3.630128175,4.0582944,3.978732158,4.030113169,3.277269761,3.814419534,3.978249205,3.922669151,3.610467306,3.685905228,3.192582511,3.499617829,3.362649496,3.857728205,3.791572979,3.828310103,3.544178982,4.153578451,3.310365297,4.049745874,4.156444078,4.139634803,4.735039017,3.683316192,4.489155725,3.800101906,3.039759646,3.765455876,4.114395277,4.381579876
Efemp2,0.785816618,0.536946141,0.399697707,0.09554181,0,0.332442758,0.530789889,0,0.199691269,0.149050676,0.501425709,0.86525083,0.749363005,0,0.84167287,0.588672759,0.224352847,0,0.194840633,0.552842245,0.34004788,0.620696114,0.48098219,0.630123783,0.735690645,0.957786246,0.343955689,1.055679242,0.442907539,0,0.56783496,0.434632479,0.561540133,0.545729524,0,0.79556034,0,0.349920821,0.715721708,1.797371642,0.308510982,0.644007592,0.662137798,0.798560428,0.173725271,0.959194206,0.157168308,0.535674252,0.953484454,0.486013925,0.419986453,0.825294513,0.492015986,0.452751286,1.113317356,0.796130775,1.195136787,0.900055996,0,0.27861556,0.32447687,0.215263277,1.214421187,0.107712212,0.580104869,0,0,0.451813229
Egr1,0.500348248,0.115206109,1.541916929,0.13384168,1.289656684,0,0.015202493,1.294923291,0.21764188,0.149422637,0,0,0.335856713,1.188410633,0.348994425,0.106770435,0.738788391,0.638173595,1.689631596,0.013800601,0.107837508,0.054655268,1.378732309,0.75541051,0.423763743,0,0.130099839,1.790424142,0,1.882927489,0.869440257,0.246576633,0.792353519,0.035190121,1.187594488,1.595019302,1.219994227,0.282079251,1.004667667,0.514822751,1.626636267,0.790077038,0.156325562,0.823591204,0.974473996,0.486237073,0.905190399,0.10758159,0.729724767,0.935457016,0.350211793,0.80189158,0.690915935,0.159617909,0,0.588596415,1.120381821,0.390813961,0.04081377,1.588847333,0.5002828,0.024615903,0.031777112,0.883458232,0,0.163482137,0.323034144,0.46250285
Ehmt2,2.747387448,3.145942634,2.828291749,2.559137901,3.416119403,2.85543888,3.349194507,3.208071863,2.099708441,3.620882321,2.771937261,2.774211591,3.574273645,3.338895022,3.786219621,2.940087054,2.867332263,3.035876788,2.958982873,2.880497735,3.336585681,2.919096864,3.435207135,3.172261006,3.856494021,3.171237857,3.451218305,3.4200588,2.832738166,3.148350132,3.666488322,2.748573026,3.705711061,2.881431795,3.083185405,3.331281483,3.098620596,3.219734633,3.252504443,2.889124915,4.005191946,2.812198358,3.569792308,3.719835112,3.262221297,2.573345949,3.425065451,2.677576175,2.95748563,3.015567244,3.377479054,3.025240486,2.64927612,4.001232797,2.935081973,3.019585369,3.010371447,2.795122791,3.406829995,3.550839013,2.23570363,3.567154658,2.87997556,2.919055719,3.248473393,2.576922235,2.589777082,3.510046708
Eif4a2,5.066101819,5.077455557,4.436075617,5.116000481,4.331066559,3.339617752,4.964645493,4.434301,4.269893365,3.270969674,3.458872059,4.601552151,5.378444384,4.295527699,4.641839722,4.118544868,5.005185913,4.679846422,4.283223205,3.316722605,5.116450297,5.697906208,4.548479222,5.679178847,4.794471811,3.762205956,4.426029986,4.239264463,4.639407291,4.400475901,4.464074271,4.514539016,5.568482999,4.011210341,4.94817127,4.917084589,3.795071286,4.439813026,3.476787743,4.949858876,3.770225558,4.587173379,4.597186215,3.787112827,5.173086796,4.052321705,4.179583705,4.583272635,3.517961766,5.213773932,4.550556636,4.473127406,5.27030673,4.292021361,5.25313659,4.881098567,4.88090429,4.896345391,4.072471701,4.658423881,4.7975284,3.742304456,4.786507092,5.16789655,3.131716069,3.73375444,4.587240042,4.928024181
