RamDA_mESC_48h_A04,RamDA_mESC_48h_A05,RamDA_mESC_48h_A06,RamDA_mESC_48h_A07,RamDA_mESC_48h_A08,RamDA_mESC_48h_B01,RamDA_mESC_48h_B02,RamDA_mESC_48h_B03,RamDA_mESC_48h_B04,RamDA_mESC_48h_B05,RamDA_mESC_48h_B06,RamDA_mESC_48h_B07,RamDA_mESC_48h_B08,RamDA_mESC_48h_B09,RamDA_mESC_48h_B10,RamDA_mESC_48h_B11,RamDA_mESC_48h_C01,RamDA_mESC_48h_C02,RamDA_mESC_48h_C03,RamDA_mESC_48h_C04,RamDA_mESC_48h_C05,RamDA_mESC_48h_C07,RamDA_mESC_48h_C08,RamDA_mESC_48h_C09,RamDA_mESC_48h_C10,RamDA_mESC_48h_C11,RamDA_mESC_48h_C12,RamDA_mESC_48h_D01,RamDA_mESC_48h_D02,RamDA_mESC_48h_D03,RamDA_mESC_48h_D04,RamDA_mESC_48h_D05,RamDA_mESC_48h_D06,RamDA_mESC_48h_D07,RamDA_mESC_48h_D08,RamDA_mESC_48h_D10,RamDA_mESC_48h_D11,RamDA_mESC_48h_D12,RamDA_mESC_48h_E02,RamDA_mESC_48h_E05,RamDA_mESC_48h_E06,RamDA_mESC_48h_E07,RamDA_mESC_48h_E08,RamDA_mESC_48h_E10,RamDA_mESC_48h_E11,RamDA_mESC_48h_E12,RamDA_mESC_48h_F01,RamDA_mESC_48h_F02,RamDA_mESC_48h_F03,RamDA_mESC_48h_F04,RamDA_mESC_48h_F05,RamDA_mESC_48h_F06,RamDA_mESC_48h_F07,RamDA_mESC_48h_F08,RamDA_mESC_48h_F09,RamDA_mESC_48h_F10,RamDA_mESC_48h_F11,RamDA_mESC_48h_F12,RamDA_mESC_48h_G01,RamDA_mESC_48h_G03,RamDA_mESC_48h_G04,RamDA_mESC_48h_G05,RamDA_mESC_48h_G06,RamDA_mESC_48h_G07,X,RamDA_mESC_48h_G08,RamDA_mESC_48h_G09,RamDA_mESC_48h_G10,RamDA_mESC_48h_G11,RamDA_mESC_48h_G12,RamDA_mESC_48h_H01,RamDA_mESC_48h_H02,RamDA_mESC_48h_H03,RamDA_mESC_48h_H04,RamDA_mESC_48h_H05,RamDA_mESC_48h_H06,RamDA_mESC_48h_H07,RamDA_mESC_48h_H08,RamDA_mESC_48h_H09,RamDA_mESC_48h_H10,RamDA_mESC_48h_H11,RamDA_mESC_48h_H12,
4.515641257,3.630574524,5.579247573,5.229747784,4.598189849,5.677553229,4.40213237,4.893333513,5.695609059,5.13854075,5.095357401,4.940924912,4.552195285,5.362588398,4.82990047,5.724571893,5.712594566,5.649323373,5.078456914,4.850395511,0.209092805,4.449637503,5.268654572,4.720851518,5.541317349,4.802983577,5.100406315,4.729132006,5.312802584,4.034113058,4.335854024,4.026336703,4.812518748,4.412454968,5.058143148,4.036791791,5.484114085,5.969301525,4.491172798,5.559994127,5.340485061,5.303353714,5.626094684,5.341096623,4.224905902,4.549625341,5.112263001,6.273908575,5.95188157,4.576697237,4.006501043,5.152166207,4.883293636,4.648505154,5.492670768,4.94701706,4.418568875,5.383982404,4.581411686,5.248416999,4.110308795,4.275345874,5.095050932,4.162339414,Dab2,4.463101685,4.93555366,3.624731764,3.566249469,4.469379547,3.699560051,4.918508819,4.228784499,5.647021009,4.893103125,5.085497597,6.229220401,4.875432944,5.31588054,3.295804226,5.288264715,5.431968696,
1.192550111,1.434932181,1.005827569,1.543401489,1.322699687,1.495438246,1.821586644,0.827531609,1.486103347,1.904595059,1.371388042,1.748935031,1.981486467,1.432203308,1.995158093,1.408340194,1.355724734,1.300919728,1.394893733,1.664454453,1.755484019,1.115041061,1.752735506,1.282120218,1.115936805,1.050698923,0.693501954,1.89249218,1.714130613,0.979270645,1.888864558,1.345087069,1.855472787,1.700517415,0.965086531,1.594046209,1.325801903,1.711554633,1.508087404,1.179533098,1.90346618,1.298383267,1.433274466,2.003595618,1.518563958,1.474512592,0.869697209,1.769152588,1.470805451,1.771662323,1.217674025,1.130024343,1.699650038,1.974991454,1.861831504,1.883641302,1.359696137,1.633659203,1.236781188,1.913999431,1.416244586,1.610422776,2.173160969,1.798514605,Daxx,1.600946122,1.560623505,1.67386096,1.5416517,1.446989704,2.210836199,1.6101318,1.234737939,1.848775818,1.388448538,1.214709714,1.433904343,1.158937628,1.462992291,1.518253878,1.256786115,1.037942211,
1.707921026,1.209569386,1.606239681,1.792798627,2.063533176,1.873696525,2.094404017,2.189805607,1.554814234,1.76469843,1.475486426,1.586518379,1.956437511,1.798796412,1.604503841,2.359695513,1.710007485,1.500777537,1.604806579,1.884347674,2.210630143,1.52901962,1.825891624,2.412083178,1.724012628,1.705314596,1.29236886,2.142880283,2.213067946,2.199915353,1.153074393,2.178021644,2.048562687,1.562767107,2.360851462,2.094693065,1.466902772,1.038328439,0.686702063,1.810470014,2.07874709,1.462649513,2.163298561,1.834078358,1.862651151,1.328740942,1.664774999,1.844694399,2.05200393,2.163554937,2.144144937,2.406386613,2.203575835,1.988220274,1.337104554,1.739424612,1.952333411,1.57107317,1.705694433,2.159457829,1.791290092,1.753629115,1.873859531,1.970599216,Dazap2,1.953499653,1.963332114,1.907571408,1.772173557,1.505989046,1.314822725,1.584139246,1.949736226,1.873689177,1.813015161,1.673911742,2.128605472,1.838914487,1.552810849,1.746882282,1.949857786,1.543526222,
0.939152175,0.965198314,0.703666432,0.737758576,0.511264426,0.74694386,1.001408394,0.376536734,0.768003457,0.737434522,1.17231513,0.925173576,1.150635986,0.948792945,1.041625482,1.13611544,0.804899616,0.859385562,1.212207862,1.204068278,0.534654235,0.771004999,0.830550074,0.979963911,0.829062029,0.969557385,0.668228456,0.908118141,0.51514675,1.020342272,0.974622645,1.300304403,1.216253148,0.593154706,0.739455675,1.274757946,0.809874023,0.713263453,0.838225043,0.942620151,0.614769638,1.273447414,1.058240659,0.923152775,1.185841888,0.694401528,1.006549773,0.807181361,0.850926081,1.090413047,1.085138178,0.984019636,1.311917791,0.839256961,0.980872972,1.178070585,0.936485033,0.772337054,1.034373463,1.177465652,1.071116333,1.005221124,1.061001888,0.819619842,Dcp1a,1.072906075,0.843688761,0.864577732,0.827837322,1.102698775,0.756768749,0.906620922,0.495908478,1.004889912,1.057633521,0.843673743,0.997395513,0.750209423,1.058672247,0.525864163,1.129752639,0.518750184,
1.305541003,0.584525782,1.102034157,1.345967586,0.624108879,1.762113449,0.353180715,0.927675822,0.972350704,0.578987281,0.710069097,0.739879371,1.244357598,2.377665724,1.124528813,1.266720448,2.021725122,0.369170249,1.017399331,1.416055648,1.662241533,1.701691434,3.23399089,1.815143742,2.150509515,0.967966117,2.097862932,0.439340912,0.470789471,1.235287529,2.460976684,1.110740136,1.420949984,0.361605374,1.179918116,1.259861659,2.155793455,2.041525901,1.528187807,0.845174439,1.421265148,1.401379369,1.1102697,1.925985452,1.293156721,2.620684763,1.349383758,0.849144891,1.426992152,2.110063478,0.887846273,1.318926924,1.572449515,1.583922594,1.455714559,0.942451958,1.143524516,1.181496801,2.13859144,1.577580367,0.815736087,0.935787311,1.235630646,0.904530466,Dcxr,0.692661278,0.63271984,0.933896783,0.658084948,1.255917112,1.998887223,2.261051092,1.321679913,1.038377028,0.948744866,0.771511604,0.599859917,1.265903551,0.892617614,0.774048617,1.347244928,2.987700081,
0.619599027,0.913491325,0.626140756,1.05813308,0.895347236,1.096379725,0.376152426,2.198669118,1.280026698,1.07386466,1.436884006,0.169455495,2.157733937,0.360158472,0.986428999,2.441840564,1.266713934,1.897269019,0.293199859,1.315895929,2.445681428,2.053138539,1.59094248,0.880853063,1.960373698,1.726267033,0.998106617,0,1.928026028,1.991746662,0.93833842,0.095669685,1.852504415,0.850411137,1.599498978,0.768872961,1.469869149,1.016037504,2.803803763,1.711599885,1.193982575,1.153720362,1.630339839,0.699858198,0.988542802,0.785862134,1.161056591,1.500981134,1.006417607,1.458227453,1.099412699,1.004510291,1.836587829,0.789307248,1.954426047,0.796796756,0.463753859,0.97060297,1.486958739,1.827826873,1.552295335,1.299145251,1.025770918,1.77500321,Ddah2,0.615902929,2.106287162,0.819259055,1.658411692,1.815801451,2.599852715,1.094700557,0.883558917,1.681241575,2.050580166,0.086270939,2.928024869,1.797098231,2.151392445,2.483210128,0.805042895,2.13171952,
5.25860137,4.760017661,4.599315387,4.558952364,4.28944191,4.264237354,4.821855875,4.651737184,4.865306381,4.294144262,4.774659022,4.859600967,4.712708462,4.9832262,4.792308833,4.711302371,4.695715137,4.956274093,4.940977968,4.778647234,4.448498245,4.691095406,5.164750277,4.764982775,4.923824834,4.490235801,4.782100564,4.772337084,4.251555963,4.845928406,4.978504837,4.792108641,5.106647691,4.973317081,4.858977692,5.101858028,4.968101899,4.547741517,4.489725671,4.857614938,5.126318876,5.175965688,4.909473818,4.80402787,4.85331333,5.087696413,4.660144445,4.30082904,5.188986976,4.79203465,5.077359005,5.110685155,4.760116751,4.769802704,4.435136299,4.905446032,4.977629662,4.713562816,5.159926216,4.874012894,4.915664066,4.609969388,4.597155439,4.236849087,Ddb1,4.874646597,4.736066841,4.713374385,3.922462847,4.510714995,4.602887227,4.718029715,5.018357066,4.528119451,4.718834329,4.793854021,4.266935575,4.709235627,4.692162811,4.137747564,4.930013853,4.817960114,
0.77000403,0.586617927,0.360502477,0.439736004,0.460519561,0.575128827,0.749666759,0.870518318,0.383015916,0.318307435,0.215452192,0.845527594,0.27080749,0.540632097,0.41513928,0.778661729,0.406894666,0.927737932,0.866790532,0.327333931,0.808110211,0.845051752,0.51903657,0.328560097,0.147526635,0.237281567,0.315340491,0.20839929,0.609051141,0.380048789,0.571325495,0.172332808,0.54181553,0.204838284,0.403429059,0.789355771,0.253542081,0.98144258,0.650238328,0.2722583,0.717601933,0.64528324,0.550220437,0.724375376,0.442557514,1.053319778,0.167680252,0.493141692,0.292328628,0.589684737,0.497747984,0.516730925,0.278763142,0.504164175,0.515940839,0.600421049,0.681099643,0.630820844,0.278398749,0.776410096,0.67431695,0.343149485,0.372342662,0.186822032,Ddb2,0.356995697,0.756627011,0.06705483,0.43604058,0.179490253,0.629505327,0.30986424,0.437622608,0.573103522,0.449278584,0.495136277,0.662007655,0.310513578,0.087370211,0.693907931,0.705146409,0.617157664,
0.788795832,0.328222725,0.400426579,1.73971854,1.929931914,1.152155844,0.589986509,1.629938615,0.408942286,0.227692597,1.226952992,0.123680303,0.757114721,2.303235505,1.135656912,0.702705674,0.713519035,2.612315772,0.174701669,2.281774622,0.309744548,0.386116983,2.260416225,1.11546448,1.197099841,1.351149323,1.49160616,1.778044191,1.271788064,1.203821861,0.650167526,1.164202745,0.932431702,0.688331182,1.16747288,1.877529453,1.220721937,1.020414941,0.313207582,1.935952192,0.391753376,0.833403917,1.069596465,2.255594314,1.507137174,1.743844687,1.469428858,0.915898574,1.523106912,0.572105615,1.219175395,1.66940716,2.031897791,2.383161657,1.335219385,1.187919988,0.900587502,0.625882348,0.193928479,0.656093452,2.920823325,1.354623685,1.136067768,0.58614693,Ddit3,1.16767708,1.478816596,0.899068741,0.863259255,0.892141639,2.157011357,0.919359929,1.390154179,1.169691296,1.119798196,0.481381041,0.643911348,0.592374311,0.711546701,0.897280227,0.957378201,0.945217141,
0.787206259,0.738781187,1.197453885,1.083389377,1.133299752,0.661396335,1.099293504,1.459728216,1.135699185,1.415670821,0.724096355,0.847355314,1.656406834,1.132006376,0.765750433,0.84059048,1.058432311,0.799084507,1.260151198,0.816710868,1.874280989,1.837024323,0.997064803,1.290923745,1.205592496,1.363666767,1.023464035,0.839876264,0.611835675,1.155077049,1.838608426,0.804948857,0.723427418,1.205723641,1.071583492,0.774390854,1.327673563,0.887163748,1.258332613,1.147281133,0.516244934,0.997944768,0.998806496,1.545347645,1.339552773,1.182152004,0.945855455,1.418575489,0.971542663,0.677163699,0.722338947,1.231609875,0.916572151,1.223486949,1.362875765,0.568779059,1.113687672,1.137384024,0.642745599,1.385676852,1.106163048,1.384475519,1.339492075,0.782236295,Ddx20,1.195180772,0.881845191,0.482113574,0.865626576,1.051003592,1.007611713,1.490203327,1.206724826,1.012634226,1.39719683,0.524991967,1.450881651,1.211449787,0.994313243,1.041232043,1.25038999,0.723868596,
5.009985293,4.104293798,4.335744301,5.180918431,4.304651241,4.532700063,4.309398152,3.790790217,4.422029805,4.873158152,4.588569353,4.532676394,4.669364027,4.639725381,4.646365433,4.644287126,4.373731726,4.448090555,4.530186285,4.676119097,5.218785735,4.920327877,4.745874763,4.61236183,4.581227969,4.843818249,4.338292022,4.809195698,4.892470214,4.467721202,4.214607783,4.676200064,4.633109204,4.869539991,4.232898278,4.711266928,4.866182662,4.92064218,4.686523396,4.860384492,4.523962156,4.709659825,4.683305653,4.815048654,4.960586445,4.657191639,4.760219292,4.558685644,4.597107081,4.589919674,4.489852205,4.693483493,4.86894648,4.655551254,5.076468653,4.469657414,4.618611974,4.245512597,4.538391734,4.162467816,4.695798841,4.743273934,4.53059101,4.839631861,Ddx5,4.931213564,4.868708609,4.395377638,4.575159526,4.224875216,4.816070215,5.028663709,4.832169729,4.459266346,4.70130827,3.938433527,4.524230288,4.668745245,4.952832343,4.271090137,4.579019026,5.000598743,
1.555626376,1.274257255,1.530656645,1.624343934,1.426452705,1.197055763,1.862296126,1.151533023,1.734354107,1.876710566,1.282847074,2.204442111,2.002335661,1.358703328,1.34977966,1.528401001,1.276825486,1.691179531,1.678943413,1.288862682,1.715760481,1.746750467,1.764551791,1.959319629,2.088519602,1.906627769,1.652876035,1.655763631,1.415486459,1.52276365,2.044377999,1.102507694,1.469277485,1.402030692,1.257591998,1.614692921,1.751671144,2.125757018,1.849956766,1.978898444,2.09413785,1.818139361,1.710782883,1.57956444,1.781209221,1.819114782,1.848365367,1.526393671,1.447820485,2.074287815,1.616247029,1.629632268,1.991700503,1.787819545,2.071937169,1.156321121,1.895320137,1.707917861,1.394917107,2.002068703,1.78105598,1.721570899,1.134080744,1.370889275,Ddx54,1.616638094,1.828656541,1.355517056,1.664602357,1.572439342,1.775170832,1.925900531,1.877262249,1.706079749,1.571546625,1.016829709,1.438403668,1.844188412,1.495574142,1.48042315,1.367139136,1.368532953,
0.887958494,0.702398173,0.780041629,1.163243017,1.297784639,1.915661163,1.935600308,1.070767622,1.797546339,1.516635788,1.433303168,1.028764108,1.136672782,1.13098365,1.366366819,1.259488969,1.485711028,0.604269701,1.875545027,0.566958611,1.169505113,0.49103117,1.027580427,1.181019814,1.080093419,0.553463358,1.035441678,0.730234064,1.268379746,0.846174043,0.68100343,0.79475278,1.500934315,0.81549724,2.047874291,0.919991985,0.336852084,0.89335191,1.943759829,1.154101444,1.154978691,1.074002047,1.020398033,0.279294428,0.619229616,0.849926852,0.592696955,0.427147145,1.148464461,1.271758568,1.388196535,2.088930289,0.993272558,0.994139792,0.459640047,0.887701464,0.776016324,1.133476737,0.620239737,0.707581485,0.642024,0.794517809,0.823758754,0.626318106,Ddx58,0.473464489,0.42018495,1.084701803,1.588565291,0.968011531,2.110591315,0.698076653,0.96678925,0.634576522,0.843372796,1.631359944,0.770783841,0.706491703,1.306613145,1.190037788,1.46610148,2.185238799,
2.948339433,3.063525831,3.471106536,3.772456191,2.712200426,3.121903542,3.346597723,2.764874669,2.523089085,2.858282819,3.05091115,3.659867928,3.419163014,3.211202207,2.990665417,3.408215403,3.341191147,3.517926788,3.289633538,2.898040536,3.784937272,3.495426746,1.954314825,2.889210561,3.570413389,3.181723302,3.334489113,2.894030899,3.937968837,2.334642281,2.804064463,3.394008417,2.481107103,3.305969158,2.279096263,3.715692819,3.571306689,3.312928784,2.33496945,3.281894577,3.146338656,3.072909951,3.575226949,3.327574623,3.25159843,3.125975501,3.173243702,3.715179152,2.995274531,3.251084646,2.997135058,2.36492074,3.135485944,3.63836659,3.463677905,3.097916705,3.609164392,3.294118954,2.871922983,2.998332043,3.327830035,3.543269644,3.306441643,2.420548277,Dek,3.058624007,3.523795844,3.383477036,1.971935392,2.192679039,2.727884213,3.742347141,2.671393071,3.974646735,3.322341236,2.70867663,3.175492718,3.107548669,3.511520021,2.657085928,2.879524289,2.908703402,
1.242871054,1.16405498,1.338239342,1.280658421,1.263102704,0.802480509,1.389415267,1.047344274,1.268457239,1.16717899,1.306057327,1.3061796,1.945368204,1.218963268,1.155355682,1.045077489,1.306793053,2.077157299,1.681198645,0.868757717,2.085455371,0.993241898,1.353451403,1.140362921,1.73617344,0.977507165,2.164764623,0.949179839,1.249987534,1.447443318,1.616503967,1.194584474,2.010228983,1.699668804,1.300504447,1.51286392,1.606769625,1.04416382,1.723576553,1.442779956,0.90194457,1.163681775,1.961366882,1.710063005,1.222383938,1.208537421,1.203086818,1.13337275,1.577154773,1.673778624,1.684176785,1.645571841,1.483760583,1.16141678,1.626637869,1.264685753,1.38312498,2.048248535,1.062324127,2.127672781,1.332892996,0.829974105,1.422267407,1.152586474,Dido1,1.234196471,1.077307406,1.388206461,1.294900164,0.995131795,1.544382535,1.711275359,1.523196662,0.62838761,1.256115124,0.715071343,0.903507016,1.133156929,1.451066721,1.342948159,1.354966295,1.286232597,
2.291470887,1.673191806,2.221291288,3.320207442,1.097551383,2.455221469,3.912661151,2.510009327,1.932652351,3.523829327,2.10964762,3.058888271,2.259071431,2.267244185,2.887369435,2.11328756,1.419015476,2.606186704,1.883242452,2.04842896,3.232183706,3.019081691,2.388009721,2.175988839,2.431605952,2.236654502,2.327495847,2.607226173,1.746894269,2.786628984,3.512146619,3.216198623,1.603160975,2.452546068,2.810043917,2.792315359,2.603806034,2.628208923,3.049809797,2.493537538,0.570641513,2.519742439,3.304949872,0.495682638,1.996686779,2.746592318,1.836323026,3.969008063,1.242293751,2.772037237,2.154644457,2.926886239,2.313626915,2.526701668,3.498742044,2.548143973,2.589932205,1.950464313,2.620506016,2.933715911,2.462265495,3.057287054,2.020714289,1.849246211,Dkc1,3.310509992,2.659774936,2.444947251,2.417545991,2.571064705,1.934750971,3.283405589,2.654781776,1.665075692,3.013415023,1.886236256,2.585148942,2.033880521,2.733765941,2.102968159,2.30817067,2.378860721,
1.717440347,0.76313425,1.890492198,2.375764293,1.629133695,0.929167806,1.706401426,1.342055199,1.216778663,1.320022323,1.137818429,1.787636211,0.9301334,1.111627906,1.031914891,1.846831734,1.005825016,1.251191108,1.237654696,0.557506135,0,1.165342101,2.728817187,1.952357703,1.696309325,0.877156329,1.512905034,0.654815244,2.965827635,2.179516203,1.04254468,1.671697308,1.462172784,0.62838108,1.744388508,1.230080792,0.808058723,2.682491837,2.187642836,1.782297343,2.572051096,1.649769273,1.044358519,1.085865384,1.637417053,1.417905359,2.134779858,1.109102596,1.834521448,1.323287492,1.63318346,2.204305528,1.232554223,2.23467383,2.39462957,1.356939191,1.975228695,1.95654136,1.135595269,2.42317173,1.646129158,1.206719752,1.69751544,0.678154409,Dkk1,0.891650401,1.095518261,0.55374687,1.708152058,1.161801935,0.916988218,0.511530349,1.70333736,1.505561635,1.312365884,1.405597671,0.910443775,1.658817556,1.557178498,0.282057977,2.776653417,0.877928794,
0.14558838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015773138,0,0,0,0,0.048777814,0,0,0,0,0.069305398,0,0,0.091498786,0,0,0,0,0,0,0,0.01739685,0,0,0,0,0.034260818,0,0,0,0.024011585,0,0,0,0,0,0.017617647,0.201503377,0,0,0,0,0.036808626,0,0,0,0,0,Dmrt1,0,0.035420793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3.920511639,3.251556857,3.738375287,3.160056572,2.179956729,2.820027817,4.283206011,2.170660911,3.354186109,3.305000489,2.94865306,4.147052374,2.017885356,3.014875874,3.711056208,3.084225448,3.210796213,3.575225585,3.618875528,3.129106173,1.795668468,3.110869998,3.556535145,3.565632183,3.150122401,3.33368554,3.263112338,3.491596027,2.374368512,3.52274693,3.382611012,3.523552022,3.922397543,3.824497454,2.800854449,2.865002394,2.757313319,2.508627338,3.143352116,3.139400355,2.649752728,3.518709431,3.297383495,3.336680112,3.190868777,2.536682324,3.365414637,3.014175134,3.204718592,3.834448424,3.638259973,3.270711418,3.363676619,3.417272885,2.817787318,3.397115623,3.010535821,3.627698572,3.344576595,2.443518236,2.916199662,2.823280846,3.658244028,2.444089933,Dnajc10,3.599131053,3.787165846,3.072388908,2.948521106,3.470427419,3.564333141,2.886251778,3.542003094,2.481542643,3.375127905,3.700308744,2.863581153,3.675284692,3.500809226,2.333195782,3.326654466,3.004525928,
1.391544197,1.257516034,1.249495758,2.14342059,1.128557346,1.033470407,1.649234732,1.089515653,1.198290428,2.166596555,1.138299657,1.81468089,1.476546236,1.483748114,1.318822595,1.51888891,1.509013393,1.647147988,1.433793671,1.533125217,1.594814119,1.615560767,1.294129859,1.74032199,1.981561452,2.062968728,1.202792366,1.804929868,0.913786752,1.159439447,1.479634491,1.602734684,0.950192678,1.734316363,1.115671047,1.378368424,1.83406646,1.842288959,1.467713963,1.46824308,1.623131049,1.46472125,1.638602686,1.241816105,1.907937399,1.06888388,1.559758802,1.89583204,1.298442286,1.497429141,1.604162594,0.890701497,1.291753818,1.220626842,1.987019119,1.425310048,1.503747344,1.41476791,1.707799351,1.628171468,1.245057343,2.037625489,1.545027569,0.959973852,Dnajc2,1.592895608,1.822405722,1.234859968,1.999806258,1.149592886,1.888220616,1.818441122,1.307201259,1.171496441,1.780402848,1.235509407,1.232503866,1.4648649,1.765381566,1.639047747,1.219023922,1.007028357,
2.018808698,2.357649602,2.023269016,1.997677518,0.966834553,1.454691114,1.625171661,1.45091152,1.228913229,1.264851695,1.459230576,2.731421753,2.438499759,2.765909956,1.981717314,2.122943011,2.609119211,1.942605591,2.164320642,2.705200403,2.811252573,2.560072774,1.847076874,2.489251368,2.602139933,2.540304501,2.472018862,1.730746159,2.431692065,1.887348353,2.913801202,1.930382544,1.749466866,2.145950949,1.525492332,2.786603722,2.134758497,2.342871816,1.383318282,2.151113424,2.084016435,2.65436771,2.18922004,2.289497926,2.206025617,2.260774396,1.593911648,2.016118082,2.024361837,1.858896217,2.245581996,1.962152136,1.940645867,2.634466483,2.542601231,2.244094477,2.508509581,2.423532162,2.166003962,2.531906235,2.24646351,2.258372812,2.371140488,1.538360864,Dnmt1,1.640143828,1.963525969,1.90848436,1.347853122,1.699495112,1.85467809,2.439656264,2.04372335,2.152073822,2.006136608,1.891501165,2.331167239,1.64717759,2.003905715,1.824662012,2.529335512,1.382055112,
1.983606905,1.788913909,1.019885842,1.86343049,2.902085597,2.132422865,2.100631081,2.928555755,3.283734823,2.194001598,1.848585908,2.368394347,1.257597888,1.908879871,1.610406262,1.825859036,2.17479972,2.5302917,2.369233137,1.430519037,1.336041925,1.952035451,1.379122623,1.496187493,1.455272606,1.24066023,1.544641925,1.189235597,1.558963494,1.621869522,2.247856025,1.709158319,2.548060164,1.771680629,2.906932639,0.874046538,1.699704972,2.727077194,3.225574221,2.788359064,3.012321776,2.379275555,2.278819877,0.996809831,0.886643521,1.292097421,1.420224501,1.44244511,2.496502298,2.060816905,0.892612408,1.819628325,1.229908174,1.449901379,0.915144079,1.711149584,0.505007323,2.79320794,1.636574729,2.122527724,1.470165355,1.664506564,2.025450708,1.667352444,Dnmt3a,1.770877085,2.296747892,0.59130219,2.726800878,1.523576153,1.816270373,1.726990213,2.469382855,1.859113257,2.776684191,1.979661094,1.740479764,1.802223516,1.285588191,1.854883309,2.306838183,2.646153197,
2.084173968,1.466057736,2.319787692,1.608153572,0.279840624,1.516740814,2.196474932,1.341277664,2.073173051,3.034982154,2.801630707,1.246192136,1.27620521,1.257358252,1.012299766,3.211508159,1.722583525,1.038092651,1.333385365,2.361233077,0,0.137691815,2.941960372,3.303394528,2.46084658,1.5320514,2.850711972,0.693370561,3.531537332,0.203768075,3.604712141,1.217698846,3.19039475,1.968547428,2.493125413,2.229965727,1.920986812,0.883078659,0.777098258,2.619797925,2.265321504,2.543930843,2.115006705,1.794289531,1.525477462,0.877692836,2.056004671,2.731946793,2.999380197,2.483926218,1.643418296,2.045026743,3.318893349,2.422817979,2.160268786,2.353597964,1.47492506,2.274634919,0.991966815,2.603245267,2.120245154,2.386917503,3.365281496,1.452032562,Dpp4,2.003785549,1.306817689,0.501792992,2.885001242,1.925561392,1.390513866,0.813253341,0.863760711,2.401987854,1.37829376,0.818224609,2.044015775,2.745329233,2.166902407,1.443256778,1.552090558,2.272813465,
0.706222778,0,0.504277556,0.941436772,0.035961609,0.580855526,0.533169557,1.997832982,1.086454082,0.561889821,0.035984179,1.554182206,1.073410495,0.7671393,0,0.427080163,0.645536323,0.736772554,0.346631141,0.29762418,4.40073137,0.436225008,1.242768218,0.786172899,1.299742946,0.529207102,1.089951749,0.113947112,0.336743971,0.265876696,0.322899526,0.019742037,0.81166088,0.191311573,0.40126161,0.58425567,0.750000656,1.787767796,2.614707162,1.168398674,1.154018558,0.36354894,1.188958767,1.142720049,0.296812062,0.28026417,0.719847354,0.543734782,1.266329805,0.227983072,0.527206578,0.618059396,0.867922561,0.454182792,0.938250896,0.708864891,0.270578554,0.243661929,0.563224971,1.069812817,0.483568276,0.293543531,1.817727461,0.035751224,Dppa2,0.322804985,0.414267851,0.075874805,0.802675449,0.03166499,0.500962952,0.693325891,0.772156031,0.255563846,0.348003243,0.452267988,0.395510326,0.621584919,0.975679226,1.684851151,0.513589142,1.889222234,
0.990501631,0.096304177,1.00506154,0.731784892,0.121512051,0.628356276,0.188565241,0.782319347,0.67980584,0.648962186,0.161437216,1.028382227,1.439006481,0.214199302,0.298643485,0.817288567,1.213032875,0.556769435,0.525839559,0.377095991,1.754610927,1.678224031,1.018317577,0.135699385,0.997704507,0.859764538,0.854114455,0.174787509,0.949139273,0.649442373,1.072060137,0,0.653963925,0.633656872,0.819980039,0.503072364,0.954031322,0.591644477,1.468751301,0.558585751,0.250942693,1.315154932,1.057023854,1.391301214,0,0.4640946,0.793394454,1.135167493,0.674048128,1.31615676,0,0.581057463,1.427357246,0.649793443,0.925048947,0.853766612,0.126710275,0.278552726,0.435249097,1.990021834,0.452845304,0.399947406,0.349604678,0.180896189,Dppa4,0.610672883,0.258473516,0.262651957,0.415184317,0.794898744,0.449007902,0.895679815,0.42574902,0.48631948,0.429756317,0.2343957,0.537229932,0.826570601,0.524355747,1.261528545,1.277229061,0.980320907,
0.692370646,0.358185817,0.652957977,0.62234064,0.55219831,0.657382186,0.735545678,0.508582639,0.653512534,0.657185308,1.198092124,0.59340795,0.680816928,0.518864953,0.622805113,1.113518391,0.518190392,0.672910262,1.214097539,0.512320022,1.170087606,1.244203434,0.870180554,0.446111189,0.354676659,0.908581093,0.629604011,0.913234803,0.581082588,0.550130702,0.7961568,0.958476402,0.94677101,0.92973755,0.552128916,0.857238159,0.828090339,0.819555173,0.94533942,0.812469662,0.744124695,0.867676358,0.683527543,0.817459251,0.676635164,0.782674807,0.79631383,0.906648406,0.741719079,0.638368142,0.563474849,0.481309645,0.927410585,0.639172678,0.79912082,0.794594922,0.584883299,0.641724976,0.748855961,0.915749932,0.588266542,0.827285798,0.632632368,0.966709609,Dr1,0.913162435,0.783173636,1.051610692,1.002877708,0.49568425,0.699674984,0.718243808,0.891588725,0.562761324,0.923864687,0.747632646,0.743154304,0.93787111,0.679737994,0.666611468,0.89316381,0.794927835,
